"GIRPercentagefromFairway_RANKTHISWEEK_2008","GIRPercentagefromFairway_RANKLASTWEEK_2008","GIRPercentagefromFairway_PLAYERNAME_2008","GIRPercentagefromFairway_ROUNDS_2008","GIRPercentagefromFairway_Pct_2008","GIRPercentagefromFairway_GREENSHIT_2008","GIRPercentagefromFairway_OFHOLES_2008","stat_name","year"
157,NA,"Travis Perkins",53,72.57,254,350,"GIRPercentagefromFairway",2008
158,NA,"Mark Calcavecchia",67,72.52,438,604,"GIRPercentagefromFairway",2008
159,NA,"Cody Freeman",66,72.47,358,494,"GIRPercentagefromFairway",2008
160,NA,"David Lutterus",59,72.44,326,450,"GIRPercentagefromFairway",2008
161,NA,"Ryan Moore",72,72.42,478,660,"GIRPercentagefromFairway",2008
162,NA,"Brett Rumford",72,72.4,383,529,"GIRPercentagefromFairway",2008
163,NA,"Retief Goosen",59,72.39,333,460,"GIRPercentagefromFairway",2008
164,NA,"Jesper Parnevik",88,72.33,515,712,"GIRPercentagefromFairway",2008
165,NA,"Aaron Baddeley",76,72.3,441,610,"GIRPercentagefromFairway",2008
166,NA,"Parker McLachlin",88,72.28,498,689,"GIRPercentagefromFairway",2008
167,NA,"Kevin Na",97,72.27,662,916,"GIRPercentagefromFairway",2008
168,NA,"Daniel Chopra",84,72.22,442,612,"GIRPercentagefromFairway",2008
169,NA,"Glen Day",64,72.17,402,557,"GIRPercentagefromFairway",2008
170,NA,"Mathias Gronberg",87,72.14,523,725,"GIRPercentagefromFairway",2008
171,NA,"Rocco Mediate",87,72.1,566,785,"GIRPercentagefromFairway",2008
172,NA,"Shigeki Maruyama",50,71.91,256,356,"GIRPercentagefromFairway",2008
173,NA,"Jin Park",85,71.88,529,736,"GIRPercentagefromFairway",2008
174,NA,"Kenneth Ferrie",72,71.83,436,607,"GIRPercentagefromFairway",2008
175,NA,"Tim Herron",97,71.65,566,790,"GIRPercentagefromFairway",2008
176,NA,"Brian Davis",108,71.56,780,1090,"GIRPercentagefromFairway",2008
177,NA,"Stephen Leaney",53,71.55,327,457,"GIRPercentagefromFairway",2008
178,NA,"JP Hayes",67,71.53,422,590,"GIRPercentagefromFairway",2008
179,NA,"Andres Romero",69,71.52,354,495,"GIRPercentagefromFairway",2008
180,NA,"Bart Bryant",81,71.46,596,834,"GIRPercentagefromFairway",2008
180,NA,"Ian Poulter",51,71.46,293,410,"GIRPercentagefromFairway",2008
182,NA,"Chad Collins",72,71.22,386,542,"GIRPercentagefromFairway",2008
184,NA,"Brian Gay",102,70.91,668,942,"GIRPercentagefromFairway",2008
185,NA,"Nick OHern",82,70.79,572,808,"GIRPercentagefromFairway",2008
186,NA,"Olin Browne",77,70.76,593,838,"GIRPercentagefromFairway",2008
187,NA,"John Rollins",94,70.63,630,892,"GIRPercentagefromFairway",2008
188,NA,"Alejandro Canizares",52,70.6,269,381,"GIRPercentagefromFairway",2008
189,NA,"John Mallinger",95,70.48,647,918,"GIRPercentagefromFairway",2008
190,NA,"Kyle Thompson",70,70.38,392,557,"GIRPercentagefromFairway",2008
191,NA,"Omar Uresti",74,70.1,511,729,"GIRPercentagefromFairway",2008
192,NA,"Paul Goydos",78,69.6,538,773,"GIRPercentagefromFairway",2008
193,NA,"Nathan Green",95,69.47,546,786,"GIRPercentagefromFairway",2008
194,NA,"Greg Kraft",63,69.45,366,527,"GIRPercentagefromFairway",2008
195,NA,"Padraig Harrington",52,68.19,283,415,"GIRPercentagefromFairway",2008
196,NA,"Steve Lowery",74,68.17,422,619,"GIRPercentagefromFairway",2008
197,NA,"Corey Pavin",69,64.53,402,623,"GIRPercentagefromFairway",2008
