"DrivingAccuracyPercentage_RANKTHISWEEK_2016","DrivingAccuracyPercentage_RANKLASTWEEK_2016","DrivingAccuracyPercentage_PLAYERNAME_2016","DrivingAccuracyPercentage_ROUNDS_2016","DrivingAccuracyPercentage_Pct_2016","DrivingAccuracyPercentage_FAIRWAYSHIT_2016","DrivingAccuracyPercentage_POSSIBLEFAIRWAYS_2016","stat_name","year"
38,43,"Dicky Pride",33,65.73,303,461,"DrivingAccuracyPercentage",2016
39,47,"Abraham Ancer",26,65.56,238,363,"DrivingAccuracyPercentage",2016
39,40,"William McGirt",54,65.56,495,755,"DrivingAccuracyPercentage",2016
41,49,"Boo Weekley",53,65.54,485,740,"DrivingAccuracyPercentage",2016
42,48,"Jon Curran",55,65.45,502,767,"DrivingAccuracyPercentage",2016
43,50,"Zach Johnson",42,65.3,350,536,"DrivingAccuracyPercentage",2016
44,51,"Bryce Molder",50,65.28,455,697,"DrivingAccuracyPercentage",2016
45,53,"Keegan Bradley",40,65.23,364,558,"DrivingAccuracyPercentage",2016
46,54,"Shane Bertsch",30,65.16,273,419,"DrivingAccuracyPercentage",2016
47,57,"Marc Leishman",41,65.04,346,532,"DrivingAccuracyPercentage",2016
48,58,"Kevin Na",52,64.9,442,681,"DrivingAccuracyPercentage",2016
48,55,"Kevin Streelman",46,64.9,416,641,"DrivingAccuracyPercentage",2016
50,62,"Shane Lowry",35,64.88,290,447,"DrivingAccuracyPercentage",2016
51,45,"Si Woo Kim",63,64.85,570,879,"DrivingAccuracyPercentage",2016
52,52,"Blayne Barber",44,64.71,396,612,"DrivingAccuracyPercentage",2016
53,42,"Lucas Glover",53,64.68,478,739,"DrivingAccuracyPercentage",2016
54,61,"Matt Kuchar",46,64.55,377,584,"DrivingAccuracyPercentage",2016
55,62,"Russell Henley",42,64.44,377,585,"DrivingAccuracyPercentage",2016
56,45,"Scott Langley",41,64.4,369,573,"DrivingAccuracyPercentage",2016
57,60,"Will Ma Kenzie",54,64.31,483,751,"DrivingAccuracyPercentage",2016
58,44,"Alex Cejka",47,64.3,425,661,"DrivingAccuracyPercentage",2016
59,33,"Tim Wilkinson",40,64.22,359,559,"DrivingAccuracyPercentage",2016
60,55,"Kyle Reifers",63,64.12,563,878,"DrivingAccuracyPercentage",2016
61,65,"Ben Crane",48,64.03,429,670,"DrivingAccuracyPercentage",2016
61,30,"Vaughn Taylor",30,64.03,267,417,"DrivingAccuracyPercentage",2016
63,69,"Troy Merritt",41,64,368,575,"DrivingAccuracyPercentage",2016
64,67,"Whee Kim",54,63.91,480,751,"DrivingAccuracyPercentage",2016
65,65,"Jason Gore",51,63.89,453,709,"DrivingAccuracyPercentage",2016
66,71,"Cameron Percy",22,63.84,196,307,"DrivingAccuracyPercentage",2016
67,73,"Jordan Spieth",34,63.72,267,419,"DrivingAccuracyPercentage",2016
68,76,"Kyle Stanley",57,63.68,505,793,"DrivingAccuracyPercentage",2016
69,75,"Jason Dufner",53,63.6,442,695,"DrivingAccuracyPercentage",2016
70,70,"Ian Poulter",37,63.55,326,513,"DrivingAccuracyPercentage",2016
71,64,"Webb Simpson",34,63.29,300,474,"DrivingAccuracyPercentage",2016
72,77,"Brett Stegmaier",57,63.05,500,793,"DrivingAccuracyPercentage",2016
73,79,"Brian Gay",22,62.95,192,305,"DrivingAccuracyPercentage",2016
74,59,"Paul Casey",39,62.9,317,504,"DrivingAccuracyPercentage",2016
74,80,"Louis Oosthuizen",25,62.9,156,248,"DrivingAccuracyPercentage",2016
76,78,"Scott Pinckney",53,62.57,463,740,"DrivingAccuracyPercentage",2016
77,82,"Fabian Gomez",49,62.5,405,648,"DrivingAccuracyPercentage",2016
78,67,"Adam Hadwin",53,62.3,461,740,"DrivingAccuracyPercentage",2016
78,74,"Henrik Norlander",41,62.3,357,573,"DrivingAccuracyPercentage",2016
80,81,"Rickie Fowler",42,62.18,342,550,"DrivingAccuracyPercentage",2016
81,89,"Brian Harman",60,62.17,521,838,"DrivingAccuracyPercentage",2016
82,88,"Rory Sabbatini",40,62.16,345,555,"DrivingAccuracyPercentage",2016
83,72,"Padraig Harrington",38,62.15,330,531,"DrivingAccuracyPercentage",2016
84,90,"Bernd Wiesberger",23,62.14,174,280,"DrivingAccuracyPercentage",2016
85,91,"Wes Roach",33,62.04,286,461,"DrivingAccuracyPercentage",2016
86,92,"Steve Stricker",25,62.03,214,345,"DrivingAccuracyPercentage",2016
87,84,"Scott Brown",59,62,509,821,"DrivingAccuracyPercentage",2016
88,95,"Hudson Swafford",52,61.88,448,724,"DrivingAccuracyPercentage",2016
89,99,"Ben Martin",48,61.55,413,671,"DrivingAccuracyPercentage",2016
90,86,"DA Points",32,61.52,275,447,"DrivingAccuracyPercentage",2016
91,94,"Hideki Matsuyama",40,61.39,318,518,"DrivingAccuracyPercentage",2016
92,101,"Chris Kirk",51,61.34,395,644,"DrivingAccuracyPercentage",2016
93,102,"Scott Piercy",45,60.98,361,592,"DrivingAccuracyPercentage",2016
94,98,"Kevin Chappell",49,60.94,415,681,"DrivingAccuracyPercentage",2016
95,93,"Brendon Todd",43,60.93,365,599,"DrivingAccuracyPercentage",2016
96,100,"Sean OHair",45,60.83,382,628,"DrivingAccuracyPercentage",2016
97,87,"Cameron Tringale",47,60.82,399,656,"DrivingAccuracyPercentage",2016
98,105,"Greg Owen",56,60.79,476,783,"DrivingAccuracyPercentage",2016
99,83,"Martin Piller",37,60.74,314,517,"DrivingAccuracyPercentage",2016
100,85,"Johnson Wagner",44,60.71,374,616,"DrivingAccuracyPercentage",2016
101,103,"Cameron Smith",45,60.64,379,625,"DrivingAccuracyPercentage",2016
102,97,"Justin Rose",35,60.63,271,447,"DrivingAccuracyPercentage",2016
103,107,"Chris Stroud",52,60.55,439,725,"DrivingAccuracyPercentage",2016
104,110,"Billy Horschel",45,60.37,355,588,"DrivingAccuracyPercentage",2016
105,113,"Brandt Snedeker",47,60.17,364,605,"DrivingAccuracyPercentage",2016
106,112,"Daniel Summerhays",55,60.13,460,765,"DrivingAccuracyPercentage",2016
107,96,"Patrick Reed",53,59.97,394,657,"DrivingAccuracyPercentage",2016
108,114,"Peter Malnati",53,59.76,444,743,"DrivingAccuracyPercentage",2016
108,115,"Francesco Molinari",36,59.76,300,502,"DrivingAccuracyPercentage",2016
110,111,"JJ Henry",44,59.61,369,619,"DrivingAccuracyPercentage",2016
111,123,"Will Wilcox",47,59.57,389,653,"DrivingAccuracyPercentage",2016
112,119,"Sam Saunders",40,59.46,330,555,"DrivingAccuracyPercentage",2016
113,124,"James Hahn",45,59.43,375,631,"DrivingAccuracyPercentage",2016
114,127,"Stuart Appleby",39,59.38,323,544,"DrivingAccuracyPercentage",2016
114,119,"Sung Kang",51,59.38,421,709,"DrivingAccuracyPercentage",2016
116,128,"Chad Collins",45,59.33,372,627,"DrivingAccuracyPercentage",2016
117,106,"Brendan Steele",48,59.23,398,672,"DrivingAccuracyPercentage",2016
118,129,"Geoff Ogilvy",37,59.22,305,515,"DrivingAccuracyPercentage",2016
119,109,"George McNeill",33,59.17,271,458,"DrivingAccuracyPercentage",2016
120,134,"Jeff Overton",51,59.13,421,712,"DrivingAccuracyPercentage",2016
121,122,"Brendon de Jonge",55,59.11,454,768,"DrivingAccuracyPercentage",2016
122,131,"Brooks Koepka",39,59.08,283,479,"DrivingAccuracyPercentage",2016
123,132,"Bubba Watson",30,59.06,225,381,"DrivingAccuracyPercentage",2016
124,133,"Stewart Cink",45,59.01,370,627,"DrivingAccuracyPercentage",2016
124,119,"Vijay Singh",42,59.01,344,583,"DrivingAccuracyPercentage",2016
126,136,"Sergio Garcia",28,58.86,206,350,"DrivingAccuracyPercentage",2016
127,104,"Derek Ernst",36,58.85,296,503,"DrivingAccuracyPercentage",2016
128,125,"Jhonattan Vegas",49,58.83,403,685,"DrivingAccuracyPercentage",2016
129,117,"Matt Jones",45,58.77,345,587,"DrivingAccuracyPercentage",2016
130,108,"Byeong Hun An",23,58.65,156,266,"DrivingAccuracyPercentage",2016
131,126,"Patrick Rodgers",49,58.63,401,684,"DrivingAccuracyPercentage",2016
132,138,"Graham DeLaet",50,58.62,408,696,"DrivingAccuracyPercentage",2016
133,118,"Rory McIlroy",37,58.57,246,420,"DrivingAccuracyPercentage",2016
134,135,"Chesson Hadley",51,58.53,415,709,"DrivingAccuracyPercentage",2016
135,116,"Hunter Mahan",43,58.46,349,597,"DrivingAccuracyPercentage",2016
136,140,"Steve Wheatcroft",53,58.21,429,737,"DrivingAccuracyPercentage",2016
137,142,"Freddie Jacobson",54,58.17,438,753,"DrivingAccuracyPercentage",2016
138,141,"Tom Hoge",47,58.02,380,655,"DrivingAccuracyPercentage",2016
139,136,"Michael Thompson",46,58.01,373,643,"DrivingAccuracyPercentage",2016
140,129,"Michael Kim",62,57.97,502,866,"DrivingAccuracyPercentage",2016
141,148,"Harold Varner III",58,57.9,469,810,"DrivingAccuracyPercentage",2016
142,139,"Hiroshi Iwata",51,57.69,409,709,"DrivingAccuracyPercentage",2016
143,149,"Andres Romero",22,57.65,177,307,"DrivingAccuracyPercentage",2016
144,145,"Tyler Aldridge",53,57.53,424,737,"DrivingAccuracyPercentage",2016
145,147,"Nick Taylor",57,57.48,457,795,"DrivingAccuracyPercentage",2016
146,144,"DH Lee",35,57.46,281,489,"DrivingAccuracyPercentage",2016
147,143,"Morgan Hoffmann",43,57.33,344,600,"DrivingAccuracyPercentage",2016
148,159,"Angel Cabrera",42,57.31,337,588,"DrivingAccuracyPercentage",2016
149,158,"Branden Grace",31,57.22,222,388,"DrivingAccuracyPercentage",2016
150,153,"Daniel Berger",52,57.18,390,682,"DrivingAccuracyPercentage",2016
151,161,"Ryan Palmer",46,57.12,365,639,"DrivingAccuracyPercentage",2016
152,163,"Pat Perez",28,57.03,223,391,"DrivingAccuracyPercentage",2016
153,164,"Miguel Angel Carballo",24,57.01,191,335,"DrivingAccuracyPercentage",2016
154,146,"Jonas Blixt",46,56.96,364,639,"DrivingAccuracyPercentage",2016
155,157,"Steve Marino",40,56.89,318,559,"DrivingAccuracyPercentage",2016
156,149,"John Senden",48,56.72,380,670,"DrivingAccuracyPercentage",2016
157,162,"Jason Kokrak",52,56.69,411,725,"DrivingAccuracyPercentage",2016
158,152,"Dawie van der Walt",48,56.63,380,671,"DrivingAccuracyPercentage",2016
159,167,"Bronson Burgoon",53,56.56,418,739,"DrivingAccuracyPercentage",2016
160,151,"Robert Streb",51,56.55,380,672,"DrivingAccuracyPercentage",2016
161,169,"Jason Day",36,56.48,231,409,"DrivingAccuracyPercentage",2016
162,159,"Anirban Lahiri",44,56.45,324,574,"DrivingAccuracyPercentage",2016
163,155,"Adam Scott",39,56.35,284,504,"DrivingAccuracyPercentage",2016
164,168,"Retief Goosen",37,56.23,289,514,"DrivingAccuracyPercentage",2016
165,171,"Jamie Lovemark",57,56.05,445,794,"DrivingAccuracyPercentage",2016
166,173,"Smylie Kaufman",57,55.79,424,760,"DrivingAccuracyPercentage",2016
167,154,"Harris English",51,55.76,397,712,"DrivingAccuracyPercentage",2016
167,174,"DJ Trahan",23,55.76,179,321,"DrivingAccuracyPercentage",2016
169,172,"Justin Thomas",53,55.71,390,700,"DrivingAccuracyPercentage",2016
170,170,"Matt Every",34,55.67,265,476,"DrivingAccuracyPercentage",2016
171,176,"Luke Guthrie",31,55.66,241,433,"DrivingAccuracyPercentage",2016
172,156,"Kelly Kraft",35,55.62,272,489,"DrivingAccuracyPercentage",2016
173,165,"Scott Stallings",46,55.3,355,642,"DrivingAccuracyPercentage",2016
174,182,"Robert Allenby",35,54.92,268,488,"DrivingAccuracyPercentage",2016
175,166,"Phil Mickelson",37,54.74,260,475,"DrivingAccuracyPercentage",2016
176,179,"Erik Compton",45,54.62,343,628,"DrivingAccuracyPercentage",2016
177,183,"Dustin Johnson",37,54.55,246,451,"DrivingAccuracyPercentage",2016
178,177,"JB Holmes",39,54.44,276,507,"DrivingAccuracyPercentage",2016
179,184,"Charley Hoffman",49,54.38,348,640,"DrivingAccuracyPercentage",2016
180,181,"Shawn Stefani",45,54.31,340,626,"DrivingAccuracyPercentage",2016
181,185,"Charl Schwartzel",29,54.17,195,360,"DrivingAccuracyPercentage",2016
182,175,"Luke Donald",49,54.04,368,681,"DrivingAccuracyPercentage",2016
183,186,"Aaron Baddeley",51,54,385,713,"DrivingAccuracyPercentage",2016
184,190,"Rob Oppenheim",37,53.97,279,517,"DrivingAccuracyPercentage",2016
185,180,"Martin Laird",46,53.89,346,642,"DrivingAccuracyPercentage",2016
186,178,"Ernie Els",34,53.38,253,474,"DrivingAccuracyPercentage",2016
187,188,"Tyrone Van Aswegen",67,53.16,497,935,"DrivingAccuracyPercentage",2016
188,189,"Charles Howell III",63,52.73,463,878,"DrivingAccuracyPercentage",2016
189,187,"Gary Woodland",45,52.72,330,626,"DrivingAccuracyPercentage",2016
190,192,"Jimmy Walker",43,52.58,296,563,"DrivingAccuracyPercentage",2016
191,196,"Patton Kizzire",57,52.3,386,738,"DrivingAccuracyPercentage",2016
192,191,"Derek Fathauer",58,52.29,423,809,"DrivingAccuracyPercentage",2016
192,195,"Rhein Gibson",36,52.29,263,503,"DrivingAccuracyPercentage",2016
194,193,"Andres Gonzales",46,52.26,335,641,"DrivingAccuracyPercentage",2016
195,194,"Camilo Villegas",50,51.87,361,696,"DrivingAccuracyPercentage",2016
196,198,"Luke List",51,51.48,366,711,"DrivingAccuracyPercentage",2016
197,200,"Ricky Barnes",57,51.45,409,795,"DrivingAccuracyPercentage",2016
198,199,"Charlie Beljan",26,51.38,186,362,"DrivingAccuracyPercentage",2016
199,202,"Tony Finau",49,51.17,350,684,"DrivingAccuracyPercentage",2016
200,201,"Carlos Ortiz",47,50.76,332,654,"DrivingAccuracyPercentage",2016
201,203,"Robert Garrigus",34,50.32,239,475,"DrivingAccuracyPercentage",2016
202,197,"Jamie Donaldson",28,49.71,174,350,"DrivingAccuracyPercentage",2016
203,204,"Seung Yul Noh",54,48.94,368,752,"DrivingAccuracyPercentage",2016
204,205,"Carl Pettersson",31,47.69,206,432,"DrivingAccuracyPercentage",2016
205,206,"Steven Bowditch",40,47.42,266,561,"DrivingAccuracyPercentage",2016
206,208,"Ollie Schniederjans",23,46.27,149,322,"DrivingAccuracyPercentage",2016
207,207,"Andrew Loupe",50,45.77,319,697,"DrivingAccuracyPercentage",2016
