"TotalEagles_RANKTHISWEEK_2012","TotalEagles_RANKLASTWEEK_2012","TotalEagles_PLAYERNAME_2012","TotalEagles_ROUNDS_2012","TotalEagles_TOTAL_2012","stat_name","year"
80,80,"Chez Reavie",83,6,"TotalEagles",2012
80,80,"Justin Rose",69,6,"TotalEagles",2012
80,80,"Webb Simpson",77,6,"TotalEagles",2012
80,80,"Steve Stricker",73,6,"TotalEagles",2012
80,80,"Daniel Summerhays",81,6,"TotalEagles",2012
80,80,"Vaughn Taylor",81,6,"TotalEagles",2012
80,80,"Steve Wheatcroft",56,6,"TotalEagles",2012
103,103,"Sangmoon Bae",81,5,"TotalEagles",2012
103,103,"Ricky Barnes",92,5,"TotalEagles",2012
103,103,"Cameron Beckman",81,5,"TotalEagles",2012
103,103,"Michael Bradley",63,5,"TotalEagles",2012
103,103,"Jonathan Byrd",69,5,"TotalEagles",2012
103,103,"Chad Campbell",84,5,"TotalEagles",2012
103,103,"Miguel Angel Carballo",73,5,"TotalEagles",2012
103,103,"KJ Choi",71,5,"TotalEagles",2012
103,103,"Marco Dawson",60,5,"TotalEagles",2012
103,103,"Jason Day",57,5,"TotalEagles",2012
103,103,"Chris DiMarco",83,5,"TotalEagles",2012
103,103,"Martin Flores",95,5,"TotalEagles",2012
103,103,"Billy Hurley III",70,5,"TotalEagles",2012
103,103,"Matt Jones",53,5,"TotalEagles",2012
103,103,"Matt Kuchar",86,5,"TotalEagles",2012
103,103,"John Mallinger",74,5,"TotalEagles",2012
103,103,"William McGirt",96,5,"TotalEagles",2012
103,103,"Geoff Ogilvy",73,5,"TotalEagles",2012
103,103,"Rod Pampling",88,5,"TotalEagles",2012
103,103,"DA Points",88,5,"TotalEagles",2012
103,103,"John Rollins",81,5,"TotalEagles",2012
103,103,"Rory Sabbatini",84,5,"TotalEagles",2012
103,103,"Brandt Snedeker",81,5,"TotalEagles",2012
103,103,"Henrik Stenson",51,5,"TotalEagles",2012
103,103,"Chris Stroud",86,5,"TotalEagles",2012
103,103,"Roland Thatcher",55,5,"TotalEagles",2012
103,103,"David Toms",60,5,"TotalEagles",2012
103,103,"Jhonattan Vegas",77,5,"TotalEagles",2012
103,103,"Lee Westwood",60,5,"TotalEagles",2012
132,132,"Stuart Appleby",75,4,"TotalEagles",2012
132,132,"Daniel Chopra",55,4,"TotalEagles",2012
132,132,"John Daly",50,4,"TotalEagles",2012
132,132,"Scott Dunlap",57,4,"TotalEagles",2012
132,132,"Bob Estes",78,4,"TotalEagles",2012
132,132,"Tom Gillis",75,4,"TotalEagles",2012
132,132,"Nathan Green",73,4,"TotalEagles",2012
132,132,"Hunter Haas",69,4,"TotalEagles",2012
132,132,"JJ Killeen",101,4,"TotalEagles",2012
132,132,"Kevin Kisner",69,4,"TotalEagles",2012
132,132,"Colt Knost",79,4,"TotalEagles",2012
132,132,"Martin Laird",77,4,"TotalEagles",2012
132,132,"Davis Love III",64,4,"TotalEagles",2012
132,132,"Hunter Mahan",88,4,"TotalEagles",2012
132,132,"Graeme McDowell",55,4,"TotalEagles",2012
132,132,"Pat Perez",81,4,"TotalEagles",2012
132,132,"Tom Pernice Jr",62,4,"TotalEagles",2012
132,132,"Ian Poulter",57,4,"TotalEagles",2012
132,132,"Dicky Pride",62,4,"TotalEagles",2012
132,132,"Heath Slocum",93,4,"TotalEagles",2012
132,132,"Cameron Tringale",88,4,"TotalEagles",2012
132,132,"Tiger Woods",69,4,"TotalEagles",2012
154,154,"Aaron Baddeley",73,3,"TotalEagles",2012
154,154,"Matt Bettencourt",80,3,"TotalEagles",2012
154,154,"Jason Bohn",81,3,"TotalEagles",2012
154,154,"Stephen Gangluff",57,3,"TotalEagles",2012
154,154,"JJ Henry",93,3,"TotalEagles",2012
154,154,"Brandt Jobe",57,3,"TotalEagles",2012
154,154,"Marc Leishman",84,3,"TotalEagles",2012
154,154,"Billy Mayfair",90,3,"TotalEagles",2012
154,154,"Bryce Molder",83,3,"TotalEagles",2012
154,154,"Kevin Na",80,3,"TotalEagles",2012
154,154,"Nick OHern",78,3,"TotalEagles",2012
154,154,"Greg Owen",90,3,"TotalEagles",2012
154,154,"Ted Potter Jr",77,3,"TotalEagles",2012
154,154,"Patrick Sheehan",58,3,"TotalEagles",2012
154,154,"Kevin Streelman",89,3,"TotalEagles",2012
154,154,"Camilo Villegas",79,3,"TotalEagles",2012
170,170,"Robert Allenby",76,2,"TotalEagles",2012
170,170,"Mark Anderson",75,2,"TotalEagles",2012
170,170,"Gavin Coles",72,2,"TotalEagles",2012
170,170,"Ben Curtis",62,2,"TotalEagles",2012
170,170,"Brian Gay",91,2,"TotalEagles",2012
170,170,"David Hearn",95,2,"TotalEagles",2012
170,170,"Trevor Immelman",76,2,"TotalEagles",2012
170,170,"Freddie Jacobson",61,2,"TotalEagles",2012
170,170,"Robert Karlsson",54,2,"TotalEagles",2012
170,170,"Jerry Kelly",84,2,"TotalEagles",2012
170,170,"Justin Leonard",79,2,"TotalEagles",2012
170,170,"Charl Schwartzel",56,2,"TotalEagles",2012
170,170,"Kevin Stadler",85,2,"TotalEagles",2012
183,183,"Ryuji Imada",78,1,"TotalEagles",2012
183,183,"Richard Lee",71,1,"TotalEagles",2012
183,183,"Ryan Palmer",81,1,"TotalEagles",2012
183,183,"Alexandre Rocha",62,1,"TotalEagles",2012
183,183,"Kyle Thompson",51,1,"TotalEagles",2012
183,183,"DJ Trahan",73,1,"TotalEagles",2012
183,183,"YE Yang",64,1,"TotalEagles",2012
190,190,"Stephen Ames",54,NA,"TotalEagles",2012
190,190,"Matt Every",80,NA,"TotalEagles",2012
