"AverageGoingforitShotDistanceinYards_RANKTHISWEEK_2011","AverageGoingforitShotDistanceinYards_RANKLASTWEEK_2011","AverageGoingforitShotDistanceinYards_PLAYERNAME_2011","AverageGoingforitShotDistanceinYards_EVENTS_2011","AverageGoingforitShotDistanceinYards_AVG_2011","AverageGoingforitShotDistanceinYards_DISTANCEININCHES_2011","AverageGoingforitShotDistanceinYards_ATTEMPTS_2011","stat_name","year"
76,76,"Kevin Kisner",24,256.1,756009,82,"AverageGoingforitShotDistanceinYards",2011
76,76,"Tim Petrovic",29,256.1,1143337,124,"AverageGoingforitShotDistanceinYards",2011
78,78,"Angel Cabrera",17,256.2,811688,88,"AverageGoingforitShotDistanceinYards",2011
79,79,"Adam Scott",18,256.3,996384,108,"AverageGoingforitShotDistanceinYards",2011
80,80,"Blake Adams",34,256.6,1588762,172,"AverageGoingforitShotDistanceinYards",2011
81,81,"Zack Miller",30,256.7,1395182,151,"AverageGoingforitShotDistanceinYards",2011
82,82,"Ricky Barnes",23,256.8,1174293,127,"AverageGoingforitShotDistanceinYards",2011
82,82,"Keegan Bradley",28,256.8,1423801,154,"AverageGoingforitShotDistanceinYards",2011
84,84,"Freddie Jacobson",25,257,1063862,115,"AverageGoingforitShotDistanceinYards",2011
84,84,"Justin Rose",23,257,1276575,138,"AverageGoingforitShotDistanceinYards",2011
86,86,"Michael Putnam",21,257.1,971802,105,"AverageGoingforitShotDistanceinYards",2011
87,87,"Spencer Levin",31,257.2,1481339,160,"AverageGoingforitShotDistanceinYards",2011
87,87,"Chez Reavie",27,257.2,1435447,155,"AverageGoingforitShotDistanceinYards",2011
89,89,"Jarrod Lyle",29,257.3,1139355,123,"AverageGoingforitShotDistanceinYards",2011
89,89,"Marc Turnesa",20,257.3,518807,56,"AverageGoingforitShotDistanceinYards",2011
91,91,"Robert Allenby",25,257.4,1380842,149,"AverageGoingforitShotDistanceinYards",2011
92,92,"Brendon de Jonge",30,257.5,1409175,152,"AverageGoingforitShotDistanceinYards",2011
92,92,"Pat Perez",24,257.5,1260525,136,"AverageGoingforitShotDistanceinYards",2011
94,94,"Troy Matteson",28,257.6,1595120,172,"AverageGoingforitShotDistanceinYards",2011
95,95,"Kris Blanks",29,257.7,1261734,136,"AverageGoingforitShotDistanceinYards",2011
95,95,"Tommy Gainey",34,257.7,1706882,184,"AverageGoingforitShotDistanceinYards",2011
95,95,"Will Strickler",19,257.7,825658,89,"AverageGoingforitShotDistanceinYards",2011
98,98,"Cameron Beckman",25,257.8,1011533,109,"AverageGoingforitShotDistanceinYards",2011
98,98,"Webb Simpson",26,257.8,1698064,183,"AverageGoingforitShotDistanceinYards",2011
98,98,"Kyle Stanley",28,257.8,1810087,195,"AverageGoingforitShotDistanceinYards",2011
101,101,"Matt McQuillan",21,257.9,640708,69,"AverageGoingforitShotDistanceinYards",2011
102,102,"Bill Lunde",28,258,1467471,158,"AverageGoingforitShotDistanceinYards",2011
102,102,"Chris Riley",25,258,798710,86,"AverageGoingforitShotDistanceinYards",2011
102,102,"John Rollins",27,258,1421011,153,"AverageGoingforitShotDistanceinYards",2011
102,102,"John Senden",26,258,1718360,185,"AverageGoingforitShotDistanceinYards",2011
102,102,"Michael Thompson",25,258,1021520,110,"AverageGoingforitShotDistanceinYards",2011
107,107,"Brendan Steele",27,258.1,1403083,151,"AverageGoingforitShotDistanceinYards",2011
107,107,"Daniel Summerhays",29,258.1,985059,106,"AverageGoingforitShotDistanceinYards",2011
109,109,"Ben Crane",23,258.2,994686,107,"AverageGoingforitShotDistanceinYards",2011
109,109,"Tim Herron",28,258.2,1161957,125,"AverageGoingforitShotDistanceinYards",2011
109,109,"Hunter Mahan",25,258.2,1524432,164,"AverageGoingforitShotDistanceinYards",2011
109,109,"DJ Trahan",30,258.2,1831164,197,"AverageGoingforitShotDistanceinYards",2011
109,109,"Bo Van Pelt",27,258.2,1570937,169,"AverageGoingforitShotDistanceinYards",2011
114,114,"Scott Gutschewski",23,258.5,995787,107,"AverageGoingforitShotDistanceinYards",2011
115,115,"Martin Laird",23,258.6,1470966,158,"AverageGoingforitShotDistanceinYards",2011
115,115,"DA Points",26,258.6,1377608,148,"AverageGoingforitShotDistanceinYards",2011
115,115,"Jim Renner",22,258.6,949716,102,"AverageGoingforitShotDistanceinYards",2011
118,118,"David Toms",23,258.7,800988,86,"AverageGoingforitShotDistanceinYards",2011
118,118,"Boo Weekley",23,258.7,1332000,143,"AverageGoingforitShotDistanceinYards",2011
120,120,"Sergio Garcia",16,258.9,1043698,112,"AverageGoingforitShotDistanceinYards",2011
120,120,"Ryan Moore",22,258.9,1267595,136,"AverageGoingforitShotDistanceinYards",2011
120,120,"Martin Piller",23,258.9,782866,84,"AverageGoingforitShotDistanceinYards",2011
123,123,"Michael Bradley",24,259.1,839467,90,"AverageGoingforitShotDistanceinYards",2011
123,123,"Alex Cejka",21,259.1,727630,78,"AverageGoingforitShotDistanceinYards",2011
123,123,"Paul Goydos",25,259.1,690328,74,"AverageGoingforitShotDistanceinYards",2011
126,126,"Colt Knost",27,259.2,737198,79,"AverageGoingforitShotDistanceinYards",2011
127,127,"Woody Austin",18,259.3,718667,77,"AverageGoingforitShotDistanceinYards",2011
127,127,"Steve Elkington",17,259.3,681488,73,"AverageGoingforitShotDistanceinYards",2011
127,127,"Charles Howell III",30,259.3,1698741,182,"AverageGoingforitShotDistanceinYards",2011
127,127,"Kevin Streelman",26,259.3,1362749,146,"AverageGoingforitShotDistanceinYards",2011
127,127,"Josh Teater",31,259.3,1951327,209,"AverageGoingforitShotDistanceinYards",2011
132,132,"Steve Flesch",27,259.4,1036724,111,"AverageGoingforitShotDistanceinYards",2011
132,132,"Hunter Haas",30,259.4,1568619,168,"AverageGoingforitShotDistanceinYards",2011
132,132,"John Merrick",21,259.4,1008674,108,"AverageGoingforitShotDistanceinYards",2011
135,135,"Matt Bettencourt",30,259.6,1467501,157,"AverageGoingforitShotDistanceinYards",2011
135,135,"Scott McCarron",22,259.6,990539,106,"AverageGoingforitShotDistanceinYards",2011
137,137,"Dean Wilson",22,259.7,691870,74,"AverageGoingforitShotDistanceinYards",2011
138,138,"Michael Connell",26,259.8,869716,93,"AverageGoingforitShotDistanceinYards",2011
138,138,"Shaun Micheel",27,259.8,823002,88,"AverageGoingforitShotDistanceinYards",2011
138,138,"Rory Sabbatini",24,259.8,1197352,128,"AverageGoingforitShotDistanceinYards",2011
141,141,"Kevin Chappell",26,259.9,1272666,136,"AverageGoingforitShotDistanceinYards",2011
141,141,"Rickie Fowler",24,259.9,1281663,137,"AverageGoingforitShotDistanceinYards",2011
141,141,"Matt Jones",25,259.9,1272333,136,"AverageGoingforitShotDistanceinYards",2011
144,144,"Greg Chalmers",28,260,1039034,111,"AverageGoingforitShotDistanceinYards",2011
144,144,"Bryce Molder",27,260,879716,94,"AverageGoingforitShotDistanceinYards",2011
146,146,"Nate Smith",24,260.1,552373,59,"AverageGoingforitShotDistanceinYards",2011
147,147,"Shane Bertsch",20,260.3,684195,73,"AverageGoingforitShotDistanceinYards",2011
147,147,"Chris Stroud",28,260.3,1368394,146,"AverageGoingforitShotDistanceinYards",2011
149,149,"DJ Brigman",23,260.4,871683,93,"AverageGoingforitShotDistanceinYards",2011
149,149,"Brian Davis",30,260.4,1584008,169,"AverageGoingforitShotDistanceinYards",2011
151,151,"Tag Ridings",28,260.6,1632443,174,"AverageGoingforitShotDistanceinYards",2011
152,152,"Jeff Overton",26,260.7,1586057,169,"AverageGoingforitShotDistanceinYards",2011
153,153,"Kevin Na",26,260.8,1220490,130,"AverageGoingforitShotDistanceinYards",2011
154,154,"Rod Pampling",21,261.2,1137681,121,"AverageGoingforitShotDistanceinYards",2011
154,154,"Johnson Wagner",25,261.2,921457,98,"AverageGoingforitShotDistanceinYards",2011
156,156,"Joe Ogilvie",24,261.5,950756,101,"AverageGoingforitShotDistanceinYards",2011
157,157,"Anthony Kim",26,261.6,1148955,122,"AverageGoingforitShotDistanceinYards",2011
158,158,"Chris DiMarco",31,261.9,1018154,108,"AverageGoingforitShotDistanceinYards",2011
158,158,"Kevin Stadler",27,261.9,1489838,158,"AverageGoingforitShotDistanceinYards",2011
160,160,"Ben Curtis",23,262,745257,79,"AverageGoingforitShotDistanceinYards",2011
160,160,"Ryan Palmer",24,262,1414960,150,"AverageGoingforitShotDistanceinYards",2011
160,160,"Alexandre Rocha",22,262,726134,77,"AverageGoingforitShotDistanceinYards",2011
163,163,"Vaughn Taylor",27,262.1,1207787,128,"AverageGoingforitShotDistanceinYards",2011
164,164,"Steven Bowditch",28,262.2,1812669,192,"AverageGoingforitShotDistanceinYards",2011
164,164,"Geoff Ogilvy",21,262.2,840073,89,"AverageGoingforitShotDistanceinYards",2011
166,166,"Nathan Green",26,262.3,1142555,121,"AverageGoingforitShotDistanceinYards",2011
166,166,"JJ Henry",28,262.3,1605001,170,"AverageGoingforitShotDistanceinYards",2011
168,168,"Joe Durant",25,262.5,888212,94,"AverageGoingforitShotDistanceinYards",2011
168,168,"Cameron Tringale",32,262.5,1946517,206,"AverageGoingforitShotDistanceinYards",2011
170,170,"Billy Horschel",25,262.6,1106050,117,"AverageGoingforitShotDistanceinYards",2011
171,171,"Paul Stankowski",24,262.7,1059279,112,"AverageGoingforitShotDistanceinYards",2011
172,172,"James Driscoll",24,263.1,1297835,137,"AverageGoingforitShotDistanceinYards",2011
173,173,"Charley Hoffman",27,263.2,1999192,211,"AverageGoingforitShotDistanceinYards",2011
173,173,"David Mathis",25,263.2,824390,87,"AverageGoingforitShotDistanceinYards",2011
175,175,"Fabian Gomez",26,263.5,1185576,125,"AverageGoingforitShotDistanceinYards",2011
175,175,"Roland Thatcher",22,263.5,1015007,107,"AverageGoingforitShotDistanceinYards",2011
177,177,"Troy Merritt",23,263.6,977596,103,"AverageGoingforitShotDistanceinYards",2011
178,178,"Rich Beem",21,263.7,721394,76,"AverageGoingforitShotDistanceinYards",2011
178,178,"Nick OHern",29,263.7,854527,90,"AverageGoingforitShotDistanceinYards",2011
180,180,"Billy Mayfair",29,263.8,1529133,161,"AverageGoingforitShotDistanceinYards",2011
181,181,"Andres Romero",22,264.1,1492450,157,"AverageGoingforitShotDistanceinYards",2011
182,182,"Ryuji Imada",29,264.5,1190411,125,"AverageGoingforitShotDistanceinYards",2011
183,183,"Aron Price",18,264.8,676788,71,"AverageGoingforitShotDistanceinYards",2011
184,184,"Joseph Bramlett",25,266,1273552,133,"AverageGoingforitShotDistanceinYards",2011
185,185,"Briny Baird",19,266.6,681554,71,"AverageGoingforitShotDistanceinYards",2011
186,186,"Garrett Willis",24,266.9,1018413,106,"AverageGoingforitShotDistanceinYards",2011
