"FirstTeeEarlyScoringAverage_RANKTHISWEEK_2014","FirstTeeEarlyScoringAverage_RANKLASTWEEK_2014","FirstTeeEarlyScoringAverage_PLAYERNAME_2014","FirstTeeEarlyScoringAverage_ROUNDS_2014","FirstTeeEarlyScoringAverage_AVG_2014","FirstTeeEarlyScoringAverage_TOTALSTROKES_2014","FirstTeeEarlyScoringAverage_TOTEARLYRDS1STTEE_2014","stat_name","year"
31,31,"Jeff Overton",80,70.2,2106,30,"FirstTeeEarlyScoringAverage",2014
32,32,"Paul Casey",56,70.21,1685,24,"FirstTeeEarlyScoringAverage",2014
33,33,"Aaron Baddeley",74,70.22,1615,23,"FirstTeeEarlyScoringAverage",2014
34,34,"Stuart Appleby",92,70.23,2107,30,"FirstTeeEarlyScoringAverage",2014
35,35,"Patrick Reed",92,70.25,1686,24,"FirstTeeEarlyScoringAverage",2014
36,36,"Bill Haas",107,70.27,2600,37,"FirstTeeEarlyScoringAverage",2014
37,37,"Will Ma Kenzie",82,70.28,1757,25,"FirstTeeEarlyScoringAverage",2014
38,38,"Ryan Palmer",85,70.29,1476,21,"FirstTeeEarlyScoringAverage",2014
39,39,"Ryan Moore",86,70.3,1617,23,"FirstTeeEarlyScoringAverage",2014
39,39,"Gary Woodland",93,70.3,2601,37,"FirstTeeEarlyScoringAverage",2014
41,41,"Ricky Barnes",92,70.31,2250,32,"FirstTeeEarlyScoringAverage",2014
41,41,"Brendon Todd",108,70.31,2039,29,"FirstTeeEarlyScoringAverage",2014
43,43,"Charles Howell III",106,70.32,2883,41,"FirstTeeEarlyScoringAverage",2014
44,44,"Charl Schwartzel",64,70.33,1266,18,"FirstTeeEarlyScoringAverage",2014
44,44,"Cameron Tringale",111,70.33,2743,39,"FirstTeeEarlyScoringAverage",2014
46,46,"Seung Yul Noh",92,70.35,2392,34,"FirstTeeEarlyScoringAverage",2014
47,47,"Hudson Swafford",75,70.39,1619,23,"FirstTeeEarlyScoringAverage",2014
47,47,"Camilo Villegas",95,70.39,2675,38,"FirstTeeEarlyScoringAverage",2014
49,49,"Andrew Loupe",65,70.41,1197,17,"FirstTeeEarlyScoringAverage",2014
50,50,"Daniel Summerhays",98,70.42,2183,31,"FirstTeeEarlyScoringAverage",2014
51,51,"Ryo Ishikawa",75,70.44,1127,16,"FirstTeeEarlyScoringAverage",2014
52,52,"Charley Hoffman",93,70.5,2397,34,"FirstTeeEarlyScoringAverage",2014
52,52,"Billy Hurley III",86,70.5,1692,24,"FirstTeeEarlyScoringAverage",2014
52,52,"Bubba Watson",76,70.5,987,14,"FirstTeeEarlyScoringAverage",2014
55,55,"Brendan Steele",89,70.52,2186,31,"FirstTeeEarlyScoringAverage",2014
56,56,"William McGirt",96,70.56,1905,27,"FirstTeeEarlyScoringAverage",2014
57,57,"Andrew Svoboda",77,70.57,1976,28,"FirstTeeEarlyScoringAverage",2014
58,58,"Ken Duke",80,70.58,2329,33,"FirstTeeEarlyScoringAverage",2014
58,58,"Brian Stuard",91,70.58,1835,26,"FirstTeeEarlyScoringAverage",2014
58,58,"Jhonattan Vegas",77,70.58,1694,24,"FirstTeeEarlyScoringAverage",2014
61,61,"Graeme McDowell",66,70.59,1200,17,"FirstTeeEarlyScoringAverage",2014
62,62,"Sangmoon Bae",76,70.6,2118,30,"FirstTeeEarlyScoringAverage",2014
62,62,"David Hearn",97,70.6,2471,35,"FirstTeeEarlyScoringAverage",2014
64,64,"Jason Kokrak",65,70.61,1271,18,"FirstTeeEarlyScoringAverage",2014
65,65,"Marc Leishman",81,70.62,2048,29,"FirstTeeEarlyScoringAverage",2014
66,66,"Erik Compton",88,70.65,1413,20,"FirstTeeEarlyScoringAverage",2014
67,67,"Pat Perez",84,70.67,1696,24,"FirstTeeEarlyScoringAverage",2014
67,67,"Webb Simpson",87,70.67,1908,27,"FirstTeeEarlyScoringAverage",2014
67,67,"Heath Slocum",71,70.67,1908,27,"FirstTeeEarlyScoringAverage",2014
70,70,"Jonathan Byrd",76,70.68,1343,19,"FirstTeeEarlyScoringAverage",2014
70,70,"Brian Harman",111,70.68,2615,37,"FirstTeeEarlyScoringAverage",2014
70,70,"Justin Leonard",75,70.68,1555,22,"FirstTeeEarlyScoringAverage",2014
70,70,"Troy Merritt",62,70.68,1343,19,"FirstTeeEarlyScoringAverage",2014
74,74,"Martin Flores",85,70.69,2050,29,"FirstTeeEarlyScoringAverage",2014
74,74,"Brice Garnett",92,70.69,2050,29,"FirstTeeEarlyScoringAverage",2014
76,76,"Steven Bowditch",93,70.7,2333,33,"FirstTeeEarlyScoringAverage",2014
76,76,"Stewart Cink",91,70.7,2333,33,"FirstTeeEarlyScoringAverage",2014
76,76,"JJ Henry",91,70.7,2121,30,"FirstTeeEarlyScoringAverage",2014
79,79,"Tim Wilkinson",86,70.71,1485,21,"FirstTeeEarlyScoringAverage",2014
80,80,"Matt Every",85,70.74,2193,31,"FirstTeeEarlyScoringAverage",2014
80,80,"Kevin Streelman",79,70.74,1627,23,"FirstTeeEarlyScoringAverage",2014
82,82,"Brandt Snedeker",89,70.76,1486,21,"FirstTeeEarlyScoringAverage",2014
83,83,"Jerry Kelly",80,70.77,2123,30,"FirstTeeEarlyScoringAverage",2014
84,84,"Ben Curtis",77,70.78,1628,23,"FirstTeeEarlyScoringAverage",2014
85,85,"Hideki Matsuyama",82,70.81,1841,26,"FirstTeeEarlyScoringAverage",2014
86,86,"KJ Choi",80,70.82,1983,28,"FirstTeeEarlyScoringAverage",2014
87,87,"Ben Crane",81,70.83,1629,23,"FirstTeeEarlyScoringAverage",2014
88,88,"Robert Garrigus",80,70.84,1771,25,"FirstTeeEarlyScoringAverage",2014
88,88,"Chesson Hadley",84,70.84,1771,25,"FirstTeeEarlyScoringAverage",2014
88,88,"Vijay Singh",83,70.84,2267,32,"FirstTeeEarlyScoringAverage",2014
91,91,"Scott Brown",100,70.85,2763,39,"FirstTeeEarlyScoringAverage",2014
92,92,"Jordan Spieth",102,70.86,992,14,"FirstTeeEarlyScoringAverage",2014
93,93,"Tyrone Van Aswegen",79,70.88,1772,25,"FirstTeeEarlyScoringAverage",2014
94,94,"Robert Allenby",83,70.89,1914,27,"FirstTeeEarlyScoringAverage",2014
95,95,"Angel Cabrera",69,70.9,1418,20,"FirstTeeEarlyScoringAverage",2014
95,95,"Rickie Fowler",91,70.9,1489,21,"FirstTeeEarlyScoringAverage",2014
95,95,"JB Holmes",86,70.9,1418,20,"FirstTeeEarlyScoringAverage",2014
98,98,"Jim Furyk",84,70.92,851,12,"FirstTeeEarlyScoringAverage",2014
98,98,"Kevin Stadler",90,70.92,2695,38,"FirstTeeEarlyScoringAverage",2014
100,100,"Ernie Els",85,70.93,1986,28,"FirstTeeEarlyScoringAverage",2014
100,100,"Matt Jones",83,70.93,2057,29,"FirstTeeEarlyScoringAverage",2014
100,100,"Michael Putnam",106,70.93,2057,29,"FirstTeeEarlyScoringAverage",2014
100,100,"Bo Van Pelt",83,70.93,2057,29,"FirstTeeEarlyScoringAverage",2014
104,104,"Ben Martin",80,70.95,1561,22,"FirstTeeEarlyScoringAverage",2014
105,105,"Hunter Mahan",88,70.96,1987,28,"FirstTeeEarlyScoringAverage",2014
106,106,"Graham DeLaet",80,71,1633,23,"FirstTeeEarlyScoringAverage",2014
106,106,"Ted Potter Jr",68,71,1633,23,"FirstTeeEarlyScoringAverage",2014
108,108,"Josh Teater",90,71.03,2060,29,"FirstTeeEarlyScoringAverage",2014
109,109,"Brian Gay",81,71.04,1989,28,"FirstTeeEarlyScoringAverage",2014
110,110,"John Huh",87,71.06,2487,35,"FirstTeeEarlyScoringAverage",2014
110,110,"Carl Pettersson",91,71.06,2203,31,"FirstTeeEarlyScoringAverage",2014
110,110,"Johnson Wagner",69,71.06,1208,17,"FirstTeeEarlyScoringAverage",2014
113,113,"Jamie Lovemark",64,71.07,1066,15,"FirstTeeEarlyScoringAverage",2014
113,113,"Sean OHair",77,71.07,1990,28,"FirstTeeEarlyScoringAverage",2014
115,115,"Greg Chalmers",85,71.09,1564,22,"FirstTeeEarlyScoringAverage",2014
115,115,"Billy Horschel",92,71.09,2346,33,"FirstTeeEarlyScoringAverage",2014
117,117,"Trevor Immelman",84,71.12,2347,33,"FirstTeeEarlyScoringAverage",2014
118,118,"Charlie Beljan",76,71.13,1138,16,"FirstTeeEarlyScoringAverage",2014
119,119,"Chad Collins",78,71.14,1494,21,"FirstTeeEarlyScoringAverage",2014
120,120,"Brendon de Jonge",109,71.17,2989,42,"FirstTeeEarlyScoringAverage",2014
120,120,"Zach Johnson",97,71.17,1637,23,"FirstTeeEarlyScoringAverage",2014
122,122,"Chad Campbell",57,71.18,783,11,"FirstTeeEarlyScoringAverage",2014
122,122,"Luke Donald",57,71.18,1566,22,"FirstTeeEarlyScoringAverage",2014
124,124,"Tim Clark",75,71.19,1851,26,"FirstTeeEarlyScoringAverage",2014
124,124,"Martin Laird",66,71.19,1851,26,"FirstTeeEarlyScoringAverage",2014
126,126,"Rory Sabbatini",82,71.23,1852,26,"FirstTeeEarlyScoringAverage",2014
127,127,"Justin Hicks",103,71.28,3065,43,"FirstTeeEarlyScoringAverage",2014
128,128,"Jason Day",54,71.29,499,7,"FirstTeeEarlyScoringAverage",2014
128,128,"Morgan Hoffmann",103,71.29,1711,24,"FirstTeeEarlyScoringAverage",2014
128,128,"Louis Oosthuizen",50,71.29,1212,17,"FirstTeeEarlyScoringAverage",2014
131,131,"Brian Davis",93,71.31,2496,35,"FirstTeeEarlyScoringAverage",2014
132,132,"Richard Lee",80,71.32,1569,22,"FirstTeeEarlyScoringAverage",2014
133,133,"Jason Bohn",81,71.35,1641,23,"FirstTeeEarlyScoringAverage",2014
134,134,"Wes Roach",67,71.38,1713,24,"FirstTeeEarlyScoringAverage",2014
135,135,"John Merrick",87,71.4,2142,30,"FirstTeeEarlyScoringAverage",2014
136,136,"Mark Wilson",69,71.42,1357,19,"FirstTeeEarlyScoringAverage",2014
137,137,"Shawn Stefani",60,71.44,1786,25,"FirstTeeEarlyScoringAverage",2014
138,138,"Spencer Levin",59,71.45,1429,20,"FirstTeeEarlyScoringAverage",2014
139,139,"Jeff Maggert",54,71.46,929,13,"FirstTeeEarlyScoringAverage",2014
140,140,"Tommy Gainey",73,71.47,1215,17,"FirstTeeEarlyScoringAverage",2014
141,141,"Russell Henley",92,71.49,2502,35,"FirstTeeEarlyScoringAverage",2014
142,142,"Robert Streb",75,71.5,1287,18,"FirstTeeEarlyScoringAverage",2014
142,142,"Lee Westwood",57,71.5,1287,18,"FirstTeeEarlyScoringAverage",2014
144,144,"Woody Austin",63,71.55,1574,22,"FirstTeeEarlyScoringAverage",2014
145,145,"James Driscoll",71,71.57,1646,23,"FirstTeeEarlyScoringAverage",2014
146,146,"David Lingmerth",80,71.58,1861,26,"FirstTeeEarlyScoringAverage",2014
147,147,"Bronson La Cassie",51,71.65,1218,17,"FirstTeeEarlyScoringAverage",2014
147,147,"Nick Watney",80,71.65,1863,26,"FirstTeeEarlyScoringAverage",2014
149,149,"John Rollins",84,71.66,2078,29,"FirstTeeEarlyScoringAverage",2014
150,150,"John Peterson",62,71.67,1290,18,"FirstTeeEarlyScoringAverage",2014
151,151,"Chris Stroud",88,71.7,1936,27,"FirstTeeEarlyScoringAverage",2014
152,152,"Will Wilcox",51,71.71,1004,14,"FirstTeeEarlyScoringAverage",2014
153,153,"Jonas Blixt",64,71.73,1578,22,"FirstTeeEarlyScoringAverage",2014
154,154,"Geoff Ogilvy",84,71.74,2224,31,"FirstTeeEarlyScoringAverage",2014
155,155,"Ian Poulter",57,71.8,1436,20,"FirstTeeEarlyScoringAverage",2014
156,156,"Scott Stallings",77,71.85,1940,27,"FirstTeeEarlyScoringAverage",2014
157,157,"Freddie Jacobson",91,71.9,2085,29,"FirstTeeEarlyScoringAverage",2014
158,158,"James Hahn",82,71.94,1295,18,"FirstTeeEarlyScoringAverage",2014
159,159,"Briny Baird",50,72,1368,19,"FirstTeeEarlyScoringAverage",2014
159,159,"Gonzalo Fdez Castano",83,72,2088,29,"FirstTeeEarlyScoringAverage",2014
159,159,"YE Yang",79,72,1944,27,"FirstTeeEarlyScoringAverage",2014
162,162,"Davis Love III",74,72.04,1801,25,"FirstTeeEarlyScoringAverage",2014
163,163,"Nicholas Thompson",85,72.05,1585,22,"FirstTeeEarlyScoringAverage",2014
164,164,"Jason Dufner",57,72.07,1081,15,"FirstTeeEarlyScoringAverage",2014
164,164,"Mike Weir",69,72.07,1081,15,"FirstTeeEarlyScoringAverage",2014
166,166,"Jim Herman",62,72.11,1370,19,"FirstTeeEarlyScoringAverage",2014
167,167,"Martin Kaymer",65,72.18,1227,17,"FirstTeeEarlyScoringAverage",2014
168,168,"Lucas Glover",68,72.21,1372,19,"FirstTeeEarlyScoringAverage",2014
169,169,"Derek Ernst",80,72.26,1951,27,"FirstTeeEarlyScoringAverage",2014
170,170,"DH Lee",54,72.3,1446,20,"FirstTeeEarlyScoringAverage",2014
170,170,"Kyle Stanley",87,72.3,2169,30,"FirstTeeEarlyScoringAverage",2014
172,172,"Roberto Castro",76,72.32,1808,25,"FirstTeeEarlyScoringAverage",2014
173,173,"Troy Matteson",62,72.33,1302,18,"FirstTeeEarlyScoringAverage",2014
174,174,"Kevin Tway",64,72.63,1380,19,"FirstTeeEarlyScoringAverage",2014
175,175,"DA Points",75,72.73,1891,26,"FirstTeeEarlyScoringAverage",2014
176,176,"Boo Weekley",73,72.74,2255,31,"FirstTeeEarlyScoringAverage",2014
177,177,"Jim Renner",61,73,1168,16,"FirstTeeEarlyScoringAverage",2014
