"3PuttAvoidance_RANKTHISWEEK_2015","3PuttAvoidance_RANKLASTWEEK_2015","3PuttAvoidance_PLAYERNAME_2015","3PuttAvoidance_ROUNDS_2015","3PuttAvoidance_Pct_2015","3PuttAvoidance_TOTAL3PUTTS_2015","3PuttAvoidance_TOTALHOLESOVERALL_2015","stat_name","year"
55,55,"Erik Compton",86,2.58,40,1548,"3PuttAvoidance",2015
55,55,"Russell Henley",87,2.58,39,1512,"3PuttAvoidance",2015
57,57,"David Lingmerth",90,2.59,42,1620,"3PuttAvoidance",2015
58,58,"KJ Choi",66,2.6,29,1116,"3PuttAvoidance",2015
59,59,"Tony Finau",106,2.62,50,1908,"3PuttAvoidance",2015
59,59,"Cameron Percy",72,2.62,33,1260,"3PuttAvoidance",2015
61,61,"Kevin Na",98,2.63,45,1710,"3PuttAvoidance",2015
61,61,"Nick Taylor",91,2.63,43,1638,"3PuttAvoidance",2015
63,63,"William McGirt",103,2.64,49,1854,"3PuttAvoidance",2015
64,64,"Hunter Mahan",88,2.65,40,1512,"3PuttAvoidance",2015
65,65,"Charley Hoffman",97,2.66,45,1692,"3PuttAvoidance",2015
65,65,"Russell Knox",96,2.66,46,1728,"3PuttAvoidance",2015
65,65,"Matt Kuchar",97,2.66,45,1692,"3PuttAvoidance",2015
68,68,"Roberto Castro",54,2.67,24,900,"3PuttAvoidance",2015
69,69,"Adam Hadwin",95,2.69,45,1674,"3PuttAvoidance",2015
69,69,"Brandt Snedeker",98,2.69,46,1710,"3PuttAvoidance",2015
69,69,"Brendon Todd",96,2.69,45,1674,"3PuttAvoidance",2015
72,72,"Steven Bowditch",103,2.7,50,1854,"3PuttAvoidance",2015
72,72,"John Huh",102,2.7,49,1818,"3PuttAvoidance",2015
72,72,"Johnson Wagner",68,2.7,33,1224,"3PuttAvoidance",2015
75,75,"Alex Prugh",84,2.71,39,1440,"3PuttAvoidance",2015
76,76,"Alex Cejka",94,2.72,45,1656,"3PuttAvoidance",2015
76,76,"James Hahn",94,2.72,46,1692,"3PuttAvoidance",2015
78,78,"Danny Lee",120,2.73,59,2160,"3PuttAvoidance",2015
79,79,"Jerry Kelly",79,2.74,39,1422,"3PuttAvoidance",2015
80,80,"George McNeill",93,2.75,46,1674,"3PuttAvoidance",2015
81,81,"Carlos Ortiz",100,2.78,48,1728,"3PuttAvoidance",2015
82,82,"Chris Kirk",76,2.82,37,1314,"3PuttAvoidance",2015
83,83,"Davis Love III",51,2.83,26,918,"3PuttAvoidance",2015
83,83,"Carl Pettersson",106,2.83,54,1908,"3PuttAvoidance",2015
85,85,"Jason Kokrak",88,2.84,45,1584,"3PuttAvoidance",2015
86,86,"Scott Brown",97,2.86,50,1746,"3PuttAvoidance",2015
87,87,"Jon Curran",83,2.88,41,1422,"3PuttAvoidance",2015
87,87,"Oscar Fraustro",58,2.88,28,972,"3PuttAvoidance",2015
89,89,"Jim Furyk",71,2.95,34,1152,"3PuttAvoidance",2015
89,89,"Andrew Putnam",68,2.95,34,1152,"3PuttAvoidance",2015
91,91,"Greg Chalmers",58,2.98,29,972,"3PuttAvoidance",2015
91,91,"Brendan Steele",88,2.98,45,1512,"3PuttAvoidance",2015
93,93,"Justin Thomas",106,2.99,57,1908,"3PuttAvoidance",2015
94,94,"Steve Wheatcroft",87,3.01,45,1494,"3PuttAvoidance",2015
95,95,"Brooks Koepka",84,3.02,44,1458,"3PuttAvoidance",2015
96,96,"Ryo Ishikawa",90,3.03,48,1584,"3PuttAvoidance",2015
96,96,"Ryan Palmer",80,3.03,42,1386,"3PuttAvoidance",2015
98,98,"Jimmy Walker",89,3.04,47,1548,"3PuttAvoidance",2015
99,99,"Sangmoon Bae",98,3.06,54,1764,"3PuttAvoidance",2015
100,100,"Jamie Donaldson",50,3.07,26,846,"3PuttAvoidance",2015
101,101,"Scott Pinckney",88,3.09,49,1584,"3PuttAvoidance",2015
102,102,"Jonathan Randolph",72,3.1,39,1260,"3PuttAvoidance",2015
102,102,"Roger Sloan",56,3.1,29,936,"3PuttAvoidance",2015
104,104,"Hideki Matsuyama",95,3.11,51,1638,"3PuttAvoidance",2015
104,104,"Andres Romero",69,3.11,37,1188,"3PuttAvoidance",2015
104,104,"Justin Rose",69,3.11,37,1188,"3PuttAvoidance",2015
107,107,"Luke Guthrie",84,3.12,46,1476,"3PuttAvoidance",2015
108,108,"Mark Wilson",89,3.14,48,1530,"3PuttAvoidance",2015
109,109,"Fabian Gomez",83,3.15,47,1494,"3PuttAvoidance",2015
110,110,"Jonathan Byrd",69,3.16,37,1170,"3PuttAvoidance",2015
110,110,"Brice Garnett",81,3.16,45,1422,"3PuttAvoidance",2015
110,110,"Tom Hoge",83,3.16,45,1422,"3PuttAvoidance",2015
110,110,"Ian Poulter",68,3.16,37,1170,"3PuttAvoidance",2015
114,114,"Gonzalo Fdez Castano",81,3.17,44,1386,"3PuttAvoidance",2015
114,114,"Bill Haas",89,3.17,49,1548,"3PuttAvoidance",2015
116,116,"Paul Casey",87,3.18,47,1476,"3PuttAvoidance",2015
116,116,"Brian Davis",86,3.18,47,1476,"3PuttAvoidance",2015
118,118,"Will Wilcox",58,3.19,31,972,"3PuttAvoidance",2015
119,119,"Jim Herman",88,3.22,51,1584,"3PuttAvoidance",2015
120,120,"Max Homa",78,3.23,43,1332,"3PuttAvoidance",2015
120,120,"Jhonattan Vegas",90,3.23,50,1548,"3PuttAvoidance",2015
122,122,"Angel Cabrera",53,3.25,31,954,"3PuttAvoidance",2015
122,122,"Mark Hubbard",79,3.25,45,1386,"3PuttAvoidance",2015
122,122,"Seung Yul Noh",65,3.25,38,1170,"3PuttAvoidance",2015
125,125,"Ben Crane",62,3.26,34,1044,"3PuttAvoidance",2015
126,126,"Scott Piercy",90,3.27,53,1620,"3PuttAvoidance",2015
126,126,"Chez Reavie",56,3.27,33,1008,"3PuttAvoidance",2015
128,128,"Martin Laird",77,3.32,46,1386,"3PuttAvoidance",2015
128,128,"Kyle Reifers",96,3.32,55,1656,"3PuttAvoidance",2015
130,130,"Phil Mickelson",70,3.33,42,1260,"3PuttAvoidance",2015
131,131,"Bubba Watson",71,3.35,41,1224,"3PuttAvoidance",2015
132,132,"Martin Flores",95,3.36,55,1638,"3PuttAvoidance",2015
133,133,"Chris Stroud",84,3.37,51,1512,"3PuttAvoidance",2015
134,134,"Retief Goosen",81,3.39,47,1386,"3PuttAvoidance",2015
135,135,"JB Holmes",89,3.4,52,1530,"3PuttAvoidance",2015
135,135,"Ben Martin",93,3.4,55,1620,"3PuttAvoidance",2015
137,137,"Matt Every",73,3.41,43,1260,"3PuttAvoidance",2015
137,137,"John Senden",80,3.41,46,1350,"3PuttAvoidance",2015
139,139,"Kevin Chappell",86,3.42,53,1548,"3PuttAvoidance",2015
140,140,"Sam Saunders",83,3.43,50,1458,"3PuttAvoidance",2015
140,140,"Michael Thompson",83,3.43,50,1458,"3PuttAvoidance",2015
142,142,"Louis Oosthuizen",68,3.44,39,1134,"3PuttAvoidance",2015
143,143,"Boo Weekley",79,3.45,49,1422,"3PuttAvoidance",2015
143,143,"Gary Woodland",81,3.45,46,1332,"3PuttAvoidance",2015
145,145,"SJ Park",79,3.46,48,1386,"3PuttAvoidance",2015
146,146,"Chesson Hadley",101,3.47,63,1818,"3PuttAvoidance",2015
147,147,"Daniel Berger",97,3.49,61,1746,"3PuttAvoidance",2015
147,147,"Vijay Singh",78,3.49,49,1404,"3PuttAvoidance",2015
149,149,"Scott Stallings",60,3.52,38,1080,"3PuttAvoidance",2015
150,150,"Jim Renner",68,3.54,42,1188,"3PuttAvoidance",2015
150,150,"Byron Smith",59,3.54,35,990,"3PuttAvoidance",2015
152,152,"Rory Sabbatini",81,3.57,52,1458,"3PuttAvoidance",2015
153,153,"Billy Horschel",99,3.59,62,1728,"3PuttAvoidance",2015
153,153,"Cameron Tringale",96,3.59,62,1728,"3PuttAvoidance",2015
155,155,"Blayne Barber",76,3.6,48,1332,"3PuttAvoidance",2015
155,155,"Nick Watney",91,3.6,59,1638,"3PuttAvoidance",2015
157,157,"Greg Owen",58,3.64,38,1044,"3PuttAvoidance",2015
158,158,"Michael Putnam",87,3.66,56,1530,"3PuttAvoidance",2015
159,159,"Jason Gore",76,3.7,48,1296,"3PuttAvoidance",2015
159,159,"Padraig Harrington",60,3.7,40,1080,"3PuttAvoidance",2015
159,159,"Andrew Svoboda",80,3.7,52,1404,"3PuttAvoidance",2015
162,162,"Heath Slocum",57,3.77,36,954,"3PuttAvoidance",2015
163,163,"Ken Duke",93,3.81,61,1602,"3PuttAvoidance",2015
163,163,"Nicholas Thompson",90,3.81,59,1548,"3PuttAvoidance",2015
165,165,"Bill Lunde",50,3.86,32,828,"3PuttAvoidance",2015
166,166,"Bo Van Pelt",81,3.87,55,1422,"3PuttAvoidance",2015
167,167,"Henrik Stenson",63,3.89,42,1080,"3PuttAvoidance",2015
168,168,"Keegan Bradley",87,3.9,59,1512,"3PuttAvoidance",2015
169,169,"Robert Allenby",63,3.95,42,1062,"3PuttAvoidance",2015
170,170,"DA Points",72,4.05,51,1260,"3PuttAvoidance",2015
171,171,"Charl Schwartzel",67,4.06,46,1134,"3PuttAvoidance",2015
171,171,"Webb Simpson",81,4.06,57,1404,"3PuttAvoidance",2015
171,171,"Lee Westwood",56,4.06,38,936,"3PuttAvoidance",2015
174,174,"Ernie Els",57,4.09,42,1026,"3PuttAvoidance",2015
175,175,"Robert Garrigus",70,4.12,49,1188,"3PuttAvoidance",2015
176,176,"John Merrick",78,4.13,55,1332,"3PuttAvoidance",2015
177,177,"Derek Ernst",75,4.15,53,1278,"3PuttAvoidance",2015
178,178,"Stewart Cink",77,4.18,58,1386,"3PuttAvoidance",2015
179,179,"Camilo Villegas",83,4.35,65,1494,"3PuttAvoidance",2015
180,180,"Jason Dufner",76,4.41,58,1314,"3PuttAvoidance",2015
181,181,"Charlie Beljan",76,4.71,61,1296,"3PuttAvoidance",2015
182,182,"Geoff Ogilvy",50,4.75,41,864,"3PuttAvoidance",2015
183,183,"Adam Scott",51,4.86,42,864,"3PuttAvoidance",2015
184,184,"Lucas Glover",79,5.49,78,1422,"3PuttAvoidance",2015
