"EaglesHolesper_RANKTHISWEEK_2015","EaglesHolesper_RANKLASTWEEK_2015","EaglesHolesper_PLAYERNAME_2015","EaglesHolesper_ROUNDS_2015","EaglesHolesper_FREQUENCY_2015","EaglesHolesper_OFHOLES_2015","EaglesHolesper_OFEAGLES_2015","stat_name","year"
42,42,"Jason Gore",76,162,1296,8,"EaglesHolesper",2015
42,42,"JJ Henry",94,162,1620,10,"EaglesHolesper",2015
42,42,"Scott Piercy",90,162,1620,10,"EaglesHolesper",2015
46,46,"Chris Kirk",76,164.3,1314,8,"EaglesHolesper",2015
47,47,"Jonas Blixt",78,166.5,1332,8,"EaglesHolesper",2015
47,47,"Gary Woodland",81,166.5,1332,8,"EaglesHolesper",2015
49,49,"Graham DeLaet",65,167.1,1170,7,"EaglesHolesper",2015
50,50,"John Peterson",84,168,1512,9,"EaglesHolesper",2015
51,51,"Jamie Donaldson",50,169.2,846,5,"EaglesHolesper",2015
51,51,"Shawn Stefani",94,169.2,1692,10,"EaglesHolesper",2015
53,53,"Kevin Chappell",86,172,1548,9,"EaglesHolesper",2015
53,53,"Matt Jones",89,172,1548,9,"EaglesHolesper",2015
55,55,"Scott Brown",97,174.6,1746,10,"EaglesHolesper",2015
56,56,"Vijay Singh",78,175.5,1404,8,"EaglesHolesper",2015
57,57,"Steven Alker",62,180,1080,6,"EaglesHolesper",2015
57,57,"Roberto Castro",54,180,900,5,"EaglesHolesper",2015
57,57,"Scott Stallings",60,180,1080,6,"EaglesHolesper",2015
60,60,"Chesson Hadley",101,181.8,1818,10,"EaglesHolesper",2015
61,61,"Martin Flores",95,182,1638,9,"EaglesHolesper",2015
62,62,"Michael Thompson",83,182.3,1458,8,"EaglesHolesper",2015
63,63,"James Hahn",94,188,1692,9,"EaglesHolesper",2015
64,64,"Charles Howell III",105,189,1890,10,"EaglesHolesper",2015
64,64,"Brendan Steele",88,189,1512,8,"EaglesHolesper",2015
66,66,"Brandt Snedeker",98,190,1710,9,"EaglesHolesper",2015
67,67,"Blayne Barber",76,190.3,1332,7,"EaglesHolesper",2015
68,68,"Nicholas Thompson",90,193.5,1548,8,"EaglesHolesper",2015
69,69,"Greg Chalmers",58,194.4,972,5,"EaglesHolesper",2015
70,70,"Danny Lee",120,196.4,2160,11,"EaglesHolesper",2015
71,71,"Patrick Reed",103,200,1800,9,"EaglesHolesper",2015
72,72,"Ryan Moore",81,200.6,1404,7,"EaglesHolesper",2015
73,73,"Daniel Summerhays",101,202,1818,9,"EaglesHolesper",2015
74,74,"Brian Harman",90,202.5,1620,8,"EaglesHolesper",2015
75,75,"Lucas Glover",79,203.1,1422,7,"EaglesHolesper",2015
75,75,"Boo Weekley",79,203.1,1422,7,"EaglesHolesper",2015
77,77,"Harris English",105,204,1836,9,"EaglesHolesper",2015
78,78,"Nick Watney",91,204.8,1638,8,"EaglesHolesper",2015
79,79,"Alex Cejka",94,207,1656,8,"EaglesHolesper",2015
79,79,"Bill Lunde",50,207,828,4,"EaglesHolesper",2015
79,79,"Jeff Overton",94,207,1656,8,"EaglesHolesper",2015
82,82,"Rory Sabbatini",81,208.3,1458,7,"EaglesHolesper",2015
83,83,"Adam Hadwin",95,209.3,1674,8,"EaglesHolesper",2015
83,83,"George McNeill",93,209.3,1674,8,"EaglesHolesper",2015
85,85,"Matt Every",73,210,1260,6,"EaglesHolesper",2015
85,85,"Phil Mickelson",70,210,1260,6,"EaglesHolesper",2015
87,87,"Charley Hoffman",97,211.5,1692,8,"EaglesHolesper",2015
88,88,"Carl Pettersson",106,212,1908,9,"EaglesHolesper",2015
89,89,"Derek Ernst",75,213,1278,6,"EaglesHolesper",2015
89,89,"Tim Wilkinson",73,213,1278,6,"EaglesHolesper",2015
91,91,"Keegan Bradley",87,216,1512,7,"EaglesHolesper",2015
91,91,"Pat Perez",96,216,1728,8,"EaglesHolesper",2015
93,93,"Daniel Berger",97,218.3,1746,8,"EaglesHolesper",2015
94,94,"Robert Streb",110,220,1980,9,"EaglesHolesper",2015
95,95,"Sangmoon Bae",98,220.5,1764,8,"EaglesHolesper",2015
96,96,"Andres Gonzales",90,221.1,1548,7,"EaglesHolesper",2015
97,97,"Ken Duke",93,228.9,1602,7,"EaglesHolesper",2015
98,98,"Ben Martin",93,231.4,1620,7,"EaglesHolesper",2015
99,99,"Patrick Rodgers",57,238.5,954,4,"EaglesHolesper",2015
100,100,"Alex Prugh",84,240,1440,6,"EaglesHolesper",2015
101,101,"Sam Saunders",83,243,1458,6,"EaglesHolesper",2015
101,101,"Tyrone Van Aswegen",58,243,972,4,"EaglesHolesper",2015
103,103,"Johnson Wagner",68,244.8,1224,5,"EaglesHolesper",2015
104,104,"Brian Davis",86,246,1476,6,"EaglesHolesper",2015
104,104,"Luke Guthrie",84,246,1476,6,"EaglesHolesper",2015
106,106,"Billy Horschel",99,246.9,1728,7,"EaglesHolesper",2015
107,107,"Camilo Villegas",83,249,1494,6,"EaglesHolesper",2015
108,108,"Sergio Garcia",59,252,1008,4,"EaglesHolesper",2015
108,108,"Hunter Mahan",88,252,1512,6,"EaglesHolesper",2015
108,108,"DA Points",72,252,1260,5,"EaglesHolesper",2015
108,108,"Jonathan Randolph",72,252,1260,5,"EaglesHolesper",2015
108,108,"Chez Reavie",56,252,1008,4,"EaglesHolesper",2015
113,113,"Ernie Els",57,256.5,1026,4,"EaglesHolesper",2015
114,114,"Bill Haas",89,258,1548,6,"EaglesHolesper",2015
114,114,"Jimmy Walker",89,258,1548,6,"EaglesHolesper",2015
116,116,"Jason Kokrak",88,264,1584,6,"EaglesHolesper",2015
117,117,"John Merrick",78,266.4,1332,5,"EaglesHolesper",2015
118,118,"John Senden",80,270,1350,5,"EaglesHolesper",2015
119,119,"Kevin Streelman",95,273,1638,6,"EaglesHolesper",2015
120,120,"Justin Leonard",61,274.5,1098,4,"EaglesHolesper",2015
121,121,"SJ Park",79,277.2,1386,5,"EaglesHolesper",2015
122,122,"Ricky Barnes",82,280.8,1404,5,"EaglesHolesper",2015
123,123,"Charl Schwartzel",67,283.5,1134,4,"EaglesHolesper",2015
124,124,"Chad Collins",79,284.4,1422,5,"EaglesHolesper",2015
124,124,"Billy Hurley III",83,284.4,1422,5,"EaglesHolesper",2015
126,126,"Jason Bohn",95,285,1710,6,"EaglesHolesper",2015
126,126,"Kevin Na",98,285,1710,6,"EaglesHolesper",2015
128,128,"Geoff Ogilvy",50,288,864,3,"EaglesHolesper",2015
128,128,"Cameron Tringale",96,288,1728,6,"EaglesHolesper",2015
130,130,"Ian Poulter",68,292.5,1170,4,"EaglesHolesper",2015
131,131,"Jim Renner",68,297,1188,4,"EaglesHolesper",2015
132,132,"Russell Henley",87,302.4,1512,5,"EaglesHolesper",2015
133,133,"Davis Love III",51,306,918,3,"EaglesHolesper",2015
133,133,"Michael Putnam",87,306,1530,5,"EaglesHolesper",2015
135,135,"William McGirt",103,309,1854,6,"EaglesHolesper",2015
136,136,"Colt Knost",90,309.6,1548,5,"EaglesHolesper",2015
137,137,"Kevin Kisner",104,312,1872,6,"EaglesHolesper",2015
138,138,"Zach Johnson",90,313.2,1566,5,"EaglesHolesper",2015
138,138,"Bryce Molder",91,313.2,1566,5,"EaglesHolesper",2015
140,140,"Marc Leishman",74,315,1260,4,"EaglesHolesper",2015
141,141,"Jim Herman",88,316.8,1584,5,"EaglesHolesper",2015
142,142,"Brendon de Jonge",106,318,1908,6,"EaglesHolesper",2015
142,142,"Francesco Molinari",56,318,954,3,"EaglesHolesper",2015
144,144,"David Lingmerth",90,324,1620,5,"EaglesHolesper",2015
145,145,"Scott Langley",94,331.2,1656,5,"EaglesHolesper",2015
145,145,"Kyle Reifers",96,331.2,1656,5,"EaglesHolesper",2015
147,147,"Brendon Todd",96,334.8,1674,5,"EaglesHolesper",2015
148,148,"Retief Goosen",81,346.5,1386,4,"EaglesHolesper",2015
149,149,"Greg Owen",58,348,1044,3,"EaglesHolesper",2015
150,150,"Spencer Levin",99,349.2,1746,5,"EaglesHolesper",2015
151,151,"Tom Hoge",83,355.5,1422,4,"EaglesHolesper",2015
152,152,"KJ Choi",66,372,1116,3,"EaglesHolesper",2015
153,153,"Mark Wilson",89,382.5,1530,4,"EaglesHolesper",2015
154,154,"Nick Taylor",91,409.5,1638,4,"EaglesHolesper",2015
155,155,"Chad Campbell",97,436.5,1746,4,"EaglesHolesper",2015
156,156,"Mark Hubbard",79,462,1386,3,"EaglesHolesper",2015
157,157,"Zac Blair",108,468,1872,4,"EaglesHolesper",2015
158,158,"Heath Slocum",57,477,954,2,"EaglesHolesper",2015
159,159,"Oscar Fraustro",58,486,972,2,"EaglesHolesper",2015
160,160,"Byron Smith",59,495,990,2,"EaglesHolesper",2015
161,161,"David Toms",62,522,1044,2,"EaglesHolesper",2015
162,162,"Padraig Harrington",60,540,1080,2,"EaglesHolesper",2015
163,163,"Troy Merritt",91,546,1638,3,"EaglesHolesper",2015
164,164,"Russell Knox",96,576,1728,3,"EaglesHolesper",2015
164,164,"Andrew Putnam",68,576,1152,2,"EaglesHolesper",2015
166,166,"David Hearn",97,582,1746,3,"EaglesHolesper",2015
167,167,"Justin Rose",69,594,1188,2,"EaglesHolesper",2015
168,168,"Luke Donald",71,639,1278,2,"EaglesHolesper",2015
169,169,"Max Homa",78,666,1332,2,"EaglesHolesper",2015
170,170,"Stewart Cink",77,693,1386,2,"EaglesHolesper",2015
170,170,"Gonzalo Fdez Castano",81,693,1386,2,"EaglesHolesper",2015
172,172,"Jon Curran",83,711,1422,2,"EaglesHolesper",2015
172,172,"Brice Garnett",81,711,1422,2,"EaglesHolesper",2015
172,172,"Jerry Kelly",79,711,1422,2,"EaglesHolesper",2015
172,172,"Bo Van Pelt",81,711,1422,2,"EaglesHolesper",2015
176,176,"Roger Sloan",56,936,936,1,"EaglesHolesper",2015
177,177,"Ben Crane",62,1044,1044,1,"EaglesHolesper",2015
178,178,"Robert Allenby",63,1062,1062,1,"EaglesHolesper",2015
179,179,"Jonathan Byrd",69,1170,1170,1,"EaglesHolesper",2015
180,180,"Whee Kim",71,1242,1242,1,"EaglesHolesper",2015
181,181,"Fabian Gomez",83,1494,1494,1,"EaglesHolesper",2015
182,182,"Chris Stroud",84,1512,1512,1,"EaglesHolesper",2015
183,183,"Brian Stuard",97,1674,1674,1,"EaglesHolesper",2015
