"BirdieorBetterPercentage200yards_RANKTHISWEEK_2006","BirdieorBetterPercentage200yards_RANKLASTWEEK_2006","BirdieorBetterPercentage200yards_PLAYERNAME_2006","BirdieorBetterPercentage200yards_ROUNDS_2006","BirdieorBetterPercentage200yards_Pct_2006","BirdieorBetterPercentage200yards_TOTALBIRDIES_2006","BirdieorBetterPercentage200yards_TOTALHOLES_2006","stat_name","year"
32,32,"JJ Henry",96,33.79,99,293,"BirdieorBetterPercentage200yards",2006
34,34,"Hunter Mahan",98,33.78,125,370,"BirdieorBetterPercentage200yards",2006
35,35,"Camilo Villegas",95,33.74,111,329,"BirdieorBetterPercentage200yards",2006
36,36,"Nick Watney",97,33.6,128,381,"BirdieorBetterPercentage200yards",2006
37,37,"Vaughn Taylor",88,33.55,103,307,"BirdieorBetterPercentage200yards",2006
38,38,"Retief Goosen",68,33.33,65,195,"BirdieorBetterPercentage200yards",2006
38,38,"David Toms",76,33.33,71,213,"BirdieorBetterPercentage200yards",2006
40,40,"Jason Bohn",104,33.15,121,365,"BirdieorBetterPercentage200yards",2006
41,41,"Bill Haas",99,33.06,122,369,"BirdieorBetterPercentage200yards",2006
41,41,"David Howell",52,33.06,41,124,"BirdieorBetterPercentage200yards",2006
43,43,"Steve Lowery",99,32.96,118,358,"BirdieorBetterPercentage200yards",2006
44,44,"Joe Durant",101,32.82,129,393,"BirdieorBetterPercentage200yards",2006
44,44,"Jim Furyk",89,32.82,86,262,"BirdieorBetterPercentage200yards",2006
46,46,"Bubba Watson",83,32.81,104,317,"BirdieorBetterPercentage200yards",2006
47,47,"Dudley Hart",83,32.66,81,248,"BirdieorBetterPercentage200yards",2006
48,48,"David Duval",71,32.62,61,187,"BirdieorBetterPercentage200yards",2006
49,49,"Stuart Appleby",83,32.58,86,264,"BirdieorBetterPercentage200yards",2006
49,49,"Tim Herron",82,32.58,72,221,"BirdieorBetterPercentage200yards",2006
51,51,"Kent Jones",103,32.44,109,336,"BirdieorBetterPercentage200yards",2006
52,52,"Charles Howell III",96,32.43,108,333,"BirdieorBetterPercentage200yards",2006
53,53,"Mathias Gronberg",92,32.42,107,330,"BirdieorBetterPercentage200yards",2006
54,54,"Ted Purdy",103,32.39,115,355,"BirdieorBetterPercentage200yards",2006
55,55,"Robert Allenby",79,32.22,77,239,"BirdieorBetterPercentage200yards",2006
56,56,"James Driscoll",80,32.17,92,286,"BirdieorBetterPercentage200yards",2006
57,57,"Troy Matteson",101,32.15,118,367,"BirdieorBetterPercentage200yards",2006
58,58,"Arjun Atwal",97,32.04,99,309,"BirdieorBetterPercentage200yards",2006
59,59,"Kevin Sutherland",100,31.93,114,357,"BirdieorBetterPercentage200yards",2006
60,60,"Mathew Goggin",72,31.85,79,248,"BirdieorBetterPercentage200yards",2006
61,61,"Jeff Brehaut",100,31.82,105,330,"BirdieorBetterPercentage200yards",2006
62,62,"Alex Cejka",93,31.8,97,305,"BirdieorBetterPercentage200yards",2006
63,63,"Jeff Gove",91,31.79,96,302,"BirdieorBetterPercentage200yards",2006
64,64,"Ryan Moore",68,31.78,75,236,"BirdieorBetterPercentage200yards",2006
65,65,"John Daly",51,31.72,59,186,"BirdieorBetterPercentage200yards",2006
66,66,"Justin Rose",98,31.71,104,328,"BirdieorBetterPercentage200yards",2006
67,67,"Jeff Overton",95,31.48,113,359,"BirdieorBetterPercentage200yards",2006
68,68,"Brett Quigley",109,31.47,118,375,"BirdieorBetterPercentage200yards",2006
68,68,"Wes Short Jr",96,31.47,107,340,"BirdieorBetterPercentage200yards",2006
70,70,"Carlos Franco",86,31.43,99,315,"BirdieorBetterPercentage200yards",2006
71,71,"Jimmy Walker",60,31.42,71,226,"BirdieorBetterPercentage200yards",2006
72,72,"Bubba Dickerson",98,31.16,110,353,"BirdieorBetterPercentage200yards",2006
73,73,"DJ Trahan",92,31.1,93,299,"BirdieorBetterPercentage200yards",2006
74,74,"Nathan Green",108,31.01,129,416,"BirdieorBetterPercentage200yards",2006
74,74,"Greg Owen",79,31.01,89,287,"BirdieorBetterPercentage200yards",2006
76,76,"Tim Clark",80,30.97,70,226,"BirdieorBetterPercentage200yards",2006
76,76,"Tom Pernice Jr",108,30.97,109,352,"BirdieorBetterPercentage200yards",2006
78,78,"Jose Maria Olazabal",62,30.91,51,165,"BirdieorBetterPercentage200yards",2006
78,78,"Mike Sposa",68,30.91,68,220,"BirdieorBetterPercentage200yards",2006
80,80,"Aaron Baddeley",78,30.9,89,288,"BirdieorBetterPercentage200yards",2006
81,81,"Heath Slocum",96,30.82,94,305,"BirdieorBetterPercentage200yards",2006
82,82,"Alex Aragon",63,30.77,60,195,"BirdieorBetterPercentage200yards",2006
83,83,"Jason Gore",86,30.69,85,277,"BirdieorBetterPercentage200yards",2006
84,84,"Stephen Ames",63,30.64,53,173,"BirdieorBetterPercentage200yards",2006
85,85,"Frank Lickliter II",99,30.5,104,341,"BirdieorBetterPercentage200yards",2006
86,86,"Pat Perez",50,30.43,49,161,"BirdieorBetterPercentage200yards",2006
87,87,"JP Hayes",55,30.41,52,171,"BirdieorBetterPercentage200yards",2006
88,88,"Adam Scott",70,30.37,58,191,"BirdieorBetterPercentage200yards",2006
89,89,"Steve Elkington",52,30.32,47,155,"BirdieorBetterPercentage200yards",2006
90,90,"Nicholas Thompson",96,30.22,97,321,"BirdieorBetterPercentage200yards",2006
91,91,"Ian Poulter",53,30.19,48,159,"BirdieorBetterPercentage200yards",2006
92,92,"Steve Stricker",64,30.15,60,199,"BirdieorBetterPercentage200yards",2006
93,93,"DA Points",82,29.97,86,287,"BirdieorBetterPercentage200yards",2006
93,93,"Jeff Sluman",101,29.97,95,317,"BirdieorBetterPercentage200yards",2006
95,95,"Danny Ellis",68,29.95,65,217,"BirdieorBetterPercentage200yards",2006
95,95,"Ryan Hietala",61,29.95,56,187,"BirdieorBetterPercentage200yards",2006
97,97,"Woody Austin",107,29.74,102,343,"BirdieorBetterPercentage200yards",2006
98,98,"Chris Smith",67,29.66,70,236,"BirdieorBetterPercentage200yards",2006
99,99,"Roger Tambellini",64,29.65,59,199,"BirdieorBetterPercentage200yards",2006
100,100,"Kenny Perry",73,29.63,64,216,"BirdieorBetterPercentage200yards",2006
101,101,"John Huston",74,29.58,71,240,"BirdieorBetterPercentage200yards",2006
102,102,"Jonathan Kaye",95,29.57,97,328,"BirdieorBetterPercentage200yards",2006
103,103,"Brandt Jobe",91,29.45,81,275,"BirdieorBetterPercentage200yards",2006
104,104,"Mark Calcavecchia",94,29.38,99,337,"BirdieorBetterPercentage200yards",2006
105,105,"Zach Johnson",98,29.3,80,273,"BirdieorBetterPercentage200yards",2006
106,106,"Freddie Jacobson",56,29.27,60,205,"BirdieorBetterPercentage200yards",2006
107,107,"Kris Cox",83,29.26,79,270,"BirdieorBetterPercentage200yards",2006
108,108,"Chad Campbell",91,29.15,72,247,"BirdieorBetterPercentage200yards",2006
108,108,"Steve Flesch",119,29.15,116,398,"BirdieorBetterPercentage200yards",2006
110,110,"Joe Ogilvie",95,28.9,87,301,"BirdieorBetterPercentage200yards",2006
110,110,"John Senden",96,28.9,89,308,"BirdieorBetterPercentage200yards",2006
112,112,"Tom Lehman",70,28.88,54,187,"BirdieorBetterPercentage200yards",2006
113,113,"Rod Pampling",89,28.87,69,239,"BirdieorBetterPercentage200yards",2006
114,114,"Marco Dawson",87,28.81,85,295,"BirdieorBetterPercentage200yards",2006
114,114,"Dean Wilson",115,28.81,104,361,"BirdieorBetterPercentage200yards",2006
116,116,"Stewart Cink",93,28.67,80,279,"BirdieorBetterPercentage200yards",2006
117,117,"Paul Azinger",87,28.48,86,302,"BirdieorBetterPercentage200yards",2006
117,117,"Carl Pettersson",95,28.48,88,309,"BirdieorBetterPercentage200yards",2006
119,119,"KJ Choi",93,28.34,87,307,"BirdieorBetterPercentage200yards",2006
120,120,"Shigeki Maruyama",94,28.33,85,300,"BirdieorBetterPercentage200yards",2006
121,121,"Billy Mayfair",94,28.29,86,304,"BirdieorBetterPercentage200yards",2006
122,122,"Tim Petrovic",95,28.28,97,343,"BirdieorBetterPercentage200yards",2006
123,123,"Henrik Bjornstad",97,28.25,100,354,"BirdieorBetterPercentage200yards",2006
124,124,"Richard Johnson",94,28.16,87,309,"BirdieorBetterPercentage200yards",2006
125,125,"Shaun Micheel",96,28.15,85,302,"BirdieorBetterPercentage200yards",2006
126,126,"Chris Couch",75,28.14,83,295,"BirdieorBetterPercentage200yards",2006
126,126,"Matt Hansen",68,28.14,65,231,"BirdieorBetterPercentage200yards",2006
128,128,"Mike Weir",88,28.11,70,249,"BirdieorBetterPercentage200yards",2006
129,129,"Bob Estes",85,27.92,79,283,"BirdieorBetterPercentage200yards",2006
130,130,"Briny Baird",81,27.8,77,277,"BirdieorBetterPercentage200yards",2006
131,131,"Jon Mills",68,27.75,53,191,"BirdieorBetterPercentage200yards",2006
132,132,"Ron Whittaker",81,27.67,70,253,"BirdieorBetterPercentage200yards",2006
133,133,"Eric Axley",91,27.65,86,311,"BirdieorBetterPercentage200yards",2006
134,134,"Patrick Sheehan",104,27.63,84,304,"BirdieorBetterPercentage200yards",2006
135,135,"Bob May",65,27.62,58,210,"BirdieorBetterPercentage200yards",2006
136,136,"Luke Donald",66,27.61,45,163,"BirdieorBetterPercentage200yards",2006
137,137,"Bernhard Langer",77,27.51,63,229,"BirdieorBetterPercentage200yards",2006
138,138,"Scott Verplank",88,27.42,68,248,"BirdieorBetterPercentage200yards",2006
139,139,"Brian Bateman",69,27.35,61,223,"BirdieorBetterPercentage200yards",2006
139,139,"Paul Stankowski",70,27.35,61,223,"BirdieorBetterPercentage200yards",2006
141,141,"Brent Geiberger",99,27.33,94,344,"BirdieorBetterPercentage200yards",2006
142,142,"JL Lewis",57,27.27,51,187,"BirdieorBetterPercentage200yards",2006
143,143,"Joey Sindelar",90,27.08,78,288,"BirdieorBetterPercentage200yards",2006
144,144,"Mark Wilson",79,27.06,69,255,"BirdieorBetterPercentage200yards",2006
145,145,"Arron Oberholser",82,26.89,64,238,"BirdieorBetterPercentage200yards",2006
146,146,"Bob Tway",81,26.81,63,235,"BirdieorBetterPercentage200yards",2006
147,147,"Rory Sabbatini",84,26.78,64,239,"BirdieorBetterPercentage200yards",2006
148,148,"Brian Davis",92,26.77,87,325,"BirdieorBetterPercentage200yards",2006
149,149,"Fred Couples",52,26.61,29,109,"BirdieorBetterPercentage200yards",2006
150,150,"Greg Chalmers",71,26.6,54,203,"BirdieorBetterPercentage200yards",2006
151,151,"Billy Andrade",78,26.47,63,238,"BirdieorBetterPercentage200yards",2006
152,152,"Daisuke Maruyama",83,26.26,73,278,"BirdieorBetterPercentage200yards",2006
153,153,"Todd Fischer",101,26.24,90,343,"BirdieorBetterPercentage200yards",2006
153,153,"Lee Janzen",79,26.24,69,263,"BirdieorBetterPercentage200yards",2006
155,155,"Tommy Armour III",65,26.23,48,183,"BirdieorBetterPercentage200yards",2006
156,156,"Bart Bryant",87,25.98,66,254,"BirdieorBetterPercentage200yards",2006
156,156,"Ian Leggatt",80,25.98,73,281,"BirdieorBetterPercentage200yards",2006
158,158,"Shane Bertsch",104,25.73,79,307,"BirdieorBetterPercentage200yards",2006
159,159,"Robert Damron",91,25.72,80,311,"BirdieorBetterPercentage200yards",2006
160,160,"Jerry Kelly",100,25.68,85,331,"BirdieorBetterPercentage200yards",2006
160,160,"Stephen Leaney",84,25.68,76,296,"BirdieorBetterPercentage200yards",2006
162,162,"Jeff Maggert",81,25.61,73,285,"BirdieorBetterPercentage200yards",2006
163,163,"Chris Riley",86,25.58,66,258,"BirdieorBetterPercentage200yards",2006
164,164,"Skip Kendall",72,25.57,56,219,"BirdieorBetterPercentage200yards",2006
165,165,"Omar Uresti",61,25.41,47,185,"BirdieorBetterPercentage200yards",2006
166,166,"David McKenzie",82,25.4,64,252,"BirdieorBetterPercentage200yards",2006
167,167,"Ryuji Imada",105,24.92,80,321,"BirdieorBetterPercentage200yards",2006
168,168,"Kirk Triplett",58,24.84,38,153,"BirdieorBetterPercentage200yards",2006
169,169,"Michael Connell",51,24.49,36,147,"BirdieorBetterPercentage200yards",2006
170,170,"Olin Browne",108,24.45,78,319,"BirdieorBetterPercentage200yards",2006
171,171,"Chris DiMarco",83,24.44,55,225,"BirdieorBetterPercentage200yards",2006
172,172,"Robert Gamez",94,24.4,71,291,"BirdieorBetterPercentage200yards",2006
173,173,"Doug Barron",74,24.35,66,271,"BirdieorBetterPercentage200yards",2006
174,174,"Steve Jones",83,24.06,64,266,"BirdieorBetterPercentage200yards",2006
175,175,"Peter Lonard",77,23.97,58,242,"BirdieorBetterPercentage200yards",2006
176,176,"Paul Goydos",72,23.73,56,236,"BirdieorBetterPercentage200yards",2006
177,177,"Todd Hamilton",72,23.71,46,194,"BirdieorBetterPercentage200yards",2006
178,178,"David Branshaw",98,23.58,83,352,"BirdieorBetterPercentage200yards",2006
179,179,"Tjaart van der Walt",60,23.44,45,192,"BirdieorBetterPercentage200yards",2006
180,180,"Len Mattiace",59,23.37,43,184,"BirdieorBetterPercentage200yards",2006
181,181,"Vance Veazey",59,23.2,42,181,"BirdieorBetterPercentage200yards",2006
182,182,"Justin Leonard",83,22.9,49,214,"BirdieorBetterPercentage200yards",2006
183,183,"Brian Gay",107,22.5,81,360,"BirdieorBetterPercentage200yards",2006
184,184,"Ben Curtis",86,22.03,52,236,"BirdieorBetterPercentage200yards",2006
185,185,"John Engler Jr",69,21.85,52,238,"BirdieorBetterPercentage200yards",2006
186,186,"Thomas Levet",53,21.81,41,188,"BirdieorBetterPercentage200yards",2006
187,187,"Hidemichi Tanaka",74,21.33,48,225,"BirdieorBetterPercentage200yards",2006
188,188,"John Cook",67,21.14,37,175,"BirdieorBetterPercentage200yards",2006
189,189,"Fred Funk",106,20.89,61,292,"BirdieorBetterPercentage200yards",2006
190,190,"Brad Faxon",78,20.53,62,302,"BirdieorBetterPercentage200yards",2006
191,191,"Mark Brooks",90,19.85,53,267,"BirdieorBetterPercentage200yards",2006
192,192,"Jerry Smith",94,19.61,60,306,"BirdieorBetterPercentage200yards",2006
193,193,"Corey Pavin",74,19.59,48,245,"BirdieorBetterPercentage200yards",2006
194,194,"Greg Kraft",79,17.77,43,242,"BirdieorBetterPercentage200yards",2006
195,195,"Larry Mize",53,17.65,24,136,"BirdieorBetterPercentage200yards",2006
196,196,"Mark OMeara",52,16.03,21,131,"BirdieorBetterPercentage200yards",2006
