"AverageApproachShotDistance_RANKTHISWEEK_2013","AverageApproachShotDistance_RANKLASTWEEK_2013","AverageApproachShotDistance_PLAYERNAME_2013","AverageApproachShotDistance_ROUNDS_2013","AverageApproachShotDistance_AVG_2013","AverageApproachShotDistance_TOTALDISTOFAPPRSHOT_2013","AverageApproachShotDistance_TOTALHOLES_2013","stat_name","year"
59,59,"Colt Knost",69,163.5,6092482,1035,"AverageApproachShotDistance",2013
59,59,"Richard Lee",81,163.5,7585228,1289,"AverageApproachShotDistance",2013
59,59,"David Mathis",71,163.5,6533782,1110,"AverageApproachShotDistance",2013
64,64,"Erik Compton",74,163.6,6836526,1161,"AverageApproachShotDistance",2013
64,64,"Robert Karlsson",56,163.6,3886158,660,"AverageApproachShotDistance",2013
64,64,"John Merrick",79,163.6,7177474,1219,"AverageApproachShotDistance",2013
67,67,"James Hahn",78,163.7,7049293,1196,"AverageApproachShotDistance",2013
67,67,"Casey Wittenberg",72,163.7,6439623,1093,"AverageApproachShotDistance",2013
69,69,"Martin Flores",83,163.8,8008374,1358,"AverageApproachShotDistance",2013
69,69,"Jim Furyk",80,163.8,6782774,1150,"AverageApproachShotDistance",2013
69,69,"Fabian Gomez",65,163.8,5908106,1002,"AverageApproachShotDistance",2013
69,69,"Eric Meierdierks",48,163.8,3914749,664,"AverageApproachShotDistance",2013
73,73,"Robert Allenby",58,163.9,5498732,932,"AverageApproachShotDistance",2013
73,73,"KJ Choi",85,163.9,6666017,1130,"AverageApproachShotDistance",2013
73,73,"Billy Horschel",96,163.9,8779150,1488,"AverageApproachShotDistance",2013
73,73,"Zach Johnson",84,163.9,7068434,1198,"AverageApproachShotDistance",2013
73,73,"Sean OHair",56,163.9,5388506,913,"AverageApproachShotDistance",2013
73,73,"Charlie Wi",75,163.9,6969709,1181,"AverageApproachShotDistance",2013
79,79,"JJ Henry",83,164,7827154,1326,"AverageApproachShotDistance",2013
79,79,"Matt Kuchar",93,164,7307564,1238,"AverageApproachShotDistance",2013
79,79,"Rod Pampling",46,164,3689989,625,"AverageApproachShotDistance",2013
79,79,"YE Yang",56,164,4326500,733,"AverageApproachShotDistance",2013
83,83,"Kevin Chappell",80,164.1,7081277,1199,"AverageApproachShotDistance",2013
83,83,"Brad Fritsch",81,164.1,7182620,1216,"AverageApproachShotDistance",2013
83,83,"Russell Henley",80,164.1,6969484,1180,"AverageApproachShotDistance",2013
83,83,"Justin Hicks",79,164.1,6989085,1183,"AverageApproachShotDistance",2013
83,83,"Graeme McDowell",53,164.1,3905109,661,"AverageApproachShotDistance",2013
83,83,"Bryce Molder",82,164.1,7510695,1271,"AverageApproachShotDistance",2013
83,83,"Dicky Pride",71,164.1,6250108,1058,"AverageApproachShotDistance",2013
90,90,"Stephen Ames",49,164.2,4653032,787,"AverageApproachShotDistance",2013
90,90,"Bud Cauley",67,164.2,5917855,1001,"AverageApproachShotDistance",2013
90,90,"Camilo Villegas",79,164.2,6764096,1144,"AverageApproachShotDistance",2013
93,93,"Bob Estes",66,164.3,6583039,1113,"AverageApproachShotDistance",2013
93,93,"Ryan Palmer",79,164.3,7335958,1240,"AverageApproachShotDistance",2013
95,95,"Charlie Beljan",62,164.4,5834426,986,"AverageApproachShotDistance",2013
95,95,"Ernie Els",63,164.4,5096817,861,"AverageApproachShotDistance",2013
95,95,"Cameron Tringale",80,164.4,7936975,1341,"AverageApproachShotDistance",2013
98,98,"Jason Day",86,164.5,6465530,1092,"AverageApproachShotDistance",2013
98,98,"Charley Hoffman",84,164.5,7741159,1307,"AverageApproachShotDistance",2013
98,98,"Trevor Immelman",73,164.5,6563548,1108,"AverageApproachShotDistance",2013
101,101,"Derek Ernst",58,164.6,5208096,879,"AverageApproachShotDistance",2013
101,101,"Luke Guthrie",82,164.6,6903793,1165,"AverageApproachShotDistance",2013
101,101,"George McNeill",68,164.6,6800995,1148,"AverageApproachShotDistance",2013
101,101,"Cameron Percy",68,164.6,6026555,1017,"AverageApproachShotDistance",2013
101,101,"Steve Stricker",51,164.6,3710494,626,"AverageApproachShotDistance",2013
106,106,"Geoff Ogilvy",57,164.8,4462517,752,"AverageApproachShotDistance",2013
106,106,"Andrew Svoboda",46,164.8,3719631,627,"AverageApproachShotDistance",2013
108,108,"Jin Park",52,164.9,4575933,771,"AverageApproachShotDistance",2013
109,109,"Dustin Johnson",71,165,5405984,910,"AverageApproachShotDistance",2013
109,109,"Jerry Kelly",75,165,6809063,1146,"AverageApproachShotDistance",2013
109,109,"Doug LaBelle II",72,165,6284109,1058,"AverageApproachShotDistance",2013
112,112,"Aaron Baddeley",68,165.1,6276884,1056,"AverageApproachShotDistance",2013
112,112,"Jonas Blixt",76,165.1,7086456,1192,"AverageApproachShotDistance",2013
112,112,"Seung Yul Noh",71,165.1,6569036,1105,"AverageApproachShotDistance",2013
112,112,"Daniel Summerhays",83,165.1,8310390,1398,"AverageApproachShotDistance",2013
116,116,"Bill Haas",85,165.2,7346179,1235,"AverageApproachShotDistance",2013
116,116,"Jimmy Walker",84,165.2,7985576,1343,"AverageApproachShotDistance",2013
118,118,"Roberto Castro",97,165.3,8950960,1504,"AverageApproachShotDistance",2013
118,118,"John Rollins",77,165.3,7216564,1213,"AverageApproachShotDistance",2013
118,118,"Jordan Spieth",82,165.3,7107137,1194,"AverageApproachShotDistance",2013
118,118,"Bubba Watson",76,165.3,6297076,1058,"AverageApproachShotDistance",2013
122,122,"Greg Chalmers",77,165.5,7460122,1252,"AverageApproachShotDistance",2013
122,122,"Brendan Steele",86,165.5,8209302,1378,"AverageApproachShotDistance",2013
122,122,"Nick Watney",88,165.5,7792941,1308,"AverageApproachShotDistance",2013
122,122,"Mike Weir",60,165.5,5034491,845,"AverageApproachShotDistance",2013
126,126,"Brandt Jobe",62,165.6,5653257,948,"AverageApproachShotDistance",2013
126,126,"Justin Rose",62,165.6,4905578,823,"AverageApproachShotDistance",2013
126,126,"Josh Teater",86,165.6,6528455,1095,"AverageApproachShotDistance",2013
126,126,"Bo Van Pelt",72,165.6,5760122,966,"AverageApproachShotDistance",2013
130,130,"Ricky Barnes",74,165.7,6947802,1165,"AverageApproachShotDistance",2013
130,130,"Steven Bowditch",67,165.7,6184671,1037,"AverageApproachShotDistance",2013
130,130,"Matt Every",89,165.7,8505224,1426,"AverageApproachShotDistance",2013
133,133,"Scott Brown",65,165.8,5887002,986,"AverageApproachShotDistance",2013
134,134,"Ryan Moore",72,165.9,6109717,1023,"AverageApproachShotDistance",2013
134,134,"Henrik Norlander",70,165.9,6307451,1056,"AverageApproachShotDistance",2013
134,134,"Kevin Stadler",83,165.9,7349827,1231,"AverageApproachShotDistance",2013
137,137,"Chad Campbell",78,166,7718937,1292,"AverageApproachShotDistance",2013
137,137,"Jim Herman",59,166,4709297,788,"AverageApproachShotDistance",2013
137,137,"Charles Howell III",87,166,8544736,1430,"AverageApproachShotDistance",2013
137,137,"Martin Kaymer",61,166,4487137,751,"AverageApproachShotDistance",2013
137,137,"Michael Thompson",66,166,5670531,949,"AverageApproachShotDistance",2013
137,137,"Boo Weekley",100,166,8864315,1483,"AverageApproachShotDistance",2013
143,143,"Brendon de Jonge",110,166.1,10400465,1739,"AverageApproachShotDistance",2013
144,144,"Luke Donald",60,166.2,4946695,827,"AverageApproachShotDistance",2013
144,144,"Webb Simpson",92,166.2,7484569,1251,"AverageApproachShotDistance",2013
144,144,"Kevin Streelman",86,166.2,7300337,1220,"AverageApproachShotDistance",2013
147,147,"Martin Laird",68,166.3,5662464,946,"AverageApproachShotDistance",2013
147,147,"Jeff Overton",78,166.3,7944990,1327,"AverageApproachShotDistance",2013
149,149,"Jason Kokrak",78,166.5,7731184,1290,"AverageApproachShotDistance",2013
149,149,"Rory McIlroy",56,166.5,4351045,726,"AverageApproachShotDistance",2013
151,151,"Andres Romero",63,166.6,5596302,933,"AverageApproachShotDistance",2013
151,151,"Gary Woodland",94,166.6,8918853,1487,"AverageApproachShotDistance",2013
153,153,"Matt Jones",83,166.7,7530099,1255,"AverageApproachShotDistance",2013
153,153,"Pat Perez",69,166.7,6877612,1146,"AverageApproachShotDistance",2013
153,153,"Scott Piercy",78,166.7,6673652,1112,"AverageApproachShotDistance",2013
153,153,"Kyle Stanley",71,166.7,6445439,1074,"AverageApproachShotDistance",2013
157,157,"Rickie Fowler",75,166.8,6315977,1052,"AverageApproachShotDistance",2013
157,157,"Padraig Harrington",52,166.8,3759442,626,"AverageApproachShotDistance",2013
157,157,"Johnson Wagner",64,166.8,5591503,931,"AverageApproachShotDistance",2013
160,160,"Graham DeLaet",94,166.9,8741742,1455,"AverageApproachShotDistance",2013
160,160,"Harris English",95,166.9,8820398,1468,"AverageApproachShotDistance",2013
162,162,"Hunter Mahan",91,167,7321467,1218,"AverageApproachShotDistance",2013
163,163,"Stewart Cink",71,167.1,6050750,1006,"AverageApproachShotDistance",2013
164,164,"DH Lee",65,167.4,6254196,1038,"AverageApproachShotDistance",2013
165,165,"Marc Leishman",77,167.6,6932985,1149,"AverageApproachShotDistance",2013
165,165,"Chris Stroud",88,167.6,8440357,1399,"AverageApproachShotDistance",2013
167,167,"John Huh",88,168.2,8130127,1343,"AverageApproachShotDistance",2013
168,168,"Lucas Glover",65,168.3,5646002,932,"AverageApproachShotDistance",2013
169,169,"DA Points",87,168.4,7369817,1216,"AverageApproachShotDistance",2013
169,169,"John Senden",79,168.4,6614844,1091,"AverageApproachShotDistance",2013
171,171,"Phil Mickelson",78,168.6,6207774,1023,"AverageApproachShotDistance",2013
172,172,"Charl Schwartzel",69,168.7,5884812,969,"AverageApproachShotDistance",2013
173,173,"Angel Cabrera",73,168.9,6200829,1020,"AverageApproachShotDistance",2013
174,174,"Lee Westwood",70,169.1,5539969,910,"AverageApproachShotDistance",2013
175,175,"Keegan Bradley",88,169.3,7872330,1292,"AverageApproachShotDistance",2013
175,175,"Adam Scott",61,169.3,4814435,790,"AverageApproachShotDistance",2013
177,177,"Robert Garrigus",69,171.2,5393927,875,"AverageApproachShotDistance",2013
178,178,"Sergio Garcia",65,171.3,5167420,838,"AverageApproachShotDistance",2013
179,179,"Henrik Stenson",65,173.7,4934121,789,"AverageApproachShotDistance",2013
180,180,"Tiger Woods",61,174.2,4836436,771,"AverageApproachShotDistance",2013
