"Par5GoingfortheGreen_RANKTHISWEEK_2005","Par5GoingfortheGreen_RANKLASTWEEK_2005","Par5GoingfortheGreen_PLAYERNAME_2005","Par5GoingfortheGreen_ROUNDS_2005","Par5GoingfortheGreen_Pct_2005","Par5GoingfortheGreen_ATTEMPTS_2005","Par5GoingfortheGreen_NONATTEMPTS_2005","stat_name","year"
44,44,"Pat Perez",89,57.45,135,100,"Par5GoingfortheGreen",2005
45,45,"JJ Henry",102,57.39,167,124,"Par5GoingfortheGreen",2005
46,46,"Charles Howell III",95,57.38,140,104,"Par5GoingfortheGreen",2005
47,47,"Mark Calcavecchia",92,57.32,141,105,"Par5GoingfortheGreen",2005
48,48,"Carlos Franco",78,57.08,137,103,"Par5GoingfortheGreen",2005
49,49,"Justin Rose",99,56.71,169,129,"Par5GoingfortheGreen",2005
50,50,"John Senden",101,56.62,171,131,"Par5GoingfortheGreen",2005
51,51,"Sean OHair",103,56.57,155,119,"Par5GoingfortheGreen",2005
52,52,"Stuart Appleby",84,56.5,113,87,"Par5GoingfortheGreen",2005
53,53,"Roland Thatcher",75,56.41,132,102,"Par5GoingfortheGreen",2005
54,54,"Jeff Brehaut",71,56.13,119,93,"Par5GoingfortheGreen",2005
55,55,"John Huston",90,55.89,147,116,"Par5GoingfortheGreen",2005
56,56,"Steve Allan",102,55.81,168,133,"Par5GoingfortheGreen",2005
57,57,"Bo Van Pelt",112,55.8,178,141,"Par5GoingfortheGreen",2005
58,58,"Frank Lickliter II",100,55.67,167,133,"Par5GoingfortheGreen",2005
59,59,"Ted Purdy",122,55.31,177,143,"Par5GoingfortheGreen",2005
60,60,"Joe Durant",81,55.17,128,104,"Par5GoingfortheGreen",2005
61,61,"Aaron Baddeley",84,55.12,140,114,"Par5GoingfortheGreen",2005
62,62,"Joey Snyder III",102,54.93,167,137,"Par5GoingfortheGreen",2005
63,63,"Dennis Paulson",63,54.87,107,88,"Par5GoingfortheGreen",2005
64,64,"Hideto Tanihara",50,54.79,80,66,"Par5GoingfortheGreen",2005
65,65,"Rory Sabbatini",81,54.64,100,83,"Par5GoingfortheGreen",2005
66,66,"Vaughn Taylor",99,54.28,165,139,"Par5GoingfortheGreen",2005
67,67,"Brendan Jones",81,54.13,131,111,"Par5GoingfortheGreen",2005
68,68,"DA Points",94,54.12,151,128,"Par5GoingfortheGreen",2005
69,69,"Scott McCarron",78,53.99,115,98,"Par5GoingfortheGreen",2005
70,70,"David Hearn",68,53.92,110,94,"Par5GoingfortheGreen",2005
71,71,"Jose Maria Olazabal",55,53.68,73,63,"Par5GoingfortheGreen",2005
72,72,"Jonathan Kaye",77,52.97,116,103,"Par5GoingfortheGreen",2005
73,73,"Adam Scott",72,52.94,90,80,"Par5GoingfortheGreen",2005
74,74,"Fred Couples",72,52.7,78,70,"Par5GoingfortheGreen",2005
75,75,"Tim Petrovic",97,52.65,139,125,"Par5GoingfortheGreen",2005
76,76,"Brian Davis",75,52.63,120,108,"Par5GoingfortheGreen",2005
76,76,"Jeff Maggert",79,52.63,100,90,"Par5GoingfortheGreen",2005
78,78,"Tom Pernice Jr",111,52.61,161,145,"Par5GoingfortheGreen",2005
79,79,"Tim Clark",92,52.5,105,95,"Par5GoingfortheGreen",2005
80,80,"Kevin Sutherland",89,52.4,131,119,"Par5GoingfortheGreen",2005
81,81,"Paul Gow",78,52.29,114,104,"Par5GoingfortheGreen",2005
82,82,"Will Ma Kenzie",75,52.19,119,109,"Par5GoingfortheGreen",2005
83,83,"Steve Flesch",90,52.09,112,103,"Par5GoingfortheGreen",2005
84,84,"Jason Bohn",91,51.89,137,127,"Par5GoingfortheGreen",2005
85,85,"Dan Forsman",52,51.85,84,78,"Par5GoingfortheGreen",2005
86,86,"Padraig Harrington",50,51.54,67,63,"Par5GoingfortheGreen",2005
87,87,"Scott Verplank",87,51.46,106,100,"Par5GoingfortheGreen",2005
88,88,"Jason Allred",75,51.42,109,103,"Par5GoingfortheGreen",2005
89,89,"Brian Bateman",98,51.4,147,139,"Par5GoingfortheGreen",2005
90,90,"Neal Lancaster",95,51.39,148,140,"Par5GoingfortheGreen",2005
91,91,"Richard Johnson",50,51.32,78,74,"Par5GoingfortheGreen",2005
92,92,"Shaun Micheel",81,50.91,112,108,"Par5GoingfortheGreen",2005
93,93,"Ryuji Imada",78,50.89,114,110,"Par5GoingfortheGreen",2005
94,94,"Chad Campbell",95,50.85,119,115,"Par5GoingfortheGreen",2005
95,95,"Joey Sindelar",104,50.58,175,171,"Par5GoingfortheGreen",2005
96,96,"David Toms",87,50.51,100,98,"Par5GoingfortheGreen",2005
97,97,"Joe Ogilvie",103,50.38,134,132,"Par5GoingfortheGreen",2005
98,98,"Stephen Ames",82,50,94,94,"Par5GoingfortheGreen",2005
98,98,"DJ Brigman",76,50,99,99,"Par5GoingfortheGreen",2005
98,98,"Steve Elkington",67,50,91,91,"Par5GoingfortheGreen",2005
98,98,"Tim Herron",100,50,128,128,"Par5GoingfortheGreen",2005
98,98,"Zach Johnson",96,50,134,134,"Par5GoingfortheGreen",2005
98,98,"Ian Poulter",62,50,59,59,"Par5GoingfortheGreen",2005
98,98,"Mario Tiziani",67,50,100,100,"Par5GoingfortheGreen",2005
105,105,"Patrick Sheehan",114,49.85,166,167,"Par5GoingfortheGreen",2005
106,106,"Tom Lehman",69,49.37,78,80,"Par5GoingfortheGreen",2005
107,107,"Ben Crane",78,49.19,91,94,"Par5GoingfortheGreen",2005
108,108,"Bart Bryant",91,49.15,116,120,"Par5GoingfortheGreen",2005
108,108,"Andrew Magee",82,49.15,115,119,"Par5GoingfortheGreen",2005
110,110,"Cameron Beckman",96,49.11,138,143,"Par5GoingfortheGreen",2005
111,111,"Tom Gillis",77,48.72,114,120,"Par5GoingfortheGreen",2005
112,112,"Craig Barlow",81,48.65,108,114,"Par5GoingfortheGreen",2005
113,113,"Justin Bolli",65,48.5,97,103,"Par5GoingfortheGreen",2005
114,114,"Jerry Kelly",101,48.43,123,131,"Par5GoingfortheGreen",2005
115,115,"JL Lewis",98,48.38,134,143,"Par5GoingfortheGreen",2005
116,116,"Briny Baird",98,48.29,141,151,"Par5GoingfortheGreen",2005
117,117,"Steve Jones",56,48.28,70,75,"Par5GoingfortheGreen",2005
118,118,"Dudley Hart",84,48.18,119,128,"Par5GoingfortheGreen",2005
119,119,"Rob Rashell",65,48,84,91,"Par5GoingfortheGreen",2005
120,120,"Brett Quigley",96,47.95,140,152,"Par5GoingfortheGreen",2005
121,121,"Alex Cejka",84,47.86,112,122,"Par5GoingfortheGreen",2005
122,122,"Marco Dawson",82,47.79,130,142,"Par5GoingfortheGreen",2005
123,123,"Mike Weir",71,47.74,74,81,"Par5GoingfortheGreen",2005
124,124,"KJ Choi",78,47.65,81,89,"Par5GoingfortheGreen",2005
125,125,"Billy Andrade",83,47.64,121,133,"Par5GoingfortheGreen",2005
126,126,"Charlie Wi",67,47.62,100,110,"Par5GoingfortheGreen",2005
127,127,"Hidemichi Tanaka",106,47.24,154,172,"Par5GoingfortheGreen",2005
128,128,"Freddie Jacobson",72,47.22,85,95,"Par5GoingfortheGreen",2005
129,129,"Rich Beem",66,47.2,76,85,"Par5GoingfortheGreen",2005
130,130,"Duffy Waldorf",86,47.15,116,130,"Par5GoingfortheGreen",2005
131,131,"Carl Pettersson",109,47.06,152,171,"Par5GoingfortheGreen",2005
132,132,"Arron Oberholser",65,47.02,79,89,"Par5GoingfortheGreen",2005
133,133,"Geoff Ogilvy",97,46.85,119,135,"Par5GoingfortheGreen",2005
134,134,"Rocco Mediate",73,46.79,102,116,"Par5GoingfortheGreen",2005
135,135,"Thomas Levet",54,46.67,56,64,"Par5GoingfortheGreen",2005
136,136,"Craig Perks",67,46.39,90,104,"Par5GoingfortheGreen",2005
137,137,"Tjaart van der Walt",56,46.28,87,101,"Par5GoingfortheGreen",2005
138,138,"Paul Azinger",66,46.27,93,108,"Par5GoingfortheGreen",2005
139,139,"Justin Leonard",78,46.2,73,85,"Par5GoingfortheGreen",2005
140,140,"Paul Claxton",79,46.15,102,119,"Par5GoingfortheGreen",2005
141,141,"Bernhard Langer",67,46.1,71,83,"Par5GoingfortheGreen",2005
142,142,"Shigeki Maruyama",99,45.96,125,147,"Par5GoingfortheGreen",2005
143,143,"Stewart Cink",98,45.73,107,127,"Par5GoingfortheGreen",2005
144,144,"Glen Day",80,45.42,109,131,"Par5GoingfortheGreen",2005
145,145,"Kevin Na",88,45.39,123,148,"Par5GoingfortheGreen",2005
146,146,"Robert Gamez",91,45.38,118,142,"Par5GoingfortheGreen",2005
147,147,"Matt Davidson",53,45.12,74,90,"Par5GoingfortheGreen",2005
148,148,"Jay Williamson",53,45.06,73,89,"Par5GoingfortheGreen",2005
149,149,"Jim Furyk",94,45.05,100,122,"Par5GoingfortheGreen",2005
150,150,"Jose Coceres",56,44.94,80,98,"Par5GoingfortheGreen",2005
151,151,"Bob Tway",87,44.84,100,123,"Par5GoingfortheGreen",2005
152,152,"Dean Wilson",86,44.74,119,147,"Par5GoingfortheGreen",2005
153,153,"Kent Jones",99,44.67,134,166,"Par5GoingfortheGreen",2005
154,154,"Peter Lonard",85,44.5,97,121,"Par5GoingfortheGreen",2005
155,155,"Danny Briggs",70,44.02,92,117,"Par5GoingfortheGreen",2005
156,156,"Michael Allen",90,43.97,113,144,"Par5GoingfortheGreen",2005
157,157,"Todd Hamilton",94,43.41,112,146,"Par5GoingfortheGreen",2005
158,158,"Bob Estes",92,43.25,109,143,"Par5GoingfortheGreen",2005
159,159,"Doug Barron",70,43.24,96,126,"Par5GoingfortheGreen",2005
160,160,"Glen Hnatiuk",59,43.11,72,95,"Par5GoingfortheGreen",2005
161,161,"Robert Damron",89,43.01,117,155,"Par5GoingfortheGreen",2005
162,162,"Bob Heintz",67,42.79,89,119,"Par5GoingfortheGreen",2005
163,163,"Matt Kuchar",60,42.78,77,103,"Par5GoingfortheGreen",2005
164,164,"Brad Faxon",75,42.7,79,106,"Par5GoingfortheGreen",2005
165,165,"Chris DiMarco",83,42.63,81,109,"Par5GoingfortheGreen",2005
166,166,"Omar Uresti",84,42.5,102,138,"Par5GoingfortheGreen",2005
167,167,"Todd Fischer",99,42.37,125,170,"Par5GoingfortheGreen",2005
168,168,"Jeff Sluman",94,42.36,122,166,"Par5GoingfortheGreen",2005
169,169,"Phillip Price",77,42.08,93,128,"Par5GoingfortheGreen",2005
170,170,"Larry Mize",54,42.03,58,80,"Par5GoingfortheGreen",2005
171,171,"Lee Janzen",75,41.95,86,119,"Par5GoingfortheGreen",2005
172,172,"Darron Stiles",78,41.81,97,135,"Par5GoingfortheGreen",2005
173,173,"Steve Stricker",62,41.75,81,113,"Par5GoingfortheGreen",2005
174,174,"Matt Gogel",78,41.63,92,129,"Par5GoingfortheGreen",2005
175,175,"Chris Riley",67,41.61,57,80,"Par5GoingfortheGreen",2005
176,176,"Brent Geiberger",61,41.57,69,97,"Par5GoingfortheGreen",2005
177,177,"Tommy Armour III",103,41.56,128,180,"Par5GoingfortheGreen",2005
178,178,"Heath Slocum",103,41.41,123,174,"Par5GoingfortheGreen",2005
179,179,"JP Hayes",63,41.01,73,105,"Par5GoingfortheGreen",2005
180,180,"Jay Haas",54,39.86,55,83,"Par5GoingfortheGreen",2005
181,181,"John Cook",72,39.15,74,115,"Par5GoingfortheGreen",2005
182,182,"Luke Donald",67,39.09,43,67,"Par5GoingfortheGreen",2005
183,183,"Chris Anderson",66,38,76,124,"Par5GoingfortheGreen",2005
184,184,"Ben Curtis",65,37.08,66,112,"Par5GoingfortheGreen",2005
185,185,"Skip Kendall",80,36.78,89,153,"Par5GoingfortheGreen",2005
186,186,"Franklin Langham",91,35.86,90,161,"Par5GoingfortheGreen",2005
187,187,"Len Mattiace",86,35.55,91,165,"Par5GoingfortheGreen",2005
188,188,"Stephen Leaney",89,35.52,92,167,"Par5GoingfortheGreen",2005
189,189,"Bill Glasson",54,34,51,99,"Par5GoingfortheGreen",2005
190,190,"Fred Funk",102,33.46,85,169,"Par5GoingfortheGreen",2005
191,191,"Kirk Triplett",55,33.1,48,97,"Par5GoingfortheGreen",2005
192,192,"Jim Carter",62,32.76,57,117,"Par5GoingfortheGreen",2005
193,193,"Olin Browne",99,32.61,90,186,"Par5GoingfortheGreen",2005
194,194,"Mark Wilson",74,32.43,72,150,"Par5GoingfortheGreen",2005
195,195,"Brian Gay",101,31.91,97,207,"Par5GoingfortheGreen",2005
196,196,"Tom Byrum",83,30.83,74,166,"Par5GoingfortheGreen",2005
197,197,"Corey Pavin",77,29.95,59,138,"Par5GoingfortheGreen",2005
198,198,"Gavin Coles",70,28.77,61,151,"Par5GoingfortheGreen",2005
199,199,"Mark Brooks",72,26.76,57,156,"Par5GoingfortheGreen",2005
200,200,"Jeff Hart",63,22.92,44,148,"Par5GoingfortheGreen",2005
201,201,"Mark OMeara",66,22.7,42,143,"Par5GoingfortheGreen",2005
202,202,"Loren Roberts",54,20,30,120,"Par5GoingfortheGreen",2005
