"ParBreakers_RANKTHISWEEK_2007","ParBreakers_RANKLASTWEEK_2007","ParBreakers_PLAYERNAME_2007","ParBreakers_ROUNDS_2007","ParBreakers_Pct_2007","ParBreakers_BIRDIESEAGLES_2007","ParBreakers_HOLES_2007","stat_name","year"
35,35,"Tag Ridings",52,20.51,192,936,"ParBreakers",2007
35,35,"Bo Van Pelt",104,20.51,384,1872,"ParBreakers",2007
37,37,"Steve Lowery",74,20.5,273,1332,"ParBreakers",2007
37,37,"Nick Watney",87,20.5,321,1566,"ParBreakers",2007
39,39,"Alex Cejka",80,20.49,295,1440,"ParBreakers",2007
40,40,"Cameron Beckman",96,20.43,353,1728,"ParBreakers",2007
41,41,"Steve Stricker",81,20.42,294,1440,"ParBreakers",2007
42,42,"Robert Allenby",90,20.41,327,1602,"ParBreakers",2007
43,43,"Brian Davis",101,20.3,369,1818,"ParBreakers",2007
44,44,"Aaron Baddeley",83,20.28,292,1440,"ParBreakers",2007
45,45,"Bob Estes",88,20.27,321,1584,"ParBreakers",2007
46,46,"Jim Furyk",84,20.26,299,1476,"ParBreakers",2007
47,47,"Steve Marino",106,20.23,386,1908,"ParBreakers",2007
48,48,"Jason Gore",86,20.22,313,1548,"ParBreakers",2007
48,48,"Will Ma Kenzie",100,20.22,364,1800,"ParBreakers",2007
48,48,"Rocco Mediate",72,20.22,262,1296,"ParBreakers",2007
51,51,"Hunter Mahan",91,20.21,331,1638,"ParBreakers",2007
52,52,"Briny Baird",115,20.19,418,2070,"ParBreakers",2007
52,52,"Craig Barlow",52,20.19,189,936,"ParBreakers",2007
54,54,"Mathias Gronberg",95,20.18,345,1710,"ParBreakers",2007
54,54,"Brett Wetterich",88,20.18,316,1566,"ParBreakers",2007
56,56,"Darron Stiles",65,20.17,236,1170,"ParBreakers",2007
57,57,"Bart Bryant",87,20.16,312,1548,"ParBreakers",2007
57,57,"JP Hayes",89,20.16,323,1602,"ParBreakers",2007
59,59,"Stewart Cink",91,20.14,319,1584,"ParBreakers",2007
60,60,"John Merrick",92,20.11,333,1656,"ParBreakers",2007
60,60,"Pat Perez",84,20.11,304,1512,"ParBreakers",2007
62,62,"Kent Jones",97,20.1,351,1746,"ParBreakers",2007
63,63,"KJ Choi",87,20.07,307,1530,"ParBreakers",2007
64,64,"Ryan Moore",92,20.05,332,1656,"ParBreakers",2007
64,64,"Camilo Villegas",82,20.05,296,1476,"ParBreakers",2007
66,66,"Tim Petrovic",106,20.02,382,1908,"ParBreakers",2007
67,67,"Jeff Quinney",95,20,342,1710,"ParBreakers",2007
68,68,"Paul Stankowski",52,19.98,187,936,"ParBreakers",2007
69,69,"Heath Slocum",101,19.97,363,1818,"ParBreakers",2007
70,70,"Chris Riley",59,19.96,212,1062,"ParBreakers",2007
71,71,"Harrison Frazar",88,19.95,316,1584,"ParBreakers",2007
71,71,"Bill Haas",93,19.95,334,1674,"ParBreakers",2007
73,73,"Jarrod Lyle",77,19.91,276,1386,"ParBreakers",2007
74,74,"Padraig Harrington",64,19.89,222,1116,"ParBreakers",2007
75,75,"Frank Lickliter II",95,19.88,340,1710,"ParBreakers",2007
75,75,"Charlie Wi",90,19.88,322,1620,"ParBreakers",2007
77,77,"Michael Allen",74,19.82,264,1332,"ParBreakers",2007
77,77,"Woody Austin",95,19.82,339,1710,"ParBreakers",2007
79,79,"Tim Clark",66,19.7,227,1152,"ParBreakers",2007
79,79,"John Senden",97,19.7,344,1746,"ParBreakers",2007
81,81,"Nathan Green",103,19.69,365,1854,"ParBreakers",2007
82,82,"George McNeill",95,19.59,335,1710,"ParBreakers",2007
83,83,"Boo Weekley",101,19.53,355,1818,"ParBreakers",2007
84,84,"Billy Andrade",88,19.51,309,1584,"ParBreakers",2007
85,85,"Ryan Armour",107,19.47,375,1926,"ParBreakers",2007
86,86,"Brian Gay",107,19.42,374,1926,"ParBreakers",2007
87,87,"Jeff Maggert",79,19.41,276,1422,"ParBreakers",2007
87,87,"Kenny Perry",83,19.41,290,1494,"ParBreakers",2007
87,87,"David Toms",80,19.41,269,1386,"ParBreakers",2007
90,90,"Scott Gutschewski",67,19.32,233,1206,"ParBreakers",2007
91,91,"Johnson Wagner",97,19.3,337,1746,"ParBreakers",2007
92,92,"Troy Matteson",87,19.28,302,1566,"ParBreakers",2007
93,93,"Andrew Buckle",77,19.26,267,1386,"ParBreakers",2007
94,94,"Duffy Waldorf",69,19.24,239,1242,"ParBreakers",2007
95,95,"Marco Dawson",73,19.18,252,1314,"ParBreakers",2007
96,96,"Rich Barcelo",80,19.17,276,1440,"ParBreakers",2007
97,97,"Craig Bowden",78,19.16,269,1404,"ParBreakers",2007
97,97,"Cliff Kresge",107,19.16,369,1926,"ParBreakers",2007
99,99,"Kevin Sutherland",85,19.15,293,1530,"ParBreakers",2007
100,100,"Tom Johnson",74,19.14,255,1332,"ParBreakers",2007
101,101,"Chris Stroud",66,19.11,227,1188,"ParBreakers",2007
102,102,"John Rollins",102,19.09,347,1818,"ParBreakers",2007
103,103,"Billy Mayfair",98,19.05,336,1764,"ParBreakers",2007
104,104,"Parker McLachlin",83,19.01,284,1494,"ParBreakers",2007
105,105,"Jason Dufner",100,19,342,1800,"ParBreakers",2007
105,105,"Ken Duke",112,19,383,2016,"ParBreakers",2007
105,105,"Mike Weir",82,19,277,1458,"ParBreakers",2007
108,108,"Brandt Snedeker",105,18.99,359,1890,"ParBreakers",2007
109,109,"Craig Kanada",109,18.96,372,1962,"ParBreakers",2007
110,110,"Bob Tway",103,18.93,351,1854,"ParBreakers",2007
111,111,"Michael Putnam",96,18.92,327,1728,"ParBreakers",2007
112,112,"Luke Donald",69,18.91,228,1206,"ParBreakers",2007
112,112,"Tom Pernice Jr",104,18.91,354,1872,"ParBreakers",2007
114,114,"Ted Purdy",102,18.9,347,1836,"ParBreakers",2007
115,115,"Tommy Armour III",81,18.86,275,1458,"ParBreakers",2007
116,116,"Mathew Goggin",97,18.84,329,1746,"ParBreakers",2007
117,117,"Michael Sim",52,18.8,176,936,"ParBreakers",2007
118,118,"Chris Couch",76,18.79,257,1368,"ParBreakers",2007
118,118,"Scott Verplank",82,18.79,274,1458,"ParBreakers",2007
120,120,"Shigeki Maruyama",84,18.78,284,1512,"ParBreakers",2007
121,121,"Craig Lile",77,18.76,260,1386,"ParBreakers",2007
122,122,"Jeff Gove",103,18.72,347,1854,"ParBreakers",2007
122,122,"Greg Owen",81,18.72,273,1458,"ParBreakers",2007
122,122,"Steve Wheatcroft",73,18.72,246,1314,"ParBreakers",2007
125,125,"Jason Bohn",57,18.71,192,1026,"ParBreakers",2007
126,126,"Robert Gamez",88,18.69,296,1584,"ParBreakers",2007
126,126,"Peter Lonard",85,18.69,286,1530,"ParBreakers",2007
126,126,"John Mallinger",96,18.69,323,1728,"ParBreakers",2007
129,129,"Mark Hensby",81,18.66,272,1458,"ParBreakers",2007
130,130,"Tim Herron",98,18.65,329,1764,"ParBreakers",2007
130,130,"Jerry Kelly",101,18.65,339,1818,"ParBreakers",2007
132,132,"Steve Flesch",100,18.61,335,1800,"ParBreakers",2007
133,133,"JJ Henry",86,18.56,284,1530,"ParBreakers",2007
133,133,"Matt Kuchar",85,18.56,284,1530,"ParBreakers",2007
133,133,"Ryan Palmer",91,18.56,304,1638,"ParBreakers",2007
136,136,"Steve Elkington",87,18.52,290,1566,"ParBreakers",2007
136,136,"Rod Pampling",92,18.52,300,1620,"ParBreakers",2007
138,138,"Glen Day",85,18.43,282,1530,"ParBreakers",2007
138,138,"Ian Poulter",63,18.43,199,1080,"ParBreakers",2007
140,140,"Joey Sindelar",75,18.37,248,1350,"ParBreakers",2007
141,141,"DJ Brigman",67,18.33,221,1206,"ParBreakers",2007
141,141,"Kirk Triplett",77,18.33,254,1386,"ParBreakers",2007
143,143,"Dicky Pride",71,18.31,234,1278,"ParBreakers",2007
144,144,"Dean Wilson",92,18.3,303,1656,"ParBreakers",2007
145,145,"DJ Trahan",99,18.29,326,1782,"ParBreakers",2007
146,146,"Tom Lehman",62,18.28,204,1116,"ParBreakers",2007
147,147,"Justin Leonard",95,18.25,312,1710,"ParBreakers",2007
148,148,"Charles Howell III",89,18.22,282,1548,"ParBreakers",2007
148,148,"Zach Johnson",76,18.22,246,1350,"ParBreakers",2007
150,150,"Lee Janzen",66,18.1,215,1188,"ParBreakers",2007
151,151,"Chad Campbell",96,18.09,293,1620,"ParBreakers",2007
151,151,"Daisuke Maruyama",86,18.09,280,1548,"ParBreakers",2007
153,153,"Mark Wilson",87,18.07,283,1566,"ParBreakers",2007
154,154,"Paul Gow",70,18.02,227,1260,"ParBreakers",2007
155,155,"Gavin Coles",87,17.94,281,1566,"ParBreakers",2007
156,156,"Shaun Micheel",91,17.93,284,1584,"ParBreakers",2007
157,157,"Arron Oberholser",69,17.89,219,1224,"ParBreakers",2007
157,157,"Kevin Stadler",95,17.89,306,1710,"ParBreakers",2007
159,159,"Stuart Appleby",74,17.88,235,1314,"ParBreakers",2007
160,160,"Stephen Ames",81,17.82,247,1386,"ParBreakers",2007
160,160,"Stephen Leaney",82,17.82,263,1476,"ParBreakers",2007
162,162,"Brett Quigley",79,17.81,250,1404,"ParBreakers",2007
162,162,"Jason Schultz",63,17.81,202,1134,"ParBreakers",2007
164,164,"Bubba Dickerson",51,17.76,163,918,"ParBreakers",2007
165,165,"Davis Love III",66,17.69,207,1170,"ParBreakers",2007
166,166,"Brian Bateman",55,17.68,175,990,"ParBreakers",2007
167,167,"Eric Axley",107,17.65,340,1926,"ParBreakers",2007
168,168,"Jeff Brehaut",59,17.61,187,1062,"ParBreakers",2007
168,168,"Chris Tidland",59,17.61,187,1062,"ParBreakers",2007
170,170,"Jose Coceres",50,17.56,158,900,"ParBreakers",2007
171,171,"Joe Durant",88,17.5,274,1566,"ParBreakers",2007
172,172,"Michael Boyd",61,17.49,192,1098,"ParBreakers",2007
173,173,"Matt Hendrix",63,17.46,198,1134,"ParBreakers",2007
174,174,"Bryce Molder",56,17.36,175,1008,"ParBreakers",2007
175,175,"Paul Goydos",60,17.33,184,1062,"ParBreakers",2007
176,176,"Tripp Isenhour",86,17.31,268,1548,"ParBreakers",2007
177,177,"Fred Funk",65,17.18,201,1170,"ParBreakers",2007
178,178,"Kyle Reifers",71,17.14,219,1278,"ParBreakers",2007
179,179,"Henrik Stenson",52,17.03,141,828,"ParBreakers",2007
180,180,"Doug LaBelle II",104,16.88,316,1872,"ParBreakers",2007
181,181,"Corey Pavin",81,16.87,246,1458,"ParBreakers",2007
182,182,"Trevor Immelman",74,16.75,205,1224,"ParBreakers",2007
182,182,"Nick OHern",72,16.75,205,1224,"ParBreakers",2007
184,184,"Chris DiMarco",79,16.67,231,1386,"ParBreakers",2007
185,185,"David Branshaw",83,16.6,248,1494,"ParBreakers",2007
186,186,"Jaco Van Zyl",51,16.45,151,918,"ParBreakers",2007
187,187,"Retief Goosen",50,16.44,142,864,"ParBreakers",2007
188,188,"Anders Hansen",55,16.26,161,990,"ParBreakers",2007
189,189,"Ben Curtis",80,16.25,234,1440,"ParBreakers",2007
190,190,"Richard Johnson",93,16.19,271,1674,"ParBreakers",2007
191,191,"Jeff Sluman",60,16.11,174,1080,"ParBreakers",2007
192,192,"Jose Maria Olazabal",52,15.89,143,900,"ParBreakers",2007
193,193,"Tom Byrum",50,15.56,140,900,"ParBreakers",2007
194,194,"Jim Rutledge",59,15.25,162,1062,"ParBreakers",2007
195,195,"Mark Brooks",53,15.2,145,954,"ParBreakers",2007
196,196,"Todd Hamilton",76,14.99,205,1368,"ParBreakers",2007
