"TotalHoleOuts_RANKTHISWEEK_2013","TotalHoleOuts_RANKLASTWEEK_2013","TotalHoleOuts_PLAYERNAME_2013","TotalHoleOuts_ROUNDS_2013","TotalHoleOuts_HOLEOUTS_2013","stat_name","year"
98,98,"Fabian Gomez",65,8,"TotalHoleOuts",2013
98,98,"Jim Herman",59,8,"TotalHoleOuts",2013
98,98,"Tim Herron",45,8,"TotalHoleOuts",2013
98,98,"Ryo Ishikawa",72,8,"TotalHoleOuts",2013
98,98,"Marc Leishman",77,8,"TotalHoleOuts",2013
98,98,"David Mathis",71,8,"TotalHoleOuts",2013
98,98,"Cameron Percy",68,8,"TotalHoleOuts",2013
98,98,"John Senden",79,8,"TotalHoleOuts",2013
98,98,"Vijay Singh",61,8,"TotalHoleOuts",2013
98,98,"Josh Teater",86,8,"TotalHoleOuts",2013
98,98,"Jimmy Walker",84,8,"TotalHoleOuts",2013
114,114,"Ben Curtis",59,7,"TotalHoleOuts",2013
114,114,"Harris English",95,7,"TotalHoleOuts",2013
114,114,"Derek Ernst",58,7,"TotalHoleOuts",2013
114,114,"Jim Furyk",80,7,"TotalHoleOuts",2013
114,114,"Sergio Garcia",65,7,"TotalHoleOuts",2013
114,114,"Padraig Harrington",52,7,"TotalHoleOuts",2013
114,114,"JJ Henry",83,7,"TotalHoleOuts",2013
114,114,"Justin Hicks",79,7,"TotalHoleOuts",2013
114,114,"Freddie Jacobson",63,7,"TotalHoleOuts",2013
114,114,"Brandt Jobe",62,7,"TotalHoleOuts",2013
114,114,"Scott Langley",79,7,"TotalHoleOuts",2013
114,114,"DH Lee",65,7,"TotalHoleOuts",2013
114,114,"Jeff Maggert",63,7,"TotalHoleOuts",2013
114,114,"Rory McIlroy",56,7,"TotalHoleOuts",2013
114,114,"Eric Meierdierks",48,7,"TotalHoleOuts",2013
114,114,"Phil Mickelson",78,7,"TotalHoleOuts",2013
114,114,"Henrik Norlander",70,7,"TotalHoleOuts",2013
114,114,"Greg Owen",73,7,"TotalHoleOuts",2013
114,114,"Ryan Palmer",79,7,"TotalHoleOuts",2013
114,114,"Tag Ridings",69,7,"TotalHoleOuts",2013
114,114,"Adam Scott",61,7,"TotalHoleOuts",2013
114,114,"Robert Streb",75,7,"TotalHoleOuts",2013
114,114,"David Toms",49,7,"TotalHoleOuts",2013
114,114,"Camilo Villegas",79,7,"TotalHoleOuts",2013
114,114,"Aaron Watkins",46,7,"TotalHoleOuts",2013
114,114,"Mike Weir",60,7,"TotalHoleOuts",2013
140,140,"Robert Allenby",58,6,"TotalHoleOuts",2013
140,140,"Nicolas Colsaerts",50,6,"TotalHoleOuts",2013
140,140,"Jason Day",86,6,"TotalHoleOuts",2013
140,140,"Matt Every",89,6,"TotalHoleOuts",2013
140,140,"Robert Garrigus",69,6,"TotalHoleOuts",2013
140,140,"Tom Gillis",69,6,"TotalHoleOuts",2013
140,140,"Steve LeBrun",66,6,"TotalHoleOuts",2013
140,140,"Luke List",65,6,"TotalHoleOuts",2013
140,140,"Seung Yul Noh",71,6,"TotalHoleOuts",2013
140,140,"Rod Pampling",46,6,"TotalHoleOuts",2013
140,140,"Charl Schwartzel",69,6,"TotalHoleOuts",2013
140,140,"Johnson Wagner",64,6,"TotalHoleOuts",2013
140,140,"Lee Westwood",70,6,"TotalHoleOuts",2013
153,153,"Stephen Ames",49,5,"TotalHoleOuts",2013
153,153,"Charlie Beljan",62,5,"TotalHoleOuts",2013
153,153,"Stewart Cink",71,5,"TotalHoleOuts",2013
153,153,"Dustin Johnson",71,5,"TotalHoleOuts",2013
153,153,"Martin Kaymer",61,5,"TotalHoleOuts",2013
153,153,"Geoff Ogilvy",57,5,"TotalHoleOuts",2013
153,153,"Jeff Overton",78,5,"TotalHoleOuts",2013
153,153,"Alistair Presnell",59,5,"TotalHoleOuts",2013
153,153,"Justin Rose",62,5,"TotalHoleOuts",2013
153,153,"Scott Stallings",79,5,"TotalHoleOuts",2013
153,153,"Kyle Stanley",71,5,"TotalHoleOuts",2013
153,153,"Andrew Svoboda",46,5,"TotalHoleOuts",2013
153,153,"Vaughn Taylor",50,5,"TotalHoleOuts",2013
153,153,"YE Yang",56,5,"TotalHoleOuts",2013
167,167,"Tim Clark",64,4,"TotalHoleOuts",2013
167,167,"Peter Hanson",45,4,"TotalHoleOuts",2013
167,167,"Jin Park",52,4,"TotalHoleOuts",2013
167,167,"Ian Poulter",59,4,"TotalHoleOuts",2013
167,167,"Henrik Stenson",65,4,"TotalHoleOuts",2013
167,167,"DJ Trahan",48,4,"TotalHoleOuts",2013
167,167,"Bo Van Pelt",72,4,"TotalHoleOuts",2013
167,167,"Bubba Watson",76,4,"TotalHoleOuts",2013
167,167,"Tiger Woods",61,4,"TotalHoleOuts",2013
176,176,"Ricky Barnes",74,3,"TotalHoleOuts",2013
176,176,"Robert Karlsson",56,3,"TotalHoleOuts",2013
176,176,"Graeme McDowell",53,3,"TotalHoleOuts",2013
176,176,"Casey Wittenberg",72,3,"TotalHoleOuts",2013
180,180,"Matt Kuchar",93,2,"TotalHoleOuts",2013
