"TenthTeeLateScoringAverage_RANKTHISWEEK_2010","TenthTeeLateScoringAverage_RANKLASTWEEK_2010","TenthTeeLateScoringAverage_PLAYERNAME_2010","TenthTeeLateScoringAverage_ROUNDS_2010","TenthTeeLateScoringAverage_AVG_2010","TenthTeeLateScoringAverage_TOTALSTROKES_2010","TenthTeeLateScoringAverage_TOTAL10THTEELATERNDS_2010","stat_name","year"
24,24,"Ernie Els",72,69.75,279,4,"TenthTeeLateScoringAverage",2010
25,25,"Steve Elkington",74,69.77,907,13,"TenthTeeLateScoringAverage",2010
26,26,"Charlie Wi",95,69.82,768,11,"TenthTeeLateScoringAverage",2010
27,27,"Spencer Levin",110,69.83,1257,18,"TenthTeeLateScoringAverage",2010
27,27,"Shaun Micheel",70,69.83,838,12,"TenthTeeLateScoringAverage",2010
29,29,"Pat Perez",90,69.87,1048,15,"TenthTeeLateScoringAverage",2010
30,30,"John Daly",63,69.9,699,10,"TenthTeeLateScoringAverage",2010
31,31,"Bryce Molder",84,69.93,1049,15,"TenthTeeLateScoringAverage",2010
32,32,"DA Points",90,70,910,13,"TenthTeeLateScoringAverage",2010
32,32,"Justin Rose",78,70,630,9,"TenthTeeLateScoringAverage",2010
32,32,"Paul Stankowski",62,70,630,9,"TenthTeeLateScoringAverage",2010
35,35,"Ben Curtis",78,70.07,1051,15,"TenthTeeLateScoringAverage",2010
36,36,"Ryuji Imada",90,70.1,1402,20,"TenthTeeLateScoringAverage",2010
37,37,"Johnson Wagner",85,70.16,1333,19,"TenthTeeLateScoringAverage",2010
38,38,"Tom Gillis",97,70.17,1614,23,"TenthTeeLateScoringAverage",2010
38,38,"Dean Wilson",54,70.17,421,6,"TenthTeeLateScoringAverage",2010
40,40,"Chad Collins",87,70.2,1053,15,"TenthTeeLateScoringAverage",2010
41,41,"Brett Quigley",96,70.21,983,14,"TenthTeeLateScoringAverage",2010
42,42,"Adam Scott",70,70.22,632,9,"TenthTeeLateScoringAverage",2010
43,43,"Alex Prugh",88,70.23,913,13,"TenthTeeLateScoringAverage",2010
43,43,"John Senden",103,70.23,1545,22,"TenthTeeLateScoringAverage",2010
45,45,"Heath Slocum",97,70.25,843,12,"TenthTeeLateScoringAverage",2010
46,46,"Ricky Barnes",103,70.27,1546,22,"TenthTeeLateScoringAverage",2010
46,46,"Chad Campbell",95,70.27,1054,15,"TenthTeeLateScoringAverage",2010
46,46,"JB Holmes",100,70.27,1054,15,"TenthTeeLateScoringAverage",2010
46,46,"Billy Mayfair",78,70.27,1546,22,"TenthTeeLateScoringAverage",2010
50,50,"Kevin Na",94,70.29,984,14,"TenthTeeLateScoringAverage",2010
51,51,"Andres Romero",73,70.3,703,10,"TenthTeeLateScoringAverage",2010
52,52,"YE Yang",72,70.31,914,13,"TenthTeeLateScoringAverage",2010
53,53,"Brian Gay",101,70.35,1407,20,"TenthTeeLateScoringAverage",2010
53,53,"Tim Petrovic",105,70.35,1407,20,"TenthTeeLateScoringAverage",2010
55,55,"Greg Chalmers",93,70.38,1126,16,"TenthTeeLateScoringAverage",2010
55,55,"Vijay Singh",75,70.38,563,8,"TenthTeeLateScoringAverage",2010
57,57,"KJ Choi",82,70.45,775,11,"TenthTeeLateScoringAverage",2010
58,58,"Jonathan Byrd",85,70.47,1198,17,"TenthTeeLateScoringAverage",2010
58,58,"Nathan Green",86,70.47,1057,15,"TenthTeeLateScoringAverage",2010
60,60,"Jason Dufner",87,70.5,987,14,"TenthTeeLateScoringAverage",2010
60,60,"Sergio Garcia",58,70.5,282,4,"TenthTeeLateScoringAverage",2010
60,60,"Ian Poulter",55,70.5,282,4,"TenthTeeLateScoringAverage",2010
63,63,"Ryan Palmer",84,70.53,1058,15,"TenthTeeLateScoringAverage",2010
64,64,"Stewart Cink",84,70.56,635,9,"TenthTeeLateScoringAverage",2010
65,65,"Matt Every",60,70.57,988,14,"TenthTeeLateScoringAverage",2010
66,66,"John Merrick",109,70.58,1341,19,"TenthTeeLateScoringAverage",2010
67,67,"Padraig Harrington",57,70.6,353,5,"TenthTeeLateScoringAverage",2010
67,67,"Richard Johnson",90,70.6,1412,20,"TenthTeeLateScoringAverage",2010
67,67,"Rocco Mediate",71,70.6,706,10,"TenthTeeLateScoringAverage",2010
67,67,"Scott Piercy",88,70.6,1412,20,"TenthTeeLateScoringAverage",2010
71,71,"Tim Clark",88,70.62,918,13,"TenthTeeLateScoringAverage",2010
71,71,"Kevin Stadler",86,70.62,1483,21,"TenthTeeLateScoringAverage",2010
73,73,"Jeff Overton",89,70.64,989,14,"TenthTeeLateScoringAverage",2010
73,73,"Webb Simpson",98,70.64,989,14,"TenthTeeLateScoringAverage",2010
75,75,"Jerry Kelly",99,70.67,1060,15,"TenthTeeLateScoringAverage",2010
76,76,"Dustin Johnson",83,70.75,566,8,"TenthTeeLateScoringAverage",2010
77,77,"DJ Trahan",92,70.76,1486,21,"TenthTeeLateScoringAverage",2010
78,78,"Brett Wetterich",54,70.77,920,13,"TenthTeeLateScoringAverage",2010
79,79,"Justin Leonard",89,70.79,991,14,"TenthTeeLateScoringAverage",2010
80,80,"Zach Johnson",93,70.8,708,10,"TenthTeeLateScoringAverage",2010
80,80,"Hunter Mahan",85,70.8,708,10,"TenthTeeLateScoringAverage",2010
82,82,"Bob Estes",79,70.81,1133,16,"TenthTeeLateScoringAverage",2010
82,82,"Andrew McLardy",52,70.81,1133,16,"TenthTeeLateScoringAverage",2010
84,84,"Will Ma Kenzie",72,70.82,779,11,"TenthTeeLateScoringAverage",2010
85,85,"Chris Riley",73,70.83,850,12,"TenthTeeLateScoringAverage",2010
86,86,"Geoff Ogilvy",62,70.86,496,7,"TenthTeeLateScoringAverage",2010
87,87,"Michael Bradley",77,70.93,993,14,"TenthTeeLateScoringAverage",2010
87,87,"Alex Cejka",81,70.93,993,14,"TenthTeeLateScoringAverage",2010
89,89,"Chris DiMarco",88,70.94,1277,18,"TenthTeeLateScoringAverage",2010
89,89,"Kevin Streelman",90,70.94,1277,18,"TenthTeeLateScoringAverage",2010
89,89,"Nicholas Thompson",88,70.94,1135,16,"TenthTeeLateScoringAverage",2010
92,92,"Vaughn Taylor",87,70.95,1490,21,"TenthTeeLateScoringAverage",2010
93,93,"Kris Blanks",91,70.96,1632,23,"TenthTeeLateScoringAverage",2010
94,94,"Stuart Appleby",101,71,1420,20,"TenthTeeLateScoringAverage",2010
94,94,"Luke Donald",71,71,639,9,"TenthTeeLateScoringAverage",2010
94,94,"Steve Flesch",78,71,1065,15,"TenthTeeLateScoringAverage",2010
94,94,"Robert Garrigus",71,71,852,12,"TenthTeeLateScoringAverage",2010
94,94,"Matt Kuchar",97,71,639,9,"TenthTeeLateScoringAverage",2010
94,94,"Steve Stricker",73,71,142,2,"TenthTeeLateScoringAverage",2010
94,94,"Chris Stroud",90,71,1065,15,"TenthTeeLateScoringAverage",2010
101,101,"Tim Herron",79,71.05,1350,19,"TenthTeeLateScoringAverage",2010
102,102,"Troy Matteson",84,71.06,1208,17,"TenthTeeLateScoringAverage",2010
103,103,"James Driscoll",78,71.07,995,14,"TenthTeeLateScoringAverage",2010
103,103,"Mark Wilson",87,71.07,1066,15,"TenthTeeLateScoringAverage",2010
105,105,"Jeff Maggert",76,71.08,853,12,"TenthTeeLateScoringAverage",2010
105,105,"Sean OHair",84,71.08,924,13,"TenthTeeLateScoringAverage",2010
107,107,"Rickie Fowler",98,71.09,782,11,"TenthTeeLateScoringAverage",2010
107,107,"Ryan Moore",80,71.09,782,11,"TenthTeeLateScoringAverage",2010
109,109,"Garth Mulroy",53,71.11,640,9,"TenthTeeLateScoringAverage",2010
109,109,"Jeff Quinney",91,71.11,1280,18,"TenthTeeLateScoringAverage",2010
111,111,"Tom Pernice Jr",74,71.13,1138,16,"TenthTeeLateScoringAverage",2010
112,112,"Carl Pettersson",99,71.14,1494,21,"TenthTeeLateScoringAverage",2010
113,113,"Aron Price",70,71.15,925,13,"TenthTeeLateScoringAverage",2010
114,114,"Brenden Pappas",66,71.17,1281,18,"TenthTeeLateScoringAverage",2010
114,114,"David Toms",86,71.17,854,12,"TenthTeeLateScoringAverage",2010
114,114,"Cameron Tringale",55,71.17,854,12,"TenthTeeLateScoringAverage",2010
117,117,"Matt Jones",89,71.22,1282,18,"TenthTeeLateScoringAverage",2010
118,118,"Garrett Willis",82,71.23,926,13,"TenthTeeLateScoringAverage",2010
119,119,"Martin Laird",91,71.24,1211,17,"TenthTeeLateScoringAverage",2010
120,120,"Jay Williamson",76,71.27,784,11,"TenthTeeLateScoringAverage",2010
121,121,"Aaron Baddeley",94,71.28,1283,18,"TenthTeeLateScoringAverage",2010
121,121,"Michael Letzig",84,71.28,1283,18,"TenthTeeLateScoringAverage",2010
123,123,"Bubba Watson",77,71.3,713,10,"TenthTeeLateScoringAverage",2010
124,124,"David Duval",71,71.33,642,9,"TenthTeeLateScoringAverage",2010
124,124,"Rory Sabbatini",79,71.33,856,12,"TenthTeeLateScoringAverage",2010
126,126,"JJ Henry",92,71.38,1499,21,"TenthTeeLateScoringAverage",2010
127,127,"Woody Austin",93,71.4,1071,15,"TenthTeeLateScoringAverage",2010
127,127,"Brian Davis",101,71.4,1071,15,"TenthTeeLateScoringAverage",2010
127,127,"Freddie Jacobson",83,71.4,1071,15,"TenthTeeLateScoringAverage",2010
130,130,"Jimmy Walker",82,71.41,1214,17,"TenthTeeLateScoringAverage",2010
131,131,"Jeff Gove",57,71.42,857,12,"TenthTeeLateScoringAverage",2010
132,132,"James Nitties",92,71.44,1286,18,"TenthTeeLateScoringAverage",2010
132,132,"Jeev Milkha Singh",59,71.44,643,9,"TenthTeeLateScoringAverage",2010
134,134,"Stephen Ames",75,71.46,929,13,"TenthTeeLateScoringAverage",2010
135,135,"Joe Ogilvie",99,71.5,1287,18,"TenthTeeLateScoringAverage",2010
136,136,"Troy Merritt",86,71.57,1002,14,"TenthTeeLateScoringAverage",2010
137,137,"Boo Weekley",88,71.59,1217,17,"TenthTeeLateScoringAverage",2010
138,138,"Kevin Sutherland",86,71.62,931,13,"TenthTeeLateScoringAverage",2010
139,139,"Justin Bolli",55,71.67,1290,18,"TenthTeeLateScoringAverage",2010
139,139,"Jarrod Lyle",54,71.67,430,6,"TenthTeeLateScoringAverage",2010
139,139,"Chris Tidland",77,71.67,860,12,"TenthTeeLateScoringAverage",2010
142,142,"Scott McCarron",90,71.68,1362,19,"TenthTeeLateScoringAverage",2010
143,143,"Scott Verplank",74,71.69,932,13,"TenthTeeLateScoringAverage",2010
144,144,"Omar Uresti",74,71.74,1363,19,"TenthTeeLateScoringAverage",2010
145,145,"Briny Baird",87,71.75,1148,16,"TenthTeeLateScoringAverage",2010
145,145,"Derek Lamely",81,71.75,1148,16,"TenthTeeLateScoringAverage",2010
145,145,"Chris Wilson",65,71.75,1435,20,"TenthTeeLateScoringAverage",2010
148,148,"Josh Teater",101,71.77,1579,22,"TenthTeeLateScoringAverage",2010
149,149,"Greg Owen",69,71.81,1149,16,"TenthTeeLateScoringAverage",2010
150,150,"Lee Janzen",77,71.82,1221,17,"TenthTeeLateScoringAverage",2010
150,150,"Charles Warren",64,71.82,790,11,"TenthTeeLateScoringAverage",2010
152,152,"Camilo Villegas",78,71.83,431,6,"TenthTeeLateScoringAverage",2010
153,153,"Paul Goydos",78,71.86,1006,14,"TenthTeeLateScoringAverage",2010
154,154,"Michael Sim",64,71.87,1078,15,"TenthTeeLateScoringAverage",2010
155,155,"John Mallinger",78,71.88,1150,16,"TenthTeeLateScoringAverage",2010
155,155,"Rory McIlroy",54,71.88,575,8,"TenthTeeLateScoringAverage",2010
157,157,"Davis Love III",79,71.89,647,9,"TenthTeeLateScoringAverage",2010
158,158,"Matt Bettencourt",91,71.94,1295,18,"TenthTeeLateScoringAverage",2010
159,159,"Rich Barcelo",70,72,1368,19,"TenthTeeLateScoringAverage",2010
159,159,"Bill Lunde",79,72,1080,15,"TenthTeeLateScoringAverage",2010
159,159,"David Lutterus",69,72,1152,16,"TenthTeeLateScoringAverage",2010
159,159,"Rod Pampling",77,72,936,13,"TenthTeeLateScoringAverage",2010
159,159,"Vance Veazey",58,72,576,8,"TenthTeeLateScoringAverage",2010
164,164,"Cameron Percy",73,72.07,1081,15,"TenthTeeLateScoringAverage",2010
165,165,"Henrik Bjornstad",72,72.09,793,11,"TenthTeeLateScoringAverage",2010
165,165,"Skip Kendall",58,72.09,793,11,"TenthTeeLateScoringAverage",2010
167,167,"Angel Cabrera",64,72.14,505,7,"TenthTeeLateScoringAverage",2010
167,167,"Jerod Turner",54,72.14,1010,14,"TenthTeeLateScoringAverage",2010
169,169,"Graham DeLaet",88,72.21,1011,14,"TenthTeeLateScoringAverage",2010
170,170,"Mathew Goggin",85,72.24,1228,17,"TenthTeeLateScoringAverage",2010
170,170,"Roland Thatcher",72,72.24,1517,21,"TenthTeeLateScoringAverage",2010
172,172,"Roger Tambellini",77,72.29,1518,21,"TenthTeeLateScoringAverage",2010
173,173,"Daniel Chopra",74,72.33,1085,15,"TenthTeeLateScoringAverage",2010
174,174,"Cameron Beckman",68,72.41,1231,17,"TenthTeeLateScoringAverage",2010
175,175,"Mathias Gronberg",61,72.45,797,11,"TenthTeeLateScoringAverage",2010
176,176,"Cliff Kresge",50,72.54,943,13,"TenthTeeLateScoringAverage",2010
177,177,"Brent Delahoussaye",57,72.58,871,12,"TenthTeeLateScoringAverage",2010
178,178,"Lucas Glover",75,72.67,654,9,"TenthTeeLateScoringAverage",2010
179,179,"Martin Flores",75,72.71,1236,17,"TenthTeeLateScoringAverage",2010
180,180,"Steve Marino",81,72.73,800,11,"TenthTeeLateScoringAverage",2010
181,181,"Mark Calcavecchia",50,72.77,946,13,"TenthTeeLateScoringAverage",2010
182,182,"Trevor Immelman",55,72.78,655,9,"TenthTeeLateScoringAverage",2010
183,183,"Brian Stuard",81,72.93,1094,15,"TenthTeeLateScoringAverage",2010
184,184,"Kevin Johnson",62,73,1241,17,"TenthTeeLateScoringAverage",2010
184,184,"Steve Wheatcroft",74,73,876,12,"TenthTeeLateScoringAverage",2010
186,186,"Ted Purdy",86,73.19,1171,16,"TenthTeeLateScoringAverage",2010
187,187,"Steve Lowery",67,73.27,806,11,"TenthTeeLateScoringAverage",2010
188,188,"Greg Kraft",52,73.38,954,13,"TenthTeeLateScoringAverage",2010
189,189,"Craig Bowden",56,73.4,734,10,"TenthTeeLateScoringAverage",2010
190,190,"Mike Weir",59,73.57,515,7,"TenthTeeLateScoringAverage",2010
191,191,"Brad Faxon",58,74.25,891,12,"TenthTeeLateScoringAverage",2010
192,192,"Jim Furyk",76,76,76,1,"TenthTeeLateScoringAverage",2010
