"ScramblingfromOtherLocations_RANKTHISWEEK_2014","ScramblingfromOtherLocations_RANKLASTWEEK_2014","ScramblingfromOtherLocations_PLAYERNAME_2014","ScramblingfromOtherLocations_ROUNDS_2014","ScramblingfromOtherLocations_Pct_2014","ScramblingfromOtherLocations_SUCCESSES_2014","ScramblingfromOtherLocations_ATTEMPTS_2014","stat_name","year"
30,30,"Phil Mickelson",71,63.64,56,88,"ScramblingfromOtherLocations",2014
32,32,"Brad Fritsch",50,63.44,59,93,"ScramblingfromOtherLocations",2014
33,33,"Scott Langley",95,63.19,115,182,"ScramblingfromOtherLocations",2014
34,34,"Johnson Wagner",69,63.16,96,152,"ScramblingfromOtherLocations",2014
35,35,"Graeme McDowell",66,62.96,51,81,"ScramblingfromOtherLocations",2014
36,36,"Daniel Summerhays",98,62.72,106,169,"ScramblingfromOtherLocations",2014
37,37,"Will Wilcox",51,62.63,62,99,"ScramblingfromOtherLocations",2014
38,38,"Webb Simpson",87,62.6,77,123,"ScramblingfromOtherLocations",2014
39,39,"Chad Collins",78,62.5,115,184,"ScramblingfromOtherLocations",2014
39,39,"Luke Donald",57,62.5,55,88,"ScramblingfromOtherLocations",2014
41,41,"Charles Howell III",106,62.35,106,170,"ScramblingfromOtherLocations",2014
42,42,"Jason Day",54,62.3,38,61,"ScramblingfromOtherLocations",2014
43,43,"Ian Poulter",57,62.16,46,74,"ScramblingfromOtherLocations",2014
44,44,"Spencer Levin",59,62.07,72,116,"ScramblingfromOtherLocations",2014
45,45,"Stuart Appleby",92,61.88,112,181,"ScramblingfromOtherLocations",2014
46,46,"Kevin Tway",64,61.79,76,123,"ScramblingfromOtherLocations",2014
47,47,"Erik Compton",88,61.71,108,175,"ScramblingfromOtherLocations",2014
48,48,"DH Lee",54,61.7,58,94,"ScramblingfromOtherLocations",2014
49,49,"Ryan Palmer",85,61.54,80,130,"ScramblingfromOtherLocations",2014
50,50,"John Senden",99,61.49,91,148,"ScramblingfromOtherLocations",2014
51,51,"Greg Chalmers",85,61.4,105,171,"ScramblingfromOtherLocations",2014
52,52,"Brian Stuard",91,61.27,106,173,"ScramblingfromOtherLocations",2014
53,53,"Jason Kokrak",65,60.98,75,123,"ScramblingfromOtherLocations",2014
54,54,"Jeff Overton",80,60.93,92,151,"ScramblingfromOtherLocations",2014
55,55,"Scott Brown",100,60.92,106,174,"ScramblingfromOtherLocations",2014
56,56,"William McGirt",96,60.85,115,189,"ScramblingfromOtherLocations",2014
57,57,"Billy Horschel",92,60.8,76,125,"ScramblingfromOtherLocations",2014
58,58,"Martin Flores",85,60.78,93,153,"ScramblingfromOtherLocations",2014
59,59,"Kevin Kisner",85,60.58,83,137,"ScramblingfromOtherLocations",2014
60,60,"Heath Slocum",71,60.56,86,142,"ScramblingfromOtherLocations",2014
61,61,"Charley Hoffman",93,60.54,89,147,"ScramblingfromOtherLocations",2014
62,62,"Bill Haas",107,60.43,84,139,"ScramblingfromOtherLocations",2014
62,62,"Jhonattan Vegas",77,60.43,84,139,"ScramblingfromOtherLocations",2014
64,64,"Jamie Lovemark",64,60.36,67,111,"ScramblingfromOtherLocations",2014
65,65,"Jonathan Byrd",76,60.26,91,151,"ScramblingfromOtherLocations",2014
66,66,"Andrew Svoboda",77,60.25,97,161,"ScramblingfromOtherLocations",2014
67,67,"Brendon Todd",108,60.23,106,176,"ScramblingfromOtherLocations",2014
68,68,"Jonas Blixt",64,60.22,56,93,"ScramblingfromOtherLocations",2014
69,69,"Paul Casey",56,60,51,85,"ScramblingfromOtherLocations",2014
69,69,"Matt Every",85,60,78,130,"ScramblingfromOtherLocations",2014
69,69,"Boo Weekley",73,60,54,90,"ScramblingfromOtherLocations",2014
72,72,"Ben Curtis",77,59.87,94,157,"ScramblingfromOtherLocations",2014
72,72,"Justin Leonard",75,59.87,94,157,"ScramblingfromOtherLocations",2014
74,74,"Russell Henley",92,59.85,82,137,"ScramblingfromOtherLocations",2014
75,75,"Kevin Stadler",90,59.66,71,119,"ScramblingfromOtherLocations",2014
76,76,"Pat Perez",84,59.64,99,166,"ScramblingfromOtherLocations",2014
77,77,"Jeff Maggert",54,59.6,59,99,"ScramblingfromOtherLocations",2014
78,78,"Bryce Molder",77,59.4,79,133,"ScramblingfromOtherLocations",2014
79,79,"John Rollins",84,59.38,95,160,"ScramblingfromOtherLocations",2014
79,79,"Chris Stroud",88,59.38,95,160,"ScramblingfromOtherLocations",2014
81,81,"Chad Campbell",57,59.34,54,91,"ScramblingfromOtherLocations",2014
82,82,"Sean OHair",77,59.31,86,145,"ScramblingfromOtherLocations",2014
83,83,"Retief Goosen",94,59.17,100,169,"ScramblingfromOtherLocations",2014
84,84,"Bronson La Cassie",51,59.05,62,105,"ScramblingfromOtherLocations",2014
85,85,"Ben Martin",80,58.99,82,139,"ScramblingfromOtherLocations",2014
86,86,"Lee Westwood",57,58.97,46,78,"ScramblingfromOtherLocations",2014
87,87,"Louis Oosthuizen",50,58.93,33,56,"ScramblingfromOtherLocations",2014
88,88,"Tim Clark",75,58.9,86,146,"ScramblingfromOtherLocations",2014
89,89,"Bud Cauley",56,58.88,63,107,"ScramblingfromOtherLocations",2014
90,90,"Brooks Koepka",56,58.82,60,102,"ScramblingfromOtherLocations",2014
91,91,"Zach Johnson",97,58.7,81,138,"ScramblingfromOtherLocations",2014
92,92,"Bo Van Pelt",83,58.65,78,133,"ScramblingfromOtherLocations",2014
93,93,"Russell Knox",92,58.52,79,135,"ScramblingfromOtherLocations",2014
93,93,"Michael Thompson",74,58.52,79,135,"ScramblingfromOtherLocations",2014
95,95,"Aaron Baddeley",74,58.39,87,149,"ScramblingfromOtherLocations",2014
96,96,"KJ Choi",80,58.33,77,132,"ScramblingfromOtherLocations",2014
97,97,"Carl Pettersson",91,58.28,88,151,"ScramblingfromOtherLocations",2014
97,97,"Camilo Villegas",95,58.28,95,163,"ScramblingfromOtherLocations",2014
99,99,"Troy Merritt",62,58.26,67,115,"ScramblingfromOtherLocations",2014
100,100,"Ben Crane",81,58.1,104,179,"ScramblingfromOtherLocations",2014
101,101,"Trevor Immelman",84,58,87,150,"ScramblingfromOtherLocations",2014
102,102,"Jimmy Walker",98,57.89,77,133,"ScramblingfromOtherLocations",2014
103,103,"Robert Allenby",83,57.86,81,140,"ScramblingfromOtherLocations",2014
103,103,"James Driscoll",71,57.86,81,140,"ScramblingfromOtherLocations",2014
105,105,"Ryo Ishikawa",75,57.82,85,147,"ScramblingfromOtherLocations",2014
106,106,"Jason Dufner",57,57.69,30,52,"ScramblingfromOtherLocations",2014
106,106,"Richard Lee",80,57.69,90,156,"ScramblingfromOtherLocations",2014
108,108,"Martin Laird",66,57.5,69,120,"ScramblingfromOtherLocations",2014
109,109,"John Huh",87,57.45,81,141,"ScramblingfromOtherLocations",2014
110,110,"Matt Kuchar",91,57.39,66,115,"ScramblingfromOtherLocations",2014
111,111,"Geoff Ogilvy",84,57.36,74,129,"ScramblingfromOtherLocations",2014
112,112,"Charlie Wi",72,57.23,95,166,"ScramblingfromOtherLocations",2014
113,113,"Woody Austin",63,57.02,69,121,"ScramblingfromOtherLocations",2014
114,114,"Morgan Hoffmann",103,56.92,111,195,"ScramblingfromOtherLocations",2014
115,115,"Andrew Loupe",65,56.91,70,123,"ScramblingfromOtherLocations",2014
116,116,"Rickie Fowler",91,56.88,62,109,"ScramblingfromOtherLocations",2014
117,117,"Jason Bohn",81,56.67,85,150,"ScramblingfromOtherLocations",2014
117,117,"Bubba Watson",76,56.67,51,90,"ScramblingfromOtherLocations",2014
119,119,"Stewart Cink",91,56.64,64,113,"ScramblingfromOtherLocations",2014
120,120,"Hunter Mahan",88,56.6,60,106,"ScramblingfromOtherLocations",2014
121,121,"Vijay Singh",83,56.46,83,147,"ScramblingfromOtherLocations",2014
122,122,"Andres Romero",81,56.42,101,179,"ScramblingfromOtherLocations",2014
123,123,"Robert Garrigus",80,56.25,81,144,"ScramblingfromOtherLocations",2014
124,124,"Wes Roach",67,56.15,73,130,"ScramblingfromOtherLocations",2014
125,125,"Jim Herman",62,56.14,64,114,"ScramblingfromOtherLocations",2014
125,125,"John Peterson",62,56.14,64,114,"ScramblingfromOtherLocations",2014
127,127,"Brian Harman",111,56,126,225,"ScramblingfromOtherLocations",2014
128,128,"Gonzalo Fdez Castano",83,55.84,86,154,"ScramblingfromOtherLocations",2014
129,129,"Mike Weir",69,55.76,92,165,"ScramblingfromOtherLocations",2014
130,130,"Brendon de Jonge",109,55.69,93,167,"ScramblingfromOtherLocations",2014
131,131,"Adam Scott",68,55.42,46,83,"ScramblingfromOtherLocations",2014
132,132,"Harris English",95,55.41,82,148,"ScramblingfromOtherLocations",2014
133,133,"Hudson Swafford",75,55.37,67,121,"ScramblingfromOtherLocations",2014
134,134,"Josh Teater",90,55.36,93,168,"ScramblingfromOtherLocations",2014
135,135,"James Hahn",82,55.26,84,152,"ScramblingfromOtherLocations",2014
136,136,"Matt Jones",83,55.17,64,116,"ScramblingfromOtherLocations",2014
136,136,"George McNeill",79,55.17,80,145,"ScramblingfromOtherLocations",2014
138,138,"John Merrick",87,55,77,140,"ScramblingfromOtherLocations",2014
139,139,"Seung Yul Noh",92,54.97,83,151,"ScramblingfromOtherLocations",2014
140,140,"Brandt Snedeker",89,54.96,72,131,"ScramblingfromOtherLocations",2014
141,141,"Graham DeLaet",80,54.92,67,122,"ScramblingfromOtherLocations",2014
142,142,"Derek Ernst",80,54.74,75,137,"ScramblingfromOtherLocations",2014
143,143,"Sangmoon Bae",76,54.73,81,148,"ScramblingfromOtherLocations",2014
144,144,"Rory Sabbatini",82,54.55,66,121,"ScramblingfromOtherLocations",2014
145,145,"Roberto Castro",76,54.47,67,123,"ScramblingfromOtherLocations",2014
146,146,"Steven Bowditch",93,54.44,92,169,"ScramblingfromOtherLocations",2014
147,147,"Michael Putnam",106,54.12,92,170,"ScramblingfromOtherLocations",2014
148,148,"Will Ma Kenzie",82,54.11,79,146,"ScramblingfromOtherLocations",2014
149,149,"Davis Love III",74,54.01,74,137,"ScramblingfromOtherLocations",2014
150,150,"Justin Hicks",103,53.74,79,147,"ScramblingfromOtherLocations",2014
151,151,"Tyrone Van Aswegen",79,53.7,87,162,"ScramblingfromOtherLocations",2014
152,152,"Brendan Steele",89,53.59,82,153,"ScramblingfromOtherLocations",2014
153,153,"Tommy Gainey",73,53.47,77,144,"ScramblingfromOtherLocations",2014
154,154,"Ken Duke",80,53.08,69,130,"ScramblingfromOtherLocations",2014
155,155,"JJ Henry",91,53.04,96,181,"ScramblingfromOtherLocations",2014
156,156,"Danny Lee",84,53.02,79,149,"ScramblingfromOtherLocations",2014
157,157,"Mark Wilson",69,52.74,77,146,"ScramblingfromOtherLocations",2014
158,158,"Kevin Streelman",79,52.43,54,103,"ScramblingfromOtherLocations",2014
159,159,"Charlie Beljan",76,52.21,71,136,"ScramblingfromOtherLocations",2014
160,160,"Troy Matteson",62,51.88,69,133,"ScramblingfromOtherLocations",2014
161,161,"Kevin Chappell",100,51.79,87,168,"ScramblingfromOtherLocations",2014
162,162,"Marc Leishman",81,51.55,50,97,"ScramblingfromOtherLocations",2014
163,163,"Briny Baird",50,51.33,58,113,"ScramblingfromOtherLocations",2014
164,164,"David Lingmerth",80,51.09,70,137,"ScramblingfromOtherLocations",2014
165,165,"Jim Renner",61,50,56,112,"ScramblingfromOtherLocations",2014
165,165,"Scott Stallings",77,50,59,118,"ScramblingfromOtherLocations",2014
165,165,"Nicholas Thompson",85,50,69,138,"ScramblingfromOtherLocations",2014
165,165,"Nick Watney",80,50,53,106,"ScramblingfromOtherLocations",2014
169,169,"Kyle Stanley",87,49.67,75,151,"ScramblingfromOtherLocations",2014
170,170,"Angel Cabrera",69,49.43,43,87,"ScramblingfromOtherLocations",2014
171,171,"Rory McIlroy",66,47.54,29,61,"ScramblingfromOtherLocations",2014
172,172,"Henrik Stenson",56,47.46,28,59,"ScramblingfromOtherLocations",2014
173,173,"DA Points",75,45.67,58,127,"ScramblingfromOtherLocations",2014
174,174,"Dustin Johnson",58,45.45,30,66,"ScramblingfromOtherLocations",2014
175,175,"Lucas Glover",68,43.69,45,103,"ScramblingfromOtherLocations",2014
176,176,"Martin Kaymer",65,42.68,35,82,"ScramblingfromOtherLocations",2014
177,177,"Chesson Hadley",84,42.47,62,146,"ScramblingfromOtherLocations",2014
