"MoneyperEventLeaders_RANKTHISWEEK_2013","MoneyperEventLeaders_RANKLASTWEEK_2013","MoneyperEventLeaders_PLAYERNAME_2013","MoneyperEventLeaders_EVENTS_2013","MoneyperEventLeaders_MONEYPEREVENT_2013","MoneyperEventLeaders_TOTALMONEY_2013","stat_name","year"
109,109,"Nicolas Colsaerts",17,42362,720163,"MoneyperEventLeaders",2013
110,110,"Padraig Harrington",17,41837,711244,"MoneyperEventLeaders",2013
111,111,"Louis Oosthuizen",12,41450,497407,"MoneyperEventLeaders",2013
112,112,"Brian Stuard",25,41281,1032027,"MoneyperEventLeaders",2013
113,113,"Peter Hanson",15,40678,610177,"MoneyperEventLeaders",2013
114,114,"KJ Choi",24,40572,973751,"MoneyperEventLeaders",2013
115,115,"Cameron Tringale",24,40467,971208,"MoneyperEventLeaders",2013
116,116,"David Toms",16,40385,646161,"MoneyperEventLeaders",2013
117,117,"DH Lee",22,40126,882792,"MoneyperEventLeaders",2013
118,118,"Oliver Fisher",1,39250,39250,"MoneyperEventLeaders",2013
119,119,"Brendan Steele",26,38621,1004160,"MoneyperEventLeaders",2013
120,120,"Richard Lee",24,38368,920835,"MoneyperEventLeaders",2013
121,121,"Charlie Beljan",24,38176,916228,"MoneyperEventLeaders",2013
122,122,"Billy Andrade",3,38000,114000,"MoneyperEventLeaders",2013
123,123,"Ben Crane",21,37949,796947,"MoneyperEventLeaders",2013
124,124,"Jerry Kelly",22,37836,832407,"MoneyperEventLeaders",2013
125,125,"Ted Potter Jr",22,37716,829770,"MoneyperEventLeaders",2013
126,126,"Ken Looper",2,36765,73530,"MoneyperEventLeaders",2013
127,127,"Luke Guthrie",27,36737,991901,"MoneyperEventLeaders",2013
128,128,"Peter Lonard",1,36666,36666,"MoneyperEventLeaders",2013
128,128,"Paul Stankowski",1,36666,36666,"MoneyperEventLeaders",2013
130,130,"William McGirt",24,36141,867384,"MoneyperEventLeaders",2013
131,131,"Todd Baek",1,35960,35960,"MoneyperEventLeaders",2013
132,132,"James Driscoll",23,35700,821101,"MoneyperEventLeaders",2013
133,133,"Retief Goosen",9,35077,315701,"MoneyperEventLeaders",2013
134,134,"Cameron Beckman",8,34600,276805,"MoneyperEventLeaders",2013
135,135,"Andres Romero",21,34214,718506,"MoneyperEventLeaders",2013
136,136,"Bryce Molder",24,34038,816922,"MoneyperEventLeaders",2013
137,137,"Johnson Wagner",24,33414,801955,"MoneyperEventLeaders",2013
138,138,"Nicholas Thompson",29,33083,959434,"MoneyperEventLeaders",2013
139,139,"James Hahn",26,32827,853507,"MoneyperEventLeaders",2013
140,140,"Lucas Glover",23,32513,747812,"MoneyperEventLeaders",2013
141,141,"Marcel Siem",9,32400,291606,"MoneyperEventLeaders",2013
142,142,"Martin Flores",25,32223,805596,"MoneyperEventLeaders",2013
143,143,"Jason Bohn",23,32131,739030,"MoneyperEventLeaders",2013
144,144,"Kyle Reifers",4,32100,128400,"MoneyperEventLeaders",2013
145,145,"Steven Bowditch",22,31717,697774,"MoneyperEventLeaders",2013
146,146,"Brian Harman",29,31371,909759,"MoneyperEventLeaders",2013
147,147,"Glen Day",6,31101,186609,"MoneyperEventLeaders",2013
148,148,"Camilo Villegas",23,30855,709676,"MoneyperEventLeaders",2013
149,149,"Carl Pettersson",24,30755,738143,"MoneyperEventLeaders",2013
150,150,"Peter Uihlein",4,30406,121625,"MoneyperEventLeaders",2013
151,151,"Jeff Overton",24,30071,721722,"MoneyperEventLeaders",2013
152,152,"Aaron Baddeley",24,30042,721023,"MoneyperEventLeaders",2013
153,153,"Justin Hicks",25,29309,732741,"MoneyperEventLeaders",2013
154,154,"JJ Henry",26,29302,761861,"MoneyperEventLeaders",2013
155,155,"Bio Kim",1,28961,28961,"MoneyperEventLeaders",2013
156,156,"Justin Leonard",24,28922,694138,"MoneyperEventLeaders",2013
157,157,"Darren Clarke",3,28905,86717,"MoneyperEventLeaders",2013
158,158,"Charlie Wi",23,28550,656671,"MoneyperEventLeaders",2013
159,159,"Nick OHern",10,28246,282464,"MoneyperEventLeaders",2013
160,160,"Patrick Cantlay",7,27915,195411,"MoneyperEventLeaders",2013
161,161,"Russell Knox",11,27815,305973,"MoneyperEventLeaders",2013
162,162,"Francesco Molinari",9,27273,245463,"MoneyperEventLeaders",2013
163,163,"Erik Compton",24,27152,651659,"MoneyperEventLeaders",2013
164,164,"Chez Reavie",22,26860,590925,"MoneyperEventLeaders",2013
165,165,"Jonathan Byrd",16,26810,428965,"MoneyperEventLeaders",2013
166,166,"John Senden",25,26681,667026,"MoneyperEventLeaders",2013
167,167,"Jim Herman",19,25829,490756,"MoneyperEventLeaders",2013
168,168,"Fabian Gomez",23,25519,586942,"MoneyperEventLeaders",2013
169,169,"Greg Chalmers",25,25291,632282,"MoneyperEventLeaders",2013
170,170,"Vaughn Taylor",16,24955,399285,"MoneyperEventLeaders",2013
171,171,"Robert Karlsson",18,24679,444238,"MoneyperEventLeaders",2013
172,172,"Mark Brown",1,24641,24641,"MoneyperEventLeaders",2013
172,172,"Shingo Katayama",1,24641,24641,"MoneyperEventLeaders",2013
174,174,"Shawn Stefani",21,24352,511398,"MoneyperEventLeaders",2013
175,175,"Rafa Cabrera Bello",5,24143,120717,"MoneyperEventLeaders",2013
176,176,"George McNeill",21,23847,500798,"MoneyperEventLeaders",2013
177,177,"Jeremiah Wooding",1,23760,23760,"MoneyperEventLeaders",2013
178,178,"Justin Bolli",23,23703,545187,"MoneyperEventLeaders",2013
179,179,"Edward Loar",2,23623,47246,"MoneyperEventLeaders",2013
180,180,"Scott Langley",27,21877,590684,"MoneyperEventLeaders",2013
181,181,"Peter Tomasulo",10,21824,218240,"MoneyperEventLeaders",2013
182,182,"Dicky Pride",23,21538,495390,"MoneyperEventLeaders",2013
183,183,"Stuart Appleby",25,21533,538332,"MoneyperEventLeaders",2013
184,184,"Ricky Barnes",26,21303,553878,"MoneyperEventLeaders",2013
185,185,"Paul Casey",7,21087,147612,"MoneyperEventLeaders",2013
186,186,"Ross Fisher",15,20744,311168,"MoneyperEventLeaders",2013
187,187,"Bill Lunde",10,20671,206710,"MoneyperEventLeaders",2013
188,188,"Chad Campbell",25,20426,510660,"MoneyperEventLeaders",2013
189,189,"Davis Love III",15,20231,303469,"MoneyperEventLeaders",2013
190,190,"Tim Herron",15,20171,302570,"MoneyperEventLeaders",2013
191,191,"Kelly Kraft",2,19769,39538,"MoneyperEventLeaders",2013
192,192,"Kiradech Aphibarnrat",3,19583,58750,"MoneyperEventLeaders",2013
193,193,"Paul Lawrie",7,19445,136119,"MoneyperEventLeaders",2013
194,194,"Matt Weibring",1,19406,19406,"MoneyperEventLeaders",2013
195,195,"Gregory Bourdy",1,19085,19085,"MoneyperEventLeaders",2013
196,196,"Russ Cochran",1,19068,19068,"MoneyperEventLeaders",2013
197,197,"Peter Hedblom",1,18926,18926,"MoneyperEventLeaders",2013
197,197,"David Howell",1,18926,18926,"MoneyperEventLeaders",2013
199,199,"Brad Fritsch",24,18841,452184,"MoneyperEventLeaders",2013
200,200,"Jeff Klauk",8,18728,149829,"MoneyperEventLeaders",2013
201,201,"Ben Curtis",20,18627,372543,"MoneyperEventLeaders",2013
202,202,"Tommy Gainey",28,18588,520479,"MoneyperEventLeaders",2013
203,203,"Bud Cauley",24,18487,443698,"MoneyperEventLeaders",2013
204,204,"Ryo Ishikawa",23,18458,424540,"MoneyperEventLeaders",2013
205,205,"Greg Owen",24,18424,442198,"MoneyperEventLeaders",2013
206,206,"Gareth Wright",1,18397,18397,"MoneyperEventLeaders",2013
207,207,"Richard Sterne",7,18322,128257,"MoneyperEventLeaders",2013
208,208,"Scott Harrington",1,18295,18295,"MoneyperEventLeaders",2013
209,209,"Henrik Norlander",22,18270,401957,"MoneyperEventLeaders",2013
210,210,"Robert Streb",25,18194,454871,"MoneyperEventLeaders",2013
211,211,"Tag Ridings",24,17871,428922,"MoneyperEventLeaders",2013
212,212,"Shiv Kapur",1,17863,17863,"MoneyperEventLeaders",2013
212,212,"KT Kim",1,17863,17863,"MoneyperEventLeaders",2013
214,214,"DJ Trahan",16,17765,284249,"MoneyperEventLeaders",2013
215,215,"Stephen Gallacher",5,17583,87917,"MoneyperEventLeaders",2013
216,216,"Kenny Perry",3,17538,52616,"MoneyperEventLeaders",2013
217,217,"Sandy Lyle",2,17481,34962,"MoneyperEventLeaders",2013
218,218,"Blayne Barber",3,17370,52110,"MoneyperEventLeaders",2013
219,219,"Peter Senior",1,17252,17252,"MoneyperEventLeaders",2013
220,220,"Kevin Sutherland",13,17161,223098,"MoneyperEventLeaders",2013
221,221,"David Frost",1,16864,16864,"MoneyperEventLeaders",2013
222,222,"Simon Khan",1,16844,16844,"MoneyperEventLeaders",2013
223,223,"Ben Kohles",25,16776,419416,"MoneyperEventLeaders",2013
224,224,"Shane Lowry",9,16505,148550,"MoneyperEventLeaders",2013
225,225,"Tim Petrovic",12,16380,196564,"MoneyperEventLeaders",2013
226,226,"Vijay Singh",19,16281,309351,"MoneyperEventLeaders",2013
227,227,"Brandt Jobe",19,16268,309105,"MoneyperEventLeaders",2013
228,228,"Scott Jamieson",3,16166,48500,"MoneyperEventLeaders",2013
229,229,"Steve LeBrun",21,16055,337156,"MoneyperEventLeaders",2013
230,230,"Bobby Gates",20,16012,320248,"MoneyperEventLeaders",2013
231,231,"Chris DiMarco",11,15959,175555,"MoneyperEventLeaders",2013
232,232,"Nate Smith",1,15828,15828,"MoneyperEventLeaders",2013
233,233,"Casey Wittenberg",27,15755,425394,"MoneyperEventLeaders",2013
234,234,"Tom Gillis",22,15696,345325,"MoneyperEventLeaders",2013
235,235,"Seung Yul Noh",25,15670,391762,"MoneyperEventLeaders",2013
236,236,"George Coetzee",11,15560,171160,"MoneyperEventLeaders",2013
237,237,"Sam Saunders",1,15184,15184,"MoneyperEventLeaders",2013
238,238,"Trevor Immelman",24,15022,360548,"MoneyperEventLeaders",2013
239,239,"Doug LaBelle II",23,14735,338920,"MoneyperEventLeaders",2013
240,240,"Thongchai Jaidee",4,14531,58125,"MoneyperEventLeaders",2013
241,241,"Steven Alker",2,14480,28961,"MoneyperEventLeaders",2013
242,242,"Branden Grace",12,14204,170459,"MoneyperEventLeaders",2013
243,243,"Kevin Na",8,13858,110864,"MoneyperEventLeaders",2013
244,244,"YE Yang",19,13637,259117,"MoneyperEventLeaders",2013
245,245,"Cameron Percy",21,13206,277335,"MoneyperEventLeaders",2013
246,246,"Mark Anderson",1,12824,12824,"MoneyperEventLeaders",2013
246,246,"Hideto Tanihara",1,12824,12824,"MoneyperEventLeaders",2013
248,248,"Roger Sloan",1,12805,12805,"MoneyperEventLeaders",2013
249,249,"Steve Flesch",6,12775,76654,"MoneyperEventLeaders",2013
250,250,"David Branshaw",1,12444,12444,"MoneyperEventLeaders",2013
251,251,"Steve Marino",12,12406,148873,"MoneyperEventLeaders",2013
252,252,"Michael Block",1,12342,12342,"MoneyperEventLeaders",2013
253,253,"Sean OHair",22,12209,268614,"MoneyperEventLeaders",2013
254,254,"John Kimbell",1,12162,12162,"MoneyperEventLeaders",2013
255,255,"Aaron Watkins",19,11447,217495,"MoneyperEventLeaders",2013
256,256,"John Mallinger",12,11441,137298,"MoneyperEventLeaders",2013
257,257,"David Mathis",24,11436,274476,"MoneyperEventLeaders",2013
258,258,"Matt Bettencourt",9,11298,101687,"MoneyperEventLeaders",2013
259,259,"Luke List",24,11016,264400,"MoneyperEventLeaders",2013
260,260,"Nathan Green",9,10861,97753,"MoneyperEventLeaders",2013
261,261,"Andres Gonzales",17,10552,179387,"MoneyperEventLeaders",2013
262,262,"Dean Wilson",2,10418,20836,"MoneyperEventLeaders",2013
263,263,"Thomas Bjorn",4,10292,41170,"MoneyperEventLeaders",2013
264,264,"Troy Matteson",24,10212,245090,"MoneyperEventLeaders",2013
265,265,"Heath Slocum",9,10088,90796,"MoneyperEventLeaders",2013
266,266,"Tom Lehman",2,10038,20077,"MoneyperEventLeaders",2013
267,267,"Jamie Donaldson",10,9969,99696,"MoneyperEventLeaders",2013
268,268,"Stephen Ames",19,9946,188987,"MoneyperEventLeaders",2013
269,269,"Joe Affrunti",5,9922,49614,"MoneyperEventLeaders",2013
270,270,"Jose Maria Olazabal",2,9740,19480,"MoneyperEventLeaders",2013
271,271,"Hank Kuehne",5,9609,48046,"MoneyperEventLeaders",2013
272,272,"Duffy Waldorf",3,9552,28657,"MoneyperEventLeaders",2013
273,273,"Scott Gardiner",23,9549,219644,"MoneyperEventLeaders",2013
274,274,"Bernd Wiesberger",2,9542,19085,"MoneyperEventLeaders",2013
275,275,"Bart Bryant",2,9534,19068,"MoneyperEventLeaders",2013
276,276,"Jon Curran",3,9450,28350,"MoneyperEventLeaders",2013
277,277,"Darron Stiles",20,9243,184866,"MoneyperEventLeaders",2013
278,278,"Chris Riley",3,9173,27520,"MoneyperEventLeaders",2013
279,279,"Billy Mayfair",14,8847,123859,"MoneyperEventLeaders",2013
280,280,"Mike Weir",22,8841,194510,"MoneyperEventLeaders",2013
281,281,"Will Claxton",24,8613,206722,"MoneyperEventLeaders",2013
282,282,"Hunter Haas",5,8585,42929,"MoneyperEventLeaders",2013
283,283,"Robert Allenby",24,8511,204272,"MoneyperEventLeaders",2013
284,284,"Andre Stolz",1,7905,7905,"MoneyperEventLeaders",2013
285,285,"Chris Williams",5,7860,39304,"MoneyperEventLeaders",2013
286,286,"Sebastian Vazquez",1,7700,7700,"MoneyperEventLeaders",2013
287,287,"Gary Christian",10,7533,75332,"MoneyperEventLeaders",2013
288,288,"Brooks Koepka",2,7475,14950,"MoneyperEventLeaders",2013
289,289,"Tom Watson",4,7245,28980,"MoneyperEventLeaders",2013
290,290,"Matteo Manassero",9,7201,64809,"MoneyperEventLeaders",2013
291,291,"Alistair Presnell",23,7092,163134,"MoneyperEventLeaders",2013
292,292,"Alexandre Rocha",3,7084,21254,"MoneyperEventLeaders",2013
293,293,"Colt Knost",25,7068,176710,"MoneyperEventLeaders",2013
294,294,"Rod Pampling",16,6903,110451,"MoneyperEventLeaders",2013
295,295,"Jin Park",20,6822,136457,"MoneyperEventLeaders",2013
296,296,"Ryan Blaum",3,6805,20416,"MoneyperEventLeaders",2013
297,297,"Skip Kendall",2,6795,13590,"MoneyperEventLeaders",2013
298,298,"Mark OMeara",3,6692,20077,"MoneyperEventLeaders",2013
299,299,"Rafael Campos",1,6650,6650,"MoneyperEventLeaders",2013
300,300,"Marcus Fraser",6,6638,39830,"MoneyperEventLeaders",2013
301,301,"Marco Dawson",1,6630,6630,"MoneyperEventLeaders",2013
301,301,"Kent Jones",1,6630,6630,"MoneyperEventLeaders",2013
303,303,"Joey Snyder III",15,6592,98886,"MoneyperEventLeaders",2013
304,304,"Marc Turnesa",2,6450,12900,"MoneyperEventLeaders",2013
305,305,"Kevin Kisner",1,6180,6180,"MoneyperEventLeaders",2013
306,306,"Neal Lancaster",6,6163,36978,"MoneyperEventLeaders",2013
307,307,"Lee Williams",22,6079,133755,"MoneyperEventLeaders",2013
308,308,"Robert Gamez",3,5960,17880,"MoneyperEventLeaders",2013
309,309,"Andrew Johnson",1,5850,5850,"MoneyperEventLeaders",2013
310,310,"Mikko Ilonen",3,5750,17252,"MoneyperEventLeaders",2013
311,311,"Brad Adamonis",2,5670,11340,"MoneyperEventLeaders",2013
312,312,"Wes Short Jr",15,5523,82855,"MoneyperEventLeaders",2013
313,313,"Richie Ramsay",4,5019,20077,"MoneyperEventLeaders",2013
314,314,"Joe Durant",7,4612,32290,"MoneyperEventLeaders",2013
315,315,"Scott Verplank",14,4493,62905,"MoneyperEventLeaders",2013
316,316,"Todd Hamilton",4,4465,17863,"MoneyperEventLeaders",2013
317,317,"Ryuji Imada",7,4402,30820,"MoneyperEventLeaders",2013
318,318,"Andrew Svoboda",18,4289,77219,"MoneyperEventLeaders",2013
319,319,"Ted Purdy",3,4265,12797,"MoneyperEventLeaders",2013
320,320,"Paul Haley II",18,4055,73005,"MoneyperEventLeaders",2013
321,321,"Rod Perry",3,3885,11656,"MoneyperEventLeaders",2013
322,322,"Chris Wood",5,3817,19085,"MoneyperEventLeaders",2013
323,323,"Jesper Parnevik",13,3787,49241,"MoneyperEventLeaders",2013
324,324,"Michael Bradley",21,3767,79107,"MoneyperEventLeaders",2013
325,325,"John Daly",12,3628,43543,"MoneyperEventLeaders",2013
326,326,"Joe Ogilvie",15,3611,54173,"MoneyperEventLeaders",2013
327,327,"Thomas Aiken",2,3552,7104,"MoneyperEventLeaders",2013
328,328,"Zack Fischer",4,3400,13601,"MoneyperEventLeaders",2013
329,329,"Troy Kelly",10,3235,32350,"MoneyperEventLeaders",2013
330,330,"Jeff Gove",17,3141,53400,"MoneyperEventLeaders",2013
331,331,"Eric Meierdierks",19,3054,58028,"MoneyperEventLeaders",2013
332,332,"JB Holmes",5,3036,15184,"MoneyperEventLeaders",2013
333,333,"Arjun Atwal",8,2765,22122,"MoneyperEventLeaders",2013
334,334,"Michael Letzig",17,2683,45626,"MoneyperEventLeaders",2013
335,335,"Lee Janzen",11,2316,25482,"MoneyperEventLeaders",2013
336,336,"Frank Lickliter II",3,1910,5730,"MoneyperEventLeaders",2013
337,337,"David Duval",8,776,6210,"MoneyperEventLeaders",2013
338,338,"Scott McCarron",8,757,6060,"MoneyperEventLeaders",2013
