"BogeyAvoidance_RANKTHISWEEK_2015","BogeyAvoidance_RANKLASTWEEK_2015","BogeyAvoidance_PLAYERNAME_2015","BogeyAvoidance_ROUNDS_2015","BogeyAvoidance_PctMAKESBOGEY_2015","BogeyAvoidance_BOGEYS_2015","BogeyAvoidance_HOLESPLAYED_2015","stat_name","year"
25,25,"Robert Streb",110,14.55,288,1980,"BogeyAvoidance",2015
26,26,"Jerry Kelly",79,14.56,207,1422,"BogeyAvoidance",2015
26,26,"Justin Rose",69,14.56,173,1188,"BogeyAvoidance",2015
28,28,"Bryce Molder",91,14.62,229,1566,"BogeyAvoidance",2015
29,29,"Paul Casey",87,14.7,217,1476,"BogeyAvoidance",2015
30,30,"Greg Owen",58,14.75,154,1044,"BogeyAvoidance",2015
31,31,"Stewart Cink",77,14.79,205,1386,"BogeyAvoidance",2015
32,32,"Webb Simpson",81,14.81,208,1404,"BogeyAvoidance",2015
32,32,"Brendan Steele",88,14.81,224,1512,"BogeyAvoidance",2015
34,34,"Kevin Streelman",95,14.84,243,1638,"BogeyAvoidance",2015
35,35,"Johnson Wagner",68,14.87,182,1224,"BogeyAvoidance",2015
36,36,"Rory Sabbatini",81,14.88,217,1458,"BogeyAvoidance",2015
37,37,"Spencer Levin",99,14.89,260,1746,"BogeyAvoidance",2015
38,38,"Colt Knost",90,14.92,231,1548,"BogeyAvoidance",2015
39,39,"Jon Curran",83,14.98,213,1422,"BogeyAvoidance",2015
40,40,"Pat Perez",96,14.99,259,1728,"BogeyAvoidance",2015
41,41,"Brandt Snedeker",98,15.03,257,1710,"BogeyAvoidance",2015
42,42,"Rickie Fowler",76,15.05,195,1296,"BogeyAvoidance",2015
42,42,"Brendon Todd",96,15.05,252,1674,"BogeyAvoidance",2015
44,44,"Chad Campbell",97,15.06,263,1746,"BogeyAvoidance",2015
45,45,"Steven Alker",62,15.09,163,1080,"BogeyAvoidance",2015
46,46,"Luke Donald",71,15.1,193,1278,"BogeyAvoidance",2015
47,47,"Graham DeLaet",65,15.13,177,1170,"BogeyAvoidance",2015
48,48,"Steven Bowditch",103,15.16,281,1854,"BogeyAvoidance",2015
49,49,"Daniel Berger",97,15.23,266,1746,"BogeyAvoidance",2015
49,49,"Tyrone Van Aswegen",58,15.23,148,972,"BogeyAvoidance",2015
51,51,"Charles Howell III",105,15.24,288,1890,"BogeyAvoidance",2015
52,52,"Kevin Na",98,15.26,261,1710,"BogeyAvoidance",2015
53,53,"Sergio Garcia",59,15.28,154,1008,"BogeyAvoidance",2015
54,54,"Michael Putnam",87,15.29,234,1530,"BogeyAvoidance",2015
55,55,"Brendon de Jonge",106,15.3,292,1908,"BogeyAvoidance",2015
56,56,"Louis Oosthuizen",68,15.34,174,1134,"BogeyAvoidance",2015
57,57,"John Huh",102,15.35,279,1818,"BogeyAvoidance",2015
58,58,"Martin Flores",95,15.38,252,1638,"BogeyAvoidance",2015
59,59,"KJ Choi",66,15.41,172,1116,"BogeyAvoidance",2015
59,59,"George McNeill",93,15.41,258,1674,"BogeyAvoidance",2015
61,61,"Brooks Koepka",84,15.43,225,1458,"BogeyAvoidance",2015
62,62,"SJ Park",79,15.44,214,1386,"BogeyAvoidance",2015
62,62,"Patrick Reed",103,15.44,278,1800,"BogeyAvoidance",2015
64,64,"Brian Harman",90,15.49,251,1620,"BogeyAvoidance",2015
65,65,"Mark Hubbard",79,15.51,215,1386,"BogeyAvoidance",2015
65,65,"Dustin Johnson",75,15.51,201,1296,"BogeyAvoidance",2015
67,67,"Alex Cejka",94,15.52,257,1656,"BogeyAvoidance",2015
67,67,"David Hearn",97,15.52,271,1746,"BogeyAvoidance",2015
69,69,"Whee Kim",71,15.54,193,1242,"BogeyAvoidance",2015
69,69,"Shawn Stefani",94,15.54,263,1692,"BogeyAvoidance",2015
71,71,"Danny Lee",120,15.56,336,2160,"BogeyAvoidance",2015
71,71,"Mark Wilson",89,15.56,238,1530,"BogeyAvoidance",2015
73,73,"Kyle Reifers",96,15.58,258,1656,"BogeyAvoidance",2015
74,74,"Adam Hadwin",95,15.71,263,1674,"BogeyAvoidance",2015
75,75,"Martin Laird",77,15.73,218,1386,"BogeyAvoidance",2015
76,76,"Russell Henley",87,15.74,238,1512,"BogeyAvoidance",2015
76,76,"David Lingmerth",90,15.74,255,1620,"BogeyAvoidance",2015
78,78,"Scott Brown",97,15.75,275,1746,"BogeyAvoidance",2015
78,78,"Troy Merritt",91,15.75,258,1638,"BogeyAvoidance",2015
80,80,"Ryan Moore",81,15.81,222,1404,"BogeyAvoidance",2015
81,81,"Daniel Summerhays",101,15.84,288,1818,"BogeyAvoidance",2015
82,82,"JJ Henry",94,15.86,257,1620,"BogeyAvoidance",2015
83,83,"Ryan Palmer",80,15.87,220,1386,"BogeyAvoidance",2015
84,84,"Ian Poulter",68,15.9,186,1170,"BogeyAvoidance",2015
85,85,"Vijay Singh",78,15.95,224,1404,"BogeyAvoidance",2015
86,86,"Jeff Overton",94,16,265,1656,"BogeyAvoidance",2015
87,87,"Tony Finau",106,16.04,306,1908,"BogeyAvoidance",2015
87,87,"Alex Prugh",84,16.04,231,1440,"BogeyAvoidance",2015
89,89,"Billy Horschel",99,16.09,278,1728,"BogeyAvoidance",2015
89,89,"Carl Pettersson",106,16.09,307,1908,"BogeyAvoidance",2015
91,91,"Boo Weekley",79,16.1,229,1422,"BogeyAvoidance",2015
92,92,"Brian Stuard",97,16.13,270,1674,"BogeyAvoidance",2015
93,93,"Hudson Swafford",97,16.14,276,1710,"BogeyAvoidance",2015
94,94,"Matt Jones",89,16.15,250,1548,"BogeyAvoidance",2015
95,95,"Chris Kirk",76,16.21,213,1314,"BogeyAvoidance",2015
95,95,"Justin Leonard",61,16.21,178,1098,"BogeyAvoidance",2015
97,97,"Jason Kokrak",88,16.22,257,1584,"BogeyAvoidance",2015
98,98,"Charley Hoffman",97,16.25,275,1692,"BogeyAvoidance",2015
98,98,"Patrick Rodgers",57,16.25,155,954,"BogeyAvoidance",2015
100,100,"Hunter Mahan",88,16.27,246,1512,"BogeyAvoidance",2015
100,100,"Jonathan Randolph",72,16.27,205,1260,"BogeyAvoidance",2015
102,102,"James Hahn",94,16.31,276,1692,"BogeyAvoidance",2015
103,103,"Tom Hoge",83,16.32,232,1422,"BogeyAvoidance",2015
104,104,"Scott Langley",94,16.36,271,1656,"BogeyAvoidance",2015
105,105,"Aaron Baddeley",76,16.37,218,1332,"BogeyAvoidance",2015
105,105,"Chez Reavie",56,16.37,165,1008,"BogeyAvoidance",2015
107,107,"Keegan Bradley",87,16.4,248,1512,"BogeyAvoidance",2015
107,107,"Chris Stroud",84,16.4,248,1512,"BogeyAvoidance",2015
109,109,"Kevin Chappell",86,16.41,254,1548,"BogeyAvoidance",2015
109,109,"Sean OHair",86,16.41,254,1548,"BogeyAvoidance",2015
111,111,"Cameron Tringale",96,16.44,284,1728,"BogeyAvoidance",2015
112,112,"Davis Love III",51,16.45,151,918,"BogeyAvoidance",2015
113,113,"Scott Piercy",90,16.48,267,1620,"BogeyAvoidance",2015
113,113,"Nick Watney",91,16.48,270,1638,"BogeyAvoidance",2015
115,115,"Cameron Percy",72,16.51,208,1260,"BogeyAvoidance",2015
116,116,"Steve Wheatcroft",87,16.53,247,1494,"BogeyAvoidance",2015
117,117,"Blayne Barber",76,16.67,222,1332,"BogeyAvoidance",2015
117,117,"Erik Compton",86,16.67,258,1548,"BogeyAvoidance",2015
117,117,"Bill Lunde",50,16.67,138,828,"BogeyAvoidance",2015
120,120,"Jhonattan Vegas",90,16.73,259,1548,"BogeyAvoidance",2015
120,120,"Jimmy Walker",89,16.73,259,1548,"BogeyAvoidance",2015
122,122,"Andres Gonzales",90,16.8,260,1548,"BogeyAvoidance",2015
123,123,"Sangmoon Bae",98,16.84,297,1764,"BogeyAvoidance",2015
123,123,"Carlos Ortiz",100,16.84,291,1728,"BogeyAvoidance",2015
125,125,"Scott Pinckney",88,16.86,267,1584,"BogeyAvoidance",2015
126,126,"Brice Garnett",81,16.95,241,1422,"BogeyAvoidance",2015
127,127,"Eric Axley",57,16.97,168,990,"BogeyAvoidance",2015
128,128,"Marc Leishman",74,16.98,214,1260,"BogeyAvoidance",2015
129,129,"Ben Crane",62,17.05,178,1044,"BogeyAvoidance",2015
130,130,"Gary Woodland",81,17.12,228,1332,"BogeyAvoidance",2015
131,131,"Jamie Donaldson",50,17.14,145,846,"BogeyAvoidance",2015
132,132,"Ben Martin",93,17.16,278,1620,"BogeyAvoidance",2015
132,132,"Nick Taylor",91,17.16,281,1638,"BogeyAvoidance",2015
134,134,"Adam Scott",51,17.25,149,864,"BogeyAvoidance",2015
135,135,"Byron Smith",59,17.27,171,990,"BogeyAvoidance",2015
136,136,"Ricky Barnes",82,17.31,243,1404,"BogeyAvoidance",2015
137,137,"Jonas Blixt",78,17.34,231,1332,"BogeyAvoidance",2015
137,137,"Fabian Gomez",83,17.34,259,1494,"BogeyAvoidance",2015
139,139,"Bo Van Pelt",81,17.37,247,1422,"BogeyAvoidance",2015
140,140,"JB Holmes",89,17.39,266,1530,"BogeyAvoidance",2015
141,141,"John Senden",80,17.41,235,1350,"BogeyAvoidance",2015
142,142,"Max Homa",78,17.49,233,1332,"BogeyAvoidance",2015
142,142,"John Merrick",78,17.49,233,1332,"BogeyAvoidance",2015
144,144,"Sam Saunders",83,17.56,256,1458,"BogeyAvoidance",2015
145,145,"Jason Dufner",76,17.58,231,1314,"BogeyAvoidance",2015
145,145,"Morgan Hoffmann",85,17.58,269,1530,"BogeyAvoidance",2015
147,147,"Brian Davis",86,17.62,260,1476,"BogeyAvoidance",2015
148,148,"Tim Wilkinson",73,17.68,226,1278,"BogeyAvoidance",2015
149,149,"Greg Chalmers",58,17.7,172,972,"BogeyAvoidance",2015
149,149,"DA Points",72,17.7,223,1260,"BogeyAvoidance",2015
151,151,"Lucas Glover",79,17.72,252,1422,"BogeyAvoidance",2015
152,152,"Roberto Castro",54,17.78,160,900,"BogeyAvoidance",2015
152,152,"Seung Yul Noh",65,17.78,208,1170,"BogeyAvoidance",2015
154,154,"Gonzalo Fdez Castano",81,17.82,247,1386,"BogeyAvoidance",2015
154,154,"Retief Goosen",81,17.82,247,1386,"BogeyAvoidance",2015
154,154,"Chesson Hadley",101,17.82,324,1818,"BogeyAvoidance",2015
157,157,"Jason Gore",76,17.9,232,1296,"BogeyAvoidance",2015
158,158,"Ken Duke",93,17.92,287,1602,"BogeyAvoidance",2015
159,159,"Ryo Ishikawa",90,17.93,284,1584,"BogeyAvoidance",2015
160,160,"Luke Guthrie",84,17.95,265,1476,"BogeyAvoidance",2015
161,161,"Derek Ernst",75,18,230,1278,"BogeyAvoidance",2015
162,162,"Nicholas Thompson",90,18.15,281,1548,"BogeyAvoidance",2015
163,163,"Phil Mickelson",70,18.17,229,1260,"BogeyAvoidance",2015
164,164,"Derek Fathauer",81,18.25,253,1386,"BogeyAvoidance",2015
165,165,"Michael Thompson",83,18.52,270,1458,"BogeyAvoidance",2015
166,166,"Ernie Els",57,18.62,191,1026,"BogeyAvoidance",2015
167,167,"Camilo Villegas",83,18.67,279,1494,"BogeyAvoidance",2015
168,168,"Jim Renner",68,18.69,222,1188,"BogeyAvoidance",2015
169,169,"Oscar Fraustro",58,18.72,182,972,"BogeyAvoidance",2015
170,170,"Scott Stallings",60,18.8,203,1080,"BogeyAvoidance",2015
171,171,"Charl Schwartzel",67,18.87,214,1134,"BogeyAvoidance",2015
172,172,"Lee Westwood",56,18.91,177,936,"BogeyAvoidance",2015
173,173,"Heath Slocum",57,19.29,184,954,"BogeyAvoidance",2015
174,174,"Andres Romero",69,19.44,231,1188,"BogeyAvoidance",2015
175,175,"Robert Allenby",63,19.49,207,1062,"BogeyAvoidance",2015
176,176,"Roger Sloan",56,19.55,183,936,"BogeyAvoidance",2015
177,177,"Geoff Ogilvy",50,19.79,171,864,"BogeyAvoidance",2015
178,178,"Padraig Harrington",60,19.81,214,1080,"BogeyAvoidance",2015
179,179,"Angel Cabrera",53,20.02,191,954,"BogeyAvoidance",2015
180,180,"Andrew Putnam",68,20.05,231,1152,"BogeyAvoidance",2015
181,181,"Robert Garrigus",70,20.37,242,1188,"BogeyAvoidance",2015
182,182,"Andrew Svoboda",80,20.94,294,1404,"BogeyAvoidance",2015
183,183,"Matt Every",73,21.11,266,1260,"BogeyAvoidance",2015
184,184,"Charlie Beljan",76,21.3,276,1296,"BogeyAvoidance",2015
