"Total1PuttsInside5_RANKTHISWEEK_2010","Total1PuttsInside5_RANKLASTWEEK_2010","Total1PuttsInside5_PLAYERNAME_2010","Total1PuttsInside5_ROUNDS_2010","Total1PuttsInside5_TOTAL_2010","Total1PuttsInside5_TOTALFORALLDISTANCES_2010","Total1PuttsInside5_PCTOFALL1PUTTS_2010","stat_name","year"
45,45,"Graham DeLaet",88,271,500,54.2,"Total1PuttsInside5",2010
46,46,"Chad Campbell",95,270,522,51.7,"Total1PuttsInside5",2010
46,46,"Martin Laird",91,270,535,50.5,"Total1PuttsInside5",2010
46,46,"Scott Piercy",88,270,559,48.3,"Total1PuttsInside5",2010
49,49,"Zach Johnson",93,268,567,47.3,"Total1PuttsInside5",2010
49,49,"Justin Rose",78,268,519,51.6,"Total1PuttsInside5",2010
51,51,"David Toms",86,266,519,51.3,"Total1PuttsInside5",2010
52,52,"Alex Prugh",88,265,536,49.4,"Total1PuttsInside5",2010
52,52,"DJ Trahan",92,265,528,50.2,"Total1PuttsInside5",2010
54,54,"James Driscoll",78,264,506,52.2,"Total1PuttsInside5",2010
55,55,"Bill Haas",87,263,501,52.5,"Total1PuttsInside5",2010
56,56,"Briny Baird",87,262,519,50.5,"Total1PuttsInside5",2010
56,56,"Ted Purdy",86,262,500,52.4,"Total1PuttsInside5",2010
58,58,"Rod Pampling",77,261,466,56,"Total1PuttsInside5",2010
58,58,"John Senden",103,261,536,48.7,"Total1PuttsInside5",2010
60,60,"Troy Merritt",86,259,561,46.2,"Total1PuttsInside5",2010
61,61,"Jason Bohn",84,258,512,50.4,"Total1PuttsInside5",2010
61,61,"Justin Leonard",89,258,515,50.1,"Total1PuttsInside5",2010
63,63,"Michael Connell",89,256,557,46,"Total1PuttsInside5",2010
64,64,"Jason Dufner",87,254,458,55.5,"Total1PuttsInside5",2010
64,64,"Jeff Overton",89,254,527,48.2,"Total1PuttsInside5",2010
64,64,"Vaughn Taylor",87,254,531,47.8,"Total1PuttsInside5",2010
64,64,"Johnson Wagner",85,254,500,50.8,"Total1PuttsInside5",2010
68,68,"Ryan Palmer",84,253,522,48.5,"Total1PuttsInside5",2010
69,69,"Lee Janzen",77,252,473,53.3,"Total1PuttsInside5",2010
70,70,"Jason Day",82,251,500,50.2,"Total1PuttsInside5",2010
70,70,"Bryce Molder",84,251,528,47.5,"Total1PuttsInside5",2010
72,72,"Andres Romero",73,248,507,48.9,"Total1PuttsInside5",2010
72,72,"Jimmy Walker",82,248,493,50.3,"Total1PuttsInside5",2010
74,74,"Daniel Chopra",74,247,477,51.8,"Total1PuttsInside5",2010
74,74,"Rory Sabbatini",79,247,489,50.5,"Total1PuttsInside5",2010
76,76,"John Rollins",81,246,493,49.9,"Total1PuttsInside5",2010
77,77,"JJ Henry",92,245,508,48.2,"Total1PuttsInside5",2010
77,77,"Bill Lunde",79,245,447,54.8,"Total1PuttsInside5",2010
79,79,"Kevin Stadler",86,244,488,50,"Total1PuttsInside5",2010
79,79,"Mark Wilson",87,244,511,47.7,"Total1PuttsInside5",2010
81,81,"Tim Herron",79,243,487,49.9,"Total1PuttsInside5",2010
81,81,"Kevin Sutherland",86,243,477,50.9,"Total1PuttsInside5",2010
83,83,"Tim Clark",88,242,500,48.4,"Total1PuttsInside5",2010
84,84,"Nicholas Thompson",88,241,481,50.1,"Total1PuttsInside5",2010
84,84,"Nick Watney",91,241,486,49.6,"Total1PuttsInside5",2010
86,86,"Richard Johnson",90,240,474,50.6,"Total1PuttsInside5",2010
86,86,"Boo Weekley",88,240,473,50.7,"Total1PuttsInside5",2010
88,88,"Derek Lamely",81,239,450,53.1,"Total1PuttsInside5",2010
89,89,"George McNeill",79,238,492,48.4,"Total1PuttsInside5",2010
90,90,"Troy Matteson",84,236,456,51.8,"Total1PuttsInside5",2010
91,91,"Steve Flesch",78,235,463,50.8,"Total1PuttsInside5",2010
91,91,"Will Ma Kenzie",72,235,449,52.3,"Total1PuttsInside5",2010
91,91,"DA Points",90,235,508,46.3,"Total1PuttsInside5",2010
91,91,"Brian Stuard",81,235,491,47.9,"Total1PuttsInside5",2010
91,91,"Chris Tidland",77,235,463,50.8,"Total1PuttsInside5",2010
96,96,"Bob Estes",79,234,479,48.9,"Total1PuttsInside5",2010
96,96,"Jim Furyk",76,234,436,53.7,"Total1PuttsInside5",2010
96,96,"Paul Goydos",78,234,472,49.6,"Total1PuttsInside5",2010
99,99,"Stewart Cink",84,231,464,49.8,"Total1PuttsInside5",2010
100,100,"Chris Riley",73,229,443,51.7,"Total1PuttsInside5",2010
100,100,"Roland Thatcher",72,229,443,51.7,"Total1PuttsInside5",2010
102,102,"KJ Choi",82,228,437,52.2,"Total1PuttsInside5",2010
103,103,"Ben Crane",85,227,475,47.8,"Total1PuttsInside5",2010
104,104,"Stephen Ames",75,226,482,46.9,"Total1PuttsInside5",2010
105,105,"Hunter Mahan",85,225,461,48.8,"Total1PuttsInside5",2010
106,106,"Dustin Johnson",83,224,456,49.1,"Total1PuttsInside5",2010
106,106,"Scott Verplank",74,224,420,53.3,"Total1PuttsInside5",2010
106,106,"Bubba Watson",77,224,448,50,"Total1PuttsInside5",2010
106,106,"Garrett Willis",82,224,467,48,"Total1PuttsInside5",2010
110,110,"Kris Blanks",91,222,442,50.2,"Total1PuttsInside5",2010
110,110,"Omar Uresti",74,222,382,58.1,"Total1PuttsInside5",2010
112,112,"JP Hayes",79,221,474,46.6,"Total1PuttsInside5",2010
113,113,"Mathew Goggin",85,220,450,48.9,"Total1PuttsInside5",2010
113,113,"Steve Marino",81,220,447,49.2,"Total1PuttsInside5",2010
113,113,"Phil Mickelson",76,220,406,54.2,"Total1PuttsInside5",2010
113,113,"Camilo Villegas",78,220,394,55.8,"Total1PuttsInside5",2010
117,117,"Alex Cejka",81,219,439,49.9,"Total1PuttsInside5",2010
117,117,"Ben Curtis",78,219,439,49.9,"Total1PuttsInside5",2010
117,117,"Martin Flores",75,219,442,49.5,"Total1PuttsInside5",2010
117,117,"John Mallinger",78,219,449,48.8,"Total1PuttsInside5",2010
121,121,"Michael Bradley",77,218,446,48.9,"Total1PuttsInside5",2010
121,121,"Chris Stroud",90,218,472,46.2,"Total1PuttsInside5",2010
123,123,"Davis Love III",79,217,405,53.6,"Total1PuttsInside5",2010
124,124,"Chris Couch",66,215,417,51.6,"Total1PuttsInside5",2010
125,125,"Steve Elkington",74,214,401,53.4,"Total1PuttsInside5",2010
125,125,"Jeff Maggert",76,214,425,50.4,"Total1PuttsInside5",2010
127,127,"Greg Owen",69,213,386,55.2,"Total1PuttsInside5",2010
127,127,"Michael Sim",64,213,405,52.6,"Total1PuttsInside5",2010
129,129,"Ernie Els",72,210,400,52.5,"Total1PuttsInside5",2010
129,129,"Vijay Singh",75,210,383,54.8,"Total1PuttsInside5",2010
131,131,"Luke Donald",71,209,411,50.9,"Total1PuttsInside5",2010
132,132,"Sean OHair",84,208,428,48.6,"Total1PuttsInside5",2010
133,133,"Ryan Moore",80,207,431,48,"Total1PuttsInside5",2010
134,134,"Cameron Percy",73,206,374,55.1,"Total1PuttsInside5",2010
135,135,"Rich Barcelo",70,205,400,51.3,"Total1PuttsInside5",2010
135,135,"Shaun Micheel",70,205,385,53.2,"Total1PuttsInside5",2010
137,137,"Tom Pernice Jr",74,202,387,52.2,"Total1PuttsInside5",2010
138,138,"Robert Allenby",76,201,413,48.7,"Total1PuttsInside5",2010
139,139,"Cameron Beckman",68,199,389,51.2,"Total1PuttsInside5",2010
140,140,"Padraig Harrington",57,198,338,58.6,"Total1PuttsInside5",2010
140,140,"Steve Stricker",73,198,412,48.1,"Total1PuttsInside5",2010
142,142,"Steve Wheatcroft",74,195,404,48.3,"Total1PuttsInside5",2010
143,143,"Billy Mayfair",78,194,387,50.1,"Total1PuttsInside5",2010
143,143,"Jay Williamson",76,194,397,48.9,"Total1PuttsInside5",2010
145,145,"Robert Garrigus",71,193,405,47.7,"Total1PuttsInside5",2010
145,145,"Retief Goosen",75,193,387,49.9,"Total1PuttsInside5",2010
145,145,"Aron Price",70,193,412,46.8,"Total1PuttsInside5",2010
148,148,"Lucas Glover",75,192,400,48,"Total1PuttsInside5",2010
148,148,"Brenden Pappas",66,192,361,53.2,"Total1PuttsInside5",2010
150,150,"Mike Weir",59,191,322,59.3,"Total1PuttsInside5",2010
150,150,"YE Yang",72,191,410,46.6,"Total1PuttsInside5",2010
152,152,"Chris Wilson",65,190,346,54.9,"Total1PuttsInside5",2010
153,153,"Jeev Milkha Singh",59,187,364,51.4,"Total1PuttsInside5",2010
154,154,"Angel Cabrera",64,185,353,52.4,"Total1PuttsInside5",2010
155,155,"David Lutterus",69,183,363,50.4,"Total1PuttsInside5",2010
155,155,"Rocco Mediate",71,183,374,48.9,"Total1PuttsInside5",2010
157,157,"Roger Tambellini",77,182,361,50.4,"Total1PuttsInside5",2010
158,158,"Henrik Bjornstad",72,181,354,51.1,"Total1PuttsInside5",2010
159,159,"Joe Durant",67,180,364,49.5,"Total1PuttsInside5",2010
159,159,"David Duval",71,180,388,46.4,"Total1PuttsInside5",2010
159,159,"Mathias Gronberg",61,180,344,52.3,"Total1PuttsInside5",2010
162,162,"Skip Kendall",58,177,348,50.9,"Total1PuttsInside5",2010
163,163,"Charles Warren",64,176,360,48.9,"Total1PuttsInside5",2010
164,164,"Adam Scott",70,175,352,49.7,"Total1PuttsInside5",2010
165,165,"Steve Lowery",67,174,351,49.6,"Total1PuttsInside5",2010
166,166,"Geoff Ogilvy",62,172,363,47.4,"Total1PuttsInside5",2010
167,167,"Craig Bowden",56,169,319,53,"Total1PuttsInside5",2010
167,167,"Paul Stankowski",62,169,359,47.1,"Total1PuttsInside5",2010
169,169,"Brad Faxon",58,168,344,48.8,"Total1PuttsInside5",2010
170,170,"John Daly",63,165,311,53.1,"Total1PuttsInside5",2010
170,170,"Matt Every",60,165,364,45.3,"Total1PuttsInside5",2010
170,170,"Kevin Johnson",62,165,320,51.6,"Total1PuttsInside5",2010
170,170,"Jarrod Lyle",54,165,319,51.7,"Total1PuttsInside5",2010
170,170,"Kenny Perry",69,165,353,46.7,"Total1PuttsInside5",2010
170,170,"Dean Wilson",54,165,342,48.2,"Total1PuttsInside5",2010
176,176,"Brett Wetterich",54,160,340,47.1,"Total1PuttsInside5",2010
177,177,"Cliff Kresge",50,159,285,55.8,"Total1PuttsInside5",2010
177,177,"Vance Veazey",58,159,329,48.3,"Total1PuttsInside5",2010
179,179,"Jerod Turner",54,156,289,54,"Total1PuttsInside5",2010
180,180,"Cameron Tringale",55,153,273,56,"Total1PuttsInside5",2010
181,181,"Paul Casey",64,152,324,46.9,"Total1PuttsInside5",2010
182,182,"Rory McIlroy",54,149,286,52.1,"Total1PuttsInside5",2010
183,183,"Andrew McLardy",52,145,288,50.3,"Total1PuttsInside5",2010
184,184,"Brent Delahoussaye",57,144,302,47.7,"Total1PuttsInside5",2010
185,185,"Justin Bolli",55,143,272,52.6,"Total1PuttsInside5",2010
186,186,"Trevor Immelman",55,142,283,50.2,"Total1PuttsInside5",2010
186,186,"Greg Kraft",52,142,262,54.2,"Total1PuttsInside5",2010
188,188,"Ian Poulter",55,141,257,54.9,"Total1PuttsInside5",2010
189,189,"Jeff Gove",57,135,258,52.3,"Total1PuttsInside5",2010
189,189,"Garth Mulroy",53,135,262,51.5,"Total1PuttsInside5",2010
191,191,"Sergio Garcia",58,128,235,54.5,"Total1PuttsInside5",2010
192,192,"Mark Calcavecchia",50,108,213,50.7,"Total1PuttsInside5",2010
