"GIRPercentagefromOtherthanFairway_RANKTHISWEEK_2015","GIRPercentagefromOtherthanFairway_RANKLASTWEEK_2015","GIRPercentagefromOtherthanFairway_PLAYERNAME_2015","GIRPercentagefromOtherthanFairway_ROUNDS_2015","GIRPercentagefromOtherthanFairway_Pct_2015","GIRPercentagefromOtherthanFairway_GREENSHIT_2015","GIRPercentagefromOtherthanFairway_OFHOLES_2015","stat_name","year"
48,48,"Kevin Chappell",86,52.76,229,434,"GIRPercentagefromOtherthanFairway",2015
49,49,"Gary Woodland",81,52.75,240,455,"GIRPercentagefromOtherthanFairway",2015
50,50,"Bryce Molder",91,52.49,211,402,"GIRPercentagefromOtherthanFairway",2015
51,51,"Alex Prugh",84,52.48,222,423,"GIRPercentagefromOtherthanFairway",2015
52,52,"Daniel Summerhays",101,52.42,282,538,"GIRPercentagefromOtherthanFairway",2015
53,53,"Pat Perez",96,52.39,241,460,"GIRPercentagefromOtherthanFairway",2015
54,54,"Bill Lunde",50,52.36,122,233,"GIRPercentagefromOtherthanFairway",2015
55,55,"Max Homa",78,52.34,235,449,"GIRPercentagefromOtherthanFairway",2015
56,56,"Robert Streb",110,52.31,329,629,"GIRPercentagefromOtherthanFairway",2015
57,57,"Kevin Streelman",95,52.25,209,400,"GIRPercentagefromOtherthanFairway",2015
58,58,"Cameron Percy",72,52.2,202,387,"GIRPercentagefromOtherthanFairway",2015
58,58,"Patrick Rodgers",57,52.2,166,318,"GIRPercentagefromOtherthanFairway",2015
60,60,"Sergio Garcia",59,52.02,167,321,"GIRPercentagefromOtherthanFairway",2015
61,61,"Jimmy Walker",89,51.99,301,579,"GIRPercentagefromOtherthanFairway",2015
62,62,"Whee Kim",71,51.97,198,381,"GIRPercentagefromOtherthanFairway",2015
63,63,"George McNeill",93,51.93,242,466,"GIRPercentagefromOtherthanFairway",2015
64,64,"Gonzalo Fdez Castano",81,51.91,217,418,"GIRPercentagefromOtherthanFairway",2015
65,65,"Ernie Els",57,51.87,180,347,"GIRPercentagefromOtherthanFairway",2015
66,66,"Zac Blair",108,51.83,241,465,"GIRPercentagefromOtherthanFairway",2015
67,67,"Geoff Ogilvy",50,51.81,143,276,"GIRPercentagefromOtherthanFairway",2015
68,68,"DA Points",72,51.76,220,425,"GIRPercentagefromOtherthanFairway",2015
69,69,"Francesco Molinari",56,51.74,89,172,"GIRPercentagefromOtherthanFairway",2015
70,70,"Ryan Palmer",80,51.57,246,477,"GIRPercentagefromOtherthanFairway",2015
71,71,"Matt Kuchar",97,51.55,250,485,"GIRPercentagefromOtherthanFairway",2015
72,72,"Tom Hoge",83,51.54,234,454,"GIRPercentagefromOtherthanFairway",2015
72,72,"Hideki Matsuyama",95,51.54,235,456,"GIRPercentagefromOtherthanFairway",2015
74,74,"Scott Brown",97,51.49,259,503,"GIRPercentagefromOtherthanFairway",2015
75,75,"Scott Pinckney",88,51.46,246,478,"GIRPercentagefromOtherthanFairway",2015
76,76,"Marc Leishman",74,51.44,232,451,"GIRPercentagefromOtherthanFairway",2015
77,77,"Andres Gonzales",90,51.39,258,502,"GIRPercentagefromOtherthanFairway",2015
78,78,"Ben Martin",93,51.35,228,444,"GIRPercentagefromOtherthanFairway",2015
79,79,"Sean OHair",86,51.28,241,470,"GIRPercentagefromOtherthanFairway",2015
80,80,"Robert Garrigus",70,51.26,203,396,"GIRPercentagefromOtherthanFairway",2015
81,81,"Davis Love III",51,51.2,128,250,"GIRPercentagefromOtherthanFairway",2015
82,82,"Lee Westwood",56,51.19,151,295,"GIRPercentagefromOtherthanFairway",2015
83,83,"Carl Pettersson",106,50.99,309,606,"GIRPercentagefromOtherthanFairway",2015
84,84,"Michael Thompson",83,50.96,240,471,"GIRPercentagefromOtherthanFairway",2015
85,85,"Jonathan Randolph",72,50.92,222,436,"GIRPercentagefromOtherthanFairway",2015
86,86,"Jhonattan Vegas",90,50.85,268,527,"GIRPercentagefromOtherthanFairway",2015
87,87,"Kevin Kisner",104,50.83,245,482,"GIRPercentagefromOtherthanFairway",2015
88,88,"David Hearn",97,50.82,247,486,"GIRPercentagefromOtherthanFairway",2015
89,89,"Jason Bohn",95,50.8,191,376,"GIRPercentagefromOtherthanFairway",2015
90,90,"Jim Renner",68,50.77,199,392,"GIRPercentagefromOtherthanFairway",2015
91,91,"Tyrone Van Aswegen",58,50.71,178,351,"GIRPercentagefromOtherthanFairway",2015
92,92,"Chez Reavie",56,50.68,111,219,"GIRPercentagefromOtherthanFairway",2015
93,93,"Brian Harman",90,50.67,228,450,"GIRPercentagefromOtherthanFairway",2015
94,94,"Billy Horschel",99,50.59,257,508,"GIRPercentagefromOtherthanFairway",2015
95,95,"Andres Romero",69,50.57,220,435,"GIRPercentagefromOtherthanFairway",2015
96,96,"Eric Axley",57,50.44,172,341,"GIRPercentagefromOtherthanFairway",2015
97,97,"Scott Langley",94,50.41,246,488,"GIRPercentagefromOtherthanFairway",2015
98,98,"Sam Saunders",83,50.37,204,405,"GIRPercentagefromOtherthanFairway",2015
99,99,"Brice Garnett",81,50.35,215,427,"GIRPercentagefromOtherthanFairway",2015
100,100,"Billy Hurley III",83,50.27,188,374,"GIRPercentagefromOtherthanFairway",2015
101,101,"Seung Yul Noh",65,50.24,207,412,"GIRPercentagefromOtherthanFairway",2015
102,102,"Kyle Reifers",96,50.2,247,492,"GIRPercentagefromOtherthanFairway",2015
103,103,"Jamie Donaldson",50,50.19,133,265,"GIRPercentagefromOtherthanFairway",2015
104,104,"JB Holmes",89,50.18,276,550,"GIRPercentagefromOtherthanFairway",2015
105,105,"Webb Simpson",81,50.14,177,353,"GIRPercentagefromOtherthanFairway",2015
106,106,"Jordan Spieth",91,50.11,229,457,"GIRPercentagefromOtherthanFairway",2015
107,107,"Hunter Mahan",88,50.1,252,503,"GIRPercentagefromOtherthanFairway",2015
108,108,"Nick Taylor",91,50.09,280,559,"GIRPercentagefromOtherthanFairway",2015
109,109,"Daniel Berger",97,50,266,532,"GIRPercentagefromOtherthanFairway",2015
109,109,"Greg Chalmers",58,50,143,286,"GIRPercentagefromOtherthanFairway",2015
109,109,"Matt Jones",89,50,248,496,"GIRPercentagefromOtherthanFairway",2015
112,112,"Brandt Snedeker",98,49.9,258,517,"GIRPercentagefromOtherthanFairway",2015
113,113,"Chad Campbell",97,49.89,231,463,"GIRPercentagefromOtherthanFairway",2015
114,114,"Keegan Bradley",87,49.88,206,413,"GIRPercentagefromOtherthanFairway",2015
114,114,"Russell Knox",96,49.88,216,433,"GIRPercentagefromOtherthanFairway",2015
116,116,"Jon Curran",83,49.86,178,357,"GIRPercentagefromOtherthanFairway",2015
117,117,"Graham DeLaet",65,49.84,157,315,"GIRPercentagefromOtherthanFairway",2015
118,118,"Jeff Overton",94,49.81,262,526,"GIRPercentagefromOtherthanFairway",2015
119,119,"Spencer Levin",99,49.64,207,417,"GIRPercentagefromOtherthanFairway",2015
120,120,"Scott Piercy",90,49.61,254,512,"GIRPercentagefromOtherthanFairway",2015
121,121,"John Huh",102,49.42,212,429,"GIRPercentagefromOtherthanFairway",2015
122,122,"Ken Duke",93,49.37,196,397,"GIRPercentagefromOtherthanFairway",2015
123,123,"Russell Henley",87,49.29,208,422,"GIRPercentagefromOtherthanFairway",2015
124,124,"Jerry Kelly",79,49.23,160,325,"GIRPercentagefromOtherthanFairway",2015
125,125,"Steve Wheatcroft",87,49.18,210,427,"GIRPercentagefromOtherthanFairway",2015
126,126,"Harris English",105,49.16,291,592,"GIRPercentagefromOtherthanFairway",2015
126,126,"Camilo Villegas",83,49.16,263,535,"GIRPercentagefromOtherthanFairway",2015
128,128,"Patrick Reed",103,49.14,316,643,"GIRPercentagefromOtherthanFairway",2015
129,129,"Steven Bowditch",103,49.02,326,665,"GIRPercentagefromOtherthanFairway",2015
130,130,"Scott Stallings",60,49.01,174,355,"GIRPercentagefromOtherthanFairway",2015
131,131,"SJ Park",79,48.91,179,366,"GIRPercentagefromOtherthanFairway",2015
132,132,"Chris Stroud",84,48.81,205,420,"GIRPercentagefromOtherthanFairway",2015
133,133,"Adam Hadwin",95,48.77,218,447,"GIRPercentagefromOtherthanFairway",2015
134,134,"Andrew Svoboda",80,48.76,216,443,"GIRPercentagefromOtherthanFairway",2015
135,135,"Rickie Fowler",76,48.73,192,394,"GIRPercentagefromOtherthanFairway",2015
135,135,"Adam Scott",51,48.73,134,275,"GIRPercentagefromOtherthanFairway",2015
137,137,"Jason Dufner",76,48.63,160,329,"GIRPercentagefromOtherthanFairway",2015
138,138,"Phil Mickelson",70,48.62,211,434,"GIRPercentagefromOtherthanFairway",2015
139,139,"Bo Van Pelt",81,48.61,210,432,"GIRPercentagefromOtherthanFairway",2015
140,140,"Cameron Tringale",96,48.58,206,424,"GIRPercentagefromOtherthanFairway",2015
141,141,"Tim Wilkinson",73,48.49,177,365,"GIRPercentagefromOtherthanFairway",2015
142,142,"David Lingmerth",90,48.39,211,436,"GIRPercentagefromOtherthanFairway",2015
143,143,"Mark Hubbard",79,48.2,174,361,"GIRPercentagefromOtherthanFairway",2015
144,144,"Retief Goosen",81,48.19,226,469,"GIRPercentagefromOtherthanFairway",2015
145,145,"Alex Cejka",94,48.06,223,464,"GIRPercentagefromOtherthanFairway",2015
146,146,"Colt Knost",90,47.97,165,344,"GIRPercentagefromOtherthanFairway",2015
147,147,"Zach Johnson",90,47.88,169,353,"GIRPercentagefromOtherthanFairway",2015
148,148,"John Merrick",78,47.85,156,326,"GIRPercentagefromOtherthanFairway",2015
149,149,"Jim Furyk",71,47.84,133,278,"GIRPercentagefromOtherthanFairway",2015
150,150,"Sangmoon Bae",98,47.81,262,548,"GIRPercentagefromOtherthanFairway",2015
151,151,"Martin Laird",77,47.52,211,444,"GIRPercentagefromOtherthanFairway",2015
151,151,"Danny Lee",120,47.52,287,604,"GIRPercentagefromOtherthanFairway",2015
153,153,"Chad Collins",79,47.49,189,398,"GIRPercentagefromOtherthanFairway",2015
154,154,"Derek Fathauer",81,47.4,246,519,"GIRPercentagefromOtherthanFairway",2015
155,155,"Mark Wilson",89,47.38,199,420,"GIRPercentagefromOtherthanFairway",2015
156,156,"Chris Kirk",76,47.3,184,389,"GIRPercentagefromOtherthanFairway",2015
157,157,"Brian Stuard",97,47.24,188,398,"GIRPercentagefromOtherthanFairway",2015
158,158,"Luke Guthrie",84,47.12,221,469,"GIRPercentagefromOtherthanFairway",2015
159,159,"Robert Allenby",63,47.04,143,304,"GIRPercentagefromOtherthanFairway",2015
159,159,"Luke Donald",71,47.04,191,406,"GIRPercentagefromOtherthanFairway",2015
161,161,"Chesson Hadley",101,46.96,286,609,"GIRPercentagefromOtherthanFairway",2015
162,162,"Steven Alker",62,46.86,112,239,"GIRPercentagefromOtherthanFairway",2015
163,163,"Brendon Todd",96,46.79,182,389,"GIRPercentagefromOtherthanFairway",2015
164,164,"Ian Poulter",68,46.76,159,340,"GIRPercentagefromOtherthanFairway",2015
165,165,"Morgan Hoffmann",85,46.65,251,538,"GIRPercentagefromOtherthanFairway",2015
166,166,"David Toms",62,46.6,96,206,"GIRPercentagefromOtherthanFairway",2015
167,167,"Ben Crane",62,46.59,123,264,"GIRPercentagefromOtherthanFairway",2015
168,168,"Padraig Harrington",60,46.57,190,408,"GIRPercentagefromOtherthanFairway",2015
169,169,"Aaron Baddeley",76,46.3,238,514,"GIRPercentagefromOtherthanFairway",2015
170,170,"Matt Every",73,45.61,218,478,"GIRPercentagefromOtherthanFairway",2015
171,171,"Kevin Na",98,45.29,226,499,"GIRPercentagefromOtherthanFairway",2015
172,172,"Ricky Barnes",82,45.18,225,498,"GIRPercentagefromOtherthanFairway",2015
173,173,"Fabian Gomez",83,45.03,204,453,"GIRPercentagefromOtherthanFairway",2015
174,174,"Brian Davis",86,44.99,166,369,"GIRPercentagefromOtherthanFairway",2015
175,175,"Roberto Castro",54,44.96,107,238,"GIRPercentagefromOtherthanFairway",2015
176,176,"Troy Merritt",91,44.8,211,471,"GIRPercentagefromOtherthanFairway",2015
177,177,"Erik Compton",86,44.56,217,487,"GIRPercentagefromOtherthanFairway",2015
178,178,"Heath Slocum",57,44.44,100,225,"GIRPercentagefromOtherthanFairway",2015
179,179,"KJ Choi",66,44.05,137,311,"GIRPercentagefromOtherthanFairway",2015
180,180,"Jonas Blixt",78,43.91,184,419,"GIRPercentagefromOtherthanFairway",2015
181,181,"Ryan Moore",81,43.9,144,328,"GIRPercentagefromOtherthanFairway",2015
182,182,"Justin Leonard",61,43.8,106,242,"GIRPercentagefromOtherthanFairway",2015
183,183,"Roger Sloan",56,42.52,125,294,"GIRPercentagefromOtherthanFairway",2015
184,184,"Andrew Putnam",68,41.79,168,402,"GIRPercentagefromOtherthanFairway",2015
