"Back9ScoringAverage_RANKTHISWEEK_2005","Back9ScoringAverage_RANKLASTWEEK_2005","Back9ScoringAverage_PLAYERNAME_2005","Back9ScoringAverage_ROUNDS_2005","Back9ScoringAverage_AVG_2005","Back9ScoringAverage_TOTALSTROKES_2005","Back9ScoringAverage_TOTALHOLES_2005","stat_name","year"
54,54,"Hunter Mahan",103,35.5,3585,101,"Back9ScoringAverage",2005
54,54,"Tom Pernice Jr",111,35.5,3799,107,"Back9ScoringAverage",2005
54,54,"Adam Scott",72,35.5,2414,68,"Back9ScoringAverage",2005
54,54,"Joey Snyder III",102,35.5,3479,98,"Back9ScoringAverage",2005
59,59,"KJ Choi",78,35.51,2592,73,"Back9ScoringAverage",2005
60,60,"Sean OHair",103,35.52,3516,99,"Back9ScoringAverage",2005
60,60,"Roland Thatcher",75,35.52,2593,73,"Back9ScoringAverage",2005
60,60,"David Toms",87,35.52,2735,77,"Back9ScoringAverage",2005
60,60,"Charles Warren",89,35.52,3090,87,"Back9ScoringAverage",2005
60,60,"Dean Wilson",86,35.52,3055,86,"Back9ScoringAverage",2005
65,65,"Jeff Sluman",94,35.53,3340,94,"Back9ScoringAverage",2005
66,66,"Zach Johnson",96,35.54,3376,95,"Back9ScoringAverage",2005
66,66,"Tom Lehman",69,35.54,2381,67,"Back9ScoringAverage",2005
68,68,"Doug Barron",70,35.56,2489,70,"Back9ScoringAverage",2005
68,68,"Rocco Mediate",73,35.56,2596,73,"Back9ScoringAverage",2005
68,68,"Geoff Ogilvy",97,35.56,3307,93,"Back9ScoringAverage",2005
71,71,"Jerry Kelly",101,35.57,3521,99,"Back9ScoringAverage",2005
71,71,"Pat Perez",89,35.57,3166,89,"Back9ScoringAverage",2005
71,71,"Carl Pettersson",109,35.57,3735,105,"Back9ScoringAverage",2005
74,74,"Bernhard Langer",67,35.58,2384,67,"Back9ScoringAverage",2005
74,74,"Brett Quigley",96,35.58,3273,92,"Back9ScoringAverage",2005
76,76,"John Cook",72,35.59,2491,70,"Back9ScoringAverage",2005
76,76,"Brandt Jobe",96,35.59,3274,92,"Back9ScoringAverage",2005
76,76,"Neal Lancaster",95,35.59,3381,95,"Back9ScoringAverage",2005
76,76,"Arron Oberholser",65,35.59,2242,63,"Back9ScoringAverage",2005
76,76,"Greg Owen",84,35.59,2847,80,"Back9ScoringAverage",2005
76,76,"Hidemichi Tanaka",106,35.59,3630,102,"Back9ScoringAverage",2005
82,82,"Michael Allen",90,35.6,3204,90,"Back9ScoringAverage",2005
83,83,"Tjaart van der Walt",56,35.61,1994,56,"Back9ScoringAverage",2005
84,84,"Daniel Chopra",108,35.62,3704,104,"Back9ScoringAverage",2005
84,84,"Brian Gay",101,35.62,3526,99,"Back9ScoringAverage",2005
84,84,"JP Hayes",63,35.62,2244,63,"Back9ScoringAverage",2005
84,84,"Brendan Jones",81,35.62,2814,79,"Back9ScoringAverage",2005
88,88,"Cameron Beckman",96,35.63,3278,92,"Back9ScoringAverage",2005
88,88,"Stephen Leaney",89,35.63,3064,86,"Back9ScoringAverage",2005
88,88,"Omar Uresti",84,35.63,2993,84,"Back9ScoringAverage",2005
91,91,"Chris DiMarco",83,35.65,2674,75,"Back9ScoringAverage",2005
91,91,"Jesper Parnevik",84,35.65,2923,82,"Back9ScoringAverage",2005
93,93,"Marco Dawson",82,35.66,2924,82,"Back9ScoringAverage",2005
93,93,"Lucas Glover",88,35.66,3067,86,"Back9ScoringAverage",2005
95,95,"Tommy Armour III",103,35.67,3674,103,"Back9ScoringAverage",2005
95,95,"Glen Day",80,35.67,2782,78,"Back9ScoringAverage",2005
95,95,"Carlos Franco",78,35.67,2711,76,"Back9ScoringAverage",2005
95,95,"Ryuji Imada",78,35.67,2782,78,"Back9ScoringAverage",2005
95,95,"Peter Lonard",85,35.67,2996,84,"Back9ScoringAverage",2005
95,95,"Steve Lowery",100,35.67,3424,96,"Back9ScoringAverage",2005
95,95,"Chris Smith",93,35.67,3317,93,"Back9ScoringAverage",2005
102,102,"Hunter Haas",83,35.68,2819,79,"Back9ScoringAverage",2005
103,103,"Mark Calcavecchia",92,35.69,3212,90,"Back9ScoringAverage",2005
103,103,"Todd Fischer",99,35.69,3462,97,"Back9ScoringAverage",2005
105,105,"Robert Gamez",91,35.7,3249,91,"Back9ScoringAverage",2005
105,105,"JL Lewis",98,35.7,3499,98,"Back9ScoringAverage",2005
105,105,"Ted Purdy",122,35.7,4356,122,"Back9ScoringAverage",2005
105,105,"Nick Watney",91,35.7,3177,89,"Back9ScoringAverage",2005
109,109,"Billy Andrade",83,35.71,2964,83,"Back9ScoringAverage",2005
109,109,"Aaron Baddeley",84,35.71,2928,82,"Back9ScoringAverage",2005
109,109,"Stewart Cink",98,35.71,3214,90,"Back9ScoringAverage",2005
109,109,"Mark Hensby",70,35.71,2428,68,"Back9ScoringAverage",2005
109,109,"Kent Jones",99,35.71,3464,97,"Back9ScoringAverage",2005
109,109,"Mark Wilson",74,35.71,2500,70,"Back9ScoringAverage",2005
115,115,"John Huston",90,35.72,3072,86,"Back9ScoringAverage",2005
116,116,"Brian Bateman",98,35.73,3359,94,"Back9ScoringAverage",2005
116,116,"Jonathan Byrd",103,35.73,3537,99,"Back9ScoringAverage",2005
116,116,"Joe Durant",81,35.73,2894,81,"Back9ScoringAverage",2005
116,116,"Brenden Pappas",51,35.73,1822,51,"Back9ScoringAverage",2005
116,116,"Phillip Price",77,35.73,2608,73,"Back9ScoringAverage",2005
121,121,"Freddie Jacobson",72,35.75,2538,71,"Back9ScoringAverage",2005
121,121,"Jay Williamson",53,35.75,1895,53,"Back9ScoringAverage",2005
123,123,"Scott McCarron",78,35.76,2646,74,"Back9ScoringAverage",2005
124,124,"Brian Davis",75,35.77,2683,75,"Back9ScoringAverage",2005
124,124,"Ryan Palmer",101,35.77,3470,97,"Back9ScoringAverage",2005
124,124,"Tim Petrovic",97,35.77,3327,93,"Back9ScoringAverage",2005
124,124,"Duffy Waldorf",86,35.77,2933,82,"Back9ScoringAverage",2005
128,128,"Brent Geiberger",61,35.78,2111,59,"Back9ScoringAverage",2005
129,129,"Craig Barlow",81,35.79,2756,77,"Back9ScoringAverage",2005
129,129,"Scott Gutschewski",86,35.79,2935,82,"Back9ScoringAverage",2005
129,129,"David Hearn",68,35.79,2434,68,"Back9ScoringAverage",2005
129,129,"Kevin Na",88,35.79,3078,86,"Back9ScoringAverage",2005
129,129,"Joe Ogilvie",103,35.79,3543,99,"Back9ScoringAverage",2005
129,129,"Lee Westwood",50,35.79,1718,48,"Back9ScoringAverage",2005
135,135,"Todd Hamilton",94,35.8,3258,91,"Back9ScoringAverage",2005
135,135,"Frank Lickliter II",100,35.8,3437,96,"Back9ScoringAverage",2005
135,135,"Brett Wetterich",76,35.8,2649,74,"Back9ScoringAverage",2005
138,138,"Bradley Hughes",52,35.81,1862,52,"Back9ScoringAverage",2005
138,138,"Rory Sabbatini",81,35.81,2793,78,"Back9ScoringAverage",2005
140,140,"Woody Austin",100,35.82,3582,100,"Back9ScoringAverage",2005
140,140,"Robert Damron",89,35.82,3188,89,"Back9ScoringAverage",2005
140,140,"James Driscoll",73,35.82,2543,71,"Back9ScoringAverage",2005
140,140,"Andrew Magee",82,35.82,2794,78,"Back9ScoringAverage",2005
144,144,"Brad Faxon",75,35.83,2544,71,"Back9ScoringAverage",2005
145,145,"Stuart Appleby",84,35.85,2868,80,"Back9ScoringAverage",2005
146,146,"Steve Allan",102,35.86,3514,98,"Back9ScoringAverage",2005
146,146,"Larry Mize",54,35.86,1793,50,"Back9ScoringAverage",2005
148,148,"Justin Bolli",65,35.87,2260,63,"Back9ScoringAverage",2005
149,149,"Tom Gillis",77,35.88,2691,75,"Back9ScoringAverage",2005
150,150,"Stephen Ames",82,35.89,2835,79,"Back9ScoringAverage",2005
151,151,"Steve Elkington",67,35.9,2405,67,"Back9ScoringAverage",2005
152,152,"Tom Byrum",83,35.93,2982,83,"Back9ScoringAverage",2005
152,152,"Bob Heintz",67,35.93,2407,67,"Back9ScoringAverage",2005
154,154,"Patrick Sheehan",114,35.94,3953,110,"Back9ScoringAverage",2005
155,155,"Matt Gogel",78,35.95,2732,76,"Back9ScoringAverage",2005
155,155,"Glen Hnatiuk",59,35.95,1977,55,"Back9ScoringAverage",2005
155,155,"Lee Janzen",75,35.95,2624,73,"Back9ScoringAverage",2005
158,158,"Bill Glasson",54,35.96,1870,52,"Back9ScoringAverage",2005
159,159,"Mark Brooks",72,35.97,2590,72,"Back9ScoringAverage",2005
160,160,"Franklin Langham",91,35.99,3131,87,"Back9ScoringAverage",2005
161,161,"Alex Cejka",84,36,2916,81,"Back9ScoringAverage",2005
161,161,"Matt Kuchar",60,36,2160,60,"Back9ScoringAverage",2005
163,163,"John Daly",78,36.01,2737,76,"Back9ScoringAverage",2005
163,163,"Michael Long",72,36.01,2521,70,"Back9ScoringAverage",2005
163,163,"Kevin Stadler",96,36.01,3313,92,"Back9ScoringAverage",2005
166,166,"DJ Brigman",76,36.03,2594,72,"Back9ScoringAverage",2005
166,166,"Mike Weir",71,36.03,2378,66,"Back9ScoringAverage",2005
168,168,"Rich Beem",66,36.05,2235,62,"Back9ScoringAverage",2005
168,168,"Rod Pampling",89,36.05,3028,84,"Back9ScoringAverage",2005
170,170,"Jose Coceres",56,36.06,1947,54,"Back9ScoringAverage",2005
170,170,"DA Points",94,36.06,3245,90,"Back9ScoringAverage",2005
172,172,"Paul Gow",78,36.07,2669,74,"Back9ScoringAverage",2005
172,172,"Ian Poulter",62,36.07,2020,56,"Back9ScoringAverage",2005
174,174,"Steve Jones",56,36.09,1949,54,"Back9ScoringAverage",2005
175,175,"Jay Haas",54,36.1,1841,51,"Back9ScoringAverage",2005
176,176,"Paul Azinger",66,36.11,2383,66,"Back9ScoringAverage",2005
177,177,"Danny Briggs",70,36.12,2456,68,"Back9ScoringAverage",2005
178,178,"Paul Claxton",79,36.15,2856,79,"Back9ScoringAverage",2005
178,178,"Shaun Micheel",81,36.15,2856,79,"Back9ScoringAverage",2005
180,180,"Skip Kendall",80,36.19,2823,78,"Back9ScoringAverage",2005
181,181,"Chris Riley",67,36.22,2318,64,"Back9ScoringAverage",2005
182,182,"Hank Kuehne",84,36.23,2898,80,"Back9ScoringAverage",2005
183,183,"Mark OMeara",66,36.24,2392,66,"Back9ScoringAverage",2005
184,184,"Padraig Harrington",50,36.25,1740,48,"Back9ScoringAverage",2005
184,184,"Rob Rashell",65,36.25,2356,65,"Back9ScoringAverage",2005
184,184,"Charlie Wi",67,36.25,2356,65,"Back9ScoringAverage",2005
187,187,"Gavin Coles",70,36.26,2538,70,"Back9ScoringAverage",2005
188,188,"Will Ma Kenzie",75,36.27,2648,73,"Back9ScoringAverage",2005
189,189,"Jeff Hart",63,36.28,2213,61,"Back9ScoringAverage",2005
190,190,"Len Mattiace",86,36.3,3049,84,"Back9ScoringAverage",2005
191,191,"Jim Carter",62,36.32,2179,60,"Back9ScoringAverage",2005
192,192,"Dennis Paulson",63,36.33,2289,63,"Back9ScoringAverage",2005
193,193,"Matt Davidson",53,36.34,1926,53,"Back9ScoringAverage",2005
194,194,"Chris Anderson",66,36.37,2255,62,"Back9ScoringAverage",2005
195,195,"John Elliott",58,36.39,2038,56,"Back9ScoringAverage",2005
196,196,"Steve Flesch",90,36.4,3094,85,"Back9ScoringAverage",2005
197,197,"Ben Curtis",65,36.51,2373,65,"Back9ScoringAverage",2005
198,198,"Craig Perks",67,36.58,2378,65,"Back9ScoringAverage",2005
198,198,"Hideto Tanihara",50,36.58,1756,48,"Back9ScoringAverage",2005
200,200,"Jason Allred",75,36.62,2673,73,"Back9ScoringAverage",2005
201,201,"Thomas Levet",54,36.68,1944,53,"Back9ScoringAverage",2005
202,202,"Scott Hend",75,36.73,2681,73,"Back9ScoringAverage",2005
