"BirdietoBogeyRatio_RANKTHISWEEK_2009","BirdietoBogeyRatio_RANKLASTWEEK_2009","BirdietoBogeyRatio_PLAYERNAME_2009","BirdietoBogeyRatio_ROUNDS_2009","BirdietoBogeyRatio_BIRDIETOBOGEYRATIO_2009","BirdietoBogeyRatio_TOTALBIRDIESANDBETTER_2009","BirdietoBogeyRatio_TOTALBOGEYSANDWORSE_2009","stat_name","year"
95,95,"Daniel Chopra",89,1.2,359,298,"BirdietoBogeyRatio",2009
95,95,"JJ Henry",97,1.2,327,273,"BirdietoBogeyRatio",2009
95,95,"John Merrick",91,1.2,337,282,"BirdietoBogeyRatio",2009
95,95,"Corey Pavin",73,1.2,256,214,"BirdietoBogeyRatio",2009
95,95,"Pat Perez",74,1.2,270,225,"BirdietoBogeyRatio",2009
95,95,"Justin Rose",71,1.2,264,220,"BirdietoBogeyRatio",2009
95,95,"Heath Slocum",95,1.2,330,275,"BirdietoBogeyRatio",2009
103,103,"Lee Janzen",74,1.19,266,223,"BirdietoBogeyRatio",2009
103,103,"Marc Leishman",91,1.19,337,283,"BirdietoBogeyRatio",2009
105,105,"Tommy Armour III",58,1.18,200,170,"BirdietoBogeyRatio",2009
105,105,"Rich Beem",77,1.18,273,231,"BirdietoBogeyRatio",2009
105,105,"Sergio Garcia",59,1.18,203,172,"BirdietoBogeyRatio",2009
105,105,"Padraig Harrington",66,1.18,225,191,"BirdietoBogeyRatio",2009
105,105,"Davis Love III",89,1.18,311,263,"BirdietoBogeyRatio",2009
110,110,"Cameron Beckman",87,1.17,300,257,"BirdietoBogeyRatio",2009
110,110,"Tim Herron",87,1.17,317,270,"BirdietoBogeyRatio",2009
110,110,"Jeff Maggert",79,1.17,273,234,"BirdietoBogeyRatio",2009
110,110,"John Mallinger",90,1.17,319,273,"BirdietoBogeyRatio",2009
110,110,"James Nitties",86,1.17,313,268,"BirdietoBogeyRatio",2009
110,110,"Nicholas Thompson",96,1.17,362,310,"BirdietoBogeyRatio",2009
116,116,"Brendon de Jonge",90,1.16,339,292,"BirdietoBogeyRatio",2009
116,116,"Kirk Triplett",60,1.16,213,183,"BirdietoBogeyRatio",2009
116,116,"Jimmy Walker",74,1.16,257,222,"BirdietoBogeyRatio",2009
116,116,"Jay Williamson",69,1.16,231,199,"BirdietoBogeyRatio",2009
120,120,"Richard Johnson",85,1.15,291,253,"BirdietoBogeyRatio",2009
120,120,"Bubba Watson",73,1.15,284,246,"BirdietoBogeyRatio",2009
122,122,"Mark Calcavecchia",72,1.14,270,237,"BirdietoBogeyRatio",2009
122,122,"Martin Laird",72,1.14,285,250,"BirdietoBogeyRatio",2009
122,122,"Ryan Palmer",78,1.14,282,247,"BirdietoBogeyRatio",2009
122,122,"Johnson Wagner",81,1.14,283,248,"BirdietoBogeyRatio",2009
126,126,"Steve Flesch",77,1.13,254,224,"BirdietoBogeyRatio",2009
126,126,"Chez Reavie",81,1.13,268,237,"BirdietoBogeyRatio",2009
128,128,"Aaron Baddeley",66,1.12,239,214,"BirdietoBogeyRatio",2009
128,128,"Retief Goosen",74,1.12,253,225,"BirdietoBogeyRatio",2009
128,128,"Steve Lowery",83,1.12,298,265,"BirdietoBogeyRatio",2009
128,128,"Casey Wittenberg",71,1.12,229,204,"BirdietoBogeyRatio",2009
132,132,"Mark Brooks",55,1.11,177,159,"BirdietoBogeyRatio",2009
132,132,"Glen Day",79,1.11,261,235,"BirdietoBogeyRatio",2009
132,132,"Mathew Goggin",76,1.11,258,233,"BirdietoBogeyRatio",2009
132,132,"Jarrod Lyle",65,1.11,195,176,"BirdietoBogeyRatio",2009
132,132,"Jeff Overton",92,1.11,336,302,"BirdietoBogeyRatio",2009
132,132,"John Rollins",92,1.11,325,292,"BirdietoBogeyRatio",2009
138,138,"Cliff Kresge",78,1.1,273,249,"BirdietoBogeyRatio",2009
138,138,"Aron Price",89,1.1,294,267,"BirdietoBogeyRatio",2009
140,140,"Angel Cabrera",55,1.09,198,182,"BirdietoBogeyRatio",2009
140,140,"Nathan Green",104,1.09,347,317,"BirdietoBogeyRatio",2009
140,140,"Ryuji Imada",85,1.09,291,266,"BirdietoBogeyRatio",2009
140,140,"Colt Knost",71,1.09,248,228,"BirdietoBogeyRatio",2009
140,140,"Boo Weekley",79,1.09,277,253,"BirdietoBogeyRatio",2009
145,145,"Robert Allenby",71,1.08,230,213,"BirdietoBogeyRatio",2009
145,145,"Matt Bettencourt",98,1.08,374,347,"BirdietoBogeyRatio",2009
145,145,"David Mathis",82,1.08,272,252,"BirdietoBogeyRatio",2009
148,148,"Paul Goydos",79,1.07,289,271,"BirdietoBogeyRatio",2009
149,149,"KJ Choi",65,1.06,208,196,"BirdietoBogeyRatio",2009
149,149,"Kent Jones",73,1.06,240,227,"BirdietoBogeyRatio",2009
151,151,"Brad Adamonis",70,1.05,223,213,"BirdietoBogeyRatio",2009
151,151,"Stewart Cink",79,1.05,240,229,"BirdietoBogeyRatio",2009
153,153,"Ben Curtis",63,1.04,196,189,"BirdietoBogeyRatio",2009
153,153,"Jason Gore",74,1.04,253,243,"BirdietoBogeyRatio",2009
153,153,"Andres Romero",58,1.04,213,205,"BirdietoBogeyRatio",2009
153,153,"Vijay Singh",71,1.04,239,229,"BirdietoBogeyRatio",2009
157,157,"Ken Duke",87,1.03,279,272,"BirdietoBogeyRatio",2009
157,157,"Will Ma Kenzie",69,1.03,235,228,"BirdietoBogeyRatio",2009
159,159,"Bart Bryant",58,1.01,187,185,"BirdietoBogeyRatio",2009
159,159,"Brian Vranesh",51,1.01,169,168,"BirdietoBogeyRatio",2009
161,161,"Todd Hamilton",83,1,264,265,"BirdietoBogeyRatio",2009
162,162,"Rocco Mediate",79,0.98,261,265,"BirdietoBogeyRatio",2009
163,163,"Carl Pettersson",86,0.97,286,296,"BirdietoBogeyRatio",2009
163,163,"Darron Stiles",52,0.97,174,179,"BirdietoBogeyRatio",2009
165,165,"Rick Price",54,0.96,173,181,"BirdietoBogeyRatio",2009
166,166,"Brian Bateman",55,0.94,171,182,"BirdietoBogeyRatio",2009
167,167,"Ricky Barnes",67,0.93,211,227,"BirdietoBogeyRatio",2009
167,167,"Tom Lehman",55,0.93,154,165,"BirdietoBogeyRatio",2009
167,167,"Peter Lonard",86,0.93,271,290,"BirdietoBogeyRatio",2009
167,167,"Parker McLachlin",71,0.93,242,260,"BirdietoBogeyRatio",2009
171,171,"David Duval",56,0.9,191,213,"BirdietoBogeyRatio",2009
171,171,"Gary Woodland",53,0.9,197,218,"BirdietoBogeyRatio",2009
173,173,"JB Holmes",74,0.89,261,292,"BirdietoBogeyRatio",2009
173,173,"Billy Mayfair",83,0.89,257,289,"BirdietoBogeyRatio",2009
173,173,"Adam Scott",53,0.89,174,196,"BirdietoBogeyRatio",2009
173,173,"Peter Tomasulo",61,0.89,203,229,"BirdietoBogeyRatio",2009
177,177,"Stuart Appleby",79,0.88,238,269,"BirdietoBogeyRatio",2009
177,177,"Leif Olson",51,0.88,177,201,"BirdietoBogeyRatio",2009
179,179,"Derek Fathauer",63,0.86,211,245,"BirdietoBogeyRatio",2009
180,180,"Marc Turnesa",77,0.78,223,285,"BirdietoBogeyRatio",2009
181,181,"Greg Kraft",51,0.77,146,189,"BirdietoBogeyRatio",2009
182,182,"Eric Axley",71,0.75,216,287,"BirdietoBogeyRatio",2009
183,183,"Brendon Todd",53,0.73,156,213,"BirdietoBogeyRatio",2009
184,184,"Brad Faxon",59,0.71,165,232,"BirdietoBogeyRatio",2009
