"PuttingfromGrtr10_RANKTHISWEEK_2015","PuttingfromGrtr10_RANKLASTWEEK_2015","PuttingfromGrtr10_PLAYERNAME_2015","PuttingfromGrtr10_ROUNDS_2015","PuttingfromGrtr10_PctMADE_2015","PuttingfromGrtr10_ATTEMPTS_2015","PuttingfromGrtr10_PUTTSMADE_2015","stat_name","year"
95,95,"Retief Goosen",81,15.52,612,95,"PuttingfromGrtr10",2015
97,97,"Brendan Steele",88,15.51,806,125,"PuttingfromGrtr10",2015
98,98,"Tom Hoge",83,15.43,661,102,"PuttingfromGrtr10",2015
98,98,"Louis Oosthuizen",68,15.43,499,77,"PuttingfromGrtr10",2015
100,100,"Jason Dufner",76,15.4,500,77,"PuttingfromGrtr10",2015
101,101,"Padraig Harrington",60,15.38,494,76,"PuttingfromGrtr10",2015
101,101,"Justin Leonard",61,15.38,533,82,"PuttingfromGrtr10",2015
101,101,"Nick Watney",91,15.38,884,136,"PuttingfromGrtr10",2015
104,104,"Ricky Barnes",82,15.34,626,96,"PuttingfromGrtr10",2015
104,104,"Brian Harman",90,15.34,828,127,"PuttingfromGrtr10",2015
106,106,"Marc Leishman",74,15.33,561,86,"PuttingfromGrtr10",2015
107,107,"Keegan Bradley",87,15.32,666,102,"PuttingfromGrtr10",2015
107,107,"Chez Reavie",56,15.32,555,85,"PuttingfromGrtr10",2015
109,109,"David Lingmerth",90,15.29,726,111,"PuttingfromGrtr10",2015
110,110,"Scott Langley",94,15.25,826,126,"PuttingfromGrtr10",2015
111,111,"Boo Weekley",79,15.23,709,108,"PuttingfromGrtr10",2015
112,112,"Carlos Ortiz",100,15.06,890,134,"PuttingfromGrtr10",2015
113,113,"Patrick Rodgers",57,15.01,493,74,"PuttingfromGrtr10",2015
113,113,"Chris Stroud",84,15.01,713,107,"PuttingfromGrtr10",2015
115,115,"Sam Saunders",83,15,660,99,"PuttingfromGrtr10",2015
116,116,"Jonathan Randolph",72,14.98,601,90,"PuttingfromGrtr10",2015
117,117,"Bubba Watson",71,14.96,568,85,"PuttingfromGrtr10",2015
118,118,"Webb Simpson",81,14.92,657,98,"PuttingfromGrtr10",2015
119,119,"Martin Laird",77,14.89,786,117,"PuttingfromGrtr10",2015
120,120,"Heath Slocum",57,14.79,399,59,"PuttingfromGrtr10",2015
121,121,"Michael Thompson",83,14.77,826,122,"PuttingfromGrtr10",2015
122,122,"Alex Cejka",94,14.75,827,122,"PuttingfromGrtr10",2015
122,122,"John Merrick",78,14.75,590,87,"PuttingfromGrtr10",2015
124,124,"Shawn Stefani",94,14.72,951,140,"PuttingfromGrtr10",2015
125,125,"Brice Garnett",81,14.66,723,106,"PuttingfromGrtr10",2015
126,126,"Jeff Overton",94,14.65,785,115,"PuttingfromGrtr10",2015
127,127,"Brendon de Jonge",106,14.63,964,141,"PuttingfromGrtr10",2015
128,128,"Ernie Els",57,14.62,390,57,"PuttingfromGrtr10",2015
128,128,"Andres Romero",69,14.62,554,81,"PuttingfromGrtr10",2015
130,130,"Steven Alker",62,14.54,502,73,"PuttingfromGrtr10",2015
131,131,"Johnson Wagner",68,14.51,641,93,"PuttingfromGrtr10",2015
132,132,"Bill Lunde",50,14.46,415,60,"PuttingfromGrtr10",2015
133,133,"Max Homa",78,14.42,645,93,"PuttingfromGrtr10",2015
134,134,"Chad Campbell",97,14.39,994,143,"PuttingfromGrtr10",2015
134,134,"Derek Fathauer",81,14.39,660,95,"PuttingfromGrtr10",2015
136,136,"Ryan Palmer",80,14.26,568,81,"PuttingfromGrtr10",2015
137,137,"Charles Howell III",105,14.23,1103,157,"PuttingfromGrtr10",2015
138,138,"Spencer Levin",99,14.18,910,129,"PuttingfromGrtr10",2015
139,139,"Chad Collins",79,14.17,621,88,"PuttingfromGrtr10",2015
139,139,"DA Points",72,14.17,607,86,"PuttingfromGrtr10",2015
141,141,"Kevin Streelman",95,14.09,795,112,"PuttingfromGrtr10",2015
142,142,"Russell Knox",96,14.08,959,135,"PuttingfromGrtr10",2015
143,143,"Scott Stallings",60,14.01,514,72,"PuttingfromGrtr10",2015
144,144,"Eric Axley",57,14,450,63,"PuttingfromGrtr10",2015
145,145,"Kevin Kisner",104,13.98,980,137,"PuttingfromGrtr10",2015
146,146,"Nicholas Thompson",90,13.93,754,105,"PuttingfromGrtr10",2015
147,147,"Angel Cabrera",53,13.91,460,64,"PuttingfromGrtr10",2015
148,148,"Scott Brown",97,13.83,810,112,"PuttingfromGrtr10",2015
149,149,"Oscar Fraustro",58,13.82,427,59,"PuttingfromGrtr10",2015
150,150,"Tim Wilkinson",73,13.81,572,79,"PuttingfromGrtr10",2015
151,151,"Francesco Molinari",56,13.78,479,66,"PuttingfromGrtr10",2015
152,152,"Mark Wilson",89,13.7,847,116,"PuttingfromGrtr10",2015
153,153,"Vijay Singh",78,13.69,694,95,"PuttingfromGrtr10",2015
154,154,"Jon Curran",83,13.67,724,99,"PuttingfromGrtr10",2015
155,155,"Justin Thomas",106,13.6,978,133,"PuttingfromGrtr10",2015
156,156,"Daniel Berger",97,13.48,905,122,"PuttingfromGrtr10",2015
156,156,"Mark Hubbard",79,13.48,660,89,"PuttingfromGrtr10",2015
158,158,"Geoff Ogilvy",50,13.37,374,50,"PuttingfromGrtr10",2015
158,158,"Michael Putnam",87,13.37,748,100,"PuttingfromGrtr10",2015
160,160,"Charlie Beljan",76,13.36,599,80,"PuttingfromGrtr10",2015
161,161,"Cameron Percy",72,13.32,623,83,"PuttingfromGrtr10",2015
162,162,"Graham DeLaet",65,13.3,579,77,"PuttingfromGrtr10",2015
163,163,"Bill Haas",89,13.16,790,104,"PuttingfromGrtr10",2015
164,164,"Jason Kokrak",88,13.05,835,109,"PuttingfromGrtr10",2015
165,165,"Jim Herman",88,13.03,913,119,"PuttingfromGrtr10",2015
166,166,"John Peterson",84,12.95,834,108,"PuttingfromGrtr10",2015
167,167,"Robert Garrigus",70,12.85,568,73,"PuttingfromGrtr10",2015
168,168,"Tyrone Van Aswegen",58,12.83,452,58,"PuttingfromGrtr10",2015
169,169,"John Senden",80,12.81,523,67,"PuttingfromGrtr10",2015
170,170,"Charl Schwartzel",67,12.77,423,54,"PuttingfromGrtr10",2015
171,171,"Jim Furyk",71,12.61,563,71,"PuttingfromGrtr10",2015
172,172,"Robert Allenby",63,12.48,561,70,"PuttingfromGrtr10",2015
173,173,"Gonzalo Fdez Castano",81,12.46,666,83,"PuttingfromGrtr10",2015
174,174,"Roberto Castro",54,12.33,365,45,"PuttingfromGrtr10",2015
175,175,"Byron Smith",59,12.32,479,59,"PuttingfromGrtr10",2015
176,176,"Davis Love III",51,12.31,471,58,"PuttingfromGrtr10",2015
177,177,"Derek Ernst",75,12.28,676,83,"PuttingfromGrtr10",2015
178,178,"Greg Owen",58,12.11,413,50,"PuttingfromGrtr10",2015
179,179,"Alex Prugh",84,12.09,827,100,"PuttingfromGrtr10",2015
180,180,"Roger Sloan",56,11.72,418,49,"PuttingfromGrtr10",2015
181,181,"Lucas Glover",79,11.35,775,88,"PuttingfromGrtr10",2015
182,182,"SJ Park",79,11.31,654,74,"PuttingfromGrtr10",2015
183,183,"JJ Henry",94,10.86,875,95,"PuttingfromGrtr10",2015
184,184,"Jim Renner",68,10.52,580,61,"PuttingfromGrtr10",2015
