"BirdieorBetterPercentageFairway_RANKTHISWEEK_2013","BirdieorBetterPercentageFairway_RANKLASTWEEK_2013","BirdieorBetterPercentageFairway_PLAYERNAME_2013","BirdieorBetterPercentageFairway_ROUNDS_2013","BirdieorBetterPercentageFairway_Pct_2013","BirdieorBetterPercentageFairway_TOTALBIRDIES_2013","BirdieorBetterPercentageFairway_TOTALHOLES_2013","stat_name","year"
85,85,"Aaron Watkins",46,21.38,99,463,"BirdieorBetterPercentageFairway",2013
87,87,"Robert Streb",75,21.32,175,821,"BirdieorBetterPercentageFairway",2013
88,88,"David Mathis",71,21.29,172,808,"BirdieorBetterPercentageFairway",2013
89,89,"Andres Romero",63,21.23,138,650,"BirdieorBetterPercentageFairway",2013
90,90,"Bob Estes",66,21.22,184,867,"BirdieorBetterPercentageFairway",2013
91,91,"Brendan Steele",86,21.21,217,1023,"BirdieorBetterPercentageFairway",2013
92,92,"Justin Hicks",79,21.15,199,941,"BirdieorBetterPercentageFairway",2013
93,93,"DA Points",87,21.13,195,923,"BirdieorBetterPercentageFairway",2013
94,94,"Jerry Kelly",75,21.09,190,901,"BirdieorBetterPercentageFairway",2013
95,95,"Angel Cabrera",73,21.08,148,702,"BirdieorBetterPercentageFairway",2013
95,95,"Chad Campbell",78,21.08,203,963,"BirdieorBetterPercentageFairway",2013
97,97,"Ken Duke",87,21.03,221,1051,"BirdieorBetterPercentageFairway",2013
98,98,"Henrik Norlander",70,21.02,161,766,"BirdieorBetterPercentageFairway",2013
99,99,"Stuart Appleby",88,20.98,227,1082,"BirdieorBetterPercentageFairway",2013
99,99,"Justin Leonard",86,20.98,218,1039,"BirdieorBetterPercentageFairway",2013
101,101,"Kyle Stanley",71,20.96,161,768,"BirdieorBetterPercentageFairway",2013
102,102,"Tim Clark",64,20.94,125,597,"BirdieorBetterPercentageFairway",2013
102,102,"John Rollins",77,20.94,183,874,"BirdieorBetterPercentageFairway",2013
104,104,"Aaron Baddeley",68,20.93,148,707,"BirdieorBetterPercentageFairway",2013
104,104,"Martin Kaymer",61,20.93,117,559,"BirdieorBetterPercentageFairway",2013
106,106,"Lucas Glover",65,20.89,146,699,"BirdieorBetterPercentageFairway",2013
107,107,"Jeff Maggert",63,20.76,163,785,"BirdieorBetterPercentageFairway",2013
108,108,"George McNeill",68,20.74,185,892,"BirdieorBetterPercentageFairway",2013
108,108,"Kevin Streelman",86,20.74,195,940,"BirdieorBetterPercentageFairway",2013
110,110,"Rod Pampling",46,20.69,96,464,"BirdieorBetterPercentageFairway",2013
111,111,"Brian Gay",79,20.64,205,993,"BirdieorBetterPercentageFairway",2013
112,112,"Brian Harman",89,20.6,200,971,"BirdieorBetterPercentageFairway",2013
112,112,"Brandt Jobe",62,20.6,152,738,"BirdieorBetterPercentageFairway",2013
114,114,"Tag Ridings",69,20.59,147,714,"BirdieorBetterPercentageFairway",2013
115,115,"Chris Stroud",88,20.58,219,1064,"BirdieorBetterPercentageFairway",2013
116,116,"Lee Westwood",70,20.56,140,681,"BirdieorBetterPercentageFairway",2013
117,117,"Jim Herman",59,20.55,119,579,"BirdieorBetterPercentageFairway",2013
117,117,"Freddie Jacobson",63,20.55,119,579,"BirdieorBetterPercentageFairway",2013
119,119,"KJ Choi",85,20.5,182,888,"BirdieorBetterPercentageFairway",2013
120,120,"Ian Poulter",59,20.46,107,523,"BirdieorBetterPercentageFairway",2013
121,121,"Ben Kohles",75,20.4,174,853,"BirdieorBetterPercentageFairway",2013
122,122,"Shawn Stefani",63,20.39,125,613,"BirdieorBetterPercentageFairway",2013
123,123,"Chez Reavie",72,20.3,192,946,"BirdieorBetterPercentageFairway",2013
124,124,"Tim Herron",45,20.26,110,543,"BirdieorBetterPercentageFairway",2013
125,125,"Marc Leishman",77,20.25,165,815,"BirdieorBetterPercentageFairway",2013
126,126,"Sean OHair",56,20.23,125,618,"BirdieorBetterPercentageFairway",2013
127,127,"David Lynn",70,20.16,147,729,"BirdieorBetterPercentageFairway",2013
128,128,"Alistair Presnell",59,20.14,117,581,"BirdieorBetterPercentageFairway",2013
129,129,"DH Lee",65,20.13,160,795,"BirdieorBetterPercentageFairway",2013
130,130,"Cameron Tringale",80,20.12,200,994,"BirdieorBetterPercentageFairway",2013
131,131,"David Toms",49,20.05,88,439,"BirdieorBetterPercentageFairway",2013
132,132,"Bo Van Pelt",72,20.03,151,754,"BirdieorBetterPercentageFairway",2013
133,133,"DJ Trahan",48,19.96,99,496,"BirdieorBetterPercentageFairway",2013
134,134,"Ricky Barnes",74,19.91,169,849,"BirdieorBetterPercentageFairway",2013
134,134,"Scott Langley",79,19.91,175,879,"BirdieorBetterPercentageFairway",2013
136,136,"Charlie Beljan",62,19.86,142,715,"BirdieorBetterPercentageFairway",2013
136,136,"Luke Guthrie",82,19.86,168,846,"BirdieorBetterPercentageFairway",2013
138,138,"Robert Karlsson",56,19.83,95,479,"BirdieorBetterPercentageFairway",2013
139,139,"Mike Weir",60,19.8,117,591,"BirdieorBetterPercentageFairway",2013
140,140,"Richard Lee",81,19.78,198,1001,"BirdieorBetterPercentageFairway",2013
141,141,"Padraig Harrington",52,19.73,88,446,"BirdieorBetterPercentageFairway",2013
142,142,"Ben Crane",62,19.65,146,743,"BirdieorBetterPercentageFairway",2013
143,143,"Martin Laird",68,19.61,139,709,"BirdieorBetterPercentageFairway",2013
144,144,"Jonas Blixt",76,19.57,165,843,"BirdieorBetterPercentageFairway",2013
144,144,"Scott Gardiner",61,19.57,128,654,"BirdieorBetterPercentageFairway",2013
146,146,"Erik Compton",74,19.55,158,808,"BirdieorBetterPercentageFairway",2013
147,147,"Cameron Percy",68,19.37,142,733,"BirdieorBetterPercentageFairway",2013
147,147,"Dicky Pride",71,19.37,154,795,"BirdieorBetterPercentageFairway",2013
149,149,"Nicolas Colsaerts",50,19.35,84,434,"BirdieorBetterPercentageFairway",2013
150,150,"Stephen Ames",49,19.34,112,579,"BirdieorBetterPercentageFairway",2013
151,151,"Derek Ernst",58,19.3,121,627,"BirdieorBetterPercentageFairway",2013
152,152,"Robert Allenby",58,19.27,132,685,"BirdieorBetterPercentageFairway",2013
153,153,"John Senden",79,19.23,154,801,"BirdieorBetterPercentageFairway",2013
154,154,"Geoff Ogilvy",57,19.19,104,542,"BirdieorBetterPercentageFairway",2013
155,155,"Scott Brown",65,19.16,141,736,"BirdieorBetterPercentageFairway",2013
156,156,"Ernie Els",63,19.09,121,634,"BirdieorBetterPercentageFairway",2013
157,157,"Ben Curtis",59,19.05,116,609,"BirdieorBetterPercentageFairway",2013
158,158,"Luke List",65,19.04,107,562,"BirdieorBetterPercentageFairway",2013
159,159,"Eric Meierdierks",48,19.01,88,463,"BirdieorBetterPercentageFairway",2013
160,160,"Andrew Svoboda",46,18.98,89,469,"BirdieorBetterPercentageFairway",2013
161,161,"Brian Stuard",78,18.96,167,881,"BirdieorBetterPercentageFairway",2013
162,162,"Tom Gillis",69,18.87,154,816,"BirdieorBetterPercentageFairway",2013
163,163,"Ryo Ishikawa",72,18.74,128,683,"BirdieorBetterPercentageFairway",2013
164,164,"Will Claxton",67,18.72,138,737,"BirdieorBetterPercentageFairway",2013
165,165,"Michael Thompson",66,18.66,131,702,"BirdieorBetterPercentageFairway",2013
166,166,"Graeme McDowell",53,18.62,97,521,"BirdieorBetterPercentageFairway",2013
167,167,"Vijay Singh",61,18.43,115,624,"BirdieorBetterPercentageFairway",2013
168,168,"JJ Henry",83,18.29,188,1028,"BirdieorBetterPercentageFairway",2013
169,169,"Lee Williams",62,18.26,126,690,"BirdieorBetterPercentageFairway",2013
170,170,"Troy Matteson",68,18.13,136,750,"BirdieorBetterPercentageFairway",2013
171,171,"Jin Park",52,18.12,108,596,"BirdieorBetterPercentageFairway",2013
172,172,"Darron Stiles",51,18.09,108,597,"BirdieorBetterPercentageFairway",2013
173,173,"Colt Knost",69,18.08,147,813,"BirdieorBetterPercentageFairway",2013
174,174,"Bobby Gates",49,17.92,81,452,"BirdieorBetterPercentageFairway",2013
175,175,"Justin Bolli",59,17.76,108,608,"BirdieorBetterPercentageFairway",2013
176,176,"Casey Wittenberg",72,17.54,134,764,"BirdieorBetterPercentageFairway",2013
177,177,"Mark Wilson",56,17.53,128,730,"BirdieorBetterPercentageFairway",2013
178,178,"Trevor Immelman",73,17.13,141,823,"BirdieorBetterPercentageFairway",2013
179,179,"Johnson Wagner",64,16.77,112,668,"BirdieorBetterPercentageFairway",2013
180,180,"Michael Bradley",56,16.61,92,554,"BirdieorBetterPercentageFairway",2013
