"ScramblingfromtheFringe_RANKTHISWEEK_2014","ScramblingfromtheFringe_RANKLASTWEEK_2014","ScramblingfromtheFringe_PLAYERNAME_2014","ScramblingfromtheFringe_ROUNDS_2014","ScramblingfromtheFringe_Pct_2014","ScramblingfromtheFringe_SUCCESSES_2014","ScramblingfromtheFringe_ATTEMPTS_2014","stat_name","year"
82,82,"George McNeill",79,89.71,61,68,"ScramblingfromtheFringe",2014
83,83,"Angel Cabrera",69,89.66,52,58,"ScramblingfromtheFringe",2014
84,84,"Matt Jones",83,89.39,59,66,"ScramblingfromtheFringe",2014
85,85,"Martin Laird",66,89.36,42,47,"ScramblingfromtheFringe",2014
85,85,"Andrew Loupe",65,89.36,42,47,"ScramblingfromtheFringe",2014
87,87,"Harris English",95,89.29,50,56,"ScramblingfromtheFringe",2014
88,88,"Geoff Ogilvy",84,89.23,58,65,"ScramblingfromtheFringe",2014
88,88,"Tim Wilkinson",86,89.23,58,65,"ScramblingfromtheFringe",2014
90,90,"Jhonattan Vegas",77,89.06,57,64,"ScramblingfromtheFringe",2014
91,91,"Roberto Castro",76,88.89,56,63,"ScramblingfromtheFringe",2014
91,91,"Jason Dufner",57,88.89,32,36,"ScramblingfromtheFringe",2014
91,91,"Ian Poulter",57,88.89,32,36,"ScramblingfromtheFringe",2014
91,91,"Justin Rose",70,88.89,40,45,"ScramblingfromtheFringe",2014
91,91,"Adam Scott",68,88.89,32,36,"ScramblingfromtheFringe",2014
91,91,"Brendon Todd",108,88.89,72,81,"ScramblingfromtheFringe",2014
97,97,"Ryan Moore",86,88.68,47,53,"ScramblingfromtheFringe",2014
97,97,"Vijay Singh",83,88.68,47,53,"ScramblingfromtheFringe",2014
99,99,"Graham DeLaet",80,88.64,39,44,"ScramblingfromtheFringe",2014
99,99,"Jeff Maggert",54,88.64,39,44,"ScramblingfromtheFringe",2014
101,101,"Jason Day",54,88.46,23,26,"ScramblingfromtheFringe",2014
102,102,"Martin Kaymer",65,88.37,38,43,"ScramblingfromtheFringe",2014
103,103,"Jimmy Walker",98,88.33,53,60,"ScramblingfromtheFringe",2014
104,104,"Paul Casey",56,88.24,30,34,"ScramblingfromtheFringe",2014
105,105,"Jonathan Byrd",76,88.14,52,59,"ScramblingfromtheFringe",2014
106,106,"Boo Weekley",73,88.1,37,42,"ScramblingfromtheFringe",2014
107,107,"Rory Sabbatini",82,88,44,50,"ScramblingfromtheFringe",2014
107,107,"YE Yang",79,88,44,50,"ScramblingfromtheFringe",2014
109,109,"Retief Goosen",94,87.88,58,66,"ScramblingfromtheFringe",2014
110,110,"Martin Flores",85,87.72,50,57,"ScramblingfromtheFringe",2014
110,110,"Hunter Mahan",88,87.72,50,57,"ScramblingfromtheFringe",2014
112,112,"Stuart Appleby",92,87.5,70,80,"ScramblingfromtheFringe",2014
112,112,"James Hahn",82,87.5,63,72,"ScramblingfromtheFringe",2014
112,112,"Billy Hurley III",86,87.5,56,64,"ScramblingfromtheFringe",2014
112,112,"Bronson La Cassie",51,87.5,35,40,"ScramblingfromtheFringe",2014
112,112,"DH Lee",54,87.5,35,40,"ScramblingfromtheFringe",2014
112,112,"Davis Love III",74,87.5,56,64,"ScramblingfromtheFringe",2014
112,112,"Shawn Stefani",60,87.5,49,56,"ScramblingfromtheFringe",2014
112,112,"Nicholas Thompson",85,87.5,49,56,"ScramblingfromtheFringe",2014
120,120,"Matt Kuchar",91,87.3,55,63,"ScramblingfromtheFringe",2014
120,120,"Kevin Na",94,87.3,55,63,"ScramblingfromtheFringe",2014
122,122,"Michael Putnam",106,87.18,68,78,"ScramblingfromtheFringe",2014
123,123,"Charl Schwartzel",64,86.96,40,46,"ScramblingfromtheFringe",2014
124,124,"Jason Bohn",81,86.76,59,68,"ScramblingfromtheFringe",2014
124,124,"Cameron Tringale",111,86.76,59,68,"ScramblingfromtheFringe",2014
126,126,"Steven Bowditch",93,86.67,65,75,"ScramblingfromtheFringe",2014
127,127,"KJ Choi",80,86.54,45,52,"ScramblingfromtheFringe",2014
127,127,"Gonzalo Fdez Castano",83,86.54,45,52,"ScramblingfromtheFringe",2014
129,129,"Charlie Beljan",76,86.44,51,59,"ScramblingfromtheFringe",2014
129,129,"Sean OHair",77,86.44,51,59,"ScramblingfromtheFringe",2014
129,129,"Ted Potter Jr",68,86.44,51,59,"ScramblingfromtheFringe",2014
132,132,"Brian Gay",81,86.36,57,66,"ScramblingfromtheFringe",2014
132,132,"Jim Herman",62,86.36,38,44,"ScramblingfromtheFringe",2014
132,132,"Jordan Spieth",102,86.36,57,66,"ScramblingfromtheFringe",2014
135,135,"Briny Baird",50,86.27,44,51,"ScramblingfromtheFringe",2014
135,135,"Webb Simpson",87,86.27,44,51,"ScramblingfromtheFringe",2014
137,137,"Justin Hicks",103,86.11,62,72,"ScramblingfromtheFringe",2014
138,138,"Johnson Wagner",69,86,43,50,"ScramblingfromtheFringe",2014
139,139,"Troy Matteson",62,85.96,49,57,"ScramblingfromtheFringe",2014
140,140,"Ben Crane",81,85.94,55,64,"ScramblingfromtheFringe",2014
140,140,"Tommy Gainey",73,85.94,55,64,"ScramblingfromtheFringe",2014
142,142,"Robert Garrigus",80,85.92,61,71,"ScramblingfromtheFringe",2014
143,143,"Robert Streb",75,85.51,59,69,"ScramblingfromtheFringe",2014
144,144,"Bill Haas",107,85.48,53,62,"ScramblingfromtheFringe",2014
144,144,"Ben Martin",80,85.48,53,62,"ScramblingfromtheFringe",2014
146,146,"Heath Slocum",71,85.45,47,55,"ScramblingfromtheFringe",2014
146,146,"Bo Van Pelt",83,85.45,47,55,"ScramblingfromtheFringe",2014
148,148,"Pat Perez",84,85.33,64,75,"ScramblingfromtheFringe",2014
149,149,"Chad Campbell",57,85.29,29,34,"ScramblingfromtheFringe",2014
150,150,"Spencer Levin",59,85.11,40,47,"ScramblingfromtheFringe",2014
151,151,"Luke Guthrie",85,85,51,60,"ScramblingfromtheFringe",2014
151,151,"Brian Stuard",91,85,68,80,"ScramblingfromtheFringe",2014
153,153,"Danny Lee",84,84.71,72,85,"ScramblingfromtheFringe",2014
154,154,"Ryo Ishikawa",75,84.62,44,52,"ScramblingfromtheFringe",2014
155,155,"Bud Cauley",56,84.31,43,51,"ScramblingfromtheFringe",2014
156,156,"Woody Austin",63,84.21,48,57,"ScramblingfromtheFringe",2014
157,157,"Chesson Hadley",84,84.13,53,63,"ScramblingfromtheFringe",2014
158,158,"Troy Merritt",62,84,42,50,"ScramblingfromtheFringe",2014
159,159,"Will Wilcox",51,83.78,31,37,"ScramblingfromtheFringe",2014
160,160,"Trevor Immelman",84,83.64,46,55,"ScramblingfromtheFringe",2014
161,161,"Richard Lee",80,83.33,55,66,"ScramblingfromtheFringe",2014
161,161,"Carl Pettersson",91,83.33,55,66,"ScramblingfromtheFringe",2014
161,161,"Andrew Svoboda",77,83.33,55,66,"ScramblingfromtheFringe",2014
164,164,"John Merrick",87,83.05,49,59,"ScramblingfromtheFringe",2014
165,165,"Ken Duke",80,82.81,53,64,"ScramblingfromtheFringe",2014
166,166,"Jim Renner",61,82.69,43,52,"ScramblingfromtheFringe",2014
167,167,"Will Ma Kenzie",82,82.54,52,63,"ScramblingfromtheFringe",2014
167,167,"John Peterson",62,82.54,52,63,"ScramblingfromtheFringe",2014
169,169,"Derek Ernst",80,82.14,46,56,"ScramblingfromtheFringe",2014
170,170,"Jamie Lovemark",64,81.82,36,44,"ScramblingfromtheFringe",2014
171,171,"Chad Collins",78,81.63,40,49,"ScramblingfromtheFringe",2014
172,172,"Henrik Stenson",56,79.31,23,29,"ScramblingfromtheFringe",2014
173,173,"Louis Oosthuizen",50,78.95,15,19,"ScramblingfromtheFringe",2014
174,174,"Lucas Glover",68,78.72,37,47,"ScramblingfromtheFringe",2014
175,175,"John Huh",87,78.13,50,64,"ScramblingfromtheFringe",2014
176,176,"John Rollins",84,75.47,40,53,"ScramblingfromtheFringe",2014
177,177,"Kyle Stanley",87,74.58,44,59,"ScramblingfromtheFringe",2014
