"RightTendency_RANKTHISWEEK_2015","RightTendency_RANKLASTWEEK_2015","RightTendency_PLAYERNAME_2015","RightTendency_EVENTS_2015","RightTendency_Pct_2015","RightTendency_NUMBEROFTIMES_2015","RightTendency_ATTEMPTS_2015","RightTendency_AVGRTPSCORE_2015","stat_name","year"
44,44,"SJ Park",27,47.1,136,289,2.35,"RightTendency",2015
44,44,"Vijay Singh",23,47.1,177,376,1.53,"RightTendency",2015
47,47,"Chad Campbell",30,47.2,201,426,1.94,"RightTendency",2015
47,47,"Lucas Glover",26,47.2,167,354,2.04,"RightTendency",2015
49,49,"Matt Every",26,47.7,173,363,3.41,"RightTendency",2015
50,50,"Johnson Wagner",23,47.8,140,293,0.79,"RightTendency",2015
51,51,"Brendon de Jonge",31,47.9,207,432,1.26,"RightTendency",2015
51,51,"Kevin Na",27,47.9,180,376,2,"RightTendency",2015
53,53,"Hunter Mahan",24,48.1,180,374,1.56,"RightTendency",2015
54,54,"Ernie Els",18,48.4,120,248,2.42,"RightTendency",2015
54,54,"Bubba Watson",19,48.4,152,314,-0.26,"RightTendency",2015
56,56,"Andres Gonzales",28,48.5,207,427,1.79,"RightTendency",2015
57,57,"Nick Taylor",28,48.7,237,487,2.07,"RightTendency",2015
58,58,"Robert Garrigus",25,48.8,156,320,2.44,"RightTendency",2015
59,59,"JB Holmes",25,49.1,182,371,0.88,"RightTendency",2015
59,59,"Andrew Putnam",23,49.1,159,324,1.82,"RightTendency",2015
59,59,"Webb Simpson",22,49.1,141,287,0.85,"RightTendency",2015
62,62,"Brian Davis",31,49.2,156,317,1.6,"RightTendency",2015
62,62,"Jason Gore",26,49.2,129,262,1.47,"RightTendency",2015
62,62,"Tyrone Van Aswegen",20,49.2,127,258,1.89,"RightTendency",2015
65,65,"Patrick Reed",27,49.3,231,469,0.04,"RightTendency",2015
66,66,"Chris Kirk",21,49.5,145,293,0.69,"RightTendency",2015
66,66,"Boo Weekley",24,49.5,165,333,0.24,"RightTendency",2015
68,68,"Martin Flores",30,49.6,232,468,1.16,"RightTendency",2015
68,68,"Justin Thomas",30,49.6,253,510,1.42,"RightTendency",2015
70,70,"Adam Scott",15,49.7,95,191,1.58,"RightTendency",2015
71,71,"Jason Kokrak",28,49.9,236,473,1.31,"RightTendency",2015
72,72,"Scott Stallings",19,50.2,131,261,1.3,"RightTendency",2015
72,72,"Shawn Stefani",26,50.2,219,436,1.42,"RightTendency",2015
74,74,"Jordan Spieth",25,50.3,160,318,0,"RightTendency",2015
74,74,"Brian Stuard",31,50.3,168,334,1.96,"RightTendency",2015
76,76,"Graham DeLaet",22,50.4,129,256,2.56,"RightTendency",2015
76,76,"Bill Haas",25,50.4,182,361,1.15,"RightTendency",2015
76,76,"Bo Van Pelt",28,50.4,176,349,2.05,"RightTendency",2015
79,79,"Kevin Chappell",26,50.5,189,374,1.85,"RightTendency",2015
80,80,"Angel Cabrera",19,50.6,125,247,2.32,"RightTendency",2015
80,80,"Louis Oosthuizen",20,50.6,127,251,1.34,"RightTendency",2015
82,82,"Jason Dufner",21,50.8,121,238,1.9,"RightTendency",2015
82,82,"Ben Martin",27,50.8,186,366,2.04,"RightTendency",2015
84,84,"Roberto Castro",16,50.9,82,161,1.22,"RightTendency",2015
84,84,"Brendon Todd",27,50.9,162,318,0.99,"RightTendency",2015
86,86,"Padraig Harrington",21,51,158,310,1.58,"RightTendency",2015
86,86,"Jerry Kelly",24,51,133,261,1.2,"RightTendency",2015
88,88,"Retief Goosen",25,51.1,185,362,2.16,"RightTendency",2015
88,88,"Jim Renner",27,51.1,159,311,2.96,"RightTendency",2015
88,88,"Chris Stroud",28,51.1,167,327,2.69,"RightTendency",2015
88,88,"Hudson Swafford",30,51.1,205,401,1.41,"RightTendency",2015
92,92,"Ryan Moore",24,51.2,127,248,1.97,"RightTendency",2015
92,92,"Jhonattan Vegas",27,51.2,213,416,1.92,"RightTendency",2015
92,92,"Jimmy Walker",24,51.2,206,402,1.31,"RightTendency",2015
95,95,"Brian Harman",29,51.3,191,372,0.84,"RightTendency",2015
95,95,"Brooks Koepka",23,51.3,192,374,0.83,"RightTendency",2015
97,97,"Dustin Johnson",21,51.4,170,331,0.71,"RightTendency",2015
97,97,"Charl Schwartzel",19,51.4,111,216,1.89,"RightTendency",2015
99,99,"Jim Furyk",19,51.5,118,229,1.27,"RightTendency",2015
100,100,"Kevin Streelman",27,51.7,150,290,1.93,"RightTendency",2015
101,101,"Daniel Summerhays",29,51.8,243,469,1.15,"RightTendency",2015
102,102,"John Merrick",27,52,132,254,2.5,"RightTendency",2015
102,102,"Ryan Palmer",22,52,173,333,0.87,"RightTendency",2015
104,104,"Keegan Bradley",24,52.1,151,290,1.32,"RightTendency",2015
105,105,"Derek Ernst",26,52.2,156,299,1.54,"RightTendency",2015
105,105,"Adam Hadwin",30,52.2,192,368,2.81,"RightTendency",2015
105,105,"Morgan Hoffmann",26,52.2,218,418,0.78,"RightTendency",2015
108,108,"Ryo Ishikawa",28,52.3,224,428,1.03,"RightTendency",2015
108,108,"Steve Wheatcroft",28,52.3,190,363,1.89,"RightTendency",2015
110,110,"Derek Fathauer",27,52.5,228,434,1.58,"RightTendency",2015
110,110,"Jeff Overton",30,52.5,221,421,2.62,"RightTendency",2015
110,110,"Justin Rose",20,52.5,128,244,2.19,"RightTendency",2015
113,113,"Rickie Fowler",21,52.6,160,304,1.94,"RightTendency",2015
114,114,"Jonathan Byrd",22,52.7,128,243,1.25,"RightTendency",2015
114,114,"Nick Watney",28,52.7,224,425,1.65,"RightTendency",2015
116,116,"Jim Herman",27,53.4,183,343,1.42,"RightTendency",2015
117,117,"Fabian Gomez",26,53.5,198,370,2.73,"RightTendency",2015
118,118,"Hideki Matsuyama",25,53.6,178,332,1.24,"RightTendency",2015
119,119,"Scott Brown",30,53.7,219,408,0.68,"RightTendency",2015
120,120,"Matt Jones",25,53.8,197,366,1.57,"RightTendency",2015
120,120,"Russell Knox",28,53.8,206,383,1.99,"RightTendency",2015
120,120,"Sam Saunders",28,53.8,163,303,2.21,"RightTendency",2015
123,123,"Brendan Steele",24,53.9,208,386,0.67,"RightTendency",2015
124,124,"Harris English",29,54.1,262,484,1.53,"RightTendency",2015
124,124,"Pat Perez",26,54.1,206,381,1.02,"RightTendency",2015
124,124,"John Peterson",25,54.1,183,338,1.75,"RightTendency",2015
124,124,"Alex Prugh",27,54.1,197,364,1.88,"RightTendency",2015
128,128,"Ricky Barnes",27,54.4,210,386,2.24,"RightTendency",2015
129,129,"Sergio Garcia",15,54.6,112,205,1.52,"RightTendency",2015
130,130,"Charlie Beljan",27,54.9,167,304,2.22,"RightTendency",2015
131,131,"James Hahn",28,55,236,429,0.51,"RightTendency",2015
131,131,"Ian Poulter",19,55,133,242,2.93,"RightTendency",2015
133,133,"KJ Choi",19,55.4,163,294,1.96,"RightTendency",2015
134,134,"Tom Hoge",26,55.5,202,364,1.49,"RightTendency",2015
134,134,"Kyle Reifers",31,55.5,231,416,1.69,"RightTendency",2015
136,136,"Jonas Blixt",26,55.6,159,286,1.7,"RightTendency",2015
136,136,"Mark Hubbard",25,55.6,159,286,1.82,"RightTendency",2015
136,136,"Robert Streb",30,55.6,299,538,1.04,"RightTendency",2015
139,139,"Jason Bohn",27,55.7,187,336,1.23,"RightTendency",2015
139,139,"Camilo Villegas",27,55.7,249,447,1.89,"RightTendency",2015
141,141,"Max Homa",27,55.8,203,364,1.97,"RightTendency",2015
142,142,"Sangmoon Bae",30,55.9,274,490,1.79,"RightTendency",2015
142,142,"Michael Putnam",28,55.9,198,354,1.92,"RightTendency",2015
144,144,"John Huh",31,56,210,375,1.71,"RightTendency",2015
145,145,"Tony Finau",31,56.1,310,553,0.39,"RightTendency",2015
146,146,"Francesco Molinari",16,56.6,81,143,0.49,"RightTendency",2015
147,147,"Daniel Berger",31,56.7,242,427,2.07,"RightTendency",2015
148,148,"Marc Leishman",23,56.9,193,339,1.66,"RightTendency",2015
149,149,"Martin Laird",24,57.1,229,401,2.05,"RightTendency",2015
149,149,"Patrick Rodgers",17,57.1,148,259,1.82,"RightTendency",2015
151,151,"David Hearn",30,57.2,235,411,2.34,"RightTendency",2015
152,152,"Steven Alker",22,57.3,118,206,2.12,"RightTendency",2015
152,152,"Greg Chalmers",17,57.3,114,199,1.05,"RightTendency",2015
152,152,"Heath Slocum",22,57.3,102,178,2.94,"RightTendency",2015
155,155,"Chad Collins",24,57.4,175,305,0.86,"RightTendency",2015
156,156,"Chez Reavie",19,57.5,107,186,2.43,"RightTendency",2015
157,157,"Nicholas Thompson",31,57.7,176,305,2.27,"RightTendency",2015
157,157,"Will Wilcox",17,57.7,101,175,0.89,"RightTendency",2015
159,159,"Oscar Fraustro",21,57.8,122,211,2.46,"RightTendency",2015
159,159,"Lee Westwood",15,57.8,104,180,2.12,"RightTendency",2015
161,161,"Jamie Donaldson",16,57.9,110,190,1.27,"RightTendency",2015
162,162,"Colt Knost",29,58.1,173,298,1.62,"RightTendency",2015
163,163,"Whee Kim",23,58.3,179,307,0.78,"RightTendency",2015
163,163,"Byron Smith",21,58.3,141,242,1.99,"RightTendency",2015
165,165,"George McNeill",27,58.6,249,425,1.29,"RightTendency",2015
165,165,"Cameron Tringale",28,58.6,207,353,2.13,"RightTendency",2015
167,167,"Gonzalo Fdez Castano",28,58.8,181,308,2.6,"RightTendency",2015
167,167,"Greg Owen",19,58.8,130,221,0.69,"RightTendency",2015
169,169,"Zac Blair",34,59.1,227,384,1.54,"RightTendency",2015
170,170,"Scott Langley",28,59.4,244,411,1.23,"RightTendency",2015
171,171,"Aaron Baddeley",25,60.3,257,426,1.63,"RightTendency",2015
172,172,"Gary Woodland",24,60.4,191,316,1.36,"RightTendency",2015
173,173,"Brice Garnett",29,60.6,209,345,2.49,"RightTendency",2015
174,174,"Charley Hoffman",28,61.8,268,434,1.27,"RightTendency",2015
174,174,"Mark Wilson",28,61.8,243,393,1.11,"RightTendency",2015
176,176,"Roger Sloan",20,61.9,135,218,3.04,"RightTendency",2015
177,177,"Ken Duke",30,63.1,214,339,1.73,"RightTendency",2015
178,178,"Bryce Molder",26,63.2,218,345,1.47,"RightTendency",2015
179,179,"Charles Howell III",30,64.1,396,618,1.21,"RightTendency",2015
180,180,"Bill Lunde",18,64.4,116,180,1.55,"RightTendency",2015
180,180,"Scott Pinckney",27,64.4,251,390,1.99,"RightTendency",2015
182,182,"Troy Merritt",29,64.5,267,414,2.17,"RightTendency",2015
183,183,"Scott Piercy",28,66.4,301,453,1.76,"RightTendency",2015
184,184,"David Toms",21,68.4,134,196,1.42,"RightTendency",2015
