"BogeyAverage_RANKTHISWEEK_2011","BogeyAverage_RANKLASTWEEK_2011","BogeyAverage_PLAYERNAME_2011","BogeyAverage_EVENTS_2011","BogeyAverage_AVERAGEBOGEYSPERROUND_2011","BogeyAverage_TOTALBOGEYS_2011","BogeyAverage_ROUNDSPLAYED_2011","stat_name","year"
49,49,"Marc Leishman",27,2.59,225,87,"BogeyAverage",2011
49,49,"John Merrick",21,2.59,184,71,"BogeyAverage",2011
49,49,"John Senden",26,2.59,243,94,"BogeyAverage",2011
54,54,"Ben Crane",23,2.6,190,73,"BogeyAverage",2011
54,54,"Steve Elkington",17,2.6,130,50,"BogeyAverage",2011
54,54,"Justin Leonard",26,2.6,213,82,"BogeyAverage",2011
57,57,"Martin Laird",23,2.61,198,76,"BogeyAverage",2011
57,57,"Ryan Moore",22,2.61,196,75,"BogeyAverage",2011
57,57,"Kevin Na",26,2.61,219,84,"BogeyAverage",2011
60,60,"Aaron Baddeley",22,2.62,202,77,"BogeyAverage",2011
60,60,"Michael Connell",26,2.62,199,76,"BogeyAverage",2011
60,60,"Billy Mayfair",29,2.62,246,94,"BogeyAverage",2011
60,60,"Carl Pettersson",27,2.62,249,95,"BogeyAverage",2011
60,60,"Justin Rose",23,2.62,202,77,"BogeyAverage",2011
60,60,"Brandt Snedeker",26,2.62,223,85,"BogeyAverage",2011
66,66,"Jonathan Byrd",26,2.63,216,82,"BogeyAverage",2011
66,66,"Alex Cejka",21,2.63,155,59,"BogeyAverage",2011
66,66,"Tommy Gainey",34,2.63,273,104,"BogeyAverage",2011
66,66,"Charley Hoffman",27,2.63,242,92,"BogeyAverage",2011
66,66,"Sung Kang",21,2.63,166,63,"BogeyAverage",2011
66,66,"Troy Matteson",28,2.63,239,91,"BogeyAverage",2011
72,72,"Kris Blanks",29,2.64,243,92,"BogeyAverage",2011
72,72,"Ben Curtis",23,2.64,174,66,"BogeyAverage",2011
74,74,"Chad Campbell",29,2.65,262,99,"BogeyAverage",2011
74,74,"Hunter Mahan",25,2.65,236,89,"BogeyAverage",2011
76,76,"Blake Adams",34,2.66,308,116,"BogeyAverage",2011
76,76,"Bill Lunde",28,2.66,245,92,"BogeyAverage",2011
76,76,"David Mathis",25,2.66,221,83,"BogeyAverage",2011
76,76,"YE Yang",18,2.66,157,59,"BogeyAverage",2011
80,80,"Tom Gillis",19,2.67,147,55,"BogeyAverage",2011
80,80,"Pat Perez",24,2.67,203,76,"BogeyAverage",2011
80,80,"Scott Piercy",23,2.67,208,78,"BogeyAverage",2011
80,80,"Ian Poulter",16,2.67,136,51,"BogeyAverage",2011
80,80,"Paul Stankowski",24,2.67,208,78,"BogeyAverage",2011
80,80,"Chris Stroud",28,2.67,235,88,"BogeyAverage",2011
86,86,"Keegan Bradley",28,2.68,244,91,"BogeyAverage",2011
87,87,"Chris Kirk",28,2.69,234,87,"BogeyAverage",2011
87,87,"Nick OHern",29,2.69,239,89,"BogeyAverage",2011
87,87,"Ryan Palmer",24,2.69,215,80,"BogeyAverage",2011
87,87,"Charlie Wi",25,2.69,223,83,"BogeyAverage",2011
91,91,"KJ Choi",22,2.71,203,75,"BogeyAverage",2011
91,91,"Chez Reavie",27,2.71,249,92,"BogeyAverage",2011
93,93,"Robert Allenby",25,2.72,226,83,"BogeyAverage",2011
93,93,"Michael Bradley",24,2.72,201,74,"BogeyAverage",2011
93,93,"Scott McCarron",22,2.72,177,65,"BogeyAverage",2011
93,93,"Graeme McDowell",16,2.72,128,47,"BogeyAverage",2011
93,93,"Bo Van Pelt",27,2.72,245,90,"BogeyAverage",2011
98,98,"Billy Horschel",25,2.73,205,75,"BogeyAverage",2011
98,98,"Robert Karlsson",18,2.73,161,59,"BogeyAverage",2011
98,98,"John Rollins",27,2.73,232,85,"BogeyAverage",2011
98,98,"Roland Thatcher",22,2.73,183,67,"BogeyAverage",2011
98,98,"Jimmy Walker",24,2.73,216,79,"BogeyAverage",2011
103,103,"JB Holmes",16,2.74,145,53,"BogeyAverage",2011
104,104,"Alexandre Rocha",22,2.75,179,65,"BogeyAverage",2011
105,105,"Lucas Glover",23,2.76,204,74,"BogeyAverage",2011
105,105,"Brendan Steele",27,2.76,246,89,"BogeyAverage",2011
107,107,"Jason Dufner",23,2.77,216,78,"BogeyAverage",2011
107,107,"Jim Herman",22,2.77,191,69,"BogeyAverage",2011
107,107,"Ryuji Imada",29,2.77,230,83,"BogeyAverage",2011
107,107,"George McNeill",21,2.77,191,69,"BogeyAverage",2011
107,107,"Charl Schwartzel",15,2.77,155,56,"BogeyAverage",2011
112,112,"Steve Marino",23,2.78,211,76,"BogeyAverage",2011
113,113,"Kevin Chappell",26,2.79,218,78,"BogeyAverage",2011
113,113,"Stewart Cink",22,2.79,195,70,"BogeyAverage",2011
113,113,"Aron Price",18,2.79,162,58,"BogeyAverage",2011
113,113,"Chris Riley",25,2.79,212,76,"BogeyAverage",2011
117,117,"Anthony Kim",26,2.8,199,71,"BogeyAverage",2011
117,117,"Geoff Ogilvy",21,2.8,185,66,"BogeyAverage",2011
119,119,"Ernie Els",21,2.81,194,69,"BogeyAverage",2011
119,119,"Davis Love III",22,2.81,197,70,"BogeyAverage",2011
119,119,"Troy Merritt",23,2.81,177,63,"BogeyAverage",2011
119,119,"DA Points",26,2.81,250,89,"BogeyAverage",2011
123,123,"Shane Bertsch",20,2.82,175,62,"BogeyAverage",2011
123,123,"Dustin Johnson",21,2.82,200,71,"BogeyAverage",2011
123,123,"Tim Petrovic",29,2.82,248,88,"BogeyAverage",2011
123,123,"Jim Renner",22,2.82,183,65,"BogeyAverage",2011
123,123,"Boo Weekley",23,2.82,186,66,"BogeyAverage",2011
128,128,"Padraig Harrington",18,2.83,167,59,"BogeyAverage",2011
129,129,"Retief Goosen",16,2.84,139,49,"BogeyAverage",2011
129,129,"Andres Romero",22,2.84,219,77,"BogeyAverage",2011
129,129,"Josh Teater",31,2.84,295,104,"BogeyAverage",2011
132,132,"Matt McQuillan",21,2.85,168,59,"BogeyAverage",2011
132,132,"Nate Smith",24,2.85,188,66,"BogeyAverage",2011
132,132,"Kevin Stadler",27,2.85,251,88,"BogeyAverage",2011
132,132,"Bubba Watson",22,2.85,225,79,"BogeyAverage",2011
136,136,"Rickie Fowler",24,2.86,232,81,"BogeyAverage",2011
136,136,"Jeff Overton",26,2.86,260,91,"BogeyAverage",2011
136,136,"Vijay Singh",25,2.86,226,79,"BogeyAverage",2011
139,139,"Fabian Gomez",26,2.87,241,84,"BogeyAverage",2011
140,140,"Kyle Stanley",28,2.88,282,98,"BogeyAverage",2011
141,141,"James Driscoll",24,2.89,205,71,"BogeyAverage",2011
141,141,"Paul Goydos",25,2.89,234,81,"BogeyAverage",2011
141,141,"Nathan Green",26,2.89,234,81,"BogeyAverage",2011
141,141,"Richard Johnson",23,2.89,185,64,"BogeyAverage",2011
141,141,"Kent Jones",25,2.89,220,76,"BogeyAverage",2011
141,141,"Scott Stallings",28,2.89,243,84,"BogeyAverage",2011
147,147,"Arjun Atwal",29,2.9,264,91,"BogeyAverage",2011
147,147,"Matt Bettencourt",30,2.9,244,84,"BogeyAverage",2011
147,147,"Tag Ridings",28,2.9,252,87,"BogeyAverage",2011
150,150,"Lee Janzen",19,2.92,181,62,"BogeyAverage",2011
150,150,"Matt Jones",25,2.92,207,71,"BogeyAverage",2011
150,150,"Joe Ogilvie",24,2.92,219,75,"BogeyAverage",2011
153,153,"Ricky Barnes",23,2.94,229,78,"BogeyAverage",2011
153,153,"Robert Garrigus",26,2.94,244,83,"BogeyAverage",2011
155,155,"Steve Flesch",27,2.97,261,88,"BogeyAverage",2011
155,155,"Scott Gutschewski",23,2.97,199,67,"BogeyAverage",2011
157,157,"Colt Knost",27,2.99,239,80,"BogeyAverage",2011
157,157,"Jhonattan Vegas",25,2.99,251,84,"BogeyAverage",2011
159,159,"Shaun Micheel",27,3,231,77,"BogeyAverage",2011
159,159,"Daniel Summerhays",29,3,225,75,"BogeyAverage",2011
161,161,"David Duval",24,3.01,202,67,"BogeyAverage",2011
161,161,"Alex Prugh",29,3.01,247,82,"BogeyAverage",2011
161,161,"Camilo Villegas",25,3.01,205,68,"BogeyAverage",2011
164,164,"Stuart Appleby",24,3.02,196,65,"BogeyAverage",2011
165,165,"Cameron Beckman",25,3.04,216,71,"BogeyAverage",2011
165,165,"Kevin Kisner",24,3.04,213,70,"BogeyAverage",2011
167,167,"Bobby Gates",29,3.05,250,82,"BogeyAverage",2011
168,168,"Andres Gonzales",21,3.07,184,60,"BogeyAverage",2011
168,168,"Ben Martin",25,3.07,227,74,"BogeyAverage",2011
170,170,"Angel Cabrera",17,3.08,154,50,"BogeyAverage",2011
171,171,"Steven Bowditch",28,3.09,266,86,"BogeyAverage",2011
171,171,"Marc Turnesa",20,3.09,167,54,"BogeyAverage",2011
173,173,"Rich Beem",21,3.13,166,53,"BogeyAverage",2011
174,174,"Harrison Frazar",19,3.14,182,58,"BogeyAverage",2011
175,175,"Bio Kim",25,3.17,225,71,"BogeyAverage",2011
176,176,"Jarrod Lyle",29,3.19,265,83,"BogeyAverage",2011
177,177,"JP Hayes",19,3.2,179,56,"BogeyAverage",2011
178,178,"Joseph Bramlett",25,3.21,234,73,"BogeyAverage",2011
178,178,"Sean OHair",24,3.21,225,70,"BogeyAverage",2011
180,180,"DJ Brigman",23,3.22,216,67,"BogeyAverage",2011
181,181,"Justin Hicks",23,3.23,194,60,"BogeyAverage",2011
182,182,"Martin Piller",23,3.24,204,63,"BogeyAverage",2011
183,183,"Zack Miller",30,3.27,281,86,"BogeyAverage",2011
184,184,"Will Strickler",19,3.35,171,51,"BogeyAverage",2011
185,185,"Derek Lamely",26,3.38,220,65,"BogeyAverage",2011
186,186,"Rocco Mediate",23,3.47,184,53,"BogeyAverage",2011
