"MoneyperEventLeaders_RANKTHISWEEK_2007","MoneyperEventLeaders_RANKLASTWEEK_2007","MoneyperEventLeaders_PLAYERNAME_2007","MoneyperEventLeaders_EVENTS_2007","MoneyperEventLeaders_MONEYPEREVENT_2007","MoneyperEventLeaders_TOTALMONEY_2007","stat_name","year"
23,23,"Luke Donald",20,109502,2190053,"MoneyperEventLeaders",2007
24,24,"Charles Howell III",26,108926,2832090,"MoneyperEventLeaders",2007
25,25,"Woody Austin",27,106948,2887596,"MoneyperEventLeaders",2007
26,26,"Mark Calcavecchia",28,106904,2993331,"MoneyperEventLeaders",2007
27,27,"Hunter Mahan",27,105888,2858994,"MoneyperEventLeaders",2007
28,28,"Stewart Cink",25,99325,2483145,"MoneyperEventLeaders",2007
29,29,"Brandt Snedeker",29,97815,2836643,"MoneyperEventLeaders",2007
30,30,"David Toms",22,95265,2095836,"MoneyperEventLeaders",2007
31,31,"Stephen Ames",23,91453,2103425,"MoneyperEventLeaders",2007
32,32,"Boo Weekley",29,90110,2613211,"MoneyperEventLeaders",2007
33,33,"Richard Green",5,89214,446070,"MoneyperEventLeaders",2007
34,34,"Mike Weir",23,86350,1986053,"MoneyperEventLeaders",2007
35,35,"John Rollins",29,85823,2488890,"MoneyperEventLeaders",2007
36,36,"Trevor Immelman",21,85792,1801646,"MoneyperEventLeaders",2007
37,37,"Arron Oberholser",21,85593,1797457,"MoneyperEventLeaders",2007
38,38,"Bernhard Langer",14,82400,1153603,"MoneyperEventLeaders",2007
39,39,"Jonathan Byrd",23,80648,1854906,"MoneyperEventLeaders",2007
40,40,"Ian Poulter",18,79521,1431389,"MoneyperEventLeaders",2007
41,41,"Robert Allenby",28,79269,2219537,"MoneyperEventLeaders",2007
42,42,"Brett Wetterich",28,78867,2208282,"MoneyperEventLeaders",2007
43,43,"Heath Slocum",28,78013,2184379,"MoneyperEventLeaders",2007
44,44,"Camilo Villegas",24,77790,1866960,"MoneyperEventLeaders",2007
45,45,"Nick Dougherty",3,75973,227921,"MoneyperEventLeaders",2007
46,46,"Jose Coceres",17,75755,1287842,"MoneyperEventLeaders",2007
47,47,"Stuart Appleby",24,75141,1803385,"MoneyperEventLeaders",2007
48,48,"Retief Goosen",14,74599,1044386,"MoneyperEventLeaders",2007
49,49,"Steve Flesch",31,73835,2288899,"MoneyperEventLeaders",2007
50,50,"Freddie Jacobson",20,73477,1469540,"MoneyperEventLeaders",2007
51,51,"Justin Leonard",29,71698,2079248,"MoneyperEventLeaders",2007
52,52,"Nick Watney",26,70716,1838629,"MoneyperEventLeaders",2007
53,53,"Jerry Kelly",28,70644,1978034,"MoneyperEventLeaders",2007
54,54,"John Senden",27,70353,1899557,"MoneyperEventLeaders",2007
55,55,"Sean OHair",28,68615,1921226,"MoneyperEventLeaders",2007
56,56,"Carl Pettersson",31,65836,2040937,"MoneyperEventLeaders",2007
57,57,"Mark Wilson",25,65484,1637112,"MoneyperEventLeaders",2007
58,58,"Paul Goydos",19,64702,1229354,"MoneyperEventLeaders",2007
59,59,"Bubba Watson",26,63646,1654806,"MoneyperEventLeaders",2007
60,60,"Ken Duke",31,62164,1927101,"MoneyperEventLeaders",2007
61,61,"Pat Perez",27,62159,1678295,"MoneyperEventLeaders",2007
62,62,"Jose Maria Olazabal",16,61203,979249,"MoneyperEventLeaders",2007
63,63,"Nick OHern",22,61017,1342390,"MoneyperEventLeaders",2007
64,64,"Chad Campbell",28,60758,1701242,"MoneyperEventLeaders",2007
65,65,"Billy Mayfair",30,60483,1814517,"MoneyperEventLeaders",2007
66,66,"Markus Brier",2,60229,120458,"MoneyperEventLeaders",2007
66,66,"Paul Broadhurst",2,60229,120458,"MoneyperEventLeaders",2007
68,68,"Jay Williamson",14,59679,835515,"MoneyperEventLeaders",2007
69,69,"Anthony Kim",26,59430,1545194,"MoneyperEventLeaders",2007
70,70,"Rod Pampling",25,59038,1475970,"MoneyperEventLeaders",2007
71,71,"John Mallinger",29,57991,1681764,"MoneyperEventLeaders",2007
72,72,"Lucas Glover",29,57385,1664167,"MoneyperEventLeaders",2007
73,73,"Brian Bateman",18,56820,1022763,"MoneyperEventLeaders",2007
74,74,"Fred Funk",22,56335,1239376,"MoneyperEventLeaders",2007
75,75,"Charley Hoffman",30,56312,1689366,"MoneyperEventLeaders",2007
76,76,"Jeff Quinney",29,55588,1612056,"MoneyperEventLeaders",2007
77,77,"Ryan Moore",28,55532,1554901,"MoneyperEventLeaders",2007
78,78,"Paul Casey",10,55327,553270,"MoneyperEventLeaders",2007
79,79,"Kevin Sutherland",25,54077,1351942,"MoneyperEventLeaders",2007
80,80,"Jeff Overton",19,53138,1009630,"MoneyperEventLeaders",2007
81,81,"Rocco Mediate",22,53013,1166293,"MoneyperEventLeaders",2007
82,82,"Andy Bare",1,52142,52142,"MoneyperEventLeaders",2007
83,83,"Bo Van Pelt",30,51972,1559180,"MoneyperEventLeaders",2007
84,84,"Daniel Chopra",34,51620,1755109,"MoneyperEventLeaders",2007
85,85,"George McNeill",30,50154,1504626,"MoneyperEventLeaders",2007
86,86,"Kenny Perry",24,49900,1197618,"MoneyperEventLeaders",2007
87,87,"Troy Matteson",26,49323,1282421,"MoneyperEventLeaders",2007
88,88,"Davis Love III",21,48404,1016489,"MoneyperEventLeaders",2007
89,89,"Nathan Green",29,47597,1380317,"MoneyperEventLeaders",2007
90,90,"Vaughn Taylor",28,46905,1313353,"MoneyperEventLeaders",2007
91,91,"Bart Bryant",25,46714,1167873,"MoneyperEventLeaders",2007
92,92,"Peter Lonard",27,46662,1259881,"MoneyperEventLeaders",2007
93,93,"Tom Lehman",19,46359,880824,"MoneyperEventLeaders",2007
94,94,"Michael Allen",22,46225,1016951,"MoneyperEventLeaders",2007
95,95,"Brian Davis",28,46043,1289207,"MoneyperEventLeaders",2007
96,96,"Robert Garrigus",28,45000,1260009,"MoneyperEventLeaders",2007
97,97,"Dean Wilson",28,44946,1258507,"MoneyperEventLeaders",2007
98,98,"Ryuji Imada",32,44214,1414864,"MoneyperEventLeaders",2007
99,99,"Joe Ogilvie",31,43198,1339153,"MoneyperEventLeaders",2007
100,100,"Kyle Thompson",1,42900,42900,"MoneyperEventLeaders",2007
101,101,"Charlie Wi",27,42443,1145975,"MoneyperEventLeaders",2007
102,102,"JJ Henry",26,41871,1088659,"MoneyperEventLeaders",2007
103,103,"Mark Foster",1,41352,41352,"MoneyperEventLeaders",2007
104,104,"Jason Gore",27,40962,1105985,"MoneyperEventLeaders",2007
105,105,"Niclas Fasth",10,40465,404655,"MoneyperEventLeaders",2007
106,106,"Jesper Parnevik",27,39822,1075216,"MoneyperEventLeaders",2007
107,107,"Chris DiMarco",24,39600,950413,"MoneyperEventLeaders",2007
108,108,"Stephen Leaney",26,39046,1015200,"MoneyperEventLeaders",2007
109,109,"Mark Hensby",25,38789,969731,"MoneyperEventLeaders",2007
110,110,"Peter Hanson",3,38719,116159,"MoneyperEventLeaders",2007
111,111,"Tommy Armour III",24,38297,919134,"MoneyperEventLeaders",2007
112,112,"Steve Marino",31,38037,1179164,"MoneyperEventLeaders",2007
113,113,"Alejandro Canizares",3,37300,111900,"MoneyperEventLeaders",2007
114,114,"Will Ma Kenzie",30,37216,1116506,"MoneyperEventLeaders",2007
115,115,"DJ Trahan",30,36879,1106373,"MoneyperEventLeaders",2007
116,116,"Charles Warren",29,36842,1068440,"MoneyperEventLeaders",2007
117,117,"Steve Elkington",25,36474,911874,"MoneyperEventLeaders",2007
118,118,"JB Holmes",24,36425,874215,"MoneyperEventLeaders",2007
119,119,"Lee Westwood",8,36035,288280,"MoneyperEventLeaders",2007
120,120,"Tim Herron",27,35229,951200,"MoneyperEventLeaders",2007
121,121,"Brian Gay",32,34830,1114571,"MoneyperEventLeaders",2007
122,122,"Alex Cejka",25,34732,868303,"MoneyperEventLeaders",2007
123,123,"Matt Kuchar",26,34082,886146,"MoneyperEventLeaders",2007
124,124,"Tim Petrovic",32,32888,1052446,"MoneyperEventLeaders",2007
125,125,"Shaun Micheel",29,32696,948195,"MoneyperEventLeaders",2007
126,126,"Robert Karlsson",13,32682,424870,"MoneyperEventLeaders",2007
127,127,"Jeff Maggert",26,32522,845584,"MoneyperEventLeaders",2007
128,128,"Mathew Goggin",30,32316,969487,"MoneyperEventLeaders",2007
129,129,"Bill Haas",30,32248,967443,"MoneyperEventLeaders",2007
130,130,"Tom Watson",2,32175,64350,"MoneyperEventLeaders",2007
131,131,"JP Hayes",28,31814,890814,"MoneyperEventLeaders",2007
132,132,"Briny Baird",31,31788,985453,"MoneyperEventLeaders",2007
133,133,"Kevin Na",27,31728,856669,"MoneyperEventLeaders",2007
134,134,"Steve Allan",18,31558,568058,"MoneyperEventLeaders",2007
135,135,"Bob Estes",28,31358,878050,"MoneyperEventLeaders",2007
136,136,"Russ Cochran",1,31275,31275,"MoneyperEventLeaders",2007
137,137,"Cameron Beckman",29,31112,902257,"MoneyperEventLeaders",2007
138,138,"Jason Bohn",17,31030,527511,"MoneyperEventLeaders",2007
139,139,"Ben Crane",9,30916,278251,"MoneyperEventLeaders",2007
140,140,"Ben Curtis",25,30892,772321,"MoneyperEventLeaders",2007
141,141,"Franklin Langham",1,30720,30720,"MoneyperEventLeaders",2007
142,142,"Johnson Wagner",33,30697,1013023,"MoneyperEventLeaders",2007
143,143,"Shigeki Maruyama",31,30686,951288,"MoneyperEventLeaders",2007
144,144,"Nick Flanagan",4,30507,122028,"MoneyperEventLeaders",2007
145,145,"Cliff Kresge",30,30051,901549,"MoneyperEventLeaders",2007
146,146,"Rich Beem",29,29953,868657,"MoneyperEventLeaders",2007
147,147,"Tom Pernice Jr",31,29916,927408,"MoneyperEventLeaders",2007
148,148,"Ross Bain",1,29820,29820,"MoneyperEventLeaders",2007
149,149,"Paul McGinley",5,28830,144151,"MoneyperEventLeaders",2007
150,150,"Brett Quigley",25,28696,717411,"MoneyperEventLeaders",2007
151,151,"Miguel Angel Jimenez",5,28598,142991,"MoneyperEventLeaders",2007
152,152,"Chris Stroud",24,28046,673106,"MoneyperEventLeaders",2007
153,153,"Greg Kraft",10,27859,278590,"MoneyperEventLeaders",2007
154,154,"Anders Hansen",17,27130,461215,"MoneyperEventLeaders",2007
155,155,"Ryan Armour",32,26968,862978,"MoneyperEventLeaders",2007
156,156,"Won Joon Lee",1,26735,26735,"MoneyperEventLeaders",2007
157,157,"Kevin Stadler",31,26157,810875,"MoneyperEventLeaders",2007
158,158,"Fabrizio Zanotti",1,25900,25900,"MoneyperEventLeaders",2007
159,159,"Joe Durant",28,25842,723598,"MoneyperEventLeaders",2007
160,160,"Mathias Gronberg",31,25328,785179,"MoneyperEventLeaders",2007
161,161,"BJ Staten",7,25072,175505,"MoneyperEventLeaders",2007
162,162,"Marcus Fraser",1,25016,25016,"MoneyperEventLeaders",2007
163,163,"Dudley Hart",12,24937,299249,"MoneyperEventLeaders",2007
164,164,"Bob Heintz",27,24049,649341,"MoneyperEventLeaders",2007
165,165,"Sandy Lyle",2,23746,47493,"MoneyperEventLeaders",2007
166,166,"Chris Riley",17,23717,403199,"MoneyperEventLeaders",2007
167,167,"Michael Sim",17,23523,399899,"MoneyperEventLeaders",2007
168,168,"Gregory Bourdy",1,23393,23393,"MoneyperEventLeaders",2007
169,169,"Skip Kendall",5,23269,116345,"MoneyperEventLeaders",2007
170,170,"Robert Gamez",30,23115,693464,"MoneyperEventLeaders",2007
171,171,"Todd Fischer",4,23000,92000,"MoneyperEventLeaders",2007
172,172,"Ted Purdy",33,22991,758734,"MoneyperEventLeaders",2007
173,173,"Steve Lowery",22,22846,502621,"MoneyperEventLeaders",2007
174,174,"Marco Dawson",23,22670,521431,"MoneyperEventLeaders",2007
175,175,"Parker McLachlin",28,22413,627582,"MoneyperEventLeaders",2007
176,176,"John Merrick",29,22394,649438,"MoneyperEventLeaders",2007
177,177,"Craig Kanada",34,21861,743305,"MoneyperEventLeaders",2007
178,178,"Harrison Frazar",32,21829,698534,"MoneyperEventLeaders",2007
179,179,"Kent Jones",30,21703,651108,"MoneyperEventLeaders",2007
180,180,"David Howell",10,21358,213582,"MoneyperEventLeaders",2007
181,181,"Jon Bevan",1,21080,21080,"MoneyperEventLeaders",2007
182,182,"Vance Veazey",9,20578,185208,"MoneyperEventLeaders",2007
183,183,"Olin Browne",15,20307,304605,"MoneyperEventLeaders",2007
184,184,"Alastair Forsyth",1,20257,20257,"MoneyperEventLeaders",2007
185,185,"Corey Pavin",25,19930,498251,"MoneyperEventLeaders",2007
186,186,"Fredrik Andersson Hed",1,19846,19846,"MoneyperEventLeaders",2007
187,187,"Andrew Buckle",26,19755,513630,"MoneyperEventLeaders",2007
188,188,"Tag Ridings",18,19532,351590,"MoneyperEventLeaders",2007
189,189,"Frank Lickliter II",30,19469,584084,"MoneyperEventLeaders",2007
190,190,"Craig Stadler",1,18560,18560,"MoneyperEventLeaders",2007
191,191,"Billy Andrade",27,18488,499196,"MoneyperEventLeaders",2007
192,192,"Doug LaBelle II",33,18322,604632,"MoneyperEventLeaders",2007
193,193,"Gavin Coles",28,18262,511352,"MoneyperEventLeaders",2007
194,194,"Jason Dufner",32,17968,574991,"MoneyperEventLeaders",2007
195,195,"Garrett Willis",13,17966,233568,"MoneyperEventLeaders",2007
196,196,"Daisuke Maruyama",28,17828,499206,"MoneyperEventLeaders",2007
197,197,"Neal Lancaster",13,17619,229052,"MoneyperEventLeaders",2007
198,198,"Graeme McDowell",3,17589,52768,"MoneyperEventLeaders",2007
199,199,"Jeff Gove",30,17554,526643,"MoneyperEventLeaders",2007
200,200,"Ryan Palmer",30,17499,524987,"MoneyperEventLeaders",2007
201,201,"Brendon de Jonge",26,17198,447172,"MoneyperEventLeaders",2007
202,202,"Lee Janzen",24,17049,409188,"MoneyperEventLeaders",2007
203,203,"Dicky Pride",25,16631,415791,"MoneyperEventLeaders",2007
204,204,"Ben Crenshaw",1,16530,16530,"MoneyperEventLeaders",2007
205,205,"Jarrod Lyle",24,16262,390303,"MoneyperEventLeaders",2007
206,206,"Chris Tidland",21,16165,339481,"MoneyperEventLeaders",2007
207,207,"Omar Uresti",4,16087,64350,"MoneyperEventLeaders",2007
208,208,"Fuzzy Zoeller",1,15950,15950,"MoneyperEventLeaders",2007
209,209,"Paul Stankowski",18,15688,282388,"MoneyperEventLeaders",2007
210,210,"Duffy Waldorf",23,15609,359018,"MoneyperEventLeaders",2007
211,211,"Kenneth Ferrie",2,15542,31084,"MoneyperEventLeaders",2007
212,212,"Dan Forsman",12,15460,185522,"MoneyperEventLeaders",2007
213,213,"Bob May",16,15310,244969,"MoneyperEventLeaders",2007
214,214,"Jay Delsing",12,15150,181808,"MoneyperEventLeaders",2007
215,215,"Tripp Isenhour",32,14749,471980,"MoneyperEventLeaders",2007
216,216,"Glen Day",27,14721,397491,"MoneyperEventLeaders",2007
217,217,"Greg Owen",29,14710,426601,"MoneyperEventLeaders",2007
218,218,"Michael Putnam",29,14564,422358,"MoneyperEventLeaders",2007
219,219,"Danny Ellis",2,14385,28770,"MoneyperEventLeaders",2007
220,220,"Fred Couples",3,14361,43085,"MoneyperEventLeaders",2007
221,221,"Bob Tway",32,14273,456766,"MoneyperEventLeaders",2007
222,222,"Yusaku Miyazato",1,13537,13537,"MoneyperEventLeaders",2007
223,223,"Paul Azinger",13,13389,174069,"MoneyperEventLeaders",2007
224,224,"Craig Bowden",25,13358,333969,"MoneyperEventLeaders",2007
225,225,"Jeff Sluman",21,13009,273192,"MoneyperEventLeaders",2007
226,226,"Charl Schwartzel",6,12967,77803,"MoneyperEventLeaders",2007
227,227,"Ryan Benzel",1,12900,12900,"MoneyperEventLeaders",2007
228,228,"Rich Barcelo",26,12855,334244,"MoneyperEventLeaders",2007
229,229,"Kirk Triplett",25,12641,316033,"MoneyperEventLeaders",2007
230,230,"Joey Sindelar",25,12428,310716,"MoneyperEventLeaders",2007
231,231,"Todd Demsey",1,12411,12411,"MoneyperEventLeaders",2007
232,232,"Bryce Molder",21,12266,257593,"MoneyperEventLeaders",2007
233,233,"Eric Axley",36,12247,440910,"MoneyperEventLeaders",2007
234,234,"DJ Brigman",22,12191,268205,"MoneyperEventLeaders",2007
235,235,"Bill Lunde",1,12093,12093,"MoneyperEventLeaders",2007
236,236,"Chris Couch",30,11846,355385,"MoneyperEventLeaders",2007
237,237,"Richard Johnson",32,11810,377950,"MoneyperEventLeaders",2007
238,238,"Scott Gutschewski",22,11462,252179,"MoneyperEventLeaders",2007
239,239,"Arjun Atwal",12,11251,135015,"MoneyperEventLeaders",2007
240,240,"Martin Rominger",1,11163,11163,"MoneyperEventLeaders",2007
241,241,"Alan Morin",1,11000,11000,"MoneyperEventLeaders",2007
242,242,"Azuma Yano",1,10920,10920,"MoneyperEventLeaders",2007
243,243,"David Hearn",1,10850,10850,"MoneyperEventLeaders",2007
244,244,"Darren Clarke",10,10798,107980,"MoneyperEventLeaders",2007
245,245,"David Branshaw",30,10780,323407,"MoneyperEventLeaders",2007
246,246,"Mark OMeara",4,10728,42914,"MoneyperEventLeaders",2007
247,247,"Shingo Katayama",7,10703,74927,"MoneyperEventLeaders",2007
248,248,"John Huston",16,10660,170569,"MoneyperEventLeaders",2007
249,249,"Craig Lile",24,10652,255658,"MoneyperEventLeaders",2007
250,250,"John Daly",24,10354,248501,"MoneyperEventLeaders",2007
251,251,"David Duval",7,10277,71945,"MoneyperEventLeaders",2007
252,252,"Kyle Reifers",27,10235,276369,"MoneyperEventLeaders",2007
253,253,"Mike Grob",1,10200,10200,"MoneyperEventLeaders",2007
254,254,"Paul Gow",26,10159,264149,"MoneyperEventLeaders",2007
255,255,"Tom Byrum",20,10075,201507,"MoneyperEventLeaders",2007
256,256,"Shane Bertsch",4,9940,39760,"MoneyperEventLeaders",2007
257,257,"Chris Baryla",1,9800,9800,"MoneyperEventLeaders",2007
258,258,"Craig Barlow",16,9638,154214,"MoneyperEventLeaders",2007
259,259,"Jeff Brehaut",21,9637,202388,"MoneyperEventLeaders",2007
259,259,"Phil Tataurangi",8,9637,77102,"MoneyperEventLeaders",2007
261,261,"Andrew Ruthkoski",2,9556,19112,"MoneyperEventLeaders",2007
262,262,"John Cook",13,9212,119756,"MoneyperEventLeaders",2007
263,263,"Brady Schnell",1,9102,9102,"MoneyperEventLeaders",2007
264,264,"Mark Brooks",18,9046,162838,"MoneyperEventLeaders",2007
265,265,"Carlos Franco",12,9001,108020,"MoneyperEventLeaders",2007
266,266,"Darron Stiles",24,8974,215378,"MoneyperEventLeaders",2007
267,267,"Larry Mize",12,8811,105740,"MoneyperEventLeaders",2007
268,268,"Ryan Blaum",1,8800,8800,"MoneyperEventLeaders",2007
269,269,"Bronson La Cassie",1,8692,8692,"MoneyperEventLeaders",2007
270,270,"Kaname Yokoo",2,8320,16640,"MoneyperEventLeaders",2007
271,271,"Tony Finau",1,7960,7960,"MoneyperEventLeaders",2007
272,272,"Paul Trittler",1,7640,7640,"MoneyperEventLeaders",2007
273,273,"Pablo Martin Benavides",6,7552,45313,"MoneyperEventLeaders",2007
274,274,"Jason Schultz",22,7420,163243,"MoneyperEventLeaders",2007
275,275,"Andres Gonzales",1,7120,7120,"MoneyperEventLeaders",2007
276,276,"Tom Johnson",27,7071,190925,"MoneyperEventLeaders",2007
277,277,"Raphael Jacquelin",3,6889,20668,"MoneyperEventLeaders",2007
278,278,"Colt Knost",4,6870,27483,"MoneyperEventLeaders",2007
279,279,"Jeev Milkha Singh",12,6598,79179,"MoneyperEventLeaders",2007
280,280,"Mike Small",2,6525,13050,"MoneyperEventLeaders",2007
281,281,"Johan Edfors",8,6375,51005,"MoneyperEventLeaders",2007
282,282,"Chris Smith",8,6297,50381,"MoneyperEventLeaders",2007
283,283,"Grant Waite",12,6278,75347,"MoneyperEventLeaders",2007
284,284,"Ricky Barnes",2,6270,12540,"MoneyperEventLeaders",2007
285,285,"Matt Every",2,6210,12420,"MoneyperEventLeaders",2007
286,286,"Thomas Bjorn",6,6173,37043,"MoneyperEventLeaders",2007
287,287,"Steve Wheatcroft",25,6129,153245,"MoneyperEventLeaders",2007
288,288,"Esteban Toledo",2,6125,12250,"MoneyperEventLeaders",2007
289,289,"Michael Boyd",21,6039,126839,"MoneyperEventLeaders",2007
290,290,"YE Yang",9,5942,53480,"MoneyperEventLeaders",2007
291,291,"Bradley Dredge",4,5633,22533,"MoneyperEventLeaders",2007
292,292,"Lee Williams",2,5576,11152,"MoneyperEventLeaders",2007
293,293,"Jim McGovern",5,5466,27333,"MoneyperEventLeaders",2007
294,294,"Joe Daley",2,5460,10920,"MoneyperEventLeaders",2007
295,295,"Toru Taniguchi",4,5398,21594,"MoneyperEventLeaders",2007
296,296,"Brent Geiberger",17,5397,91749,"MoneyperEventLeaders",2007
297,297,"Brad Faxon",18,4702,84644,"MoneyperEventLeaders",2007
298,298,"Bubba Dickerson",19,4601,87430,"MoneyperEventLeaders",2007
299,299,"Kris Cox",8,4591,36729,"MoneyperEventLeaders",2007
300,300,"Graeme Storm",3,4550,13650,"MoneyperEventLeaders",2007
301,301,"Matt Hendrix",24,4511,108269,"MoneyperEventLeaders",2007
302,302,"Michael Campbell",9,4398,39582,"MoneyperEventLeaders",2007
303,303,"Jim Gallagher Jr",9,4292,38635,"MoneyperEventLeaders",2007
304,304,"Loren Roberts",3,4220,12660,"MoneyperEventLeaders",2007
305,305,"Kelly Mitchum",4,4081,16326,"MoneyperEventLeaders",2007
306,306,"Colin Montgomerie",9,3998,35988,"MoneyperEventLeaders",2007
307,307,"Michael Bradley",8,3986,31889,"MoneyperEventLeaders",2007
308,308,"Todd Hamilton",28,3920,109776,"MoneyperEventLeaders",2007
309,309,"Steve Jones",9,3880,34922,"MoneyperEventLeaders",2007
310,310,"Oliver Thomson",2,3815,7630,"MoneyperEventLeaders",2007
311,311,"Tom Gillis",3,3717,11152,"MoneyperEventLeaders",2007
312,312,"David Berganio Jr",3,3675,11025,"MoneyperEventLeaders",2007
313,313,"Bob Burns",5,3630,18153,"MoneyperEventLeaders",2007
314,314,"Wes Short Jr",12,3509,42119,"MoneyperEventLeaders",2007
315,315,"Jerry Smith",19,3333,63334,"MoneyperEventLeaders",2007
316,316,"JL Lewis",4,3228,12915,"MoneyperEventLeaders",2007
317,317,"Spike McRoy",6,3046,18280,"MoneyperEventLeaders",2007
318,318,"Notah Begay III",7,2749,19245,"MoneyperEventLeaders",2007
319,319,"Jim Rutledge",23,2706,62241,"MoneyperEventLeaders",2007
320,320,"Jaco Van Zyl",21,2560,53762,"MoneyperEventLeaders",2007
321,321,"Brandt Jobe",5,2203,11016,"MoneyperEventLeaders",2007
322,322,"Guy Boros",4,1817,7268,"MoneyperEventLeaders",2007
323,323,"Robert Damron",10,1806,18060,"MoneyperEventLeaders",2007
324,324,"Willie Wood",6,1450,8700,"MoneyperEventLeaders",2007
325,325,"Blaine McCallister",8,1416,11330,"MoneyperEventLeaders",2007
326,326,"Paul Sheehan",11,922,10143,"MoneyperEventLeaders",2007
327,327,"Scott Gump",12,650,7805,"MoneyperEventLeaders",2007
