"RightRoughTendency_RANKTHISWEEK_2009","RightRoughTendency_RANKLASTWEEK_2009","RightRoughTendency_PLAYERNAME_2009","RightRoughTendency_ROUNDS_2009","RightRoughTendency_Pct_2009","RightRoughTendency_TOTALRIGHTROUGH_2009","RightRoughTendency_POSSIBLEFWYS_2009","RightRoughTendency_RELATIVETOPAR_2009","stat_name","year"
65,65,"Kevin Sutherland",96,13.22,133,1006,0.11,"RightRoughTendency",2009
66,66,"DA Points",99,13.27,158,1191,0.03,"RightRoughTendency",2009
67,67,"John Rollins",92,13.29,145,1091,0.06,"RightRoughTendency",2009
67,67,"Brandt Snedeker",81,13.29,120,903,0.1,"RightRoughTendency",2009
69,69,"Tim Petrovic",97,13.33,158,1185,0.02,"RightRoughTendency",2009
70,70,"Ben Curtis",63,13.39,88,657,0.2,"RightRoughTendency",2009
71,71,"Charles Warren",63,13.42,98,730,0.13,"RightRoughTendency",2009
72,72,"Rich Beem",77,13.43,107,797,0.07,"RightRoughTendency",2009
73,73,"Stephen Ames",77,13.5,106,785,0.06,"RightRoughTendency",2009
74,74,"Woody Austin",84,13.57,140,1032,0.11,"RightRoughTendency",2009
75,75,"Spencer Levin",75,13.6,125,919,0.06,"RightRoughTendency",2009
76,76,"Johnson Wagner",81,13.7,140,1022,0.11,"RightRoughTendency",2009
77,77,"Will Ma Kenzie",69,13.73,116,845,0.08,"RightRoughTendency",2009
78,78,"Billy Mayfair",83,13.75,131,953,0.24,"RightRoughTendency",2009
79,79,"Vijay Singh",71,13.8,98,710,0.13,"RightRoughTendency",2009
80,80,"Cliff Kresge",78,13.82,128,926,0.13,"RightRoughTendency",2009
81,81,"Matt Kuchar",82,13.83,135,976,0.1,"RightRoughTendency",2009
82,82,"Jason Day",61,13.84,94,679,0,"RightRoughTendency",2009
83,83,"Kent Jones",73,13.85,117,845,0.03,"RightRoughTendency",2009
84,84,"Greg Kraft",51,13.91,79,568,0.2,"RightRoughTendency",2009
85,85,"Pat Perez",74,13.93,119,854,0.01,"RightRoughTendency",2009
86,86,"JJ Henry",97,13.95,161,1154,0.09,"RightRoughTendency",2009
87,87,"Sergio Garcia",59,13.98,85,608,-0.06,"RightRoughTendency",2009
88,88,"Lee Janzen",74,14.1,118,837,0.18,"RightRoughTendency",2009
89,89,"Peter Lonard",86,14.11,149,1056,0.13,"RightRoughTendency",2009
89,89,"Marc Turnesa",77,14.11,139,985,0.15,"RightRoughTendency",2009
91,91,"Matt Bettencourt",98,14.14,168,1188,0.17,"RightRoughTendency",2009
92,92,"Cameron Beckman",87,14.15,147,1039,0.06,"RightRoughTendency",2009
93,93,"Brett Quigley",92,14.17,144,1016,0.18,"RightRoughTendency",2009
94,94,"Mark Brooks",55,14.18,78,550,0.13,"RightRoughTendency",2009
95,95,"Stuart Appleby",79,14.19,126,888,0.1,"RightRoughTendency",2009
96,96,"Luke Donald",79,14.23,120,843,0.03,"RightRoughTendency",2009
97,97,"Chris DiMarco",97,14.24,171,1201,0.14,"RightRoughTendency",2009
98,98,"Jason Dufner",90,14.27,154,1079,0.05,"RightRoughTendency",2009
99,99,"Ted Purdy",101,14.34,176,1227,0.09,"RightRoughTendency",2009
99,99,"Mark Wilson",99,14.34,174,1213,0.06,"RightRoughTendency",2009
101,101,"Steve Marino",98,14.36,167,1163,0.05,"RightRoughTendency",2009
102,102,"Tom Pernice Jr",82,14.37,148,1030,0.06,"RightRoughTendency",2009
103,103,"Brendon Todd",53,14.38,92,640,0.24,"RightRoughTendency",2009
104,104,"Ian Poulter",59,14.48,85,587,0.04,"RightRoughTendency",2009
104,104,"Chris Stroud",88,14.48,151,1043,-0.01,"RightRoughTendency",2009
106,106,"Kevin Stadler",65,14.5,107,738,0.08,"RightRoughTendency",2009
107,107,"Joe Ogilvie",85,14.56,152,1044,-0.01,"RightRoughTendency",2009
108,108,"Bob Estes",78,14.61,140,958,0.05,"RightRoughTendency",2009
108,108,"Nathan Green",104,14.61,184,1259,0.13,"RightRoughTendency",2009
110,110,"Ricky Barnes",67,14.66,102,696,0.25,"RightRoughTendency",2009
110,110,"Justin Rose",71,14.66,116,791,0.1,"RightRoughTendency",2009
112,112,"Sean OHair",80,14.69,119,810,-0.02,"RightRoughTendency",2009
113,113,"Carl Pettersson",86,14.71,150,1020,0.05,"RightRoughTendency",2009
114,114,"Leif Olson",51,14.73,86,584,0.13,"RightRoughTendency",2009
115,115,"Brad Faxon",59,15.01,107,713,0.19,"RightRoughTendency",2009
116,116,"Ernie Els",70,15.03,113,752,0.14,"RightRoughTendency",2009
117,117,"Ryan Palmer",78,15.06,144,956,0.17,"RightRoughTendency",2009
118,118,"David Duval",56,15.11,89,589,0.18,"RightRoughTendency",2009
119,119,"Retief Goosen",74,15.27,118,773,0.03,"RightRoughTendency",2009
120,120,"Jarrod Lyle",65,15.38,106,689,0.11,"RightRoughTendency",2009
121,121,"Rocco Mediate",79,15.44,141,913,0.11,"RightRoughTendency",2009
122,122,"Lucas Glover",93,15.5,169,1090,0.09,"RightRoughTendency",2009
123,123,"Freddie Jacobson",83,15.56,157,1009,0.06,"RightRoughTendency",2009
124,124,"Camilo Villegas",76,15.57,121,777,-0.06,"RightRoughTendency",2009
125,125,"David Mathis",82,15.59,147,943,0.09,"RightRoughTendency",2009
126,126,"Hunter Mahan",94,15.65,164,1048,0.04,"RightRoughTendency",2009
127,127,"Daniel Chopra",89,15.67,179,1142,-0.03,"RightRoughTendency",2009
128,128,"Casey Wittenberg",71,15.78,116,735,0.13,"RightRoughTendency",2009
129,129,"Michael Letzig",96,15.83,187,1181,0.03,"RightRoughTendency",2009
130,130,"Charley Hoffman",97,15.9,189,1189,0.12,"RightRoughTendency",2009
131,131,"Bryce Molder",69,15.94,120,753,0.07,"RightRoughTendency",2009
132,132,"Ryuji Imada",85,16,152,950,0.06,"RightRoughTendency",2009
133,133,"Dustin Johnson",85,16.13,140,868,-0.04,"RightRoughTendency",2009
134,134,"Steve Lowery",83,16.18,172,1063,0.19,"RightRoughTendency",2009
134,134,"Bill Lunde",83,16.18,167,1032,0.14,"RightRoughTendency",2009
136,136,"Brendon de Jonge",90,16.27,176,1082,0.1,"RightRoughTendency",2009
137,137,"Adam Scott",53,16.29,94,577,0.04,"RightRoughTendency",2009
138,138,"Davis Love III",89,16.42,175,1066,0.09,"RightRoughTendency",2009
139,139,"Bubba Watson",73,16.43,127,773,0.04,"RightRoughTendency",2009
140,140,"Greg Chalmers",85,16.55,161,973,-0.05,"RightRoughTendency",2009
141,141,"Martin Laird",72,16.57,142,857,0.02,"RightRoughTendency",2009
142,142,"Fred Couples",54,16.58,95,573,0.17,"RightRoughTendency",2009
143,143,"Geoff Ogilvy",78,16.71,134,802,-0.02,"RightRoughTendency",2009
144,144,"Aron Price",89,16.73,177,1058,0.08,"RightRoughTendency",2009
145,145,"John Merrick",91,16.79,156,929,0.07,"RightRoughTendency",2009
145,145,"Kevin Streelman",97,16.79,201,1197,0.04,"RightRoughTendency",2009
145,145,"Nick Watney",86,16.79,156,929,0.04,"RightRoughTendency",2009
148,148,"Mike Weir",85,16.81,156,928,0.12,"RightRoughTendency",2009
149,149,"Tim Herron",87,16.85,186,1104,0.08,"RightRoughTendency",2009
150,150,"Padraig Harrington",66,16.87,111,658,0.1,"RightRoughTendency",2009
151,151,"Bo Van Pelt",100,16.92,191,1129,0.04,"RightRoughTendency",2009
152,152,"Eric Axley",71,16.98,134,789,0.26,"RightRoughTendency",2009
153,153,"Scott Sterling",51,17.09,94,550,0.09,"RightRoughTendency",2009
154,154,"Brian Vranesh",51,17.17,102,594,0.07,"RightRoughTendency",2009
155,155,"Mark Calcavecchia",72,17.21,147,854,0.04,"RightRoughTendency",2009
156,156,"Todd Hamilton",83,17.31,152,878,0.11,"RightRoughTendency",2009
157,157,"Brad Adamonis",70,17.41,145,833,0.06,"RightRoughTendency",2009
158,158,"Tiger Woods",64,17.45,115,659,-0.13,"RightRoughTendency",2009
159,159,"George McNeill",82,17.55,183,1043,0.02,"RightRoughTendency",2009
160,160,"Jeff Overton",92,17.57,184,1047,0.13,"RightRoughTendency",2009
161,161,"Troy Matteson",95,17.95,215,1198,0.01,"RightRoughTendency",2009
162,162,"Brian Bateman",55,18.03,119,660,0.11,"RightRoughTendency",2009
162,162,"Stewart Cink",79,18.03,148,821,0.06,"RightRoughTendency",2009
164,164,"Andres Romero",58,18.06,106,587,-0.01,"RightRoughTendency",2009
165,165,"Chad Campbell",90,18.18,178,979,0.08,"RightRoughTendency",2009
166,166,"Anthony Kim",76,18.35,151,823,0.04,"RightRoughTendency",2009
167,167,"Ken Duke",87,18.36,179,975,0.13,"RightRoughTendency",2009
168,168,"JB Holmes",74,18.46,151,818,0.13,"RightRoughTendency",2009
169,169,"Angel Cabrera",55,18.53,96,518,0,"RightRoughTendency",2009
170,170,"James Nitties",86,18.55,195,1051,0.12,"RightRoughTendency",2009
171,171,"Tag Ridings",50,18.72,105,561,0.06,"RightRoughTendency",2009
172,172,"Phil Mickelson",66,18.74,122,651,0.02,"RightRoughTendency",2009
173,173,"Robert Garrigus",83,19.28,187,970,0.03,"RightRoughTendency",2009
174,174,"Gary Woodland",53,19.35,95,491,0.09,"RightRoughTendency",2009
175,175,"Charles Howell III",99,19.37,220,1136,0.05,"RightRoughTendency",2009
176,176,"Rory Sabbatini",81,19.44,179,921,0.06,"RightRoughTendency",2009
177,177,"Derek Fathauer",63,19.77,137,693,0.24,"RightRoughTendency",2009
178,178,"Scott Piercy",85,20,206,1030,0.04,"RightRoughTendency",2009
179,179,"Matt Jones",56,20.13,121,601,0.06,"RightRoughTendency",2009
180,180,"Aaron Baddeley",66,20.2,160,792,0.11,"RightRoughTendency",2009
181,181,"Harrison Frazar",93,20.8,239,1149,0.02,"RightRoughTendency",2009
182,182,"Marc Leishman",91,21.02,240,1142,0.05,"RightRoughTendency",2009
183,183,"Jimmy Walker",74,21.4,183,855,0.05,"RightRoughTendency",2009
184,184,"Parker McLachlin",71,22.49,206,916,0.15,"RightRoughTendency",2009
