"LongestHoleOutsinyards_RANKTHISWEEK_2010","LongestHoleOutsinyards_RANKLASTWEEK_2010","LongestHoleOutsinyards_PLAYERNAME_2010","LongestHoleOutsinyards_ROUNDS_2010","LongestHoleOutsinyards_DISTANCE_2010","LongestHoleOutsinyards_TOURNAMENT_2010","LongestHoleOutsinyards_ROUNDCOURSE_2010","LongestHoleOutsinyards_HOLE_2010","stat_name","year"
80,80,"Jeff Overton",89,136,NA,2,9,"LongestHoleOutsinyards",2010
80,81,"Todd Fischer",4,136,NA,1,5,"LongestHoleOutsinyards",2010
82,82,"Mark Calcavecchia",50,135,NA,2,8,"LongestHoleOutsinyards",2010
82,83,"Brandt Snedeker",89,135,NA,1,12,"LongestHoleOutsinyards",2010
84,85,"Phil Mickelson",76,134,NA,2,8,"LongestHoleOutsinyards",2010
84,86,"Briny Baird",87,134,NA,2,3,"LongestHoleOutsinyards",2010
87,87,"Justin Bolli",55,131,NA,1,1,"LongestHoleOutsinyards",2010
89,89,"Rod Pampling",77,130,NA,1,7,"LongestHoleOutsinyards",2010
90,91,"Jay Williamson",76,129,NA,1,16,"LongestHoleOutsinyards",2010
90,92,"Stewart Cink",84,129,NA,1,3,"LongestHoleOutsinyards",2010
93,93,"Rob Grube",4,128,NA,1,14,"LongestHoleOutsinyards",2010
94,94,"Chris DiMarco",88,127,NA,3,11,"LongestHoleOutsinyards",2010
95,95,"Kevin Sutherland",86,124,NA,1,8,"LongestHoleOutsinyards",2010
97,97,"Ryo Ishikawa",32,120,NA,2,17,"LongestHoleOutsinyards",2010
98,98,"Michael Bradley",77,119,NA,2,1,"LongestHoleOutsinyards",2010
101,102,"Katsumasa Miyamoto",6,116,NA,3,17,"LongestHoleOutsinyards",2010
101,103,"Tim Herron",79,116,NA,1,10,"LongestHoleOutsinyards",2010
106,109,"Nick Taylor",4,113,NA,1,1,"LongestHoleOutsinyards",2010
106,110,"DA Points",90,113,NA,2,8,"LongestHoleOutsinyards",2010
106,112,"Jeev Milkha Singh",59,113,NA,4,15,"LongestHoleOutsinyards",2010
113,113,"KJ Choi",82,111,NA,3,6,"LongestHoleOutsinyards",2010
115,115,"Stephen Ames",75,110,NA,2,15,"LongestHoleOutsinyards",2010
115,116,"YE Yang",72,110,NA,4,10,"LongestHoleOutsinyards",2010
118,118,"Tom Gillis",97,109,NA,2,11,"LongestHoleOutsinyards",2010
119,119,"Rich Barcelo",70,108,NA,3,2,"LongestHoleOutsinyards",2010
119,120,"Ricky Barnes",103,108,NA,3,11,"LongestHoleOutsinyards",2010
122,122,"Jeff Maggert",76,107,NA,4,16,"LongestHoleOutsinyards",2010
125,126,"Todd Hamilton",49,103,NA,1,15,"LongestHoleOutsinyards",2010
127,128,"Michael Letzig",84,102,NA,1,1,"LongestHoleOutsinyards",2010
130,130,"Marc Leishman",87,100,NA,1,15,"LongestHoleOutsinyards",2010
130,131,"Rickie Fowler",98,100,NA,2,2,"LongestHoleOutsinyards",2010
132,132,"John Ellis",4,99,NA,1,9,"LongestHoleOutsinyards",2010
134,134,"Phil Tataurangi",11,97,NA,1,5,"LongestHoleOutsinyards",2010
135,135,"Andrew McLardy",52,96,NA,2,12,"LongestHoleOutsinyards",2010
136,136,"Brett Wetterich",54,95,NA,3,15,"LongestHoleOutsinyards",2010
136,138,"Sergio Garcia",58,95,NA,4,5,"LongestHoleOutsinyards",2010
141,142,"Jarrod Lyle",54,92,NA,2,10,"LongestHoleOutsinyards",2010
141,143,"Kirk Triplett",36,92,NA,2,11,"LongestHoleOutsinyards",2010
141,144,"Greg Chalmers",93,92,NA,4,10,"LongestHoleOutsinyards",2010
146,146,"Matt Jones",89,89,NA,1,10,"LongestHoleOutsinyards",2010
149,150,"Henrik Bjornstad",72,87,NA,2,9,"LongestHoleOutsinyards",2010
151,151,"Cameron Percy",73,85,NA,1,2,"LongestHoleOutsinyards",2010
151,153,"Lee Janzen",77,85,NA,4,13,"LongestHoleOutsinyards",2010
155,155,"Kevin Streelman",90,82,NA,1,15,"LongestHoleOutsinyards",2010
156,156,"Justin Rose",78,81,NA,2,17,"LongestHoleOutsinyards",2010
156,157,"John Rollins",81,81,NA,1,10,"LongestHoleOutsinyards",2010
159,159,"Skip Kendall",58,79,NA,1,4,"LongestHoleOutsinyards",2010
160,160,"Boo Weekley",88,78,NA,2,5,"LongestHoleOutsinyards",2010
161,161,"Ben Curtis",78,77,NA,2,4,"LongestHoleOutsinyards",2010
162,163,"Michael Connell",89,76,NA,4,8,"LongestHoleOutsinyards",2010
165,165,"James Driscoll",78,74,NA,1,9,"LongestHoleOutsinyards",2010
167,167,"Casey Wittenberg",4,70,NA,3,3,"LongestHoleOutsinyards",2010
170,170,"Jim Furyk",76,64,NA,4,2,"LongestHoleOutsinyards",2010
171,172,"Aaron Baddeley",94,63,NA,1,8,"LongestHoleOutsinyards",2010
174,174,"Brian Stuard",81,57,NA,3,15,"LongestHoleOutsinyards",2010
177,177,"Charles Howell III",103,53,NA,1,13,"LongestHoleOutsinyards",2010
179,180,"Brett Quigley",96,51,NA,4,7,"LongestHoleOutsinyards",2010
181,181,"Scott Piercy",88,50,NA,2,8,"LongestHoleOutsinyards",2010
182,182,"Tyson Shinaut",2,49,NA,1,13,"LongestHoleOutsinyards",2010
183,183,"James Nitties",92,48,NA,1,10,"LongestHoleOutsinyards",2010
185,185,"John Daly",63,46,NA,4,14,"LongestHoleOutsinyards",2010
186,186,"Eric Axley",16,45,NA,2,14,"LongestHoleOutsinyards",2010
193,193,"Paul Stankowski",62,41,NA,2,14,"LongestHoleOutsinyards",2010
193,194,"JP Hayes",79,41,NA,1,1,"LongestHoleOutsinyards",2010
193,195,"Derek Lamely",81,41,NA,2,15,"LongestHoleOutsinyards",2010
193,196,"Steve Marino",81,41,NA,1,10,"LongestHoleOutsinyards",2010
193,197,"Fran Quinn",19,41,NA,4,8,"LongestHoleOutsinyards",2010
193,198,"Robert Garrigus",71,41,NA,4,18,"LongestHoleOutsinyards",2010
193,199,"Shaun Micheel",70,41,NA,2,12,"LongestHoleOutsinyards",2010
