"ScramblingRoughRTPScore_RANKTHISWEEK_2009","ScramblingRoughRTPScore_RANKLASTWEEK_2009","ScramblingRoughRTPScore_PLAYERNAME_2009","ScramblingRoughRTPScore_ROUNDS_2009","ScramblingRoughRTPScore_AVGRTP_2009","ScramblingRoughRTPScore_TOTALHOLES_2009","ScramblingRoughRTPScore_TOTALRTP_2009","stat_name","year"
42,42,"Tim Petrovic",97,0.423,194,82,"ScramblingRoughRTPScore",2009
44,44,"Jason Day",61,0.426,141,60,"ScramblingRoughRTPScore",2009
44,44,"Tim Herron",87,0.426,204,87,"ScramblingRoughRTPScore",2009
44,44,"John Mallinger",90,0.426,190,81,"ScramblingRoughRTPScore",2009
47,47,"Bob Heintz",59,0.427,143,61,"ScramblingRoughRTPScore",2009
48,48,"Steve Flesch",77,0.429,156,67,"ScramblingRoughRTPScore",2009
48,48,"Sean OHair",80,0.429,154,66,"ScramblingRoughRTPScore",2009
50,50,"Kent Jones",73,0.43,142,61,"ScramblingRoughRTPScore",2009
51,51,"James Nitties",86,0.433,215,93,"ScramblingRoughRTPScore",2009
51,51,"Jeff Quinney",78,0.433,180,78,"ScramblingRoughRTPScore",2009
53,53,"Nick OHern",90,0.434,173,75,"ScramblingRoughRTPScore",2009
53,53,"Jeff Overton",92,0.434,235,102,"ScramblingRoughRTPScore",2009
55,55,"Kevin Stadler",65,0.435,115,50,"ScramblingRoughRTPScore",2009
56,56,"Mark Wilson",99,0.436,218,95,"ScramblingRoughRTPScore",2009
57,57,"Nathan Green",104,0.437,245,107,"ScramblingRoughRTPScore",2009
58,58,"Bubba Watson",73,0.439,139,61,"ScramblingRoughRTPScore",2009
59,59,"Charley Hoffman",97,0.44,209,92,"ScramblingRoughRTPScore",2009
59,59,"Tom Pernice Jr",82,0.44,193,85,"ScramblingRoughRTPScore",2009
61,61,"Robert Allenby",71,0.442,120,53,"ScramblingRoughRTPScore",2009
61,61,"Robert Garrigus",83,0.442,156,69,"ScramblingRoughRTPScore",2009
63,63,"Nick Watney",86,0.443,201,89,"ScramblingRoughRTPScore",2009
64,64,"Stephen Ames",77,0.444,126,56,"ScramblingRoughRTPScore",2009
64,64,"Bill Lunde",83,0.444,160,71,"ScramblingRoughRTPScore",2009
64,64,"Steve Marino",98,0.444,189,84,"ScramblingRoughRTPScore",2009
67,67,"DA Points",99,0.445,191,85,"ScramblingRoughRTPScore",2009
68,68,"Spencer Levin",75,0.446,157,70,"ScramblingRoughRTPScore",2009
69,69,"Matt Bettencourt",98,0.447,264,118,"ScramblingRoughRTPScore",2009
70,70,"Andres Romero",58,0.449,118,53,"ScramblingRoughRTPScore",2009
71,71,"Will Ma Kenzie",69,0.45,151,68,"ScramblingRoughRTPScore",2009
71,71,"Brett Quigley",92,0.45,169,76,"ScramblingRoughRTPScore",2009
71,71,"Camilo Villegas",76,0.45,129,58,"ScramblingRoughRTPScore",2009
71,71,"Boo Weekley",79,0.45,160,72,"ScramblingRoughRTPScore",2009
75,75,"Luke Donald",79,0.451,162,73,"ScramblingRoughRTPScore",2009
75,75,"Michael Letzig",96,0.451,215,97,"ScramblingRoughRTPScore",2009
77,77,"David Mathis",82,0.452,168,76,"ScramblingRoughRTPScore",2009
78,78,"Alex Cejka",82,0.453,150,68,"ScramblingRoughRTPScore",2009
79,79,"Brad Faxon",59,0.454,183,83,"ScramblingRoughRTPScore",2009
79,79,"Chez Reavie",81,0.454,152,69,"ScramblingRoughRTPScore",2009
79,79,"Darron Stiles",52,0.454,97,44,"ScramblingRoughRTPScore",2009
82,82,"Ben Curtis",63,0.456,125,57,"ScramblingRoughRTPScore",2009
82,82,"Webb Simpson",94,0.456,226,103,"ScramblingRoughRTPScore",2009
84,84,"Steve Elkington",70,0.457,151,69,"ScramblingRoughRTPScore",2009
85,85,"Dean Wilson",81,0.458,179,82,"ScramblingRoughRTPScore",2009
86,86,"Briny Baird",89,0.459,133,61,"ScramblingRoughRTPScore",2009
86,86,"Justin Leonard",95,0.459,148,68,"ScramblingRoughRTPScore",2009
86,86,"Scott Piercy",85,0.459,205,94,"ScramblingRoughRTPScore",2009
86,86,"Kevin Sutherland",96,0.459,170,78,"ScramblingRoughRTPScore",2009
90,90,"Paul Goydos",79,0.46,161,74,"ScramblingRoughRTPScore",2009
90,90,"Kirk Triplett",60,0.46,124,57,"ScramblingRoughRTPScore",2009
90,90,"Marc Turnesa",77,0.46,187,86,"ScramblingRoughRTPScore",2009
93,93,"Brad Adamonis",70,0.461,154,71,"ScramblingRoughRTPScore",2009
94,94,"Steve Lowery",83,0.462,197,91,"ScramblingRoughRTPScore",2009
95,95,"Tom Lehman",55,0.464,84,39,"ScramblingRoughRTPScore",2009
95,95,"Ryan Moore",89,0.464,183,85,"ScramblingRoughRTPScore",2009
97,97,"Geoff Ogilvy",78,0.467,167,78,"ScramblingRoughRTPScore",2009
98,98,"Chad Campbell",90,0.468,154,72,"ScramblingRoughRTPScore",2009
98,98,"Troy Matteson",95,0.468,186,87,"ScramblingRoughRTPScore",2009
100,100,"Lucas Glover",93,0.469,207,97,"ScramblingRoughRTPScore",2009
101,101,"Rory Sabbatini",81,0.47,168,79,"ScramblingRoughRTPScore",2009
102,102,"Joe Ogilvie",85,0.471,206,97,"ScramblingRoughRTPScore",2009
103,103,"Harrison Frazar",93,0.472,233,110,"ScramblingRoughRTPScore",2009
104,104,"Bryce Molder",69,0.473,112,53,"ScramblingRoughRTPScore",2009
104,104,"Vijay Singh",71,0.473,148,70,"ScramblingRoughRTPScore",2009
106,106,"Justin Rose",71,0.474,133,63,"ScramblingRoughRTPScore",2009
107,107,"Parker McLachlin",71,0.477,197,94,"ScramblingRoughRTPScore",2009
108,108,"Brian Vranesh",51,0.478,115,55,"ScramblingRoughRTPScore",2009
108,108,"YE Yang",83,0.478,186,89,"ScramblingRoughRTPScore",2009
110,110,"Corey Pavin",73,0.479,167,80,"ScramblingRoughRTPScore",2009
111,111,"Phil Mickelson",66,0.48,152,73,"ScramblingRoughRTPScore",2009
112,112,"Stuart Appleby",79,0.481,162,78,"ScramblingRoughRTPScore",2009
112,112,"John Senden",100,0.481,181,87,"ScramblingRoughRTPScore",2009
112,112,"Charlie Wi",92,0.481,208,100,"ScramblingRoughRTPScore",2009
115,115,"Kris Blanks",60,0.483,120,58,"ScramblingRoughRTPScore",2009
116,116,"Sergio Garcia",59,0.485,101,49,"ScramblingRoughRTPScore",2009
116,116,"Martin Laird",72,0.485,130,63,"ScramblingRoughRTPScore",2009
118,118,"Leif Olson",51,0.486,142,69,"ScramblingRoughRTPScore",2009
118,118,"Heath Slocum",95,0.486,175,85,"ScramblingRoughRTPScore",2009
120,120,"Angel Cabrera",55,0.487,117,57,"ScramblingRoughRTPScore",2009
120,120,"Stewart Cink",79,0.487,156,76,"ScramblingRoughRTPScore",2009
120,120,"Anthony Kim",76,0.487,158,77,"ScramblingRoughRTPScore",2009
123,123,"Richard Johnson",85,0.488,172,84,"ScramblingRoughRTPScore",2009
124,124,"Bill Haas",91,0.491,214,105,"ScramblingRoughRTPScore",2009
124,124,"Greg Owen",97,0.491,163,80,"ScramblingRoughRTPScore",2009
124,124,"Scott Verplank",88,0.491,165,81,"ScramblingRoughRTPScore",2009
127,127,"Rocco Mediate",79,0.493,134,66,"ScramblingRoughRTPScore",2009
127,127,"Bo Van Pelt",100,0.493,211,104,"ScramblingRoughRTPScore",2009
129,129,"JB Holmes",74,0.495,182,90,"ScramblingRoughRTPScore",2009
130,130,"Jarrod Lyle",65,0.496,125,62,"ScramblingRoughRTPScore",2009
130,130,"Rick Price",54,0.496,123,61,"ScramblingRoughRTPScore",2009
132,132,"George McNeill",82,0.497,193,96,"ScramblingRoughRTPScore",2009
133,133,"Marc Leishman",91,0.498,201,100,"ScramblingRoughRTPScore",2009
133,133,"Nicholas Thompson",96,0.498,239,119,"ScramblingRoughRTPScore",2009
135,135,"Peter Lonard",86,0.5,174,87,"ScramblingRoughRTPScore",2009
135,135,"Davis Love III",89,0.5,194,97,"ScramblingRoughRTPScore",2009
135,135,"Ted Purdy",101,0.5,214,107,"ScramblingRoughRTPScore",2009
135,135,"Tag Ridings",50,0.5,100,50,"ScramblingRoughRTPScore",2009
135,135,"Vaughn Taylor",88,0.5,188,94,"ScramblingRoughRTPScore",2009
135,135,"Peter Tomasulo",61,0.5,136,68,"ScramblingRoughRTPScore",2009
135,135,"Jimmy Walker",74,0.5,192,96,"ScramblingRoughRTPScore",2009
142,142,"Cameron Beckman",87,0.503,191,96,"ScramblingRoughRTPScore",2009
142,142,"Mathew Goggin",76,0.503,157,79,"ScramblingRoughRTPScore",2009
144,144,"Ryan Palmer",78,0.505,192,97,"ScramblingRoughRTPScore",2009
145,145,"Jason Bohn",88,0.506,176,89,"ScramblingRoughRTPScore",2009
145,145,"DJ Trahan",96,0.506,174,88,"ScramblingRoughRTPScore",2009
147,147,"Kevin Streelman",97,0.507,209,106,"ScramblingRoughRTPScore",2009
148,148,"Aaron Baddeley",66,0.508,177,90,"ScramblingRoughRTPScore",2009
148,148,"Adam Scott",53,0.508,120,61,"ScramblingRoughRTPScore",2009
150,150,"Mark Calcavecchia",72,0.509,165,84,"ScramblingRoughRTPScore",2009
150,150,"Jeff Maggert",79,0.509,159,81,"ScramblingRoughRTPScore",2009
152,152,"Cliff Kresge",78,0.512,166,85,"ScramblingRoughRTPScore",2009
153,153,"Jay Williamson",69,0.513,119,61,"ScramblingRoughRTPScore",2009
154,154,"Casey Wittenberg",71,0.515,136,70,"ScramblingRoughRTPScore",2009
155,155,"Billy Mayfair",83,0.516,153,79,"ScramblingRoughRTPScore",2009
156,156,"Carl Pettersson",86,0.519,187,97,"ScramblingRoughRTPScore",2009
157,157,"Colt Knost",71,0.52,127,66,"ScramblingRoughRTPScore",2009
158,158,"Jason Gore",74,0.523,149,78,"ScramblingRoughRTPScore",2009
158,158,"Matt Weibring",65,0.523,128,67,"ScramblingRoughRTPScore",2009
160,160,"Brendon de Jonge",90,0.527,201,106,"ScramblingRoughRTPScore",2009
161,161,"John Merrick",91,0.531,179,95,"ScramblingRoughRTPScore",2009
162,162,"Chris Stroud",88,0.534,176,94,"ScramblingRoughRTPScore",2009
163,163,"Johnson Wagner",81,0.537,201,108,"ScramblingRoughRTPScore",2009
164,164,"Hunter Mahan",94,0.538,160,86,"ScramblingRoughRTPScore",2009
165,165,"John Rollins",92,0.542,212,115,"ScramblingRoughRTPScore",2009
166,166,"Todd Hamilton",83,0.543,151,82,"ScramblingRoughRTPScore",2009
166,166,"Brendon Todd",53,0.543,140,76,"ScramblingRoughRTPScore",2009
166,166,"Charles Warren",63,0.543,127,69,"ScramblingRoughRTPScore",2009
166,166,"Gary Woodland",53,0.543,105,57,"ScramblingRoughRTPScore",2009
170,170,"Brian Bateman",55,0.548,124,68,"ScramblingRoughRTPScore",2009
170,170,"Rich Beem",77,0.548,157,86,"ScramblingRoughRTPScore",2009
172,172,"Michael Allen",73,0.552,134,74,"ScramblingRoughRTPScore",2009
173,173,"Derek Fathauer",63,0.555,164,91,"ScramblingRoughRTPScore",2009
174,174,"Aron Price",89,0.559,177,99,"ScramblingRoughRTPScore",2009
175,175,"Ricky Barnes",67,0.56,116,65,"ScramblingRoughRTPScore",2009
176,176,"Brian Davis",103,0.566,235,133,"ScramblingRoughRTPScore",2009
177,177,"Daniel Chopra",89,0.571,224,128,"ScramblingRoughRTPScore",2009
178,178,"Tommy Armour III",58,0.574,129,74,"ScramblingRoughRTPScore",2009
179,179,"David Duval",56,0.575,146,84,"ScramblingRoughRTPScore",2009
179,179,"Greg Kraft",51,0.575,106,61,"ScramblingRoughRTPScore",2009
179,179,"Rod Pampling",72,0.575,146,84,"ScramblingRoughRTPScore",2009
182,182,"Joe Durant",62,0.58,100,58,"ScramblingRoughRTPScore",2009
183,183,"Jonathan Byrd",89,0.587,143,84,"ScramblingRoughRTPScore",2009
184,184,"Eric Axley",71,0.594,187,111,"ScramblingRoughRTPScore",2009
