"TotalBirdies_RANKTHISWEEK_2013","TotalBirdies_RANKLASTWEEK_2013","TotalBirdies_PLAYERNAME_2013","TotalBirdies_ROUNDS_2013","TotalBirdies_TOTAL_2013","stat_name","year"
50,50,"Stuart Appleby",88,280,"TotalBirdies",2013
50,50,"Kevin Chappell",80,280,"TotalBirdies",2013
50,50,"KJ Choi",85,280,"TotalBirdies",2013
50,50,"Brad Fritsch",81,280,"TotalBirdies",2013
54,54,"Jason Dufner",78,276,"TotalBirdies",2013
54,54,"Charl Schwartzel",69,276,"TotalBirdies",2013
54,54,"Bubba Watson",76,276,"TotalBirdies",2013
57,57,"Scott Stallings",79,275,"TotalBirdies",2013
58,58,"Jim Furyk",80,274,"TotalBirdies",2013
58,58,"Cameron Tringale",80,274,"TotalBirdies",2013
60,60,"Camilo Villegas",79,273,"TotalBirdies",2013
61,61,"Scott Piercy",78,272,"TotalBirdies",2013
62,62,"James Hahn",78,271,"TotalBirdies",2013
63,63,"Carl Pettersson",82,268,"TotalBirdies",2013
64,64,"John Merrick",79,267,"TotalBirdies",2013
65,65,"James Driscoll",76,266,"TotalBirdies",2013
66,66,"Jason Bohn",70,265,"TotalBirdies",2013
66,66,"Rickie Fowler",75,265,"TotalBirdies",2013
68,68,"Dustin Johnson",71,264,"TotalBirdies",2013
69,69,"John Rollins",77,263,"TotalBirdies",2013
69,69,"Charlie Wi",75,263,"TotalBirdies",2013
71,71,"Brian Gay",79,261,"TotalBirdies",2013
72,72,"Justin Hicks",79,260,"TotalBirdies",2013
73,73,"Greg Chalmers",77,259,"TotalBirdies",2013
74,74,"William McGirt",75,258,"TotalBirdies",2013
74,74,"John Senden",79,258,"TotalBirdies",2013
76,76,"Richard Lee",81,256,"TotalBirdies",2013
77,77,"Angel Cabrera",73,254,"TotalBirdies",2013
77,77,"Pat Perez",69,254,"TotalBirdies",2013
79,79,"Marc Leishman",77,252,"TotalBirdies",2013
80,80,"Morgan Hoffmann",64,250,"TotalBirdies",2013
80,80,"Jerry Kelly",75,250,"TotalBirdies",2013
82,82,"Stewart Cink",71,249,"TotalBirdies",2013
82,82,"Erik Compton",74,249,"TotalBirdies",2013
82,82,"David Lingmerth",68,249,"TotalBirdies",2013
85,85,"Chad Campbell",78,245,"TotalBirdies",2013
85,85,"JJ Henry",83,245,"TotalBirdies",2013
85,85,"Ryan Moore",72,245,"TotalBirdies",2013
88,88,"Robert Garrigus",69,244,"TotalBirdies",2013
88,88,"Chez Reavie",72,244,"TotalBirdies",2013
88,88,"Tiger Woods",61,244,"TotalBirdies",2013
91,91,"Steven Bowditch",67,241,"TotalBirdies",2013
91,91,"Henrik Stenson",65,241,"TotalBirdies",2013
93,93,"Jonas Blixt",76,240,"TotalBirdies",2013
94,94,"Doug LaBelle II",72,238,"TotalBirdies",2013
94,94,"Greg Owen",73,238,"TotalBirdies",2013
94,94,"Brian Stuard",78,238,"TotalBirdies",2013
97,97,"Justin Rose",62,237,"TotalBirdies",2013
97,97,"Robert Streb",75,237,"TotalBirdies",2013
97,97,"Bo Van Pelt",72,237,"TotalBirdies",2013
97,97,"Lee Westwood",70,237,"TotalBirdies",2013
101,101,"Henrik Norlander",70,236,"TotalBirdies",2013
102,102,"Scott Langley",79,232,"TotalBirdies",2013
103,103,"Aaron Baddeley",68,231,"TotalBirdies",2013
104,104,"Fabian Gomez",65,230,"TotalBirdies",2013
105,105,"Seung Yul Noh",71,229,"TotalBirdies",2013
106,106,"Sergio Garcia",65,227,"TotalBirdies",2013
106,106,"Kyle Stanley",71,227,"TotalBirdies",2013
108,108,"Ben Kohles",75,225,"TotalBirdies",2013
108,108,"George McNeill",68,225,"TotalBirdies",2013
108,108,"Adam Scott",61,225,"TotalBirdies",2013
111,111,"Ryo Ishikawa",72,224,"TotalBirdies",2013
111,111,"DH Lee",65,224,"TotalBirdies",2013
113,113,"Ricky Barnes",74,223,"TotalBirdies",2013
113,113,"David Lynn",70,223,"TotalBirdies",2013
115,115,"Bob Estes",66,221,"TotalBirdies",2013
116,116,"Lucas Glover",65,220,"TotalBirdies",2013
116,116,"Dicky Pride",71,220,"TotalBirdies",2013
118,118,"Cameron Percy",68,219,"TotalBirdies",2013
118,118,"Andres Romero",63,219,"TotalBirdies",2013
120,120,"Martin Laird",68,217,"TotalBirdies",2013
120,120,"David Mathis",71,217,"TotalBirdies",2013
122,122,"Luke Donald",60,216,"TotalBirdies",2013
122,122,"Rory McIlroy",56,216,"TotalBirdies",2013
122,122,"Tag Ridings",69,216,"TotalBirdies",2013
125,125,"Bud Cauley",67,215,"TotalBirdies",2013
126,126,"Scott Brown",65,211,"TotalBirdies",2013
126,126,"Jeff Maggert",63,211,"TotalBirdies",2013
128,128,"Steve LeBrun",66,210,"TotalBirdies",2013
129,129,"Shawn Stefani",63,209,"TotalBirdies",2013
130,130,"Charlie Beljan",62,207,"TotalBirdies",2013
130,130,"Ted Potter Jr",65,207,"TotalBirdies",2013
132,132,"Luke List",65,205,"TotalBirdies",2013
133,133,"Ernie Els",63,202,"TotalBirdies",2013
134,134,"Troy Matteson",68,201,"TotalBirdies",2013
135,135,"Freddie Jacobson",63,200,"TotalBirdies",2013
136,136,"Casey Wittenberg",72,199,"TotalBirdies",2013
137,137,"Colt Knost",69,196,"TotalBirdies",2013
138,138,"Will Claxton",67,195,"TotalBirdies",2013
139,139,"Trevor Immelman",73,194,"TotalBirdies",2013
139,139,"Steve Stricker",51,194,"TotalBirdies",2013
141,141,"Tim Clark",64,193,"TotalBirdies",2013
141,141,"Tom Gillis",69,193,"TotalBirdies",2013
141,141,"Mike Weir",60,193,"TotalBirdies",2013
144,144,"Scott Gardiner",61,191,"TotalBirdies",2013
144,144,"Jim Herman",59,191,"TotalBirdies",2013
144,144,"Michael Thompson",66,191,"TotalBirdies",2013
147,147,"Martin Kaymer",61,187,"TotalBirdies",2013
148,148,"Brandt Jobe",62,186,"TotalBirdies",2013
149,149,"Ben Crane",62,183,"TotalBirdies",2013
150,150,"Vijay Singh",61,181,"TotalBirdies",2013
151,151,"Justin Bolli",59,179,"TotalBirdies",2013
151,151,"Derek Ernst",58,179,"TotalBirdies",2013
151,151,"Alistair Presnell",59,179,"TotalBirdies",2013
151,151,"Lee Williams",62,179,"TotalBirdies",2013
151,151,"YE Yang",56,179,"TotalBirdies",2013
156,156,"Geoff Ogilvy",57,178,"TotalBirdies",2013
157,157,"Vaughn Taylor",50,174,"TotalBirdies",2013
158,158,"Ben Curtis",59,171,"TotalBirdies",2013
158,158,"Ian Poulter",59,171,"TotalBirdies",2013
160,160,"Johnson Wagner",64,170,"TotalBirdies",2013
161,161,"Robert Allenby",58,168,"TotalBirdies",2013
162,162,"Sean OHair",56,167,"TotalBirdies",2013
163,163,"Robert Karlsson",56,162,"TotalBirdies",2013
164,164,"Stephen Ames",49,160,"TotalBirdies",2013
164,164,"DJ Trahan",48,160,"TotalBirdies",2013
166,166,"Michael Bradley",56,158,"TotalBirdies",2013
167,167,"Jin Park",52,156,"TotalBirdies",2013
168,168,"Mark Wilson",56,155,"TotalBirdies",2013
169,169,"Aaron Watkins",46,152,"TotalBirdies",2013
170,170,"Graeme McDowell",53,150,"TotalBirdies",2013
171,171,"David Toms",49,149,"TotalBirdies",2013
172,172,"Darron Stiles",51,148,"TotalBirdies",2013
173,173,"Padraig Harrington",52,145,"TotalBirdies",2013
174,174,"Peter Hanson",45,144,"TotalBirdies",2013
174,174,"Eric Meierdierks",48,144,"TotalBirdies",2013
176,176,"Rod Pampling",46,141,"TotalBirdies",2013
177,177,"Tim Herron",45,139,"TotalBirdies",2013
178,178,"Andrew Svoboda",46,138,"TotalBirdies",2013
179,179,"Nicolas Colsaerts",50,136,"TotalBirdies",2013
180,180,"Bobby Gates",49,126,"TotalBirdies",2013
