"OnePuttPercentage_RANKTHISWEEK_2013","OnePuttPercentage_RANKLASTWEEK_2013","OnePuttPercentage_PLAYERNAME_2013","OnePuttPercentage_ROUNDS_2013","OnePuttPercentage_Pct_2013","OnePuttPercentage_OF1PUTTS_2013","OnePuttPercentage_OFHOLES_2013","stat_name","year"
59,59,"Justin Bolli",59,39.8,394,990,"OnePuttPercentage",2013
59,59,"Tim Clark",64,39.8,437,1098,"OnePuttPercentage",2013
61,61,"Colt Knost",69,39.74,465,1170,"OnePuttPercentage",2013
62,62,"Ted Potter Jr",65,39.71,436,1098,"OnePuttPercentage",2013
63,63,"Darron Stiles",51,39.68,350,882,"OnePuttPercentage",2013
63,63,"Casey Wittenberg",72,39.68,500,1260,"OnePuttPercentage",2013
65,65,"Ken Duke",87,39.66,621,1566,"OnePuttPercentage",2013
66,66,"Daniel Summerhays",83,39.63,592,1494,"OnePuttPercentage",2013
67,67,"Charley Hoffman",84,39.62,599,1512,"OnePuttPercentage",2013
68,68,"Fabian Gomez",65,39.57,463,1170,"OnePuttPercentage",2013
69,69,"Camilo Villegas",79,39.56,534,1350,"OnePuttPercentage",2013
70,70,"Richard Lee",81,39.54,548,1386,"OnePuttPercentage",2013
71,71,"Jeff Maggert",63,39.51,448,1134,"OnePuttPercentage",2013
71,71,"Ryan Moore",72,39.51,505,1278,"OnePuttPercentage",2013
71,71,"Shawn Stefani",63,39.51,448,1134,"OnePuttPercentage",2013
74,74,"Jerry Kelly",75,39.48,533,1350,"OnePuttPercentage",2013
75,75,"William McGirt",75,39.41,532,1350,"OnePuttPercentage",2013
76,76,"Billy Horschel",96,39.35,680,1728,"OnePuttPercentage",2013
77,77,"Graeme McDowell",53,39.34,347,882,"OnePuttPercentage",2013
78,78,"Ian Poulter",59,39.31,375,954,"OnePuttPercentage",2013
79,79,"Alistair Presnell",59,39.28,403,1026,"OnePuttPercentage",2013
80,80,"Scott Langley",79,39.26,530,1350,"OnePuttPercentage",2013
81,81,"Cameron Percy",68,39.23,466,1188,"OnePuttPercentage",2013
82,82,"Tommy Gainey",84,39.22,593,1512,"OnePuttPercentage",2013
83,83,"DA Points",87,39.21,614,1566,"OnePuttPercentage",2013
84,84,"Rory Sabbatini",86,39.16,578,1476,"OnePuttPercentage",2013
85,85,"Sergio Garcia",65,39.15,444,1134,"OnePuttPercentage",2013
86,86,"Webb Simpson",92,39.08,619,1584,"OnePuttPercentage",2013
87,87,"Charl Schwartzel",69,39.05,478,1224,"OnePuttPercentage",2013
88,88,"Marc Leishman",77,39.03,541,1386,"OnePuttPercentage",2013
89,89,"David Toms",49,39.02,309,792,"OnePuttPercentage",2013
90,90,"Roberto Castro",97,39,681,1746,"OnePuttPercentage",2013
91,91,"DH Lee",65,38.97,456,1170,"OnePuttPercentage",2013
92,92,"KJ Choi",85,38.96,589,1512,"OnePuttPercentage",2013
93,93,"Luke List",65,38.89,427,1098,"OnePuttPercentage",2013
93,93,"Cameron Tringale",80,38.89,560,1440,"OnePuttPercentage",2013
95,95,"Keegan Bradley",88,38.83,608,1566,"OnePuttPercentage",2013
96,96,"James Hahn",78,38.81,517,1332,"OnePuttPercentage",2013
97,97,"Robert Karlsson",56,38.78,363,936,"OnePuttPercentage",2013
98,98,"Carl Pettersson",82,38.61,556,1440,"OnePuttPercentage",2013
99,99,"Jason Dufner",78,38.6,535,1386,"OnePuttPercentage",2013
100,100,"YE Yang",56,38.59,389,1008,"OnePuttPercentage",2013
101,101,"Padraig Harrington",52,38.55,340,882,"OnePuttPercentage",2013
102,102,"Geoff Ogilvy",57,38.4,394,1026,"OnePuttPercentage",2013
103,103,"Ernie Els",63,38.35,428,1116,"OnePuttPercentage",2013
104,104,"Brad Fritsch",81,38.31,531,1386,"OnePuttPercentage",2013
104,104,"Dicky Pride",71,38.31,462,1206,"OnePuttPercentage",2013
104,104,"Kevin Streelman",86,38.31,593,1548,"OnePuttPercentage",2013
107,107,"Scott Piercy",78,38.3,517,1350,"OnePuttPercentage",2013
108,108,"Kevin Chappell",80,38.26,551,1440,"OnePuttPercentage",2013
109,109,"Scott Brown",65,38.21,447,1170,"OnePuttPercentage",2013
110,110,"Lee Westwood",70,38.16,474,1242,"OnePuttPercentage",2013
111,111,"Brendon de Jonge",110,38.13,755,1980,"OnePuttPercentage",2013
112,112,"Chez Reavie",72,38.12,494,1296,"OnePuttPercentage",2013
113,113,"Tag Ridings",69,38.03,445,1170,"OnePuttPercentage",2013
114,114,"Brian Stuard",78,37.99,506,1332,"OnePuttPercentage",2013
114,114,"Nicholas Thompson",99,37.99,677,1782,"OnePuttPercentage",2013
116,116,"Robert Streb",75,37.95,485,1278,"OnePuttPercentage",2013
117,117,"Michael Thompson",66,37.88,450,1188,"OnePuttPercentage",2013
118,118,"Dustin Johnson",71,37.78,476,1260,"OnePuttPercentage",2013
119,119,"Pat Perez",69,37.76,469,1242,"OnePuttPercentage",2013
120,120,"Seung Yul Noh",71,37.73,455,1206,"OnePuttPercentage",2013
121,121,"Jim Furyk",80,37.68,529,1404,"OnePuttPercentage",2013
122,122,"Brendan Steele",86,37.67,556,1476,"OnePuttPercentage",2013
123,123,"Gary Woodland",94,37.65,610,1620,"OnePuttPercentage",2013
124,124,"George McNeill",68,37.58,460,1224,"OnePuttPercentage",2013
125,125,"Bill Haas",85,37.57,568,1512,"OnePuttPercentage",2013
126,126,"Martin Laird",68,37.5,459,1224,"OnePuttPercentage",2013
127,127,"Justin Rose",62,37.41,404,1080,"OnePuttPercentage",2013
128,128,"Josh Teater",86,37.4,552,1476,"OnePuttPercentage",2013
129,129,"John Merrick",79,37.27,530,1422,"OnePuttPercentage",2013
130,130,"Zach Johnson",84,37.15,555,1494,"OnePuttPercentage",2013
131,131,"John Rollins",77,37.14,488,1314,"OnePuttPercentage",2013
132,132,"Hunter Mahan",91,37.12,568,1530,"OnePuttPercentage",2013
133,133,"Troy Matteson",68,37.04,440,1188,"OnePuttPercentage",2013
134,134,"Steve LeBrun",66,37.01,413,1116,"OnePuttPercentage",2013
135,135,"Graham DeLaet",94,37,626,1692,"OnePuttPercentage",2013
136,136,"Ben Curtis",59,36.94,379,1026,"OnePuttPercentage",2013
137,137,"DJ Trahan",48,36.84,305,828,"OnePuttPercentage",2013
138,138,"Robert Allenby",58,36.81,371,1008,"OnePuttPercentage",2013
139,139,"Ben Kohles",75,36.78,470,1278,"OnePuttPercentage",2013
140,140,"Kevin Stadler",83,36.71,522,1422,"OnePuttPercentage",2013
141,141,"Bo Van Pelt",72,36.67,462,1260,"OnePuttPercentage",2013
142,142,"Rod Pampling",46,36.64,277,756,"OnePuttPercentage",2013
143,143,"Johnson Wagner",64,36.57,395,1080,"OnePuttPercentage",2013
144,144,"Scott Gardiner",61,36.53,388,1062,"OnePuttPercentage",2013
145,145,"John Huh",88,36.49,578,1584,"OnePuttPercentage",2013
146,146,"Chad Campbell",78,36.48,499,1368,"OnePuttPercentage",2013
147,147,"Bubba Watson",76,36.45,479,1314,"OnePuttPercentage",2013
148,148,"Henrik Stenson",65,36.37,419,1152,"OnePuttPercentage",2013
149,149,"Bud Cauley",67,36.33,412,1134,"OnePuttPercentage",2013
150,150,"Andrew Svoboda",46,36.24,287,792,"OnePuttPercentage",2013
151,151,"Justin Hicks",79,36.22,489,1350,"OnePuttPercentage",2013
152,152,"Brandt Jobe",62,36.11,377,1044,"OnePuttPercentage",2013
153,153,"David Mathis",71,36.07,435,1206,"OnePuttPercentage",2013
154,154,"Henrik Norlander",70,36.03,441,1224,"OnePuttPercentage",2013
155,155,"Bobby Gates",49,35.93,291,810,"OnePuttPercentage",2013
156,156,"Angel Cabrera",73,35.92,472,1314,"OnePuttPercentage",2013
156,156,"Greg Owen",73,35.92,459,1278,"OnePuttPercentage",2013
158,158,"Adam Scott",61,35.83,387,1080,"OnePuttPercentage",2013
159,159,"Nick Watney",88,35.79,554,1548,"OnePuttPercentage",2013
159,159,"Mark Wilson",56,35.79,335,936,"OnePuttPercentage",2013
161,161,"Sean OHair",56,35.71,360,1008,"OnePuttPercentage",2013
162,162,"Charlie Beljan",62,35.66,398,1116,"OnePuttPercentage",2013
163,163,"Martin Kaymer",61,35.63,372,1044,"OnePuttPercentage",2013
164,164,"Trevor Immelman",73,35.59,442,1242,"OnePuttPercentage",2013
165,165,"Robert Garrigus",69,35.47,415,1170,"OnePuttPercentage",2013
166,166,"Derek Ernst",58,35.34,369,1044,"OnePuttPercentage",2013
167,167,"Stewart Cink",71,35.29,451,1278,"OnePuttPercentage",2013
168,168,"Michael Bradley",56,35.26,330,936,"OnePuttPercentage",2013
168,168,"John Senden",79,35.26,495,1404,"OnePuttPercentage",2013
170,170,"Ryo Ishikawa",72,35.24,444,1260,"OnePuttPercentage",2013
171,171,"Boo Weekley",100,35.17,633,1800,"OnePuttPercentage",2013
172,172,"Kyle Stanley",71,35.05,448,1278,"OnePuttPercentage",2013
173,173,"Will Claxton",67,34.83,395,1134,"OnePuttPercentage",2013
174,174,"Ricky Barnes",74,34.76,438,1260,"OnePuttPercentage",2013
175,175,"Jim Herman",59,34.65,343,990,"OnePuttPercentage",2013
176,176,"JJ Henry",83,34.16,498,1458,"OnePuttPercentage",2013
177,177,"Lucas Glover",65,33.59,393,1170,"OnePuttPercentage",2013
178,178,"Eric Meierdierks",48,32.85,272,828,"OnePuttPercentage",2013
179,179,"Nicolas Colsaerts",50,32.15,272,846,"OnePuttPercentage",2013
180,180,"Vijay Singh",61,31.33,344,1098,"OnePuttPercentage",2013
