"GoodDrivePercentage_RANKTHISWEEK_2009","GoodDrivePercentage_RANKLASTWEEK_2009","GoodDrivePercentage_PLAYERNAME_2009","GoodDrivePercentage_ROUNDS_2009","GoodDrivePercentage_Pct_2009","GoodDrivePercentage_HIT_2009","GoodDrivePercentage_TOTALATTEMPTS_2009","stat_name","year"
165,165,"Lee Janzen",74,74.32,764,1028,"GoodDrivePercentage",2009
166,166,"Peter Tomasulo",61,74.17,629,848,"GoodDrivePercentage",2009
167,167,"Brett Quigley",92,73.94,945,1278,"GoodDrivePercentage",2009
168,168,"Mark Brooks",55,73.43,561,764,"GoodDrivePercentage",2009
169,169,"John Merrick",91,73.03,929,1272,"GoodDrivePercentage",2009
169,169,"Jeff Overton",92,73.03,937,1283,"GoodDrivePercentage",2009
171,171,"Jarrod Lyle",65,72.52,657,906,"GoodDrivePercentage",2009
172,172,"Matt Jones",56,72.4,564,779,"GoodDrivePercentage",2009
173,173,"Patrick Sheehan",51,72.15,513,711,"GoodDrivePercentage",2009
174,174,"Bryce Molder",69,72.02,695,965,"GoodDrivePercentage",2009
175,175,"Leif Olson",51,71.97,511,710,"GoodDrivePercentage",2009
176,176,"Jimmy Walker",74,71.55,737,1030,"GoodDrivePercentage",2009
177,177,"Tag Ridings",50,71.37,496,695,"GoodDrivePercentage",2009
178,178,"Jason Day",61,71.21,606,851,"GoodDrivePercentage",2009
179,179,"Kevin Stadler",65,71.05,643,905,"GoodDrivePercentage",2009
180,180,"Ricky Barnes",67,70.97,665,937,"GoodDrivePercentage",2009
181,181,"Scott Sterling",51,70.44,498,707,"GoodDrivePercentage",2009
182,182,"Derek Fathauer",63,69.44,609,877,"GoodDrivePercentage",2009
183,183,"Gary Woodland",53,68.16,503,738,"GoodDrivePercentage",2009
184,184,"Eric Axley",71,67.65,667,986,"GoodDrivePercentage",2009
