"ofPotentialPtswonFedExCupRegularSeason_RANKTHISWEEK_2007","ofPotentialPtswonFedExCupRegularSeason_RANKLASTWEEK_2007","ofPotentialPtswonFedExCupRegularSeason_PLAYERNAME_2007","ofPotentialPtswonFedExCupRegularSeason_EVENTS_2007","ofPotentialPtswonFedExCupRegularSeason_Pct_2007","ofPotentialPtswonFedExCupRegularSeason_POINTSWON_2007","ofPotentialPtswonFedExCupRegularSeason_POTENTIALPTS_2007","ofPotentialPtswonFedExCupRegularSeason_OFWINS_2007","ofPotentialPtswonFedExCupRegularSeason_OFTOP10S_2007","stat_name","year"
39,39,"Stuart Appleby",24,7.32,6799,92925,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2007
40,40,"Bubba Watson",26,7.21,6589,91350,NA,5,"ofPotentialPtswonFedExCupRegularSeason",2007
41,41,"Mark Wilson",25,7.17,6225,86850,1,2,"ofPotentialPtswonFedExCupRegularSeason",2007
42,42,"Jerry Kelly",28,7.05,6679,94725,NA,6,"ofPotentialPtswonFedExCupRegularSeason",2007
43,43,"Rocco Mediate",22,6.97,4767,68400,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2007
44,44,"Jeff Overton",19,6.96,2977,42750,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
45,45,"Paul Goydos",19,6.86,5267,76725,1,1,"ofPotentialPtswonFedExCupRegularSeason",2007
46,46,"Kevin Sutherland",25,6.61,5888,89100,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2007
47,47,"Jeff Quinney",29,6.5,6053,93150,NA,5,"ofPotentialPtswonFedExCupRegularSeason",2007
48,48,"Retief Goosen",14,6.48,3688,56925,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
49,49,"Pat Perez",27,6.3,6212,98550,NA,5,"ofPotentialPtswonFedExCupRegularSeason",2007
50,50,"Ken Duke",31,6.27,6436,102600,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2007
50,50,"Anthony Kim",26,6.27,6013,95850,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2007
52,52,"Ian Poulter",18,6.15,4334,70425,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2007
53,53,"Billy Mayfair",30,5.95,6109,102600,NA,5,"ofPotentialPtswonFedExCupRegularSeason",2007
53,53,"Camilo Villegas",24,5.95,5329,89550,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2007
55,55,"Nick OHern",22,5.93,4980,83925,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2007
56,56,"Charley Hoffman",30,5.89,5941,100800,1,1,"ofPotentialPtswonFedExCupRegularSeason",2007
57,57,"Arron Oberholser",21,5.71,4538,79425,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2007
58,58,"Stephen Ames",23,5.7,4787,83925,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2007
58,58,"John Senden",27,5.7,5729,100575,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2007
60,60,"Carl Pettersson",31,5.67,6012,105975,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2007
61,61,"Ryan Moore",28,5.59,5383,96300,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
62,62,"Fred Funk",22,5.57,4501,80775,1,2,"ofPotentialPtswonFedExCupRegularSeason",2007
63,63,"Lucas Glover",29,5.49,5954,108450,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2007
64,64,"Rod Pampling",25,5.45,5559,101925,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
65,65,"Freddie Jacobson",20,5.39,3176,58950,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2007
66,66,"Brett Wetterich",28,5.33,5430,101925,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2007
67,67,"Kenny Perry",24,5.28,4926,93375,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2007
68,68,"Bart Bryant",25,5.16,4271,82800,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
69,69,"Vaughn Taylor",28,5.14,4868,94725,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2007
70,70,"John Mallinger",29,5.09,4600,90450,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2007
71,71,"Troy Matteson",26,5.07,4986,98325,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
72,72,"Tom Lehman",19,5.05,3702,73350,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2007
73,73,"Brian Davis",28,5.01,4442,88650,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
74,74,"Stephen Leaney",26,4.93,4596,93150,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
75,75,"Nathan Green",29,4.87,5115,105075,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
76,76,"Steve Marino",31,4.79,4790,99900,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2007
77,77,"Ryuji Imada",32,4.77,5005,104850,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
78,78,"Sean OHair",28,4.76,4580,96300,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
79,79,"Davis Love III",21,4.68,4142,88425,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2007
80,80,"Bo Van Pelt",30,4.62,4723,102150,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
81,81,"Peter Lonard",27,4.48,4764,106425,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2007
82,82,"Brian Gay",32,4.47,4345,97200,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
83,83,"Neal Lancaster",13,4.36,1080,24750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
84,84,"Jose Maria Olazabal",16,4.3,3202,74475,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
85,85,"Dean Wilson",28,4.27,4408,103275,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2007
86,86,"Kevin Na",27,4.26,3261,76500,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2007
87,87,"Will Ma Kenzie",30,4.19,4558,108900,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2007
88,88,"Matt Kuchar",26,4.17,3493,83700,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
89,89,"Jason Gore",27,4.08,3963,97200,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
90,90,"Joe Ogilvie",31,4.02,4193,104400,1,1,"ofPotentialPtswonFedExCupRegularSeason",2007
90,90,"Mike Weir",23,4.02,3556,88425,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
92,92,"Justin Leonard",29,3.85,3885,101025,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
92,92,"Charles Warren",29,3.85,3915,101700,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
94,94,"Jeff Maggert",26,3.81,3104,81450,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
95,95,"Steve Allan",18,3.8,2479,65250,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
96,96,"Steve Elkington",25,3.79,3543,93600,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
97,97,"Steve Flesch",31,3.78,4119,108900,1,2,"ofPotentialPtswonFedExCupRegularSeason",2007
97,97,"Tim Petrovic",32,3.78,4102,108450,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
99,99,"Charlie Wi",27,3.77,3138,83250,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
100,100,"Tommy Armour III",24,3.75,2865,76500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
101,101,"JB Holmes",24,3.61,2860,79200,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
102,102,"JJ Henry",26,3.56,3624,101925,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
103,103,"Shaun Micheel",29,3.44,3263,94725,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
104,104,"Bob Estes",28,3.4,3016,88650,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2007
105,105,"Chris DiMarco",24,3.32,3385,101925,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
106,106,"Tom Pernice Jr",31,3.29,3561,108225,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
107,107,"Robert Garrigus",28,3.22,2987,92700,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
108,108,"Ben Curtis",25,3.19,2955,92700,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
108,108,"Anders Hansen",17,3.19,1989,62325,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
108,108,"Tim Herron",27,3.19,3055,95850,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
111,111,"Cliff Kresge",30,3.14,3125,99450,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
112,112,"Tom Watson",2,3.1,293,9450,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
113,113,"Briny Baird",31,3.09,3069,99450,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
113,113,"JP Hayes",28,3.09,2653,85950,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
115,115,"Kevin Stadler",31,3.06,3055,99675,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
116,116,"Alex Cejka",25,3.05,2400,78750,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
117,117,"Jason Bohn",17,3.03,2334,76950,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
118,118,"Ted Purdy",33,2.99,3056,102150,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
119,119,"Chad Campbell",28,2.98,3036,101925,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
120,120,"George McNeill",30,2.93,2848,97200,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
121,121,"Craig Kanada",34,2.9,3076,106200,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
122,122,"Bob Heintz",27,2.75,2163,78750,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
123,123,"Harrison Frazar",32,2.71,2710,99900,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
124,124,"John Merrick",29,2.69,2358,87750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
125,125,"Dudley Hart",12,2.68,1388,51750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
126,126,"Olin Browne",15,2.67,1284,48150,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
127,127,"DJ Trahan",30,2.65,2766,104400,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
128,128,"Gavin Coles",28,2.61,2174,83250,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
129,129,"Omar Uresti",4,2.6,293,11250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
130,130,"Lee Westwood",8,2.59,991,38250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
131,131,"Marco Dawson",23,2.56,1669,65250,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
132,132,"Michael Sim",17,2.54,1144,45000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
133,133,"Ben Crane",9,2.5,691,27675,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
134,134,"Daniel Chopra",34,2.49,2819,113400,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
135,135,"BJ Staten",7,2.48,727,29250,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
136,136,"Brett Quigley",25,2.46,2613,106200,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
137,137,"Skip Kendall",5,2.45,440,18000,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
138,138,"Mathew Goggin",30,2.42,2468,102150,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
139,139,"Doug LaBelle II",33,2.39,2427,101700,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
140,140,"Andrew Buckle",26,2.37,1771,74700,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
141,141,"Joe Durant",28,2.35,2392,101925,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
142,142,"Steve Lowery",22,2.34,1536,65700,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
143,143,"Vance Veazey",9,2.32,783,33750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
144,144,"Bill Haas",30,2.3,2336,101700,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
144,144,"Jesper Parnevik",27,2.3,1976,85950,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
146,146,"Frank Lickliter II",30,2.23,2175,97650,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
147,147,"Rich Beem",29,2.22,2101,94500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
148,148,"Billy Andrade",27,2.18,2019,92700,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
149,149,"Ryan Armour",32,2.14,2165,101250,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
149,149,"Ryan Palmer",30,2.14,2142,99900,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
151,151,"Lee Janzen",24,2.08,1694,81450,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
152,152,"Tripp Isenhour",32,2.06,2099,101700,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
152,152,"Corey Pavin",25,2.06,1967,95400,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
154,154,"Johnson Wagner",33,2.05,2317,112950,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
155,155,"Glen Day",27,2.01,1672,83250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
155,155,"Jason Dufner",32,2.01,2180,108450,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
157,157,"Michael Putnam",29,1.97,1791,90900,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
158,158,"Chris Riley",17,1.95,919,47250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
159,159,"Shigeki Maruyama",31,1.91,1942,101700,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
160,160,"Jeff Gove",30,1.86,1763,94950,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
161,161,"Michael Allen",22,1.83,1279,69750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
162,162,"Bob Tway",32,1.76,1790,101700,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
162,162,"Duffy Waldorf",23,1.76,1313,74700,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
164,164,"Cameron Beckman",29,1.74,1610,92250,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
165,165,"Paul Stankowski",18,1.73,1288,74250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
166,166,"Mark Hensby",25,1.72,1561,90675,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
166,166,"Chris Tidland",21,1.72,1044,60750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
168,168,"Chris Stroud",24,1.67,1174,70200,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
169,169,"Danny Ellis",2,1.65,111,6750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
170,170,"Craig Bowden",25,1.61,1193,74250,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
170,170,"Sandy Lyle",2,1.61,159,9900,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
172,172,"Parker McLachlin",28,1.49,1307,87750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
173,173,"Rich Barcelo",26,1.46,1217,83250,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
173,173,"Mathias Gronberg",31,1.46,1515,103950,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
175,175,"Chris Couch",30,1.44,1494,103950,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
176,176,"Scott Gutschewski",22,1.43,870,60750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
177,177,"Craig Stadler",1,1.42,70,4950,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
178,178,"Greg Owen",29,1.39,1321,94950,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
179,179,"Eric Axley",36,1.37,1740,127350,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
180,180,"Paul Azinger",13,1.33,782,58950,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
181,181,"John Daly",24,1.32,1081,81900,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
182,182,"Joey Sindelar",25,1.31,1160,88650,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
182,182,"Darron Stiles",24,1.31,922,70200,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
184,184,"Brendon de Jonge",26,1.28,1010,78750,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2007
185,185,"Ben Crenshaw",1,1.27,63,4950,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
185,185,"Jay Delsing",12,1.27,371,29250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
185,185,"David Duval",7,1.27,287,22500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
185,185,"Paul Gow",26,1.27,1001,78750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
185,185,"Larry Mize",12,1.27,378,29700,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
190,190,"Robert Gamez",30,1.26,1217,96750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
191,191,"Jeff Brehaut",21,1.25,711,56700,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
191,191,"Tom Byrum",20,1.25,792,63450,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
191,191,"Jarrod Lyle",24,1.25,869,69750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
194,194,"John Huston",16,1.23,525,42750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
194,194,"Kirk Triplett",25,1.23,1033,84150,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
196,196,"David Howell",10,1.22,577,47475,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
196,196,"Richard Johnson",32,1.22,1294,106200,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
196,196,"Dicky Pride",25,1.22,907,74250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
196,196,"Fuzzy Zoeller",1,1.22,61,4950,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
200,200,"Kent Jones",30,1.2,1196,99450,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
201,201,"Fred Couples",3,1.17,163,13950,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
202,202,"Garrett Willis",13,1.14,333,29250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
203,203,"Jeff Sluman",21,1.12,1030,91800,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2007
204,204,"Kyle Reifers",27,1.08,897,83250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
205,205,"Shane Bertsch",4,1.03,190,18450,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
206,206,"John Cook",13,1,516,51750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
207,207,"DJ Brigman",22,0.99,653,65700,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
207,207,"Tom Johnson",27,0.99,826,83250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
209,209,"Craig Barlow",16,0.95,451,47250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
210,210,"Bob May",16,0.88,355,40500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
211,211,"Arjun Atwal",12,0.87,331,38250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
212,212,"Mark Brooks",18,0.86,489,56700,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
212,212,"Craig Lile",24,0.86,599,69750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
214,214,"Carlos Franco",12,0.85,285,33750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
214,214,"Mark OMeara",4,0.85,160,18900,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
216,216,"Jason Schultz",22,0.83,504,60750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
217,217,"Chris Smith",8,0.82,204,24750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
218,218,"Brent Geiberger",17,0.81,382,47250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
219,219,"Tag Ridings",18,0.8,416,51750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
220,220,"Daisuke Maruyama",28,0.78,685,88200,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
221,221,"Michael Bradley",8,0.76,137,18000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
222,222,"Spike McRoy",6,0.74,50,6750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
223,223,"Grant Waite",12,0.71,223,31500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
224,224,"Darren Clarke",10,0.62,291,47250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
224,224,"Jerry Smith",19,0.62,292,47250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
226,226,"Steve Wheatcroft",25,0.58,429,74250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
227,227,"Michael Boyd",21,0.52,294,56250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
227,227,"Jim McGovern",5,0.52,83,15750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
229,229,"Dan Forsman",12,0.5,156,31500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
230,230,"Bubba Dickerson",19,0.49,252,51750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
231,231,"Brad Faxon",18,0.48,375,78750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
232,232,"Steve Jones",9,0.45,161,36000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
233,233,"Notah Begay III",7,0.44,80,18000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
233,233,"Jim Gallagher Jr",9,0.44,98,22500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
235,235,"Kris Cox",8,0.43,146,33750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
236,236,"Jaco Van Zyl",21,0.4,224,56250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
237,237,"Loren Roberts",3,0.38,53,13950,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
238,238,"Bob Burns",5,0.37,51,13500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
