"Approach_RANKTHISWEEK_2016","Approach_RANKLASTWEEK_2016","Approach_PLAYERNAME_2016","Approach_ROUNDS_2016","Approach_AVGRTP_2016","stat_name","year"
76,76,"Kelly Kraft",35,-0.156,"Approach",2016
77,79,"Brooks Koepka",39,-0.155,"Approach",2016
78,81,"Andrew Landry",24,-0.152,"Approach",2016
79,105,"Emiliano Grillo",47,-0.151,"Approach",2016
79,95,"Ben Martin",48,-0.151,"Approach",2016
81,69,"Martin Piller",37,-0.149,"Approach",2016
82,82,"Brendon de Jonge",55,-0.147,"Approach",2016
83,87,"Danny Lee",53,-0.146,"Approach",2016
83,91,"Bubba Watson",30,-0.146,"Approach",2016
85,92,"Padraig Harrington",38,-0.143,"Approach",2016
86,89,"Francesco Molinari",36,-0.141,"Approach",2016
87,82,"Ricky Barnes",57,-0.139,"Approach",2016
87,96,"Henrik Norlander",41,-0.139,"Approach",2016
87,89,"Kevin Streelman",46,-0.139,"Approach",2016
90,93,"Camilo Villegas",50,-0.138,"Approach",2016
91,73,"Will Wilcox",47,-0.137,"Approach",2016
92,99,"Russell Henley",42,-0.136,"Approach",2016
92,99,"Freddie Jacobson",54,-0.136,"Approach",2016
92,99,"Chez Reavie",56,-0.136,"Approach",2016
92,85,"Nick Taylor",57,-0.136,"Approach",2016
96,102,"Brandt Snedeker",47,-0.135,"Approach",2016
97,75,"Luke List",51,-0.134,"Approach",2016
98,111,"Patton Kizzire",57,-0.132,"Approach",2016
98,54,"Brian Stuard",24,-0.132,"Approach",2016
100,104,"Luke Guthrie",31,-0.131,"Approach",2016
101,98,"Boo Weekley",53,-0.13,"Approach",2016
102,82,"Kevin Chappell",49,-0.128,"Approach",2016
102,118,"Vijay Singh",42,-0.128,"Approach",2016
104,96,"Mark Hubbard",73,-0.127,"Approach",2016
105,103,"Graham DeLaet",50,-0.126,"Approach",2016
106,149,"Retief Goosen",37,-0.125,"Approach",2016
106,116,"Jeff Overton",51,-0.125,"Approach",2016
108,119,"Bronson Burgoon",53,-0.122,"Approach",2016
108,107,"Miguel Angel Carballo",24,-0.122,"Approach",2016
108,106,"Matt Every",34,-0.122,"Approach",2016
108,124,"Jhonattan Vegas",49,-0.122,"Approach",2016
112,108,"Pat Perez",28,-0.121,"Approach",2016
113,122,"Alex Cejka",47,-0.12,"Approach",2016
113,124,"Sean OHair",45,-0.12,"Approach",2016
113,110,"Dicky Pride",33,-0.12,"Approach",2016
116,122,"Greg Owen",56,-0.119,"Approach",2016
117,112,"Kyle Reifers",63,-0.117,"Approach",2016
118,93,"Cameron Smith",45,-0.116,"Approach",2016
119,113,"Michael Kim",62,-0.115,"Approach",2016
120,113,"Derek Fathauer",58,-0.113,"Approach",2016
120,137,"Anirban Lahiri",44,-0.113,"Approach",2016
122,153,"David Lingmerth",54,-0.111,"Approach",2016
123,138,"Andrew Loupe",50,-0.11,"Approach",2016
124,119,"Darron Stiles",28,-0.109,"Approach",2016
125,121,"Brian Gay",22,-0.108,"Approach",2016
125,117,"Sung Kang",51,-0.108,"Approach",2016
125,143,"Sam Saunders",40,-0.108,"Approach",2016
125,108,"Webb Simpson",34,-0.108,"Approach",2016
129,113,"Michael Thompson",46,-0.107,"Approach",2016
130,127,"Hudson Swafford",52,-0.101,"Approach",2016
130,131,"Tyrone Van Aswegen",67,-0.101,"Approach",2016
132,129,"Bernd Wiesberger",23,-0.1,"Approach",2016
133,130,"Russell Knox",48,-0.099,"Approach",2016
133,160,"Geoff Ogilvy",37,-0.099,"Approach",2016
135,152,"DA Points",32,-0.098,"Approach",2016
136,156,"Gary Woodland",45,-0.095,"Approach",2016
137,126,"Scott Pinckney",53,-0.094,"Approach",2016
137,134,"Wes Roach",33,-0.094,"Approach",2016
137,134,"DJ Trahan",23,-0.094,"Approach",2016
140,127,"Spencer Levin",62,-0.092,"Approach",2016
141,147,"Chesson Hadley",51,-0.09,"Approach",2016
142,88,"Daniel Berger",52,-0.086,"Approach",2016
143,133,"Kyle Stanley",57,-0.085,"Approach",2016
144,171,"Scott Stallings",46,-0.083,"Approach",2016
145,138,"Thomas Aiken",42,-0.082,"Approach",2016
146,136,"Blayne Barber",44,-0.081,"Approach",2016
147,141,"JJ Henry",44,-0.08,"Approach",2016
147,157,"Steve Wheatcroft",53,-0.08,"Approach",2016
149,138,"Rob Oppenheim",37,-0.079,"Approach",2016
150,131,"Tom Hoge",47,-0.078,"Approach",2016
150,153,"Steve Marino",40,-0.078,"Approach",2016
152,146,"Cameron Percy",22,-0.077,"Approach",2016
153,150,"Branden Grace",31,-0.073,"Approach",2016
154,147,"Brendan Steele",48,-0.072,"Approach",2016
155,185,"Paul Casey",39,-0.067,"Approach",2016
156,144,"Daniel Summerhays",55,-0.066,"Approach",2016
157,162,"James Hahn",45,-0.065,"Approach",2016
157,151,"Martin Laird",46,-0.065,"Approach",2016
159,167,"Rory McIlroy",37,-0.063,"Approach",2016
160,159,"Jason Gore",51,-0.059,"Approach",2016
161,160,"Brian Harman",60,-0.057,"Approach",2016
162,155,"Harold Varner III",58,-0.056,"Approach",2016
163,164,"Ryan Palmer",46,-0.055,"Approach",2016
164,157,"Brett Stegmaier",57,-0.053,"Approach",2016
165,144,"Jamie Donaldson",28,-0.05,"Approach",2016
166,167,"Sergio Garcia",28,-0.048,"Approach",2016
166,141,"Morgan Hoffmann",43,-0.048,"Approach",2016
168,185,"Scott Langley",41,-0.045,"Approach",2016
169,170,"Steven Bowditch",40,-0.042,"Approach",2016
169,177,"Hiroshi Iwata",51,-0.042,"Approach",2016
171,163,"Mark Wilson",42,-0.041,"Approach",2016
172,176,"Davis Love III",40,-0.04,"Approach",2016
173,175,"Fabian Gomez",49,-0.039,"Approach",2016
174,183,"Shane Lowry",35,-0.037,"Approach",2016
174,172,"Carl Pettersson",31,-0.037,"Approach",2016
176,164,"Scott Brown",59,-0.036,"Approach",2016
176,173,"Jerry Kelly",44,-0.036,"Approach",2016
176,173,"Louis Oosthuizen",25,-0.036,"Approach",2016
179,167,"George McNeill",33,-0.03,"Approach",2016
180,179,"Robert Streb",51,-0.027,"Approach",2016
181,181,"John Huh",51,-0.025,"Approach",2016
182,182,"Erik Compton",45,-0.02,"Approach",2016
183,177,"Chris Stroud",52,-0.019,"Approach",2016
184,184,"Billy Hurley III",22,-0.016,"Approach",2016
185,180,"Carlos Ortiz",47,-0.013,"Approach",2016
186,185,"Chad Collins",45,-0.012,"Approach",2016
187,200,"Robert Allenby",35,0,"Approach",2016
187,193,"Angel Cabrera",42,0,"Approach",2016
187,192,"Derek Ernst",36,0,"Approach",2016
187,194,"Robert Garrigus",34,0,"Approach",2016
187,185,"Andres Gonzales",46,0,"Approach",2016
187,185,"Graeme McDowell",33,0,"Approach",2016
187,185,"Kevin Na",52,0,"Approach",2016
187,166,"Ian Poulter",37,0,"Approach",2016
187,185,"Andres Romero",22,0,"Approach",2016
196,194,"Lucas Lee",22,0.021,"Approach",2016
197,197,"Rory Sabbatini",40,0.03,"Approach",2016
198,196,"Whee Kim",54,0.034,"Approach",2016
198,198,"Shawn Stefani",45,0.034,"Approach",2016
200,198,"Keegan Bradley",40,0.036,"Approach",2016
201,201,"Ken Duke",26,0.043,"Approach",2016
202,202,"Matthew Fitzpatrick",23,0.059,"Approach",2016
203,203,"Jason Kokrak",52,0.063,"Approach",2016
203,205,"DH Lee",35,0.063,"Approach",2016
205,204,"Tony Finau",49,0.103,"Approach",2016
206,206,"Matt Jones",45,0.116,"Approach",2016
207,207,"Charlie Beljan",26,0.154,"Approach",2016
