"TotalPutting_RANKTHISWEEK_2013","TotalPutting_RANKLASTWEEK_2013","TotalPutting_PLAYERNAME_2013","TotalPutting_EVENTS_2013","TotalPutting_TOTAL_2013","stat_name","year"
52,52,"Erik Compton",24,158.3,"TotalPutting",2013
53,53,"Colt Knost",25,158.9,"TotalPutting",2013
54,54,"Bobby Gates",20,160.3,"TotalPutting",2013
55,55,"Brian Harman",29,160.8,"TotalPutting",2013
56,56,"Gary Woodland",26,162.3,"TotalPutting",2013
57,57,"Jonas Blixt",24,163.5,"TotalPutting",2013
58,58,"Cameron Tringale",24,163.7,"TotalPutting",2013
59,59,"Tommy Gainey",28,164.3,"TotalPutting",2013
60,60,"Patrick Reed",26,165.4,"TotalPutting",2013
61,61,"Scott Stallings",27,167.8,"TotalPutting",2013
62,62,"William McGirt",24,168.2,"TotalPutting",2013
62,62,"Brian Stuard",25,168.2,"TotalPutting",2013
64,64,"Jim Furyk",22,170.6,"TotalPutting",2013
65,65,"Troy Matteson",24,171.5,"TotalPutting",2013
66,66,"Sangmoon Bae",26,172.7,"TotalPutting",2013
67,67,"Graham DeLaet",26,173.3,"TotalPutting",2013
68,68,"Andrew Svoboda",18,173.5,"TotalPutting",2013
69,69,"Ben Crane",21,175.1,"TotalPutting",2013
70,70,"Adam Scott",16,175.7,"TotalPutting",2013
71,71,"YE Yang",19,176.2,"TotalPutting",2013
72,72,"Josh Teater",24,179,"TotalPutting",2013
73,73,"Johnson Wagner",24,179.8,"TotalPutting",2013
74,74,"Tom Gillis",22,180.3,"TotalPutting",2013
75,75,"Scott Langley",27,181.1,"TotalPutting",2013
76,76,"Robert Streb",25,181.9,"TotalPutting",2013
77,77,"Chez Reavie",22,183.6,"TotalPutting",2013
78,78,"Brandt Jobe",19,184.5,"TotalPutting",2013
78,78,"Brendan Steele",26,184.5,"TotalPutting",2013
80,80,"John Merrick",23,185.3,"TotalPutting",2013
81,81,"Zach Johnson",24,186.7,"TotalPutting",2013
82,82,"Ted Potter Jr",22,186.8,"TotalPutting",2013
83,83,"Stuart Appleby",25,188,"TotalPutting",2013
84,84,"Bill Haas",25,188.6,"TotalPutting",2013
85,85,"Carl Pettersson",24,188.9,"TotalPutting",2013
86,86,"Dicky Pride",23,190.3,"TotalPutting",2013
87,87,"Cameron Percy",21,191.4,"TotalPutting",2013
88,88,"Brendon de Jonge",30,192.6,"TotalPutting",2013
89,89,"KJ Choi",24,192.8,"TotalPutting",2013
90,90,"Tag Ridings",24,193.8,"TotalPutting",2013
91,91,"Henrik Stenson",18,197.3,"TotalPutting",2013
92,92,"Charley Hoffman",23,197.9,"TotalPutting",2013
93,93,"Jordan Spieth",23,198,"TotalPutting",2013
94,94,"Rory McIlroy",16,198.4,"TotalPutting",2013
95,95,"James Hahn",26,198.8,"TotalPutting",2013
96,96,"Scott Brown",21,200.8,"TotalPutting",2013
97,97,"Ken Duke",28,201,"TotalPutting",2013
98,98,"Michael Thompson",22,201.4,"TotalPutting",2013
99,99,"Matt Jones",24,201.5,"TotalPutting",2013
100,100,"Justin Rose",17,202.3,"TotalPutting",2013
101,101,"DH Lee",22,203.4,"TotalPutting",2013
102,102,"Charlie Wi",23,204.3,"TotalPutting",2013
103,103,"Steven Bowditch",22,205.3,"TotalPutting",2013
104,104,"Pat Perez",22,206,"TotalPutting",2013
105,105,"David Toms",16,208,"TotalPutting",2013
106,106,"Jason Bohn",23,208.6,"TotalPutting",2013
107,107,"Graeme McDowell",16,209,"TotalPutting",2013
108,108,"Nick Watney",26,209.7,"TotalPutting",2013
109,109,"Camilo Villegas",23,210.2,"TotalPutting",2013
110,110,"Marc Leishman",23,210.3,"TotalPutting",2013
111,111,"Bo Van Pelt",22,212,"TotalPutting",2013
112,112,"Matt Every",28,212.6,"TotalPutting",2013
113,113,"Henrik Norlander",22,216.1,"TotalPutting",2013
114,114,"Vaughn Taylor",16,220.3,"TotalPutting",2013
114,114,"Bubba Watson",21,220.3,"TotalPutting",2013
116,116,"Alistair Presnell",23,220.9,"TotalPutting",2013
117,117,"Ryan Moore",22,221,"TotalPutting",2013
118,118,"JJ Henry",26,221.5,"TotalPutting",2013
119,119,"Martin Laird",21,223.4,"TotalPutting",2013
120,120,"David Lingmerth",23,224.3,"TotalPutting",2013
121,121,"John Huh",28,225.3,"TotalPutting",2013
122,122,"Derek Ernst",21,231.5,"TotalPutting",2013
123,123,"Stewart Cink",22,232.5,"TotalPutting",2013
124,124,"Ernie Els",19,232.9,"TotalPutting",2013
125,125,"Rory Sabbatini",27,235.3,"TotalPutting",2013
126,126,"Justin Bolli",23,239,"TotalPutting",2013
127,127,"DA Points",28,244.3,"TotalPutting",2013
128,128,"Jim Herman",19,246.9,"TotalPutting",2013
129,129,"Ben Curtis",20,247.1,"TotalPutting",2013
130,130,"Dustin Johnson",22,247.8,"TotalPutting",2013
131,131,"Steve LeBrun",21,249.8,"TotalPutting",2013
132,132,"Jason Kokrak",25,250.3,"TotalPutting",2013
133,133,"Angel Cabrera",21,250.8,"TotalPutting",2013
134,134,"Jeff Maggert",21,251.1,"TotalPutting",2013
135,135,"Luke Guthrie",27,251.4,"TotalPutting",2013
136,136,"Robert Garrigus",22,251.8,"TotalPutting",2013
137,137,"Scott Piercy",24,252.5,"TotalPutting",2013
138,138,"John Rollins",24,252.6,"TotalPutting",2013
139,139,"Martin Flores",25,253.3,"TotalPutting",2013
140,140,"Sean OHair",22,253.7,"TotalPutting",2013
141,141,"Rod Pampling",16,256.5,"TotalPutting",2013
142,142,"Kevin Chappell",24,257,"TotalPutting",2013
143,143,"John Senden",25,257.3,"TotalPutting",2013
144,144,"Scott Gardiner",23,259,"TotalPutting",2013
145,145,"Jason Dufner",22,259.6,"TotalPutting",2013
146,146,"Robert Allenby",24,259.8,"TotalPutting",2013
146,146,"Kevin Stadler",25,259.8,"TotalPutting",2013
148,148,"Jin Park",20,260.2,"TotalPutting",2013
149,149,"Charlie Beljan",24,260.7,"TotalPutting",2013
149,149,"Justin Hicks",25,260.7,"TotalPutting",2013
151,151,"DJ Trahan",16,266.1,"TotalPutting",2013
152,152,"Nicholas Thompson",29,266.2,"TotalPutting",2013
153,153,"Mark Wilson",19,267.2,"TotalPutting",2013
154,154,"Brad Fritsch",24,269.1,"TotalPutting",2013
155,155,"Ricky Barnes",26,271.1,"TotalPutting",2013
156,156,"Luke List",24,275.1,"TotalPutting",2013
157,157,"Roberto Castro",29,276.6,"TotalPutting",2013
158,158,"Nicolas Colsaerts",17,278.3,"TotalPutting",2013
159,159,"Tim Herron",15,278.8,"TotalPutting",2013
160,160,"George McNeill",21,279.2,"TotalPutting",2013
161,161,"David Mathis",24,279.4,"TotalPutting",2013
162,162,"Chad Campbell",25,283.5,"TotalPutting",2013
163,163,"Ryo Ishikawa",23,285.5,"TotalPutting",2013
164,164,"Lee Westwood",19,285.7,"TotalPutting",2013
164,164,"Lee Williams",22,285.7,"TotalPutting",2013
166,166,"Seung Yul Noh",25,286.4,"TotalPutting",2013
167,167,"Darron Stiles",20,295.2,"TotalPutting",2013
168,168,"Geoff Ogilvy",19,299.8,"TotalPutting",2013
169,169,"Trevor Immelman",24,303.7,"TotalPutting",2013
170,170,"Kyle Stanley",24,304.3,"TotalPutting",2013
171,171,"Padraig Harrington",17,309.8,"TotalPutting",2013
172,172,"Vijay Singh",19,313.9,"TotalPutting",2013
173,173,"Robert Karlsson",18,314.3,"TotalPutting",2013
174,174,"Lucas Glover",23,315.8,"TotalPutting",2013
175,175,"Greg Owen",24,317.5,"TotalPutting",2013
176,176,"Bud Cauley",24,319.6,"TotalPutting",2013
177,177,"Michael Bradley",21,327.1,"TotalPutting",2013
178,178,"Eric Meierdierks",19,329.2,"TotalPutting",2013
179,179,"Boo Weekley",27,336.5,"TotalPutting",2013
180,180,"Will Claxton",24,362.1,"TotalPutting",2013
