"ProximitytoHole_RANKTHISWEEK_2015","ProximitytoHole_RANKLASTWEEK_2015","ProximitytoHole_PLAYERNAME_2015","ProximitytoHole_ROUNDS_2015","ProximitytoHole_AVG_2015","ProximitytoHole_TOTALDISTANCEFEET_2015","ProximitytoHole_OFATTEMPTS_2015","ProximitytoHole_GIRRANK_2015","stat_name","year"
62,62,"Ryan Moore",81,NA,37767.667,1090,123,"ProximitytoHole",2015
62,62,"Heath Slocum",57,NA,24247.5,699,169,"ProximitytoHole",2015
62,62,"Chris Stroud",84,NA,42299.667,1221,112,"ProximitytoHole",2015
62,62,"Justin Thomas",106,NA,59646.583,1719,27,"ProximitytoHole",2015
67,67,"Tim Wilkinson",73,NA,36041.333,1038,173,"ProximitytoHole",2015
68,68,"Luke Guthrie",84,NA,42358.917,1217,153,"ProximitytoHole",2015
68,68,"Davis Love III",51,NA,26123,750,64,"ProximitytoHole",2015
68,68,"Ben Martin",93,NA,48174.5,1383,34,"ProximitytoHole",2015
68,68,"Ryan Palmer",80,NA,33681.917,968,75,"ProximitytoHole",2015
72,72,"Brendon de Jonge",106,NA,57660,1650,62,"ProximitytoHole",2015
72,72,"Brian Harman",90,NA,48758.25,1396,81,"ProximitytoHole",2015
72,72,"Brooks Koepka",84,NA,40527.5,1162,17,"ProximitytoHole",2015
72,72,"Scott Piercy",90,NA,51942.25,1486,80,"ProximitytoHole",2015
72,72,"DA Points",72,NA,36255.417,1038,145,"ProximitytoHole",2015
72,72,"Alex Prugh",84,NA,44976.333,1289,11,"ProximitytoHole",2015
72,72,"Shawn Stefani",94,NA,55061.583,1578,32,"ProximitytoHole",2015
79,79,"Fabian Gomez",83,NA,43282,1237,157,"ProximitytoHole",2015
79,79,"Chris Kirk",76,NA,35086.417,1003,139,"ProximitytoHole",2015
79,79,"Rory Sabbatini",81,NA,41497.583,1185,52,"ProximitytoHole",2015
79,79,"Sam Saunders",83,NA,39496.917,1128,125,"ProximitytoHole",2015
79,79,"Vijay Singh",78,NA,43227.25,1235,95,"ProximitytoHole",2015
79,79,"Byron Smith",59,NA,26960.333,770,28,"ProximitytoHole",2015
85,85,"Rickie Fowler",76,NA,35772.083,1019,106,"ProximitytoHole",2015
85,85,"Adam Hadwin",95,NA,50790.833,1449,85,"ProximitytoHole",2015
85,85,"John Peterson",84,NA,48382.333,1379,41,"ProximitytoHole",2015
85,85,"Michael Putnam",87,NA,42807.5,1221,12,"ProximitytoHole",2015
85,85,"Boo Weekley",79,NA,42031.583,1198,55,"ProximitytoHole",2015
90,90,"Jerry Kelly",79,NA,41677.583,1184,104,"ProximitytoHole",2015
90,90,"Seung Yul Noh",65,NA,33994.417,967,105,"ProximitytoHole",2015
90,90,"Jeff Overton",94,NA,47267.25,1344,109,"ProximitytoHole",2015
90,90,"Carl Pettersson",106,NA,60609.167,1722,166,"ProximitytoHole",2015
94,94,"Daniel Summerhays",101,NA,56307.833,1596,113,"ProximitytoHole",2015
95,95,"Daniel Berger",97,NA,52515.167,1485,30,"ProximitytoHole",2015
95,95,"Zac Blair",108,NA,55858.417,1581,116,"ProximitytoHole",2015
95,95,"Ben Crane",62,NA,33004.167,934,160,"ProximitytoHole",2015
95,95,"Harris English",105,NA,55663.75,1577,70,"ProximitytoHole",2015
95,95,"JJ Henry",94,NA,48028,1360,13,"ProximitytoHole",2015
100,100,"Scott Brown",97,NA,51331.333,1450,126,"ProximitytoHole",2015
100,100,"Erik Compton",86,NA,44444.25,1254,162,"ProximitytoHole",2015
100,100,"Mark Hubbard",79,NA,38720.167,1094,75,"ProximitytoHole",2015
100,100,"Troy Merritt",91,NA,52088.25,1469,159,"ProximitytoHole",2015
104,104,"Eric Axley",57,NA,27449.5,771,179,"ProximitytoHole",2015
104,104,"Cameron Percy",72,NA,37081.667,1042,54,"ProximitytoHole",2015
106,106,"Steven Bowditch",103,NA,56290.167,1578,158,"ProximitytoHole",2015
106,106,"KJ Choi",66,NA,36450.25,1023,151,"ProximitytoHole",2015
106,106,"Ian Poulter",68,NA,30719,862,108,"ProximitytoHole",2015
106,106,"Patrick Rodgers",57,NA,29175.5,818,77,"ProximitytoHole",2015
106,106,"Brandt Snedeker",98,NA,48023,1345,129,"ProximitytoHole",2015
106,106,"Brendan Steele",88,NA,48563.25,1362,40,"ProximitytoHole",2015
112,112,"Jonas Blixt",78,NA,33315.917,933,170,"ProximitytoHole",2015
112,112,"Keegan Bradley",87,NA,40901.25,1143,60,"ProximitytoHole",2015
112,112,"Luke Donald",71,NA,34526.833,965,115,"ProximitytoHole",2015
112,112,"Bill Haas",89,NA,45580.583,1275,31,"ProximitytoHole",2015
112,112,"Martin Laird",77,NA,46992.583,1313,94,"ProximitytoHole",2015
112,112,"Kyle Reifers",96,NA,51317.833,1435,72,"ProximitytoHole",2015
112,112,"Kevin Streelman",95,NA,46749.667,1309,25,"ProximitytoHole",2015
119,119,"Brian Davis",86,NA,45427.417,1269,174,"ProximitytoHole",2015
119,119,"Oscar Fraustro",58,NA,25559.083,714,163,"ProximitytoHole",2015
119,119,"Chesson Hadley",101,NA,57073.917,1591,156,"ProximitytoHole",2015
119,119,"Kevin Na",98,NA,45667.667,1273,138,"ProximitytoHole",2015
119,119,"Nick Taylor",91,NA,53347,1489,142,"ProximitytoHole",2015
119,119,"Camilo Villegas",83,NA,47604.667,1327,165,"ProximitytoHole",2015
125,125,"Jonathan Byrd",69,NA,32697.333,911,65,"ProximitytoHole",2015
125,125,"Brice Garnett",81,NA,41097.25,1145,43,"ProximitytoHole",2015
125,125,"Roger Sloan",56,NA,25666.667,715,164,"ProximitytoHole",2015
128,128,"Robert Garrigus",70,NA,35258.5,980,148,"ProximitytoHole",2015
128,128,"Scott Pinckney",88,NA,47650.5,1323,57,"ProximitytoHole",2015
128,128,"Henrik Stenson",63,NA,28467.5,790,1,"ProximitytoHole",2015
128,128,"Bubba Watson",71,NA,36153.167,1004,19,"ProximitytoHole",2015
132,132,"Andres Gonzales",90,NA,49114.417,1361,81,"ProximitytoHole",2015
132,132,"Charley Hoffman",97,NA,49270.333,1364,97,"ProximitytoHole",2015
132,132,"SJ Park",79,NA,40762.667,1130,133,"ProximitytoHole",2015
135,135,"Adam Scott",51,NA,20683.417,572,16,"ProximitytoHole",2015
136,136,"Jason Day",75,NA,37106.833,1024,7,"ProximitytoHole",2015
137,137,"Patrick Reed",103,NA,49381.667,1360,141,"ProximitytoHole",2015
137,137,"Jimmy Walker",89,NA,41673.75,1148,101,"ProximitytoHole",2015
139,139,"Ricky Barnes",82,NA,41199,1131,182,"ProximitytoHole",2015
139,139,"Ernie Els",57,NA,25418.167,698,140,"ProximitytoHole",2015
139,139,"Derek Ernst",75,NA,41265.417,1132,88,"ProximitytoHole",2015
139,139,"Robert Streb",110,NA,62822.167,1724,23,"ProximitytoHole",2015
139,139,"Lee Westwood",56,NA,20885,573,89,"ProximitytoHole",2015
144,144,"Sangmoon Bae",98,NA,57552,1576,168,"ProximitytoHole",2015
144,144,"Gonzalo Fdez Castano",81,NA,41176.417,1128,149,"ProximitytoHole",2015
144,144,"Charl Schwartzel",67,NA,26562.333,727,128,"ProximitytoHole",2015
147,147,"Andrew Svoboda",80,NA,45982.917,1255,155,"ProximitytoHole",2015
147,147,"Michael Thompson",83,NA,49314.667,1344,121,"ProximitytoHole",2015
149,149,"Martin Flores",95,NA,51937.083,1413,41,"ProximitytoHole",2015
149,149,"Max Homa",78,NA,40804.25,1111,167,"ProximitytoHole",2015
149,149,"Billy Horschel",99,NA,48107.167,1310,18,"ProximitytoHole",2015
149,149,"Matt Kuchar",97,NA,50695.833,1380,85,"ProximitytoHole",2015
153,153,"JB Holmes",89,NA,43453.083,1180,154,"ProximitytoHole",2015
153,153,"Jason Kokrak",88,NA,52618.75,1430,67,"ProximitytoHole",2015
153,153,"Steve Wheatcroft",87,NA,47364.833,1287,136,"ProximitytoHole",2015
156,156,"Angel Cabrera",53,NA,27797.75,752,131,"ProximitytoHole",2015
156,156,"Andrew Putnam",68,NA,35777.083,966,183,"ProximitytoHole",2015
158,158,"Tony Finau",106,NA,60978.417,1645,57,"ProximitytoHole",2015
158,158,"Scott Stallings",60,NA,32625.667,880,127,"ProximitytoHole",2015
160,160,"Derek Fathauer",81,NA,43994.083,1184,178,"ProximitytoHole",2015
160,160,"Russell Henley",87,NA,44545.833,1199,69,"ProximitytoHole",2015
160,160,"Jonathan Randolph",72,NA,37330.333,1005,143,"ProximitytoHole",2015
160,160,"Cameron Tringale",96,NA,52433.25,1411,137,"ProximitytoHole",2015
164,164,"Greg Chalmers",58,NA,24004.083,644,152,"ProximitytoHole",2015
164,164,"Charles Howell III",105,NA,66171.5,1776,38,"ProximitytoHole",2015
166,166,"Retief Goosen",81,NA,40079.417,1073,175,"ProximitytoHole",2015
167,167,"Marc Leishman",74,NA,36503.333,971,113,"ProximitytoHole",2015
167,167,"Carlos Ortiz",100,NA,55799.917,1484,74,"ProximitytoHole",2015
169,169,"Matt Every",73,NA,37792.333,1004,184,"ProximitytoHole",2015
169,169,"Gary Woodland",81,NA,36338.417,964,79,"ProximitytoHole",2015
171,171,"John Senden",80,NA,34327.5,910,68,"ProximitytoHole",2015
172,172,"Sean OHair",86,NA,55044.167,1448,144,"ProximitytoHole",2015
173,173,"John Huh",102,NA,60842.667,1597,132,"ProximitytoHole",2015
174,174,"Phil Mickelson",70,NA,37535.667,979,177,"ProximitytoHole",2015
175,175,"Padraig Harrington",60,NA,33645.417,873,181,"ProximitytoHole",2015
176,176,"Jhonattan Vegas",90,NA,49709,1286,120,"ProximitytoHole",2015
177,177,"Andres Romero",69,NA,37352.083,964,176,"ProximitytoHole",2015
178,178,"Morgan Hoffmann",85,NA,48024.5,1237,180,"ProximitytoHole",2015
179,179,"Aaron Baddeley",76,NA,45860.5,1178,172,"ProximitytoHole",2015
180,180,"Hunter Mahan",88,NA,45466.667,1166,107,"ProximitytoHole",2015
181,181,"Matt Jones",89,NA,47139.333,1199,147,"ProximitytoHole",2015
182,182,"Jamie Donaldson",50,NA,22695.75,571,150,"ProximitytoHole",2015
182,182,"Sergio Garcia",59,NA,25534.5,643,59,"ProximitytoHole",2015
184,184,"Geoff Ogilvy",50,NA,25126.833,625,85,"ProximitytoHole",2015
