"BirdieorBetterPercentageRough_RANKTHISWEEK_2014","BirdieorBetterPercentageRough_RANKLASTWEEK_2014","BirdieorBetterPercentageRough_PLAYERNAME_2014","BirdieorBetterPercentageRough_ROUNDS_2014","BirdieorBetterPercentageRough_Pct_2014","BirdieorBetterPercentageRough_TOTALBIRDIES_2014","BirdieorBetterPercentageRough_TOTALHOLES_2014","stat_name","year"
46,46,"Andres Romero",81,15.28,46,301,"BirdieorBetterPercentageRough",2014
47,47,"Freddie Jacobson",91,15.25,45,295,"BirdieorBetterPercentageRough",2014
48,48,"Brian Davis",93,15.22,42,276,"BirdieorBetterPercentageRough",2014
49,49,"JB Holmes",86,15.06,47,312,"BirdieorBetterPercentageRough",2014
50,50,"John Rollins",84,14.96,38,254,"BirdieorBetterPercentageRough",2014
51,51,"Webb Simpson",87,14.93,40,268,"BirdieorBetterPercentageRough",2014
52,52,"Sergio Garcia",61,14.89,21,141,"BirdieorBetterPercentageRough",2014
52,52,"Brice Garnett",92,14.89,42,282,"BirdieorBetterPercentageRough",2014
52,52,"Wes Roach",67,14.89,28,188,"BirdieorBetterPercentageRough",2014
55,55,"Kevin Kisner",85,14.86,37,249,"BirdieorBetterPercentageRough",2014
56,56,"Lee Westwood",57,14.84,23,155,"BirdieorBetterPercentageRough",2014
57,57,"Charlie Beljan",76,14.83,39,263,"BirdieorBetterPercentageRough",2014
58,58,"Ricky Barnes",92,14.81,48,324,"BirdieorBetterPercentageRough",2014
58,58,"Rory Sabbatini",82,14.81,40,270,"BirdieorBetterPercentageRough",2014
60,60,"Josh Teater",90,14.76,40,271,"BirdieorBetterPercentageRough",2014
61,61,"Troy Merritt",62,14.71,30,204,"BirdieorBetterPercentageRough",2014
62,62,"Scott Stallings",77,14.67,38,259,"BirdieorBetterPercentageRough",2014
63,63,"Shawn Stefani",60,14.63,30,205,"BirdieorBetterPercentageRough",2014
64,64,"Marc Leishman",81,14.56,38,261,"BirdieorBetterPercentageRough",2014
65,65,"Kevin Tway",64,14.52,27,186,"BirdieorBetterPercentageRough",2014
66,66,"Nick Watney",80,14.44,26,180,"BirdieorBetterPercentageRough",2014
67,67,"Graham DeLaet",80,14.42,31,215,"BirdieorBetterPercentageRough",2014
68,68,"Brendon de Jonge",109,14.39,41,285,"BirdieorBetterPercentageRough",2014
68,68,"Jeff Maggert",54,14.39,20,139,"BirdieorBetterPercentageRough",2014
70,70,"Charlie Wi",72,14.34,37,258,"BirdieorBetterPercentageRough",2014
71,71,"Jason Dufner",57,14.29,21,147,"BirdieorBetterPercentageRough",2014
72,72,"Brian Gay",81,14.22,33,232,"BirdieorBetterPercentageRough",2014
72,72,"Brian Stuard",91,14.22,32,225,"BirdieorBetterPercentageRough",2014
74,74,"Seung Yul Noh",92,14.19,42,296,"BirdieorBetterPercentageRough",2014
75,75,"Ernie Els",85,14.18,39,275,"BirdieorBetterPercentageRough",2014
76,76,"Lucas Glover",68,14.08,20,142,"BirdieorBetterPercentageRough",2014
77,77,"Kevin Chappell",100,14.06,35,249,"BirdieorBetterPercentageRough",2014
77,77,"Zach Johnson",97,14.06,35,249,"BirdieorBetterPercentageRough",2014
79,79,"Jonas Blixt",64,13.97,25,179,"BirdieorBetterPercentageRough",2014
80,80,"Trevor Immelman",84,13.94,35,251,"BirdieorBetterPercentageRough",2014
81,81,"Hunter Mahan",88,13.91,32,230,"BirdieorBetterPercentageRough",2014
81,81,"Pat Perez",84,13.91,37,266,"BirdieorBetterPercentageRough",2014
83,83,"Camilo Villegas",95,13.84,40,289,"BirdieorBetterPercentageRough",2014
84,84,"David Lingmerth",80,13.78,35,254,"BirdieorBetterPercentageRough",2014
84,84,"Jordan Spieth",102,13.78,43,312,"BirdieorBetterPercentageRough",2014
86,86,"Brandt Snedeker",89,13.74,29,211,"BirdieorBetterPercentageRough",2014
87,87,"Brian Harman",111,13.71,51,372,"BirdieorBetterPercentageRough",2014
88,88,"Hudson Swafford",75,13.66,28,205,"BirdieorBetterPercentageRough",2014
89,89,"Roberto Castro",76,13.57,27,199,"BirdieorBetterPercentageRough",2014
89,89,"Will Ma Kenzie",82,13.57,35,258,"BirdieorBetterPercentageRough",2014
91,91,"James Hahn",82,13.55,37,273,"BirdieorBetterPercentageRough",2014
92,92,"Jim Furyk",84,13.5,22,163,"BirdieorBetterPercentageRough",2014
93,93,"Jonathan Byrd",76,13.48,31,230,"BirdieorBetterPercentageRough",2014
93,93,"Luke Guthrie",85,13.48,38,282,"BirdieorBetterPercentageRough",2014
95,95,"Ken Duke",80,13.46,28,208,"BirdieorBetterPercentageRough",2014
96,96,"Robert Streb",75,13.41,33,246,"BirdieorBetterPercentageRough",2014
97,97,"Chad Campbell",57,13.38,21,157,"BirdieorBetterPercentageRough",2014
97,97,"Will Wilcox",51,13.38,21,157,"BirdieorBetterPercentageRough",2014
99,99,"Troy Matteson",62,13.37,27,202,"BirdieorBetterPercentageRough",2014
100,100,"Jeff Overton",80,13.31,37,278,"BirdieorBetterPercentageRough",2014
101,101,"Ted Potter Jr",68,13.3,25,188,"BirdieorBetterPercentageRough",2014
102,102,"Graeme McDowell",66,13.28,17,128,"BirdieorBetterPercentageRough",2014
103,103,"Steven Bowditch",93,13.27,43,324,"BirdieorBetterPercentageRough",2014
104,104,"Russell Henley",92,13.26,35,264,"BirdieorBetterPercentageRough",2014
105,105,"Kevin Streelman",79,13.22,23,174,"BirdieorBetterPercentageRough",2014
106,106,"Paul Casey",56,13.21,21,159,"BirdieorBetterPercentageRough",2014
106,106,"Bill Haas",107,13.21,37,280,"BirdieorBetterPercentageRough",2014
108,108,"Michael Putnam",106,13.1,44,336,"BirdieorBetterPercentageRough",2014
109,109,"Martin Flores",85,13.04,36,276,"BirdieorBetterPercentageRough",2014
110,110,"Rickie Fowler",91,13,29,223,"BirdieorBetterPercentageRough",2014
111,111,"Chesson Hadley",84,12.96,35,270,"BirdieorBetterPercentageRough",2014
112,112,"Louis Oosthuizen",50,12.93,15,116,"BirdieorBetterPercentageRough",2014
113,113,"Kyle Stanley",87,12.89,33,256,"BirdieorBetterPercentageRough",2014
114,114,"Scott Brown",100,12.88,34,264,"BirdieorBetterPercentageRough",2014
115,115,"Scott Langley",95,12.87,39,303,"BirdieorBetterPercentageRough",2014
116,116,"Stewart Cink",91,12.82,35,273,"BirdieorBetterPercentageRough",2014
117,117,"Heath Slocum",71,12.8,21,164,"BirdieorBetterPercentageRough",2014
118,118,"Jim Herman",62,12.78,23,180,"BirdieorBetterPercentageRough",2014
119,119,"William McGirt",96,12.75,38,298,"BirdieorBetterPercentageRough",2014
120,120,"Sean OHair",77,12.63,36,285,"BirdieorBetterPercentageRough",2014
121,121,"Brendon Todd",108,12.62,39,309,"BirdieorBetterPercentageRough",2014
122,122,"Stuart Appleby",92,12.59,37,294,"BirdieorBetterPercentageRough",2014
123,123,"John Peterson",62,12.57,22,175,"BirdieorBetterPercentageRough",2014
124,124,"Danny Lee",84,12.56,28,223,"BirdieorBetterPercentageRough",2014
124,124,"Jim Renner",61,12.56,26,207,"BirdieorBetterPercentageRough",2014
126,126,"Retief Goosen",94,12.54,41,327,"BirdieorBetterPercentageRough",2014
127,127,"John Senden",99,12.45,33,265,"BirdieorBetterPercentageRough",2014
128,128,"YE Yang",79,12.39,27,218,"BirdieorBetterPercentageRough",2014
129,129,"Martin Laird",66,12.37,24,194,"BirdieorBetterPercentageRough",2014
130,130,"Martin Kaymer",65,12.28,21,171,"BirdieorBetterPercentageRough",2014
131,131,"Nicholas Thompson",85,12.22,27,221,"BirdieorBetterPercentageRough",2014
132,132,"KJ Choi",80,12.12,24,198,"BirdieorBetterPercentageRough",2014
133,133,"Robert Garrigus",80,12.11,35,289,"BirdieorBetterPercentageRough",2014
133,133,"DA Points",75,12.11,23,190,"BirdieorBetterPercentageRough",2014
135,135,"David Toms",64,12.06,17,141,"BirdieorBetterPercentageRough",2014
136,136,"Chad Collins",78,12.03,29,241,"BirdieorBetterPercentageRough",2014
137,137,"Matt Kuchar",91,11.97,28,234,"BirdieorBetterPercentageRough",2014
137,137,"Chris Stroud",88,11.97,28,234,"BirdieorBetterPercentageRough",2014
139,139,"Morgan Hoffmann",103,11.93,47,394,"BirdieorBetterPercentageRough",2014
140,140,"Mike Weir",69,11.91,28,235,"BirdieorBetterPercentageRough",2014
141,141,"Brendan Steele",89,11.9,30,252,"BirdieorBetterPercentageRough",2014
142,142,"Bud Cauley",56,11.86,21,177,"BirdieorBetterPercentageRough",2014
142,142,"Erik Compton",88,11.86,35,295,"BirdieorBetterPercentageRough",2014
144,144,"Tyrone Van Aswegen",79,11.85,32,270,"BirdieorBetterPercentageRough",2014
145,145,"Woody Austin",63,11.79,27,229,"BirdieorBetterPercentageRough",2014
145,145,"Bo Van Pelt",83,11.79,25,212,"BirdieorBetterPercentageRough",2014
147,147,"Ian Poulter",57,11.73,19,162,"BirdieorBetterPercentageRough",2014
148,148,"Michael Thompson",74,11.71,24,205,"BirdieorBetterPercentageRough",2014
149,149,"Jason Day",54,11.68,16,137,"BirdieorBetterPercentageRough",2014
150,150,"Tim Wilkinson",86,11.67,35,300,"BirdieorBetterPercentageRough",2014
151,151,"Ben Curtis",77,11.59,24,207,"BirdieorBetterPercentageRough",2014
152,152,"James Driscoll",71,11.5,33,287,"BirdieorBetterPercentageRough",2014
153,153,"Mark Wilson",69,11.49,20,174,"BirdieorBetterPercentageRough",2014
154,154,"Robert Allenby",83,11.42,29,254,"BirdieorBetterPercentageRough",2014
155,155,"Brad Fritsch",50,11.39,18,158,"BirdieorBetterPercentageRough",2014
156,156,"Billy Hurley III",86,11.33,23,203,"BirdieorBetterPercentageRough",2014
157,157,"Russell Knox",92,11.24,28,249,"BirdieorBetterPercentageRough",2014
158,158,"Ben Martin",80,11.17,22,197,"BirdieorBetterPercentageRough",2014
159,159,"Derek Ernst",80,11.11,24,216,"BirdieorBetterPercentageRough",2014
160,160,"Justin Hicks",103,11.01,25,227,"BirdieorBetterPercentageRough",2014
160,160,"Cameron Tringale",111,11.01,35,318,"BirdieorBetterPercentageRough",2014
162,162,"Richard Lee",80,10.96,25,228,"BirdieorBetterPercentageRough",2014
163,163,"John Huh",87,10.78,25,232,"BirdieorBetterPercentageRough",2014
164,164,"Luke Donald",57,10.71,15,140,"BirdieorBetterPercentageRough",2014
165,165,"DH Lee",54,10.67,16,150,"BirdieorBetterPercentageRough",2014
166,166,"Billy Horschel",92,10.4,21,202,"BirdieorBetterPercentageRough",2014
166,166,"Andrew Svoboda",77,10.4,21,202,"BirdieorBetterPercentageRough",2014
168,168,"Ryan Moore",86,10.13,16,158,"BirdieorBetterPercentageRough",2014
169,169,"Briny Baird",50,10.06,16,159,"BirdieorBetterPercentageRough",2014
170,170,"Kevin Stadler",90,9.68,21,217,"BirdieorBetterPercentageRough",2014
171,171,"Ben Crane",81,9.62,23,239,"BirdieorBetterPercentageRough",2014
172,172,"Johnson Wagner",69,9.55,21,220,"BirdieorBetterPercentageRough",2014
173,173,"Gonzalo Fdez Castano",83,9.47,23,243,"BirdieorBetterPercentageRough",2014
174,174,"Bryce Molder",77,8.62,20,232,"BirdieorBetterPercentageRough",2014
175,175,"Spencer Levin",59,7.82,14,179,"BirdieorBetterPercentageRough",2014
176,176,"David Hearn",97,6.67,15,225,"BirdieorBetterPercentageRough",2014
177,177,"Justin Leonard",75,3.72,8,215,"BirdieorBetterPercentageRough",2014
