"RoughTendency_RANKTHISWEEK_2015","RoughTendency_RANKLASTWEEK_2015","RoughTendency_PLAYERNAME_2015","RoughTendency_ROUNDS_2015","RoughTendency_Pct_2015","RoughTendency_TOTALROUGH_2015","RoughTendency_POSSIBLEFWYS_2015","RoughTendency_RELATIVETOPAR_2015","stat_name","year"
43,43,"Ian Poulter",68,25.83,171,662,0.7,"RoughTendency",2015
45,45,"Keegan Bradley",87,25.85,229,886,0.39,"RoughTendency",2015
46,46,"Jim Herman",88,25.86,277,1071,1.01,"RoughTendency",2015
47,47,"John Senden",80,25.91,185,714,1.62,"RoughTendency",2015
48,48,"David Lingmerth",90,25.92,267,1030,1.05,"RoughTendency",2015
49,49,"Jordan Spieth",91,26.13,237,907,-0.13,"RoughTendency",2015
50,50,"Jonathan Byrd",69,26.17,185,707,0.81,"RoughTendency",2015
51,51,"Brendon de Jonge",106,26.19,335,1279,0.54,"RoughTendency",2015
52,52,"Will Wilcox",58,26.23,149,568,0.2,"RoughTendency",2015
53,53,"Heath Slocum",57,26.38,143,542,2.31,"RoughTendency",2015
54,54,"Jason Dufner",76,26.43,176,666,0.45,"RoughTendency",2015
55,55,"Gonzalo Fdez Castano",81,26.44,230,870,1.22,"RoughTendency",2015
56,56,"Russell Henley",87,26.47,247,933,1.21,"RoughTendency",2015
56,56,"Chris Kirk",76,26.47,207,782,0.58,"RoughTendency",2015
58,58,"Graham DeLaet",65,26.68,199,746,1.36,"RoughTendency",2015
59,59,"Billy Horschel",99,26.77,272,1016,0.44,"RoughTendency",2015
60,60,"Boo Weekley",79,26.85,250,931,0,"RoughTendency",2015
61,61,"Tim Wilkinson",73,26.87,216,804,1.48,"RoughTendency",2015
62,62,"Bill Haas",89,26.88,265,986,0.57,"RoughTendency",2015
63,63,"Mark Hubbard",79,26.94,229,850,1.66,"RoughTendency",2015
64,64,"Derek Ernst",75,26.95,235,872,0.38,"RoughTendency",2015
65,65,"Steve Wheatcroft",87,27.05,271,1002,1.22,"RoughTendency",2015
66,66,"Chad Campbell",97,27.06,342,1264,1.14,"RoughTendency",2015
67,67,"Rickie Fowler",76,27.12,214,789,0.56,"RoughTendency",2015
68,68,"Hideki Matsuyama",95,27.14,266,980,0.45,"RoughTendency",2015
69,69,"KJ Choi",66,27.22,215,790,1.16,"RoughTendency",2015
69,69,"Scott Stallings",60,27.22,184,676,0.43,"RoughTendency",2015
71,71,"Shawn Stefani",94,27.29,331,1213,0.27,"RoughTendency",2015
72,72,"Lucas Glover",79,27.3,273,1000,1.5,"RoughTendency",2015
73,73,"Hudson Swafford",97,27.45,316,1151,0.82,"RoughTendency",2015
74,74,"Troy Merritt",91,27.47,311,1132,1.54,"RoughTendency",2015
75,75,"Johnson Wagner",68,27.49,218,793,1.01,"RoughTendency",2015
76,76,"Ben Martin",93,27.53,296,1075,1.82,"RoughTendency",2015
77,77,"Chad Collins",79,27.66,242,875,1.24,"RoughTendency",2015
78,78,"Matt Kuchar",97,27.69,296,1069,-0.17,"RoughTendency",2015
79,79,"Blayne Barber",76,27.84,243,873,0.53,"RoughTendency",2015
80,80,"Kevin Chappell",86,27.86,290,1041,0.66,"RoughTendency",2015
81,81,"Daniel Berger",97,27.87,320,1148,0.56,"RoughTendency",2015
82,82,"Lee Westwood",56,27.95,123,440,1.14,"RoughTendency",2015
83,83,"Alex Prugh",84,27.97,278,994,0.86,"RoughTendency",2015
84,84,"Davis Love III",51,28.03,164,585,1.04,"RoughTendency",2015
85,85,"Erik Compton",86,28.04,270,963,0.89,"RoughTendency",2015
86,86,"Billy Hurley III",83,28.13,245,871,1.51,"RoughTendency",2015
87,87,"Bill Lunde",50,28.26,141,499,2.13,"RoughTendency",2015
88,88,"Sean OHair",86,28.29,316,1117,0.92,"RoughTendency",2015
89,89,"Mark Wilson",89,28.32,318,1123,1.26,"RoughTendency",2015
90,90,"Scott Langley",94,28.42,312,1098,1.09,"RoughTendency",2015
91,91,"Scott Brown",97,28.5,320,1123,1.03,"RoughTendency",2015
92,92,"Alex Cejka",94,28.55,312,1093,0.87,"RoughTendency",2015
93,93,"James Hahn",94,28.56,309,1082,0,"RoughTendency",2015
94,94,"David Hearn",97,28.61,337,1178,1.25,"RoughTendency",2015
95,95,"Justin Thomas",106,28.66,378,1319,0.08,"RoughTendency",2015
96,96,"Michael Putnam",87,28.74,269,936,1.45,"RoughTendency",2015
97,97,"Scott Piercy",90,28.83,331,1148,0.82,"RoughTendency",2015
98,98,"Jamie Donaldson",50,28.89,128,443,0.63,"RoughTendency",2015
99,99,"Brendan Steele",88,29.08,305,1049,0.36,"RoughTendency",2015
100,100,"Carl Pettersson",106,29.09,386,1327,0.47,"RoughTendency",2015
101,101,"Nick Watney",91,29.18,328,1124,0.98,"RoughTendency",2015
102,102,"Roger Sloan",56,29.33,161,549,1.74,"RoughTendency",2015
103,103,"Martin Laird",77,29.35,295,1005,0.54,"RoughTendency",2015
104,104,"Brandt Snedeker",98,29.37,306,1042,0.85,"RoughTendency",2015
105,105,"Fabian Gomez",83,29.45,283,961,2.16,"RoughTendency",2015
106,106,"Scott Pinckney",88,29.6,304,1027,1.02,"RoughTendency",2015
107,107,"Cameron Percy",72,29.63,237,800,0.76,"RoughTendency",2015
108,108,"Tom Hoge",83,29.65,268,904,0.26,"RoughTendency",2015
108,108,"Charl Schwartzel",67,29.65,169,570,0.59,"RoughTendency",2015
110,110,"Oscar Fraustro",58,29.66,164,553,1.04,"RoughTendency",2015
111,111,"Rory Sabbatini",81,29.78,271,910,0.37,"RoughTendency",2015
112,112,"Kyle Reifers",96,29.79,331,1111,1,"RoughTendency",2015
113,113,"Luke Guthrie",84,29.85,280,938,0.93,"RoughTendency",2015
114,114,"Louis Oosthuizen",68,29.95,195,651,0.41,"RoughTendency",2015
115,115,"Kevin Na",98,29.97,294,981,0.71,"RoughTendency",2015
116,116,"Geoff Ogilvy",50,30,147,490,1.43,"RoughTendency",2015
117,117,"Daniel Summerhays",101,30.02,371,1236,0.67,"RoughTendency",2015
118,118,"Ryo Ishikawa",90,30.16,311,1031,0.35,"RoughTendency",2015
119,119,"Michael Thompson",83,30.27,316,1044,0.82,"RoughTendency",2015
120,120,"Charlie Beljan",76,30.46,240,788,1.67,"RoughTendency",2015
121,121,"Jim Renner",68,30.48,235,771,2.21,"RoughTendency",2015
122,122,"Carlos Ortiz",100,30.49,350,1148,0.69,"RoughTendency",2015
123,123,"Paul Casey",87,30.51,267,875,0.19,"RoughTendency",2015
124,124,"Jeff Overton",94,30.52,315,1032,0.98,"RoughTendency",2015
125,125,"Andres Romero",69,30.6,228,745,-0.18,"RoughTendency",2015
126,126,"Brice Garnett",81,30.63,272,888,1.69,"RoughTendency",2015
127,127,"Matt Jones",89,30.68,285,929,0.39,"RoughTendency",2015
128,128,"Brooks Koepka",84,30.76,275,894,0,"RoughTendency",2015
129,129,"Gary Woodland",81,30.79,230,747,0.43,"RoughTendency",2015
130,130,"Tyrone Van Aswegen",58,30.8,178,578,0.67,"RoughTendency",2015
131,131,"Greg Chalmers",58,30.83,152,493,1.05,"RoughTendency",2015
132,132,"Sergio Garcia",59,30.91,153,495,0.85,"RoughTendency",2015
133,133,"Andrew Svoboda",80,30.97,301,972,2.16,"RoughTendency",2015
134,134,"Bo Van Pelt",81,30.99,278,897,1.58,"RoughTendency",2015
135,135,"Luke Donald",71,31.04,230,741,0.48,"RoughTendency",2015
135,135,"Harris English",105,31.04,374,1205,0.59,"RoughTendency",2015
137,137,"Chesson Hadley",101,31.17,385,1235,1.27,"RoughTendency",2015
138,138,"Vijay Singh",78,31.31,299,955,0.47,"RoughTendency",2015
139,139,"JJ Henry",94,31.37,330,1052,1.39,"RoughTendency",2015
140,140,"Stewart Cink",77,31.38,284,905,0.28,"RoughTendency",2015
141,141,"Phil Mickelson",70,31.4,238,758,-0.13,"RoughTendency",2015
142,142,"Nick Taylor",91,31.45,361,1148,1.11,"RoughTendency",2015
142,142,"Jhonattan Vegas",90,31.45,312,992,0.9,"RoughTendency",2015
144,144,"Jonas Blixt",78,31.46,224,712,1.52,"RoughTendency",2015
145,145,"Robert Streb",110,31.54,423,1341,0.61,"RoughTendency",2015
146,146,"Eric Axley",57,31.6,188,595,0.37,"RoughTendency",2015
147,147,"Greg Owen",58,31.65,176,556,0.57,"RoughTendency",2015
148,148,"Andres Gonzales",90,31.7,330,1041,0.94,"RoughTendency",2015
149,149,"Aaron Baddeley",76,31.75,287,904,0.59,"RoughTendency",2015
150,150,"Charley Hoffman",97,31.79,336,1057,0.18,"RoughTendency",2015
151,151,"Hunter Mahan",88,31.82,287,902,0.42,"RoughTendency",2015
152,152,"Angel Cabrera",53,31.91,187,586,0.86,"RoughTendency",2015
153,153,"Jason Kokrak",88,32,352,1100,-0.34,"RoughTendency",2015
154,154,"Patrick Rodgers",57,32.02,203,634,1.23,"RoughTendency",2015
155,155,"Robert Garrigus",70,32.23,243,754,0.74,"RoughTendency",2015
156,156,"Patrick Reed",103,32.25,339,1051,0.27,"RoughTendency",2015
157,157,"Andrew Putnam",68,32.29,238,737,0.84,"RoughTendency",2015
158,158,"Adam Scott",51,32.35,143,442,1.89,"RoughTendency",2015
159,159,"Ernie Els",57,32.4,174,537,1.09,"RoughTendency",2015
160,160,"Sangmoon Bae",98,32.47,399,1229,0.88,"RoughTendency",2015
161,161,"Morgan Hoffmann",85,32.67,312,955,0.06,"RoughTendency",2015
162,162,"Whee Kim",71,32.99,255,773,0.67,"RoughTendency",2015
163,163,"Charles Howell III",105,33.02,450,1363,0.22,"RoughTendency",2015
164,164,"Retief Goosen",81,33.13,271,818,0.7,"RoughTendency",2015
165,165,"JB Holmes",89,33.33,299,897,0.27,"RoughTendency",2015
166,166,"Byron Smith",59,33.5,200,597,1.05,"RoughTendency",2015
167,167,"Seung Yul Noh",65,33.51,250,746,0.72,"RoughTendency",2015
168,168,"Martin Flores",95,33.55,366,1091,0.03,"RoughTendency",2015
169,169,"Dustin Johnson",75,33.73,252,747,0.12,"RoughTendency",2015
170,170,"DA Points",72,33.75,269,797,0.52,"RoughTendency",2015
171,171,"Ricky Barnes",82,33.84,292,863,0.68,"RoughTendency",2015
172,172,"Max Homa",78,33.92,291,858,0.79,"RoughTendency",2015
173,173,"Ryan Palmer",80,33.96,253,745,-0.2,"RoughTendency",2015
174,174,"Camilo Villegas",83,34.34,351,1022,0.48,"RoughTendency",2015
175,175,"Steven Bowditch",103,34.62,422,1219,0.55,"RoughTendency",2015
175,175,"Tony Finau",106,34.62,439,1268,-0.09,"RoughTendency",2015
177,177,"Jason Day",75,34.85,276,792,-0.14,"RoughTendency",2015
178,178,"Matt Every",73,35.03,268,765,1.23,"RoughTendency",2015
179,179,"Jonathan Randolph",72,35.73,278,778,0.86,"RoughTendency",2015
180,180,"Jimmy Walker",89,35.76,314,878,0.76,"RoughTendency",2015
181,181,"Bubba Watson",71,35.82,278,776,-0.9,"RoughTendency",2015
182,182,"Padraig Harrington",60,35.87,240,669,1,"RoughTendency",2015
183,183,"Derek Fathauer",81,35.95,325,904,0.55,"RoughTendency",2015
184,184,"Marc Leishman",74,38.9,291,748,0.69,"RoughTendency",2015
