"AverageApproachDistanceBirdieorBetter_RANKTHISWEEK_2008","AverageApproachDistanceBirdieorBetter_RANKLASTWEEK_2008","AverageApproachDistanceBirdieorBetter_PLAYERNAME_2008","AverageApproachDistanceBirdieorBetter_ROUNDS_2008","AverageApproachDistanceBirdieorBetter_AVGYARDS_2008","AverageApproachDistanceBirdieorBetter_TOTALDISTANCEINCHES_2008","AverageApproachDistanceBirdieorBetter_NUMBEROFAPPROACHSHOTS_2008","stat_name","year"
148,148,"Brad Adamonis",87,178.5,1664701,259,"AverageApproachDistanceBirdieorBetter",2008
149,149,"Jimmy Walker",73,178.8,1306784,203,"AverageApproachDistanceBirdieorBetter",2008
150,150,"Aaron Baddeley",76,178.9,1500897,233,"AverageApproachDistanceBirdieorBetter",2008
150,150,"Sean OHair",81,178.9,1410337,219,"AverageApproachDistanceBirdieorBetter",2008
152,152,"Brett Quigley",80,179,1546973,240,"AverageApproachDistanceBirdieorBetter",2008
152,152,"Camilo Villegas",79,179,1649411,256,"AverageApproachDistanceBirdieorBetter",2008
154,154,"Kevin Sutherland",98,179.2,2077508,322,"AverageApproachDistanceBirdieorBetter",2008
155,155,"Mathias Gronberg",87,179.4,1802326,279,"AverageApproachDistanceBirdieorBetter",2008
156,156,"Padraig Harrington",52,179.5,788502,122,"AverageApproachDistanceBirdieorBetter",2008
156,156,"Martin Laird",98,179.5,2100594,325,"AverageApproachDistanceBirdieorBetter",2008
158,158,"Boo Weekley",86,179.7,1494789,231,"AverageApproachDistanceBirdieorBetter",2008
159,159,"Ryan Moore",72,179.8,1417868,219,"AverageApproachDistanceBirdieorBetter",2008
160,160,"Jonathan Byrd",88,180,1840358,284,"AverageApproachDistanceBirdieorBetter",2008
160,160,"Nathan Green",95,180,2113015,326,"AverageApproachDistanceBirdieorBetter",2008
162,162,"Troy Matteson",94,180.4,2000071,308,"AverageApproachDistanceBirdieorBetter",2008
162,162,"Ted Purdy",68,180.4,1091118,168,"AverageApproachDistanceBirdieorBetter",2008
164,164,"Fred Couples",60,180.5,1247909,192,"AverageApproachDistanceBirdieorBetter",2008
165,165,"Michael Letzig",88,180.7,1821471,280,"AverageApproachDistanceBirdieorBetter",2008
166,166,"Robert Allenby",108,181,2085448,320,"AverageApproachDistanceBirdieorBetter",2008
167,167,"JB Holmes",86,181.1,1766806,271,"AverageApproachDistanceBirdieorBetter",2008
168,168,"Kevin Stadler",90,181.3,1710268,262,"AverageApproachDistanceBirdieorBetter",2008
169,169,"Davis Love III",78,181.6,1581705,242,"AverageApproachDistanceBirdieorBetter",2008
169,169,"George McNeill",97,181.6,2164030,331,"AverageApproachDistanceBirdieorBetter",2008
169,169,"Johnson Wagner",83,181.6,1509896,231,"AverageApproachDistanceBirdieorBetter",2008
172,172,"John Merrick",98,181.7,1655077,253,"AverageApproachDistanceBirdieorBetter",2008
172,172,"Nicholas Thompson",113,181.7,2250504,344,"AverageApproachDistanceBirdieorBetter",2008
174,174,"Jesper Parnevik",88,181.8,1799683,275,"AverageApproachDistanceBirdieorBetter",2008
175,175,"Angel Cabrera",55,181.9,936248,143,"AverageApproachDistanceBirdieorBetter",2008
175,175,"Carlos Franco",73,181.9,1479751,226,"AverageApproachDistanceBirdieorBetter",2008
175,175,"Brenden Pappas",66,181.9,1309690,200,"AverageApproachDistanceBirdieorBetter",2008
178,178,"Pat Perez",93,182,2090591,319,"AverageApproachDistanceBirdieorBetter",2008
179,179,"Jason Day",81,182.3,1771869,270,"AverageApproachDistanceBirdieorBetter",2008
179,179,"Kenneth Ferrie",72,182.3,1266709,193,"AverageApproachDistanceBirdieorBetter",2008
179,179,"Charley Hoffman",94,182.3,2034284,310,"AverageApproachDistanceBirdieorBetter",2008
182,182,"Dustin Johnson",92,182.6,1827298,278,"AverageApproachDistanceBirdieorBetter",2008
183,183,"Phil Mickelson",80,182.8,1606119,244,"AverageApproachDistanceBirdieorBetter",2008
184,184,"Sergio Garcia",72,183,1409589,214,"AverageApproachDistanceBirdieorBetter",2008
185,185,"Bill Haas",99,183.2,2176286,330,"AverageApproachDistanceBirdieorBetter",2008
186,186,"Jason Allred",63,183.7,1124175,170,"AverageApproachDistanceBirdieorBetter",2008
187,187,"Steve Allan",58,184,1159111,175,"AverageApproachDistanceBirdieorBetter",2008
187,187,"Matt Jones",95,184,1801847,272,"AverageApproachDistanceBirdieorBetter",2008
189,189,"Andres Romero",69,184.9,1131823,170,"AverageApproachDistanceBirdieorBetter",2008
190,190,"Charles Warren",79,185.2,1593497,239,"AverageApproachDistanceBirdieorBetter",2008
191,191,"James Driscoll",85,185.5,1762809,264,"AverageApproachDistanceBirdieorBetter",2008
191,191,"Adam Scott",51,185.5,914750,137,"AverageApproachDistanceBirdieorBetter",2008
193,193,"Bubba Watson",97,186.9,2093003,311,"AverageApproachDistanceBirdieorBetter",2008
194,194,"Tag Ridings",88,187.3,1975284,293,"AverageApproachDistanceBirdieorBetter",2008
195,195,"Mathew Goggin",91,192.4,2036517,294,"AverageApproachDistanceBirdieorBetter",2008
196,196,"Robert Garrigus",90,194.5,2366625,338,"AverageApproachDistanceBirdieorBetter",2008
197,197,"Nick Watney",96,195,2161819,308,"AverageApproachDistanceBirdieorBetter",2008
