"OverallPuttingAverage_RANKTHISWEEK_2011","OverallPuttingAverage_RANKLASTWEEK_2011","OverallPuttingAverage_PLAYERNAME_2011","OverallPuttingAverage_ROUNDS_2011","OverallPuttingAverage_AVG_2011","OverallPuttingAverage_OFPUTTS_2011","OverallPuttingAverage_OFHOLES_2011","stat_name","year"
148,148,"Kevin Streelman",90,1.625,2632,1620,"OverallPuttingAverage",2011
152,152,"JB Holmes",57,1.628,1553,954,"OverallPuttingAverage",2011
153,153,"Jeff Overton",92,1.629,2669,1638,"OverallPuttingAverage",2011
154,154,"Graeme McDowell",50,1.632,1381,846,"OverallPuttingAverage",2011
155,155,"Robert Garrigus",83,1.633,2440,1494,"OverallPuttingAverage",2011
155,155,"Adam Scott",60,1.633,1734,1062,"OverallPuttingAverage",2011
157,157,"Charley Hoffman",93,1.634,2706,1656,"OverallPuttingAverage",2011
158,158,"Ben Curtis",66,1.635,1942,1188,"OverallPuttingAverage",2011
158,158,"Jason Dufner",78,1.635,2296,1404,"OverallPuttingAverage",2011
158,158,"Harrison Frazar",58,1.635,1707,1044,"OverallPuttingAverage",2011
161,161,"Jim Furyk",87,1.636,2533,1548,"OverallPuttingAverage",2011
161,161,"Paul Goydos",81,1.636,2385,1458,"OverallPuttingAverage",2011
163,163,"David Duval",67,1.637,1974,1206,"OverallPuttingAverage",2011
164,164,"Steve Elkington",50,1.639,1475,900,"OverallPuttingAverage",2011
165,165,"Chad Campbell",99,1.64,2922,1782,"OverallPuttingAverage",2011
166,166,"Ricky Barnes",78,1.641,2304,1404,"OverallPuttingAverage",2011
166,166,"Bill Haas",93,1.641,2717,1656,"OverallPuttingAverage",2011
166,166,"Sean OHair",71,1.641,2068,1260,"OverallPuttingAverage",2011
166,166,"Vijay Singh",79,1.641,2333,1422,"OverallPuttingAverage",2011
170,170,"Dustin Johnson",72,1.642,2099,1278,"OverallPuttingAverage",2011
171,171,"Chez Reavie",92,1.643,2721,1656,"OverallPuttingAverage",2011
171,171,"Bo Van Pelt",92,1.643,2661,1620,"OverallPuttingAverage",2011
173,173,"Trevor Immelman",84,1.645,2487,1512,"OverallPuttingAverage",2011
174,174,"Justin Rose",79,1.646,2282,1386,"OverallPuttingAverage",2011
175,175,"Rocco Mediate",53,1.649,1573,954,"OverallPuttingAverage",2011
175,175,"Gary Woodland",93,1.649,2761,1674,"OverallPuttingAverage",2011
177,177,"Robert Allenby",84,1.651,2467,1494,"OverallPuttingAverage",2011
178,178,"Joe Durant",71,1.653,2112,1278,"OverallPuttingAverage",2011
179,179,"Rich Beem",53,1.656,1580,954,"OverallPuttingAverage",2011
180,180,"John Senden",94,1.658,2805,1692,"OverallPuttingAverage",2011
181,181,"Bubba Watson",85,1.659,2359,1422,"OverallPuttingAverage",2011
182,182,"Tom Gillis",55,1.664,1647,990,"OverallPuttingAverage",2011
183,183,"Davis Love III",70,1.669,2103,1260,"OverallPuttingAverage",2011
184,184,"DJ Trahan",91,1.673,2741,1638,"OverallPuttingAverage",2011
185,185,"Heath Slocum",89,1.676,2654,1584,"OverallPuttingAverage",2011
186,186,"Ernie Els",71,1.688,2097,1242,"OverallPuttingAverage",2011
