"ApproachesRightRoughRTPScore_RANKTHISWEEK_2010","ApproachesRightRoughRTPScore_RANKLASTWEEK_2010","ApproachesRightRoughRTPScore_PLAYERNAME_2010","ApproachesRightRoughRTPScore_ROUNDS_2010","ApproachesRightRoughRTPScore_AVGRTP_2010","stat_name","year"
109,109,"Kenny Perry",69,0.113,"ApproachesRightRoughRTPScore",2010
110,110,"Bo Van Pelt",104,0.114,"ApproachesRightRoughRTPScore",2010
111,111,"Chris DiMarco",88,0.115,"ApproachesRightRoughRTPScore",2010
111,111,"Brenden Pappas",66,0.115,"ApproachesRightRoughRTPScore",2010
113,113,"Zach Johnson",93,0.116,"ApproachesRightRoughRTPScore",2010
113,113,"Nicholas Thompson",88,0.116,"ApproachesRightRoughRTPScore",2010
113,113,"Boo Weekley",88,0.116,"ApproachesRightRoughRTPScore",2010
116,116,"Brian Davis",101,0.117,"ApproachesRightRoughRTPScore",2010
117,117,"Shaun Micheel",70,0.118,"ApproachesRightRoughRTPScore",2010
117,117,"Charlie Wi",95,0.118,"ApproachesRightRoughRTPScore",2010
119,119,"Justin Bolli",55,0.119,"ApproachesRightRoughRTPScore",2010
120,120,"Blake Adams",84,0.12,"ApproachesRightRoughRTPScore",2010
120,120,"Rod Pampling",77,0.12,"ApproachesRightRoughRTPScore",2010
120,120,"Cameron Tringale",55,0.12,"ApproachesRightRoughRTPScore",2010
123,123,"Chad Collins",87,0.124,"ApproachesRightRoughRTPScore",2010
123,123,"Chris Couch",66,0.124,"ApproachesRightRoughRTPScore",2010
123,123,"Carl Pettersson",99,0.124,"ApproachesRightRoughRTPScore",2010
126,126,"Scott Verplank",74,0.125,"ApproachesRightRoughRTPScore",2010
127,127,"Stephen Ames",75,0.126,"ApproachesRightRoughRTPScore",2010
127,127,"Mark Wilson",87,0.126,"ApproachesRightRoughRTPScore",2010
129,129,"Lee Janzen",77,0.127,"ApproachesRightRoughRTPScore",2010
130,130,"Kris Blanks",91,0.128,"ApproachesRightRoughRTPScore",2010
131,131,"Troy Matteson",84,0.131,"ApproachesRightRoughRTPScore",2010
131,131,"Chris Riley",73,0.131,"ApproachesRightRoughRTPScore",2010
133,133,"Freddie Jacobson",83,0.135,"ApproachesRightRoughRTPScore",2010
134,134,"Greg Chalmers",93,0.136,"ApproachesRightRoughRTPScore",2010
134,134,"Charley Hoffman",85,0.136,"ApproachesRightRoughRTPScore",2010
136,136,"Jeff Quinney",91,0.137,"ApproachesRightRoughRTPScore",2010
137,137,"Rory McIlroy",54,0.14,"ApproachesRightRoughRTPScore",2010
138,138,"Mike Weir",59,0.141,"ApproachesRightRoughRTPScore",2010
139,139,"YE Yang",72,0.142,"ApproachesRightRoughRTPScore",2010
140,140,"Briny Baird",87,0.143,"ApproachesRightRoughRTPScore",2010
140,140,"Tim Petrovic",105,0.143,"ApproachesRightRoughRTPScore",2010
142,142,"Michael Connell",89,0.144,"ApproachesRightRoughRTPScore",2010
142,142,"Robert Garrigus",71,0.144,"ApproachesRightRoughRTPScore",2010
142,142,"Joe Ogilvie",99,0.144,"ApproachesRightRoughRTPScore",2010
145,145,"Martin Flores",75,0.146,"ApproachesRightRoughRTPScore",2010
146,146,"Jason Bohn",84,0.147,"ApproachesRightRoughRTPScore",2010
146,146,"Jeff Maggert",76,0.147,"ApproachesRightRoughRTPScore",2010
148,148,"Vijay Singh",75,0.155,"ApproachesRightRoughRTPScore",2010
149,149,"Richard Johnson",90,0.158,"ApproachesRightRoughRTPScore",2010
150,150,"Brent Delahoussaye",57,0.163,"ApproachesRightRoughRTPScore",2010
151,151,"Michael Bradley",77,0.164,"ApproachesRightRoughRTPScore",2010
151,151,"Joe Durant",67,0.164,"ApproachesRightRoughRTPScore",2010
153,153,"Ted Purdy",86,0.168,"ApproachesRightRoughRTPScore",2010
153,153,"Brian Stuard",81,0.168,"ApproachesRightRoughRTPScore",2010
153,153,"Jay Williamson",76,0.168,"ApproachesRightRoughRTPScore",2010
156,156,"John Merrick",109,0.169,"ApproachesRightRoughRTPScore",2010
157,157,"Ben Curtis",78,0.173,"ApproachesRightRoughRTPScore",2010
157,157,"Matt Every",60,0.173,"ApproachesRightRoughRTPScore",2010
159,159,"Mathew Goggin",85,0.177,"ApproachesRightRoughRTPScore",2010
159,159,"Brandt Snedeker",89,0.177,"ApproachesRightRoughRTPScore",2010
161,161,"Tim Herron",79,0.178,"ApproachesRightRoughRTPScore",2010
162,162,"Jerry Kelly",99,0.18,"ApproachesRightRoughRTPScore",2010
163,163,"Steve Lowery",67,0.183,"ApproachesRightRoughRTPScore",2010
164,164,"Ian Poulter",55,0.188,"ApproachesRightRoughRTPScore",2010
165,165,"Paul Goydos",78,0.189,"ApproachesRightRoughRTPScore",2010
165,165,"Michael Letzig",84,0.189,"ApproachesRightRoughRTPScore",2010
167,167,"Sergio Garcia",58,0.19,"ApproachesRightRoughRTPScore",2010
168,168,"Josh Teater",101,0.191,"ApproachesRightRoughRTPScore",2010
169,169,"Vance Veazey",58,0.193,"ApproachesRightRoughRTPScore",2010
170,170,"Nathan Green",86,0.197,"ApproachesRightRoughRTPScore",2010
171,171,"Garth Mulroy",53,0.2,"ApproachesRightRoughRTPScore",2010
171,171,"Pat Perez",90,0.2,"ApproachesRightRoughRTPScore",2010
173,173,"Rocco Mediate",71,0.204,"ApproachesRightRoughRTPScore",2010
174,174,"Steve Wheatcroft",74,0.206,"ApproachesRightRoughRTPScore",2010
174,174,"Chris Wilson",65,0.206,"ApproachesRightRoughRTPScore",2010
176,176,"Will Ma Kenzie",72,0.209,"ApproachesRightRoughRTPScore",2010
177,177,"Aron Price",70,0.213,"ApproachesRightRoughRTPScore",2010
178,178,"Cameron Beckman",68,0.214,"ApproachesRightRoughRTPScore",2010
179,179,"Skip Kendall",58,0.219,"ApproachesRightRoughRTPScore",2010
179,179,"James Nitties",92,0.219,"ApproachesRightRoughRTPScore",2010
181,181,"Jerod Turner",54,0.228,"ApproachesRightRoughRTPScore",2010
182,182,"Greg Owen",69,0.233,"ApproachesRightRoughRTPScore",2010
183,183,"Garrett Willis",82,0.235,"ApproachesRightRoughRTPScore",2010
184,184,"Rich Barcelo",70,0.242,"ApproachesRightRoughRTPScore",2010
185,185,"Mathias Gronberg",61,0.256,"ApproachesRightRoughRTPScore",2010
186,186,"Craig Bowden",56,0.26,"ApproachesRightRoughRTPScore",2010
186,186,"Jeff Gove",57,0.26,"ApproachesRightRoughRTPScore",2010
188,188,"Kevin Johnson",62,0.28,"ApproachesRightRoughRTPScore",2010
188,188,"Roger Tambellini",77,0.28,"ApproachesRightRoughRTPScore",2010
190,190,"Brad Faxon",58,0.298,"ApproachesRightRoughRTPScore",2010
191,191,"Greg Kraft",52,0.329,"ApproachesRightRoughRTPScore",2010
192,192,"Mark Calcavecchia",50,0.343,"ApproachesRightRoughRTPScore",2010
