"FedExCupPointsperEventLeaders_RANKTHISWEEK_2009","FedExCupPointsperEventLeaders_RANKLASTWEEK_2009","FedExCupPointsperEventLeaders_PLAYERNAME_2009","FedExCupPointsperEventLeaders_EVENTS_2009","FedExCupPointsperEventLeaders_POINTSPEREVENT_2009","FedExCupPointsperEventLeaders_TOTALPOINTS_2009","stat_name","year"
21,21,"Rory Sabbatini",19,61.232,1163.4,"FedExCupPointsperEventLeaders",2009
22,22,"Luke Donald",17,58.406,992.9,"FedExCupPointsperEventLeaders",2009
23,23,"Dustin Johnson",20,57.748,1154.957,"FedExCupPointsperEventLeaders",2009
24,24,"Tim Clark",18,54.452,980.127,"FedExCupPointsperEventLeaders",2009
25,25,"Anthony Kim",18,53.169,957.033,"FedExCupPointsperEventLeaders",2009
26,26,"John Rollins",21,52.945,1111.843,"FedExCupPointsperEventLeaders",2009
27,27,"Pat Perez",18,51.129,920.313,"FedExCupPointsperEventLeaders",2009
28,28,"Mike Weir",19,50.967,968.367,"FedExCupPointsperEventLeaders",2009
29,29,"Jerry Kelly",21,50.877,1068.419,"FedExCupPointsperEventLeaders",2009
30,30,"Robert Allenby",17,49.735,845.5,"FedExCupPointsperEventLeaders",2009
31,31,"Camilo Villegas",18,49.199,885.576,"FedExCupPointsperEventLeaders",2009
32,32,"Ernie Els",15,48.857,732.85,"FedExCupPointsperEventLeaders",2009
33,33,"Ryan Moore",21,48.714,1022.997,"FedExCupPointsperEventLeaders",2009
34,34,"Kevin Na",22,46.406,1020.938,"FedExCupPointsperEventLeaders",2009
35,35,"Charley Hoffman",21,45.876,963.391,"FedExCupPointsperEventLeaders",2009
36,36,"Len Mattiace",1,44,44,"FedExCupPointsperEventLeaders",2009
37,37,"Fred Couples",13,43.738,568.6,"FedExCupPointsperEventLeaders",2009
38,38,"Bryce Molder",16,41.834,669.35,"FedExCupPointsperEventLeaders",2009
39,39,"Charles Howell III",23,40.754,937.333,"FedExCupPointsperEventLeaders",2009
40,40,"Davis Love III",21,40.545,851.455,"FedExCupPointsperEventLeaders",2009
41,41,"Jason Day",15,39.95,599.25,"FedExCupPointsperEventLeaders",2009
42,42,"Justin Leonard",21,39.928,838.49,"FedExCupPointsperEventLeaders",2009
43,43,"Steve Marino",24,39.099,938.383,"FedExCupPointsperEventLeaders",2009
44,44,"John Senden",24,39.059,937.406,"FedExCupPointsperEventLeaders",2009
45,45,"Larry Mize",1,39,39,"FedExCupPointsperEventLeaders",2009
46,46,"Mark Wilson",22,38.561,848.35,"FedExCupPointsperEventLeaders",2009
47,47,"Paul Goydos",19,38.182,725.45,"FedExCupPointsperEventLeaders",2009
48,48,"Padraig Harrington",16,37.979,607.667,"FedExCupPointsperEventLeaders",2009
49,49,"John Mallinger",21,36.881,774.5,"FedExCupPointsperEventLeaders",2009
50,50,"Jose Maria Olazabal",4,36.375,145.5,"FedExCupPointsperEventLeaders",2009
51,51,"Ben Crane",20,36.35,727,"FedExCupPointsperEventLeaders",2009
52,52,"Sergio Garcia",14,35.803,501.239,"FedExCupPointsperEventLeaders",2009
53,53,"Jason Dufner",22,35.755,786.6,"FedExCupPointsperEventLeaders",2009
54,54,"Woody Austin",19,35.125,667.38,"FedExCupPointsperEventLeaders",2009
55,55,"Stephen Ames",17,34.822,591.98,"FedExCupPointsperEventLeaders",2009
56,56,"John Merrick",22,34.626,761.767,"FedExCupPointsperEventLeaders",2009
57,57,"Nathan Green",24,34.267,822.397,"FedExCupPointsperEventLeaders",2009
58,58,"Vijay Singh",19,34.051,646.963,"FedExCupPointsperEventLeaders",2009
59,59,"Bubba Watson",20,33.853,677.06,"FedExCupPointsperEventLeaders",2009
60,60,"Chad Campbell",21,33.476,703,"FedExCupPointsperEventLeaders",2009
61,61,"Jason Bohn",19,33.184,630.5,"FedExCupPointsperEventLeaders",2009
62,62,"Roland Thatcher",11,33.121,364.333,"FedExCupPointsperEventLeaders",2009
63,63,"Brett Quigley",23,33.032,759.725,"FedExCupPointsperEventLeaders",2009
64,64,"Brian Davis",25,32.906,822.66,"FedExCupPointsperEventLeaders",2009
65,65,"Kevin Stadler",17,32.764,556.98,"FedExCupPointsperEventLeaders",2009
66,66,"Bo Van Pelt",23,32.289,742.656,"FedExCupPointsperEventLeaders",2009
67,67,"Jonathan Byrd",18,32.27,580.854,"FedExCupPointsperEventLeaders",2009
68,68,"Scott Verplank",20,32.04,640.805,"FedExCupPointsperEventLeaders",2009
69,69,"JB Holmes",20,31.763,635.25,"FedExCupPointsperEventLeaders",2009
70,70,"Kevin Sutherland",22,31.519,693.41,"FedExCupPointsperEventLeaders",2009
71,71,"Mathew Goggin",21,31.503,661.563,"FedExCupPointsperEventLeaders",2009
72,72,"Charlie Wi",22,31.056,683.233,"FedExCupPointsperEventLeaders",2009
73,73,"Brandt Snedeker",20,30.842,616.833,"FedExCupPointsperEventLeaders",2009
74,74,"Ben Curtis",16,30.656,490.5,"FedExCupPointsperEventLeaders",2009
75,75,"Bob Estes",20,30.552,611.043,"FedExCupPointsperEventLeaders",2009
76,76,"Briny Baird",23,30.236,695.429,"FedExCupPointsperEventLeaders",2009
77,77,"Boo Weekley",20,29.481,589.626,"FedExCupPointsperEventLeaders",2009
78,78,"Matt Kuchar",19,29.208,554.943,"FedExCupPointsperEventLeaders",2009
79,79,"Jeff Overton",21,28.463,597.729,"FedExCupPointsperEventLeaders",2009
80,80,"Brandt Jobe",8,28.375,227,"FedExCupPointsperEventLeaders",2009
81,81,"Shigeki Maruyama",5,28.295,141.477,"FedExCupPointsperEventLeaders",2009
82,82,"Jeff Klauk",23,28.037,644.862,"FedExCupPointsperEventLeaders",2009
83,83,"JJ Henry",24,27.36,656.63,"FedExCupPointsperEventLeaders",2009
84,84,"Justin Rose",18,27.328,491.909,"FedExCupPointsperEventLeaders",2009
85,85,"Michael Letzig",22,27.135,596.98,"FedExCupPointsperEventLeaders",2009
86,86,"James Driscoll",16,26.742,427.872,"FedExCupPointsperEventLeaders",2009
87,87,"Greg Chalmers",21,25.86,543.068,"FedExCupPointsperEventLeaders",2009
88,88,"Matt Jones",14,25.214,353,"FedExCupPointsperEventLeaders",2009
89,89,"Marc Leishman",22,24.885,547.467,"FedExCupPointsperEventLeaders",2009
90,90,"Scott McCarron",23,24.625,566.37,"FedExCupPointsperEventLeaders",2009
91,91,"KJ Choi",20,24.583,491.667,"FedExCupPointsperEventLeaders",2009
92,92,"Lee Janzen",20,24.538,490.755,"FedExCupPointsperEventLeaders",2009
93,93,"Michael Allen",18,24.467,440.41,"FedExCupPointsperEventLeaders",2009
94,94,"Nick OHern",21,24.393,512.25,"FedExCupPointsperEventLeaders",2009
95,95,"Ted Purdy",24,24.177,580.25,"FedExCupPointsperEventLeaders",2009
96,96,"Ryuji Imada",21,23.76,498.96,"FedExCupPointsperEventLeaders",2009
97,97,"Cameron Beckman",20,23.429,468.583,"FedExCupPointsperEventLeaders",2009
98,98,"Sandy Lyle",2,23.25,46.5,"FedExCupPointsperEventLeaders",2009
99,99,"Bill Haas",23,23.242,534.577,"FedExCupPointsperEventLeaders",2009
100,100,"Freddie Jacobson",18,23.198,417.561,"FedExCupPointsperEventLeaders",2009
101,101,"Scott Piercy",23,23.079,530.82,"FedExCupPointsperEventLeaders",2009
102,102,"DA Points",23,23.069,530.58,"FedExCupPointsperEventLeaders",2009
103,103,"George McNeill",21,22.869,480.25,"FedExCupPointsperEventLeaders",2009
104,104,"Mark Calcavecchia",18,22.808,410.55,"FedExCupPointsperEventLeaders",2009
105,105,"Aaron Baddeley",19,22.661,430.563,"FedExCupPointsperEventLeaders",2009
106,106,"Rod Pampling",20,22.624,452.473,"FedExCupPointsperEventLeaders",2009
107,107,"DJ Trahan",24,22.583,542,"FedExCupPointsperEventLeaders",2009
108,108,"Webb Simpson",23,22.554,518.75,"FedExCupPointsperEventLeaders",2009
109,109,"Kevin Streelman",23,22.532,518.239,"FedExCupPointsperEventLeaders",2009
110,110,"Adam Scott",17,22.294,379,"FedExCupPointsperEventLeaders",2009
111,111,"Chris Riley",17,22.158,376.688,"FedExCupPointsperEventLeaders",2009
112,112,"James Nitties",23,22.05,507.149,"FedExCupPointsperEventLeaders",2009
113,113,"Scott Hoch",1,22,22,"FedExCupPointsperEventLeaders",2009
114,114,"Michael Bradley",14,21.864,306.093,"FedExCupPointsperEventLeaders",2009
115,115,"Tim Petrovic",25,21.711,542.778,"FedExCupPointsperEventLeaders",2009
116,116,"Ronnie Black",3,21.667,65,"FedExCupPointsperEventLeaders",2009
117,117,"Robert Garrigus",20,21.63,432.59,"FedExCupPointsperEventLeaders",2009
118,118,"Richard Johnson",20,20.855,417.1,"FedExCupPointsperEventLeaders",2009
119,119,"Tom Lehman",14,20.332,284.65,"FedExCupPointsperEventLeaders",2009
120,120,"Jeff Quinney",21,20.226,424.753,"FedExCupPointsperEventLeaders",2009
121,121,"Tommy Armour III",15,20.15,302.25,"FedExCupPointsperEventLeaders",2009
122,122,"Alex Cejka",21,19.599,411.577,"FedExCupPointsperEventLeaders",2009
123,123,"Andres Romero",17,19.337,328.736,"FedExCupPointsperEventLeaders",2009
124,124,"Daniel Chopra",23,19.175,441.023,"FedExCupPointsperEventLeaders",2009
125,125,"Tim Herron",22,19.157,421.462,"FedExCupPointsperEventLeaders",2009
126,126,"Trevor Immelman",13,19.076,247.99,"FedExCupPointsperEventLeaders",2009
127,127,"Greg Owen",24,18.672,448.135,"FedExCupPointsperEventLeaders",2009
128,128,"Charles Warren",18,18.325,329.843,"FedExCupPointsperEventLeaders",2009
129,129,"Rocco Mediate",18,18.151,326.725,"FedExCupPointsperEventLeaders",2009
130,130,"Bill Lunde",23,18.01,414.23,"FedExCupPointsperEventLeaders",2009
131,131,"Garrett Willis",6,17.958,107.75,"FedExCupPointsperEventLeaders",2009
132,132,"Matt Bettencourt",26,17.808,463.017,"FedExCupPointsperEventLeaders",2009
133,133,"Steve Flesch",22,17.67,388.73,"FedExCupPointsperEventLeaders",2009
134,134,"Harrison Frazar",23,17.408,400.375,"FedExCupPointsperEventLeaders",2009
135,135,"David Mathis",22,17.144,377.175,"FedExCupPointsperEventLeaders",2009
136,136,"Loren Roberts",3,16.333,49,"FedExCupPointsperEventLeaders",2009
137,137,"Chris DiMarco",24,16.312,391.477,"FedExCupPointsperEventLeaders",2009
138,138,"Scott Sterling",16,16.109,257.75,"FedExCupPointsperEventLeaders",2009
139,139,"Vaughn Taylor",24,16.103,386.46,"FedExCupPointsperEventLeaders",2009
140,140,"Corey Pavin",21,15.902,333.95,"FedExCupPointsperEventLeaders",2009
141,141,"Ricky Barnes",19,15.789,299.992,"FedExCupPointsperEventLeaders",2009
142,142,"Jeff Maggert",23,15.779,362.92,"FedExCupPointsperEventLeaders",2009
143,143,"Chris Stroud",24,15.774,378.58,"FedExCupPointsperEventLeaders",2009
144,144,"Rich Beem",22,15.763,346.792,"FedExCupPointsperEventLeaders",2009
145,145,"Joe Ogilvie",24,15.544,373.065,"FedExCupPointsperEventLeaders",2009
146,146,"Heath Slocum",23,15.423,354.74,"FedExCupPointsperEventLeaders",2009
147,147,"David Duval",18,15.222,274,"FedExCupPointsperEventLeaders",2009
148,148,"Patrick Sheehan",14,15.22,213.085,"FedExCupPointsperEventLeaders",2009
149,149,"Todd Hamilton",24,15.188,364.5,"FedExCupPointsperEventLeaders",2009
150,150,"Tag Ridings",15,14.657,219.86,"FedExCupPointsperEventLeaders",2009
151,151,"Matt Weibring",18,14.652,263.742,"FedExCupPointsperEventLeaders",2009
152,152,"Will Ma Kenzie",20,14.587,291.737,"FedExCupPointsperEventLeaders",2009
153,153,"Jimmy Walker",20,14.189,283.785,"FedExCupPointsperEventLeaders",2009
154,154,"Troy Matteson",25,14.151,353.765,"FedExCupPointsperEventLeaders",2009
155,155,"Ryan Palmer",23,14.075,323.725,"FedExCupPointsperEventLeaders",2009
156,156,"Spencer Levin",21,14.067,295.398,"FedExCupPointsperEventLeaders",2009
157,157,"Ken Duke",25,14.066,351.65,"FedExCupPointsperEventLeaders",2009
158,158,"Aron Price",23,13.802,317.444,"FedExCupPointsperEventLeaders",2009
159,159,"Martin Laird",21,13.779,289.36,"FedExCupPointsperEventLeaders",2009
160,160,"Stuart Appleby",22,13.725,301.95,"FedExCupPointsperEventLeaders",2009
161,161,"Spike McRoy",1,13.5,13.5,"FedExCupPointsperEventLeaders",2009
162,162,"Bart Bryant",17,13.346,226.89,"FedExCupPointsperEventLeaders",2009
163,163,"Cliff Kresge",24,13.296,319.115,"FedExCupPointsperEventLeaders",2009
164,164,"Jonathan Kaye",17,12.971,220.5,"FedExCupPointsperEventLeaders",2009
165,165,"Jeff Sluman",2,12.625,25.25,"FedExCupPointsperEventLeaders",2009
166,166,"Tim Wilkinson",14,12.623,176.72,"FedExCupPointsperEventLeaders",2009
167,167,"Brendon de Jonge",25,12.617,315.435,"FedExCupPointsperEventLeaders",2009
168,168,"Shaun Micheel",16,12.588,201.415,"FedExCupPointsperEventLeaders",2009
169,169,"Glen Day",22,12.42,273.237,"FedExCupPointsperEventLeaders",2009
170,170,"Chris Smith",3,12.292,36.875,"FedExCupPointsperEventLeaders",2009
171,171,"Kris Blanks",17,11.859,201.608,"FedExCupPointsperEventLeaders",2009
172,172,"Johnson Wagner",23,11.673,268.48,"FedExCupPointsperEventLeaders",2009
173,173,"Nicholas Thompson",27,11.667,315,"FedExCupPointsperEventLeaders",2009
174,174,"Dean Wilson",25,11.66,291.492,"FedExCupPointsperEventLeaders",2009
175,175,"Tom Pernice Jr",22,11.568,254.5,"FedExCupPointsperEventLeaders",2009
176,176,"Joe Durant",18,11.444,206,"FedExCupPointsperEventLeaders",2009
177,177,"Steve Lowery",23,11.392,262.025,"FedExCupPointsperEventLeaders",2009
178,178,"JP Hayes",15,11.205,168.07,"FedExCupPointsperEventLeaders",2009
179,179,"Brad Adamonis",23,11.021,253.49,"FedExCupPointsperEventLeaders",2009
180,180,"Frank Lickliter II",14,10.804,151.25,"FedExCupPointsperEventLeaders",2009
181,181,"Mark Brooks",17,10.688,181.697,"FedExCupPointsperEventLeaders",2009
182,182,"Jarrod Lyle",17,10.573,179.744,"FedExCupPointsperEventLeaders",2009
183,183,"Carl Pettersson",25,10.339,258.47,"FedExCupPointsperEventLeaders",2009
184,184,"John Huston",13,10.25,133.25,"FedExCupPointsperEventLeaders",2009
185,185,"Steve Elkington",19,10.211,194,"FedExCupPointsperEventLeaders",2009
186,186,"Casey Wittenberg",21,10.056,211.185,"FedExCupPointsperEventLeaders",2009
187,187,"Chez Reavie",24,10.016,240.377,"FedExCupPointsperEventLeaders",2009
188,188,"Dudley Hart",13,9.981,129.75,"FedExCupPointsperEventLeaders",2009
189,189,"Darron Stiles",17,9.961,169.333,"FedExCupPointsperEventLeaders",2009
190,190,"Arron Oberholser",3,9.833,29.5,"FedExCupPointsperEventLeaders",2009
191,191,"Skip Kendall",3,9.583,28.75,"FedExCupPointsperEventLeaders",2009
192,192,"Jay Williamson",18,9.573,172.315,"FedExCupPointsperEventLeaders",2009
193,193,"Billy Mayfair",24,9.364,224.73,"FedExCupPointsperEventLeaders",2009
194,194,"Jason Gore",21,9.362,196.608,"FedExCupPointsperEventLeaders",2009
195,195,"Omar Uresti",9,9.268,83.413,"FedExCupPointsperEventLeaders",2009
196,196,"Neal Lancaster",6,9.25,55.5,"FedExCupPointsperEventLeaders",2009
197,197,"David Peoples",6,9.208,55.25,"FedExCupPointsperEventLeaders",2009
198,198,"Bob Heintz",16,8.982,143.717,"FedExCupPointsperEventLeaders",2009
199,199,"Brendon Todd",18,8.556,154,"FedExCupPointsperEventLeaders",2009
200,200,"John Daly",6,8.455,50.73,"FedExCupPointsperEventLeaders",2009
201,201,"Paul Stankowski",9,8.361,75.25,"FedExCupPointsperEventLeaders",2009
202,202,"Aaron Watkins",14,8.352,116.93,"FedExCupPointsperEventLeaders",2009
203,203,"Mark Hensby",5,8.35,41.75,"FedExCupPointsperEventLeaders",2009
204,204,"Parker McLachlin",21,8.214,172.5,"FedExCupPointsperEventLeaders",2009
205,205,"Mathias Gronberg",11,8.203,90.235,"FedExCupPointsperEventLeaders",2009
206,206,"Tommy Gainey",15,8.145,122.17,"FedExCupPointsperEventLeaders",2009
207,207,"Kent Jones",20,8.116,162.327,"FedExCupPointsperEventLeaders",2009
208,208,"Guy Boros",7,7.786,54.5,"FedExCupPointsperEventLeaders",2009
209,209,"Dicky Pride",10,7.278,72.781,"FedExCupPointsperEventLeaders",2009
210,210,"Chris Couch",8,7.125,57,"FedExCupPointsperEventLeaders",2009
211,211,"Peter Lonard",26,6.997,181.92,"FedExCupPointsperEventLeaders",2009
212,212,"Kirk Triplett",18,6.911,124.39,"FedExCupPointsperEventLeaders",2009
213,213,"Brian Vranesh",17,6.544,111.242,"FedExCupPointsperEventLeaders",2009
214,214,"David Berganio Jr",15,6.208,93.127,"FedExCupPointsperEventLeaders",2009
215,215,"Colt Knost",21,6.032,126.67,"FedExCupPointsperEventLeaders",2009
216,216,"Greg Kraft",19,5.882,111.75,"FedExCupPointsperEventLeaders",2009
217,217,"Wil Collins",16,5.67,90.72,"FedExCupPointsperEventLeaders",2009
218,218,"Arjun Atwal",10,5.65,56.5,"FedExCupPointsperEventLeaders",2009
219,219,"Tom Byrum",4,5.625,22.5,"FedExCupPointsperEventLeaders",2009
220,220,"Tom Scherrer",2,5.25,10.5,"FedExCupPointsperEventLeaders",2009
221,221,"Jay Delsing",7,4.986,34.9,"FedExCupPointsperEventLeaders",2009
222,222,"Carlos Franco",10,4.873,48.73,"FedExCupPointsperEventLeaders",2009
223,223,"Marc Turnesa",26,4.82,125.32,"FedExCupPointsperEventLeaders",2009
224,224,"Bob Tway",12,4.688,56.25,"FedExCupPointsperEventLeaders",2009
225,225,"Marco Dawson",6,4.667,28,"FedExCupPointsperEventLeaders",2009
226,226,"Scott Gutschewski",17,4.615,78.455,"FedExCupPointsperEventLeaders",2009
227,227,"Robert Damron",5,4.55,22.75,"FedExCupPointsperEventLeaders",2009
228,228,"Leif Olson",17,4.319,73.42,"FedExCupPointsperEventLeaders",2009
229,229,"Peter Tomasulo",22,4.026,88.57,"FedExCupPointsperEventLeaders",2009
230,230,"Gary Woodland",18,3.797,68.35,"FedExCupPointsperEventLeaders",2009
231,231,"Derek Fathauer",22,3.776,83.081,"FedExCupPointsperEventLeaders",2009
232,232,"Grant Waite",2,3.375,6.75,"FedExCupPointsperEventLeaders",2009
233,233,"Jose Coceres",6,3.25,19.5,"FedExCupPointsperEventLeaders",2009
234,234,"Jesper Parnevik",14,3.011,42.16,"FedExCupPointsperEventLeaders",2009
235,235,"Eric Axley",26,2.676,69.565,"FedExCupPointsperEventLeaders",2009
236,236,"Rick Price",19,2.25,42.75,"FedExCupPointsperEventLeaders",2009
237,237,"James Oh",19,2.206,41.92,"FedExCupPointsperEventLeaders",2009
238,238,"Fred Funk",6,1.965,11.79,"FedExCupPointsperEventLeaders",2009
239,239,"Brad Faxon",20,1.925,38.5,"FedExCupPointsperEventLeaders",2009
240,240,"Notah Begay III",15,1.856,27.838,"FedExCupPointsperEventLeaders",2009
241,241,"Stephen Leaney",11,1.818,20,"FedExCupPointsperEventLeaders",2009
242,242,"Troy Kelly",16,0.917,14.67,"FedExCupPointsperEventLeaders",2009
243,243,"Brian Bateman",21,0.82,17.23,"FedExCupPointsperEventLeaders",2009
244,244,"David Gossett",5,0.7,3.5,"FedExCupPointsperEventLeaders",2009
245,245,"Steve Allan",17,0.559,9.5,"FedExCupPointsperEventLeaders",2009
246,246,"Mark OMeara",2,0.495,0.99,"FedExCupPointsperEventLeaders",2009
247,247,"Matthew Borchert",17,0.469,7.965,"FedExCupPointsperEventLeaders",2009
248,248,"Billy Andrade",17,0.435,7.4,"FedExCupPointsperEventLeaders",2009
249,249,"Greg Norman",3,0.323,0.97,"FedExCupPointsperEventLeaders",2009
250,250,"Tyler Aldridge",16,0.302,4.83,"FedExCupPointsperEventLeaders",2009
251,251,"Steve Pate",4,0.188,0.75,"FedExCupPointsperEventLeaders",2009
252,252,"Paul Azinger",8,0.166,1.327,"FedExCupPointsperEventLeaders",2009
253,253,"Olin Browne",9,0.141,1.265,"FedExCupPointsperEventLeaders",2009
254,254,"Robin Freeman",5,0.118,0.588,"FedExCupPointsperEventLeaders",2009
254,254,"JL Lewis",4,0.118,0.47,"FedExCupPointsperEventLeaders",2009
