"GIRPctFairwayBunker_RANKTHISWEEK_2008","GIRPctFairwayBunker_RANKLASTWEEK_2008","GIRPctFairwayBunker_PLAYERNAME_2008","GIRPctFairwayBunker_ROUNDS_2008","GIRPctFairwayBunker_Pct_2008","GIRPctFairwayBunker_GREENSHIT_2008","GIRPctFairwayBunker_HOLES_2008","GIRPctFairwayBunker_RELATIVEPAR_2008","stat_name","year"
36,NA,"Matt Jones",95,51.3,40,78,-6,"GIRPctFairwayBunker",2008
37,NA,"JJ Henry",108,51.2,42,82,-4,"GIRPctFairwayBunker",2008
38,NA,"Brett Rumford",72,51,26,51,-4,"GIRPctFairwayBunker",2008
39,NA,"Jason Allred",63,50.9,27,53,-2,"GIRPctFairwayBunker",2008
39,NA,"Aaron Baddeley",76,50.9,29,57,-9,"GIRPctFairwayBunker",2008
39,NA,"Robert Garrigus",90,50.9,29,57,-7,"GIRPctFairwayBunker",2008
39,NA,"Cliff Kresge",84,50.9,27,53,-2,"GIRPctFairwayBunker",2008
39,NA,"Nick Watney",96,50.9,29,57,-4,"GIRPctFairwayBunker",2008
44,NA,"Daniel Chopra",84,50.8,30,59,-8,"GIRPctFairwayBunker",2008
45,NA,"Mike Weir",88,50.7,34,67,-10,"GIRPctFairwayBunker",2008
46,NA,"Nathan Green",95,50.6,44,87,-12,"GIRPctFairwayBunker",2008
46,NA,"Patrick Sheehan",124,50.6,40,79,-3,"GIRPctFairwayBunker",2008
46,NA,"YE Yang",89,50.6,42,83,-6,"GIRPctFairwayBunker",2008
49,NA,"Stephen Ames",83,50,27,54,-7,"GIRPctFairwayBunker",2008
49,NA,"Mark Calcavecchia",67,50,20,40,-3,"GIRPctFairwayBunker",2008
49,NA,"Carlos Franco",73,50,31,62,-8,"GIRPctFairwayBunker",2008
49,NA,"Mathias Gronberg",87,50,30,60,2,"GIRPctFairwayBunker",2008
49,NA,"Bill Haas",99,50,37,74,-11,"GIRPctFairwayBunker",2008
49,NA,"Will Ma Kenzie",62,50,21,42,-4,"GIRPctFairwayBunker",2008
49,NA,"Pat Perez",93,50,30,60,-3,"GIRPctFairwayBunker",2008
49,NA,"Bubba Watson",97,50,27,54,-9,"GIRPctFairwayBunker",2008
57,NA,"Steve Marino",119,49.4,41,83,-9,"GIRPctFairwayBunker",2008
57,NA,"Parker McLachlin",88,49.4,39,79,-8,"GIRPctFairwayBunker",2008
59,NA,"Brian Davis",108,49.3,36,73,-5,"GIRPctFairwayBunker",2008
60,NA,"Lucas Glover",91,49.2,30,61,-8,"GIRPctFairwayBunker",2008
60,NA,"Jason Gore",94,49.2,31,63,-2,"GIRPctFairwayBunker",2008
62,NA,"Jerry Kelly",89,49.1,26,53,-6,"GIRPctFairwayBunker",2008
63,NA,"Brett Quigley",80,49,25,51,-8,"GIRPctFairwayBunker",2008
63,NA,"Chez Reavie",102,49,25,51,-1,"GIRPctFairwayBunker",2008
63,NA,"Tim Wilkinson",95,49,24,49,-6,"GIRPctFairwayBunker",2008
66,NA,"JB Holmes",86,48.9,23,47,1,"GIRPctFairwayBunker",2008
66,NA,"Phil Mickelson",80,48.9,23,47,-7,"GIRPctFairwayBunker",2008
68,NA,"Jon Mills",95,48.7,37,76,-2,"GIRPctFairwayBunker",2008
69,NA,"Nick Flanagan",89,48.4,31,64,-1,"GIRPctFairwayBunker",2008
69,NA,"Michael Letzig",88,48.4,15,31,-3,"GIRPctFairwayBunker",2008
71,NA,"Rocco Mediate",87,48.2,27,56,-3,"GIRPctFairwayBunker",2008
72,NA,"Angel Cabrera",55,48,12,25,-4,"GIRPctFairwayBunker",2008
72,NA,"Charles Howell III",101,48,36,75,-10,"GIRPctFairwayBunker",2008
74,NA,"Jeff Maggert",86,47.9,23,48,-3,"GIRPctFairwayBunker",2008
75,NA,"Steve Allan",58,47.4,18,38,-1,"GIRPctFairwayBunker",2008
75,NA,"George McNeill",97,47.4,36,76,-1,"GIRPctFairwayBunker",2008
77,NA,"Cody Freeman",66,47.2,25,53,-5,"GIRPctFairwayBunker",2008
77,NA,"Shigeki Maruyama",50,47.2,17,36,-1,"GIRPctFairwayBunker",2008
77,NA,"Jesper Parnevik",88,47.2,25,53,-9,"GIRPctFairwayBunker",2008
77,NA,"Camilo Villegas",79,47.2,25,53,-2,"GIRPctFairwayBunker",2008
81,NA,"Todd Demsey",80,47.1,24,51,-2,"GIRPctFairwayBunker",2008
82,NA,"Briny Baird",113,47,31,66,-4,"GIRPctFairwayBunker",2008
83,NA,"Bart Bryant",81,46.9,15,32,-2,"GIRPctFairwayBunker",2008
83,NA,"Ernie Els",51,46.9,15,32,-3,"GIRPctFairwayBunker",2008
83,NA,"Dean Wilson",109,46.9,23,49,-5,"GIRPctFairwayBunker",2008
86,NA,"Michael Allen",91,46.7,21,45,-4,"GIRPctFairwayBunker",2008
87,NA,"Mark Hensby",71,46.6,27,58,-6,"GIRPctFairwayBunker",2008
87,NA,"Troy Matteson",94,46.6,41,88,-8,"GIRPctFairwayBunker",2008
89,NA,"Bob Estes",90,46.3,25,54,-5,"GIRPctFairwayBunker",2008
90,NA,"Kenneth Ferrie",72,46.2,24,52,-5,"GIRPctFairwayBunker",2008
91,NA,"Martin Laird",98,45.9,28,61,-9,"GIRPctFairwayBunker",2008
92,NA,"Olin Browne",77,45.8,11,24,-3,"GIRPctFairwayBunker",2008
93,NA,"Gavin Coles",54,45.5,10,22,-5,"GIRPctFairwayBunker",2008
93,NA,"Rory Sabbatini",77,45.5,20,44,-2,"GIRPctFairwayBunker",2008
93,NA,"Charlie Wi",97,45.5,25,55,-4,"GIRPctFairwayBunker",2008
96,NA,"Woody Austin",109,45.2,33,73,-10,"GIRPctFairwayBunker",2008
96,NA,"Kenny Perry",97,45.2,28,62,-8,"GIRPctFairwayBunker",2008
96,NA,"Tom Scherrer",56,45.2,19,42,-6,"GIRPctFairwayBunker",2008
99,NA,"Robert Gamez",79,44.9,22,49,-5,"GIRPctFairwayBunker",2008
100,NA,"Bob Tway",70,44.7,17,38,-6,"GIRPctFairwayBunker",2008
101,NA,"Richard Johnson",77,44.4,28,63,-2,"GIRPctFairwayBunker",2008
101,NA,"Scott McCarron",63,44.4,16,36,0,"GIRPctFairwayBunker",2008
103,NA,"Tommy Armour III",77,44.2,19,43,-4,"GIRPctFairwayBunker",2008
103,NA,"Nick OHern",82,44.2,19,43,-4,"GIRPctFairwayBunker",2008
105,NA,"Billy Andrade",71,44,22,50,-2,"GIRPctFairwayBunker",2008
106,NA,"Jim Furyk",95,43.9,25,57,-4,"GIRPctFairwayBunker",2008
107,NA,"Lee Janzen",89,43.8,21,48,1,"GIRPctFairwayBunker",2008
107,NA,"Ian Poulter",51,43.8,14,32,-3,"GIRPctFairwayBunker",2008
109,NA,"Chris Stroud",81,43.6,24,55,-3,"GIRPctFairwayBunker",2008
110,NA,"Joe Durant",92,43.5,20,46,-4,"GIRPctFairwayBunker",2008
110,NA,"Dustin Johnson",92,43.5,30,69,-4,"GIRPctFairwayBunker",2008
112,NA,"Ryan Palmer",69,43.4,23,53,-4,"GIRPctFairwayBunker",2008
113,NA,"Rich Beem",90,43.1,25,58,-1,"GIRPctFairwayBunker",2008
113,NA,"Kevin Na",97,43.1,31,72,-4,"GIRPctFairwayBunker",2008
113,NA,"Heath Slocum",104,43.1,22,51,0,"GIRPctFairwayBunker",2008
116,NA,"Eric Axley",113,43,34,79,-7,"GIRPctFairwayBunker",2008
116,NA,"Jeff Overton",103,43,34,79,-5,"GIRPctFairwayBunker",2008
118,NA,"Justin Leonard",101,42.9,21,49,-7,"GIRPctFairwayBunker",2008
118,NA,"Ted Purdy",68,42.9,24,56,-2,"GIRPctFairwayBunker",2008
118,NA,"John Riegger",73,42.9,12,28,-3,"GIRPctFairwayBunker",2008
118,NA,"Adam Scott",51,42.9,9,21,-1,"GIRPctFairwayBunker",2008
122,NA,"Brenden Pappas",66,42.6,20,47,0,"GIRPctFairwayBunker",2008
123,NA,"Kent Jones",68,42.4,14,33,0,"GIRPctFairwayBunker",2008
123,NA,"Joe Ogilvie",100,42.4,25,59,-4,"GIRPctFairwayBunker",2008
123,NA,"Rod Pampling",83,42.4,25,59,-2,"GIRPctFairwayBunker",2008
123,NA,"Tom Pernice Jr",104,42.4,28,66,-4,"GIRPctFairwayBunker",2008
127,NA,"Marco Dawson",64,42.2,19,45,-2,"GIRPctFairwayBunker",2008
127,NA,"David Duval",51,42.2,19,45,-1,"GIRPctFairwayBunker",2008
129,NA,"John Huston",56,41.9,13,31,-2,"GIRPctFairwayBunker",2008
130,NA,"Steve Flesch",95,41.7,25,60,2,"GIRPctFairwayBunker",2008
130,NA,"Peter Lonard",92,41.7,20,48,-2,"GIRPctFairwayBunker",2008
132,NA,"Sean OHair",81,41.5,22,53,-5,"GIRPctFairwayBunker",2008
133,NA,"Jeff Quinney",87,41.1,23,56,-3,"GIRPctFairwayBunker",2008
134,NA,"Paul Goydos",78,41,16,39,-2,"GIRPctFairwayBunker",2008
135,NA,"Alex Cejka",75,40.9,18,44,-2,"GIRPctFairwayBunker",2008
135,NA,"Jeff Gove",50,40.9,9,22,-4,"GIRPctFairwayBunker",2008
137,NA,"Anthony Kim",81,40.7,24,59,-5,"GIRPctFairwayBunker",2008
138,NA,"Travis Perkins",53,40.6,13,32,-2,"GIRPctFairwayBunker",2008
139,NA,"Vaughn Taylor",103,40.5,30,74,-4,"GIRPctFairwayBunker",2008
140,NA,"Justin Bolli",87,40.4,21,52,-6,"GIRPctFairwayBunker",2008
140,NA,"Charley Hoffman",94,40.4,19,47,-4,"GIRPctFairwayBunker",2008
140,NA,"Matt Kuchar",88,40.4,21,52,-4,"GIRPctFairwayBunker",2008
143,NA,"Bo Van Pelt",101,40.3,25,62,-1,"GIRPctFairwayBunker",2008
144,NA,"James Driscoll",85,40,30,75,-10,"GIRPctFairwayBunker",2008
144,NA,"Tommy Gainey",60,40,14,35,0,"GIRPctFairwayBunker",2008
144,NA,"Johnson Wagner",83,40,22,55,-6,"GIRPctFairwayBunker",2008
147,NA,"Chad Collins",72,39.7,23,58,-4,"GIRPctFairwayBunker",2008
148,NA,"Steve Elkington",84,39.5,17,43,-3,"GIRPctFairwayBunker",2008
149,NA,"Stephen Leaney",53,39.4,13,33,-2,"GIRPctFairwayBunker",2008
150,NA,"Corey Pavin",69,39.3,11,28,-4,"GIRPctFairwayBunker",2008
151,NA,"Jonathan Byrd",88,39.2,20,51,-3,"GIRPctFairwayBunker",2008
152,NA,"Scott Sterling",89,39.1,18,46,-2,"GIRPctFairwayBunker",2008
153,NA,"Ryan Moore",72,39,16,41,0,"GIRPctFairwayBunker",2008
154,NA,"DJ Trahan",94,38.8,19,49,0,"GIRPctFairwayBunker",2008
155,NA,"Alejandro Canizares",52,38.7,12,31,-1,"GIRPctFairwayBunker",2008
156,NA,"Brian Gay",102,38.3,18,47,-4,"GIRPctFairwayBunker",2008
157,NA,"David Lutterus",59,38,19,50,2,"GIRPctFairwayBunker",2008
158,NA,"Fred Couples",60,37.8,14,37,-2,"GIRPctFairwayBunker",2008
158,NA,"Tag Ridings",88,37.8,17,45,-2,"GIRPctFairwayBunker",2008
160,NA,"Tom Lehman",51,37.1,13,35,0,"GIRPctFairwayBunker",2008
161,NA,"Jin Park",85,37,17,46,2,"GIRPctFairwayBunker",2008
162,NA,"Steve Lowery",74,36.9,24,65,-7,"GIRPctFairwayBunker",2008
163,NA,"Nicholas Thompson",113,36.8,25,68,-4,"GIRPctFairwayBunker",2008
164,NA,"Ryuji Imada",80,36.5,19,52,-5,"GIRPctFairwayBunker",2008
164,NA,"Davis Love III",78,36.5,19,52,-3,"GIRPctFairwayBunker",2008
166,NA,"Kyle Thompson",70,36.4,16,44,1,"GIRPctFairwayBunker",2008
167,NA,"Brad Elder",67,36.2,17,47,-2,"GIRPctFairwayBunker",2008
168,NA,"Bob Sowards",61,36,18,50,-3,"GIRPctFairwayBunker",2008
169,NA,"Zach Johnson",85,35.7,10,28,0,"GIRPctFairwayBunker",2008
171,NA,"Charles Warren",79,35.4,17,48,-2,"GIRPctFairwayBunker",2008
172,NA,"Chad Campbell",94,35.1,20,57,-1,"GIRPctFairwayBunker",2008
173,NA,"Paul Claxton",63,34.8,8,23,-2,"GIRPctFairwayBunker",2008
174,NA,"Scott Verplank",82,34.4,11,32,-1,"GIRPctFairwayBunker",2008
175,NA,"Greg Kraft",63,34.2,13,38,-2,"GIRPctFairwayBunker",2008
176,NA,"Jimmy Walker",73,34.1,14,41,-4,"GIRPctFairwayBunker",2008
176,NA,"Boo Weekley",86,34.1,14,41,-1,"GIRPctFairwayBunker",2008
178,NA,"Brandt Snedeker",85,34,16,47,-4,"GIRPctFairwayBunker",2008
178,NA,"Mark Wilson",107,34,17,50,-6,"GIRPctFairwayBunker",2008
180,NA,"Tim Clark",90,33.3,17,51,-1,"GIRPctFairwayBunker",2008
180,NA,"Ben Curtis",80,33.3,15,45,-5,"GIRPctFairwayBunker",2008
180,NA,"JP Hayes",67,33.3,14,42,0,"GIRPctFairwayBunker",2008
180,NA,"Craig Kanada",65,33.3,12,36,-3,"GIRPctFairwayBunker",2008
180,NA,"Jim McGovern",75,33.3,13,39,-1,"GIRPctFairwayBunker",2008
180,NA,"Andres Romero",69,33.3,15,45,-3,"GIRPctFairwayBunker",2008
186,NA,"Chris DiMarco",87,32.7,18,55,-2,"GIRPctFairwayBunker",2008
186,NA,"Freddie Jacobson",78,32.7,18,55,-1,"GIRPctFairwayBunker",2008
188,NA,"John Mallinger",95,30.9,17,55,-2,"GIRPctFairwayBunker",2008
189,NA,"Ron Whittaker",54,30.8,8,26,0,"GIRPctFairwayBunker",2008
190,NA,"Ken Duke",116,30.3,20,66,-7,"GIRPctFairwayBunker",2008
191,NA,"Ryan Armour",87,29.8,14,47,1,"GIRPctFairwayBunker",2008
192,NA,"David Toms",70,28.9,11,38,-1,"GIRPctFairwayBunker",2008
193,NA,"Retief Goosen",59,28.6,12,42,-2,"GIRPctFairwayBunker",2008
193,NA,"Todd Hamilton",92,28.6,16,56,-3,"GIRPctFairwayBunker",2008
195,NA,"Shane Bertsch",96,27.5,14,51,0,"GIRPctFairwayBunker",2008
196,NA,"Chris Riley",51,23.1,6,26,1,"GIRPctFairwayBunker",2008
197,NA,"Omar Uresti",74,22.6,7,31,-3,"GIRPctFairwayBunker",2008
