"LateScoringAverage_RANKTHISWEEK_2007","LateScoringAverage_RANKLASTWEEK_2007","LateScoringAverage_PLAYERNAME_2007","LateScoringAverage_ROUNDS_2007","LateScoringAverage_AVG_2007","LateScoringAverage_TOTALSTROKES_2007","LateScoringAverage_TOTALLATEROUNDS_2007","stat_name","year"
55,55,"Brandt Snedeker",105,70.98,3975,56,"LateScoringAverage",2007
55,55,"Nick Watney",87,70.98,3052,43,"LateScoringAverage",2007
55,55,"Mike Weir",82,70.98,2839,40,"LateScoringAverage",2007
60,60,"Jose Coceres",50,71,1917,27,"LateScoringAverage",2007
60,60,"Tom Johnson",74,71,2343,33,"LateScoringAverage",2007
60,60,"Jarrod Lyle",77,71,2272,32,"LateScoringAverage",2007
60,60,"Hunter Mahan",91,71,3266,46,"LateScoringAverage",2007
64,64,"Boo Weekley",101,71.02,3480,49,"LateScoringAverage",2007
65,65,"Dicky Pride",71,71.03,2273,32,"LateScoringAverage",2007
66,66,"Lucas Glover",98,71.04,3623,51,"LateScoringAverage",2007
66,66,"DJ Trahan",99,71.04,3268,46,"LateScoringAverage",2007
68,68,"Briny Baird",115,71.05,4050,57,"LateScoringAverage",2007
69,69,"Steve Elkington",87,71.07,3056,43,"LateScoringAverage",2007
69,69,"Anthony Kim",93,71.07,3127,44,"LateScoringAverage",2007
69,69,"John Rollins",102,71.07,3127,44,"LateScoringAverage",2007
72,72,"Jason Dufner",100,71.08,3412,48,"LateScoringAverage",2007
73,73,"Steve Flesch",100,71.09,3199,45,"LateScoringAverage",2007
73,73,"Robert Garrigus",95,71.09,3128,44,"LateScoringAverage",2007
75,75,"Glen Day",85,71.1,2915,41,"LateScoringAverage",2007
76,76,"Bill Haas",93,71.11,3342,47,"LateScoringAverage",2007
77,77,"Tim Petrovic",106,71.12,3698,52,"LateScoringAverage",2007
78,78,"Bart Bryant",87,71.13,3201,45,"LateScoringAverage",2007
78,78,"Chris Riley",59,71.13,2276,32,"LateScoringAverage",2007
78,78,"Charles Warren",101,71.13,3414,48,"LateScoringAverage",2007
81,81,"Brian Gay",107,71.15,3842,54,"LateScoringAverage",2007
81,81,"Jerry Kelly",101,71.15,3771,53,"LateScoringAverage",2007
83,83,"Craig Bowden",78,71.16,2277,32,"LateScoringAverage",2007
83,83,"Kevin Sutherland",85,71.16,3060,43,"LateScoringAverage",2007
83,83,"Charlie Wi",90,71.16,3558,50,"LateScoringAverage",2007
86,86,"Robert Allenby",90,71.17,3416,48,"LateScoringAverage",2007
87,87,"Tim Clark",66,71.18,2705,38,"LateScoringAverage",2007
88,88,"John Merrick",92,71.19,2990,42,"LateScoringAverage",2007
89,89,"Marco Dawson",73,71.2,2136,30,"LateScoringAverage",2007
90,90,"Stephen Ames",81,71.21,3062,43,"LateScoringAverage",2007
91,91,"Matt Kuchar",85,71.22,2920,41,"LateScoringAverage",2007
91,91,"Justin Leonard",95,71.22,3205,45,"LateScoringAverage",2007
91,91,"Steve Lowery",74,71.22,2564,36,"LateScoringAverage",2007
94,94,"Bob Estes",88,71.23,2778,39,"LateScoringAverage",2007
94,94,"Fred Funk",65,71.23,2137,30,"LateScoringAverage",2007
96,96,"John Mallinger",96,71.26,3064,43,"LateScoringAverage",2007
96,96,"George McNeill",95,71.26,3064,43,"LateScoringAverage",2007
98,98,"Bob Heintz",85,71.27,2922,41,"LateScoringAverage",2007
99,99,"Mark Wilson",87,71.28,3065,43,"LateScoringAverage",2007
100,100,"Craig Kanada",109,71.29,3992,56,"LateScoringAverage",2007
100,100,"Jeff Maggert",79,71.29,2709,38,"LateScoringAverage",2007
102,102,"Shaun Micheel",91,71.3,3066,43,"LateScoringAverage",2007
103,103,"Jeff Brehaut",59,71.33,2354,33,"LateScoringAverage",2007
104,104,"Joe Durant",88,71.34,2711,38,"LateScoringAverage",2007
104,104,"Arron Oberholser",69,71.34,2497,35,"LateScoringAverage",2007
106,106,"Ryan Armour",107,71.36,3925,55,"LateScoringAverage",2007
106,106,"Mathew Goggin",97,71.36,3568,50,"LateScoringAverage",2007
108,108,"Duffy Waldorf",69,71.38,2641,37,"LateScoringAverage",2007
109,109,"Mark Hensby",81,71.39,2713,38,"LateScoringAverage",2007
109,109,"Tripp Isenhour",86,71.39,3141,44,"LateScoringAverage",2007
111,111,"Geoff Ogilvy",84,71.41,3142,44,"LateScoringAverage",2007
112,112,"Gavin Coles",87,71.42,2714,38,"LateScoringAverage",2007
112,112,"Bubba Watson",80,71.42,3071,43,"LateScoringAverage",2007
114,114,"Joey Sindelar",75,71.44,2429,34,"LateScoringAverage",2007
115,115,"Anders Hansen",55,71.46,2001,28,"LateScoringAverage",2007
115,115,"Daisuke Maruyama",86,71.46,2644,37,"LateScoringAverage",2007
117,117,"Mark Calcavecchia",93,71.47,3216,45,"LateScoringAverage",2007
118,118,"Rich Beem",89,71.49,3217,45,"LateScoringAverage",2007
118,118,"JP Hayes",89,71.49,3074,43,"LateScoringAverage",2007
118,118,"Michael Putnam",96,71.49,3503,49,"LateScoringAverage",2007
121,121,"Andrew Buckle",77,71.5,3003,42,"LateScoringAverage",2007
122,122,"Cliff Kresge",107,71.54,3720,52,"LateScoringAverage",2007
123,123,"Mark Brooks",53,71.56,1789,25,"LateScoringAverage",2007
123,123,"JB Holmes",71,71.56,2576,36,"LateScoringAverage",2007
123,123,"Parker McLachlin",83,71.56,2791,39,"LateScoringAverage",2007
123,123,"Dean Wilson",92,71.56,2791,39,"LateScoringAverage",2007
127,127,"Craig Lile",77,71.58,2720,38,"LateScoringAverage",2007
128,128,"Chad Campbell",96,71.59,3150,44,"LateScoringAverage",2007
128,128,"Richard Johnson",93,71.59,2649,37,"LateScoringAverage",2007
130,130,"Jason Bohn",57,71.6,2148,30,"LateScoringAverage",2007
130,130,"Brendon de Jonge",76,71.6,3079,43,"LateScoringAverage",2007
132,132,"Craig Barlow",52,71.62,1504,21,"LateScoringAverage",2007
133,133,"Kent Jones",97,71.64,3152,44,"LateScoringAverage",2007
134,134,"Troy Matteson",87,71.65,3081,43,"LateScoringAverage",2007
134,134,"Jason Schultz",63,71.65,2221,31,"LateScoringAverage",2007
136,136,"Brett Wetterich",88,71.68,2939,41,"LateScoringAverage",2007
137,137,"Frank Lickliter II",95,71.69,3011,42,"LateScoringAverage",2007
138,138,"Retief Goosen",50,71.7,1649,23,"LateScoringAverage",2007
139,139,"Rod Pampling",92,71.72,3299,46,"LateScoringAverage",2007
140,140,"Stuart Appleby",74,71.73,3156,44,"LateScoringAverage",2007
140,140,"Tom Pernice Jr",104,71.73,4017,56,"LateScoringAverage",2007
140,140,"Vaughn Taylor",91,71.73,3228,45,"LateScoringAverage",2007
140,140,"Johnson Wagner",97,71.73,3515,49,"LateScoringAverage",2007
144,144,"Paul Goydos",60,71.74,1937,27,"LateScoringAverage",2007
144,144,"Mathias Gronberg",95,71.74,3085,43,"LateScoringAverage",2007
144,144,"Davis Love III",66,71.74,2439,34,"LateScoringAverage",2007
144,144,"Darron Stiles",65,71.74,2224,31,"LateScoringAverage",2007
144,144,"Chris Stroud",66,71.74,2439,34,"LateScoringAverage",2007
149,149,"Billy Andrade",88,71.75,3157,44,"LateScoringAverage",2007
150,150,"Jeff Gove",103,71.77,3804,53,"LateScoringAverage",2007
150,150,"Paul Gow",70,71.77,2153,30,"LateScoringAverage",2007
152,152,"Nick OHern",72,71.78,2584,36,"LateScoringAverage",2007
153,153,"Tim Herron",98,71.82,2801,39,"LateScoringAverage",2007
153,153,"Charley Hoffman",97,71.82,3591,50,"LateScoringAverage",2007
153,153,"Brett Quigley",79,71.82,2729,38,"LateScoringAverage",2007
156,156,"Corey Pavin",81,71.83,2514,35,"LateScoringAverage",2007
157,157,"JJ Henry",86,71.86,2659,37,"LateScoringAverage",2007
158,158,"Ted Purdy",102,71.88,3450,48,"LateScoringAverage",2007
159,159,"Trevor Immelman",74,71.92,2733,38,"LateScoringAverage",2007
159,159,"Bob Tway",103,71.92,3452,48,"LateScoringAverage",2007
161,161,"Rocco Mediate",72,71.93,2158,30,"LateScoringAverage",2007
162,162,"Luke Donald",69,71.94,2374,33,"LateScoringAverage",2007
163,163,"Padraig Harrington",64,71.95,2662,37,"LateScoringAverage",2007
163,163,"Doug LaBelle II",104,71.95,3166,44,"LateScoringAverage",2007
165,165,"Lee Janzen",66,71.97,2375,33,"LateScoringAverage",2007
165,165,"Greg Owen",81,71.97,2735,38,"LateScoringAverage",2007
167,167,"Chris Tidland",59,72.03,2233,31,"LateScoringAverage",2007
168,168,"Jim Rutledge",59,72.07,2090,29,"LateScoringAverage",2007
169,169,"Harrison Frazar",88,72.09,3100,43,"LateScoringAverage",2007
170,170,"Steve Wheatcroft",73,72.14,2669,37,"LateScoringAverage",2007
171,171,"Robert Gamez",88,72.2,2888,40,"LateScoringAverage",2007
171,171,"Paul Stankowski",52,72.2,1805,25,"LateScoringAverage",2007
173,173,"Eric Axley",107,72.25,3757,52,"LateScoringAverage",2007
174,174,"Michael Boyd",61,72.29,2241,31,"LateScoringAverage",2007
174,174,"Kirk Triplett",77,72.29,2530,35,"LateScoringAverage",2007
176,176,"Ben Curtis",80,72.34,2315,32,"LateScoringAverage",2007
177,177,"DJ Brigman",67,72.38,2316,32,"LateScoringAverage",2007
178,178,"Brian Bateman",55,72.4,1810,25,"LateScoringAverage",2007
179,179,"Rich Barcelo",80,72.46,2681,37,"LateScoringAverage",2007
179,179,"Scott Gutschewski",67,72.46,2029,28,"LateScoringAverage",2007
181,181,"Ryan Palmer",91,72.49,3117,43,"LateScoringAverage",2007
182,182,"Henrik Stenson",52,72.5,1740,24,"LateScoringAverage",2007
183,183,"Bubba Dickerson",51,72.54,1886,26,"LateScoringAverage",2007
184,184,"Bryce Molder",56,72.56,1814,25,"LateScoringAverage",2007
185,185,"Tom Byrum",50,72.58,1742,24,"LateScoringAverage",2007
186,186,"John Daly",59,72.62,2106,29,"LateScoringAverage",2007
187,187,"Jaco Van Zyl",51,72.71,2036,28,"LateScoringAverage",2007
188,188,"Jeff Sluman",60,72.72,1818,25,"LateScoringAverage",2007
189,189,"David Branshaw",83,72.79,2839,39,"LateScoringAverage",2007
190,190,"Chris Couch",76,72.81,3131,43,"LateScoringAverage",2007
191,191,"Chris DiMarco",79,72.82,2767,38,"LateScoringAverage",2007
192,192,"Jose Maria Olazabal",52,72.83,1675,23,"LateScoringAverage",2007
192,192,"Kevin Stadler",95,72.83,2986,41,"LateScoringAverage",2007
194,194,"Matt Hendrix",63,72.86,2113,29,"LateScoringAverage",2007
195,195,"Todd Hamilton",76,73.26,2564,35,"LateScoringAverage",2007
196,196,"Kyle Reifers",71,73.38,2348,32,"LateScoringAverage",2007
