"FinalRoundScoringAverage_RANKTHISWEEK_2016","FinalRoundScoringAverage_RANKLASTWEEK_2016","FinalRoundScoringAverage_PLAYERNAME_2016","FinalRoundScoringAverage__2016","FinalRoundScoringAverage_AVG_2016","FinalRoundScoringAverage_TOTALSTROKES_2016","FinalRoundScoringAverage_TOTALROUNDS_2016","stat_name","year"
28,29,"Ryan Moore",NA,69.86,489,7,"FinalRoundScoringAverage",2016
30,32,"Russell Knox",NA,69.89,629,9,"FinalRoundScoringAverage",2016
30,32,"Bryce Molder",NA,69.89,629,9,"FinalRoundScoringAverage",2016
32,23,"Alex Cejka",NA,70,630,9,"FinalRoundScoringAverage",2016
32,35,"Stewart Cink",NA,70,560,8,"FinalRoundScoringAverage",2016
32,18,"Scott Stallings",NA,70,490,7,"FinalRoundScoringAverage",2016
35,35,"Sean OHair",NA,70.11,631,9,"FinalRoundScoringAverage",2016
35,40,"Patrick Rodgers",NA,70.11,631,9,"FinalRoundScoringAverage",2016
37,29,"Chris Stroud",NA,70.13,561,8,"FinalRoundScoringAverage",2016
38,41,"Henrik Stenson",NA,70.14,491,7,"FinalRoundScoringAverage",2016
39,42,"Daniel Summerhays",NA,70.17,842,12,"FinalRoundScoringAverage",2016
40,39,"Lucas Glover",NA,70.18,772,11,"FinalRoundScoringAverage",2016
41,34,"Adam Hadwin",NA,70.27,773,11,"FinalRoundScoringAverage",2016
41,44,"Patrick Reed",NA,70.27,773,11,"FinalRoundScoringAverage",2016
43,45,"Jordan Spieth",NA,70.29,492,7,"FinalRoundScoringAverage",2016
43,28,"Johnson Wagner",NA,70.29,492,7,"FinalRoundScoringAverage",2016
45,42,"Patton Kizzire",NA,70.33,844,12,"FinalRoundScoringAverage",2016
46,46,"Justin Rose",NA,70.43,493,7,"FinalRoundScoringAverage",2016
47,48,"Chad Campbell",NA,70.44,634,9,"FinalRoundScoringAverage",2016
48,49,"Zac Blair",NA,70.5,705,10,"FinalRoundScoringAverage",2016
48,49,"Spencer Levin",NA,70.5,846,12,"FinalRoundScoringAverage",2016
48,49,"Chez Reavie",NA,70.5,846,12,"FinalRoundScoringAverage",2016
48,49,"Sam Saunders",NA,70.5,282,4,"FinalRoundScoringAverage",2016
48,49,"Will Wilcox",NA,70.5,564,8,"FinalRoundScoringAverage",2016
53,55,"Jason Dufner",NA,70.55,776,11,"FinalRoundScoringAverage",2016
53,55,"Ryan Palmer",NA,70.55,776,11,"FinalRoundScoringAverage",2016
55,58,"Sergio Garcia",NA,70.6,353,5,"FinalRoundScoringAverage",2016
56,59,"Tony Finau",NA,70.67,636,9,"FinalRoundScoringAverage",2016
56,62,"David Hearn",NA,70.67,636,9,"FinalRoundScoringAverage",2016
56,62,"Smylie Kaufman",NA,70.67,848,12,"FinalRoundScoringAverage",2016
56,62,"Charl Schwartzel",NA,70.67,424,6,"FinalRoundScoringAverage",2016
56,62,"DJ Trahan",NA,70.67,212,3,"FinalRoundScoringAverage",2016
56,49,"Boo Weekley",NA,70.67,636,9,"FinalRoundScoringAverage",2016
62,71,"James Hahn",NA,70.71,495,7,"FinalRoundScoringAverage",2016
63,66,"Kevin Streelman",NA,70.75,566,8,"FinalRoundScoringAverage",2016
63,66,"Bernd Wiesberger",NA,70.75,283,4,"FinalRoundScoringAverage",2016
65,68,"Chris Kirk",NA,70.78,637,9,"FinalRoundScoringAverage",2016
66,69,"Charles Howell III",NA,70.8,1062,15,"FinalRoundScoringAverage",2016
67,71,"Blayne Barber",NA,70.83,425,6,"FinalRoundScoringAverage",2016
67,71,"Troy Merritt",NA,70.83,425,6,"FinalRoundScoringAverage",2016
69,74,"Ian Poulter",NA,70.88,567,8,"FinalRoundScoringAverage",2016
70,80,"John Huh",NA,70.89,638,9,"FinalRoundScoringAverage",2016
70,80,"Jason Kokrak",NA,70.89,638,9,"FinalRoundScoringAverage",2016
70,59,"John Senden",NA,70.89,638,9,"FinalRoundScoringAverage",2016
73,83,"Matt Kuchar",NA,70.9,709,10,"FinalRoundScoringAverage",2016
73,83,"Ben Martin",NA,70.9,709,10,"FinalRoundScoringAverage",2016
73,57,"Jhonattan Vegas",NA,70.9,709,10,"FinalRoundScoringAverage",2016
76,86,"Byeong Hun An",NA,71,284,4,"FinalRoundScoringAverage",2016
76,69,"Luke Donald",NA,71,781,11,"FinalRoundScoringAverage",2016
76,86,"Bill Haas",NA,71,568,8,"FinalRoundScoringAverage",2016
76,86,"Seung Yul Noh",NA,71,710,10,"FinalRoundScoringAverage",2016
76,86,"Carl Pettersson",NA,71,213,3,"FinalRoundScoringAverage",2016
76,86,"Hudson Swafford",NA,71,639,9,"FinalRoundScoringAverage",2016
82,83,"Daniel Berger",NA,71.09,782,11,"FinalRoundScoringAverage",2016
83,93,"Bronson Burgoon",NA,71.11,640,9,"FinalRoundScoringAverage",2016
83,79,"Tim Wilkinson",NA,71.11,640,9,"FinalRoundScoringAverage",2016
85,94,"Michael Thompson",NA,71.13,569,8,"FinalRoundScoringAverage",2016
85,74,"Camilo Villegas",NA,71.13,569,8,"FinalRoundScoringAverage",2016
87,95,"Jason Bohn",NA,71.14,498,7,"FinalRoundScoringAverage",2016
87,95,"Zach Johnson",NA,71.14,498,7,"FinalRoundScoringAverage",2016
89,97,"Si Woo Kim",NA,71.15,925,13,"FinalRoundScoringAverage",2016
90,98,"Keegan Bradley",NA,71.17,427,6,"FinalRoundScoringAverage",2016
91,99,"Ricky Barnes",NA,71.18,783,11,"FinalRoundScoringAverage",2016
92,100,"Jerry Kelly",NA,71.2,712,10,"FinalRoundScoringAverage",2016
93,104,"Francesco Molinari",NA,71.25,570,8,"FinalRoundScoringAverage",2016
93,101,"Wes Roach",NA,71.25,285,4,"FinalRoundScoringAverage",2016
93,74,"Vijay Singh",NA,71.25,570,8,"FinalRoundScoringAverage",2016
93,101,"Steve Stricker",NA,71.25,285,4,"FinalRoundScoringAverage",2016
97,115,"Harris English",NA,71.27,784,11,"FinalRoundScoringAverage",2016
97,103,"Nick Taylor",NA,71.27,784,11,"FinalRoundScoringAverage",2016
99,104,"Jonas Blixt",NA,71.29,499,7,"FinalRoundScoringAverage",2016
99,104,"Webb Simpson",NA,71.29,499,7,"FinalRoundScoringAverage",2016
101,80,"Kevin Chappell",NA,71.3,713,10,"FinalRoundScoringAverage",2016
102,86,"Jeff Overton",NA,71.33,642,9,"FinalRoundScoringAverage",2016
103,110,"Aaron Baddeley",NA,71.36,785,11,"FinalRoundScoringAverage",2016
103,137,"David Lingmerth",NA,71.36,785,11,"FinalRoundScoringAverage",2016
103,110,"Justin Thomas",NA,71.36,785,11,"FinalRoundScoringAverage",2016
106,112,"Padraig Harrington",NA,71.38,571,8,"FinalRoundScoringAverage",2016
106,74,"Tom Hoge",NA,71.38,571,8,"FinalRoundScoringAverage",2016
106,74,"Dawie van der Walt",NA,71.38,571,8,"FinalRoundScoringAverage",2016
109,115,"Kevin Kisner",NA,71.4,714,10,"FinalRoundScoringAverage",2016
109,115,"Scott Piercy",NA,71.4,714,10,"FinalRoundScoringAverage",2016
111,120,"Morgan Hoffmann",NA,71.43,500,7,"FinalRoundScoringAverage",2016
112,123,"Andrew Loupe",NA,71.44,643,9,"FinalRoundScoringAverage",2016
112,59,"Brett Stegmaier",NA,71.44,643,9,"FinalRoundScoringAverage",2016
112,135,"Robert Streb",NA,71.44,643,9,"FinalRoundScoringAverage",2016
115,130,"Roberto Castro",NA,71.5,858,12,"FinalRoundScoringAverage",2016
115,123,"Matt Every",NA,71.5,286,4,"FinalRoundScoringAverage",2016
115,123,"Brice Garnett",NA,71.5,286,4,"FinalRoundScoringAverage",2016
115,123,"Kelly Kraft",NA,71.5,286,4,"FinalRoundScoringAverage",2016
115,123,"Davis Love III",NA,71.5,572,8,"FinalRoundScoringAverage",2016
115,92,"Jamie Lovemark",NA,71.5,858,12,"FinalRoundScoringAverage",2016
115,123,"Cameron Percy",NA,71.5,286,4,"FinalRoundScoringAverage",2016
122,108,"Mark Hubbard",NA,71.53,1216,17,"FinalRoundScoringAverage",2016
123,119,"Kyle Reifers",NA,71.54,930,13,"FinalRoundScoringAverage",2016
124,123,"Harold Varner III",NA,71.55,787,11,"FinalRoundScoringAverage",2016
125,112,"Retief Goosen",NA,71.56,644,9,"FinalRoundScoringAverage",2016
125,112,"JB Holmes",NA,71.56,644,9,"FinalRoundScoringAverage",2016
127,109,"Ernie Els",NA,71.57,501,7,"FinalRoundScoringAverage",2016
127,133,"Matt Jones",NA,71.57,501,7,"FinalRoundScoringAverage",2016
127,133,"Brooks Koepka",NA,71.57,501,7,"FinalRoundScoringAverage",2016
130,130,"Colt Knost",NA,71.67,860,12,"FinalRoundScoringAverage",2016
131,137,"Billy Horschel",NA,71.7,717,10,"FinalRoundScoringAverage",2016
132,139,"Kyle Stanley",NA,71.73,789,11,"FinalRoundScoringAverage",2016
133,139,"Brian Harman",NA,71.75,861,12,"FinalRoundScoringAverage",2016
133,141,"Louis Oosthuizen",NA,71.75,287,4,"FinalRoundScoringAverage",2016
133,141,"Greg Owen",NA,71.75,574,8,"FinalRoundScoringAverage",2016
133,120,"Scott Pinckney",NA,71.75,574,8,"FinalRoundScoringAverage",2016
133,104,"David Toms",NA,71.75,574,8,"FinalRoundScoringAverage",2016
138,115,"Carlos Ortiz",NA,71.83,431,6,"FinalRoundScoringAverage",2016
139,143,"Thomas Aiken",NA,71.88,575,8,"FinalRoundScoringAverage",2016
140,144,"Tyler Aldridge",NA,71.89,647,9,"FinalRoundScoringAverage",2016
140,144,"KJ Choi",NA,71.89,647,9,"FinalRoundScoringAverage",2016
140,151,"Chesson Hadley",NA,71.89,647,9,"FinalRoundScoringAverage",2016
143,122,"Emiliano Grillo",NA,71.9,719,10,"FinalRoundScoringAverage",2016
143,132,"Cameron Tringale",NA,71.9,719,10,"FinalRoundScoringAverage",2016
145,146,"Chad Collins",NA,72,432,6,"FinalRoundScoringAverage",2016
145,146,"Jamie Donaldson",NA,72,432,6,"FinalRoundScoringAverage",2016
145,146,"Brian Gay",NA,72,216,3,"FinalRoundScoringAverage",2016
145,146,"Pat Perez",NA,72,144,2,"FinalRoundScoringAverage",2016
145,146,"Jimmy Walker",NA,72,648,9,"FinalRoundScoringAverage",2016
150,176,"Jason Gore",NA,72.18,794,11,"FinalRoundScoringAverage",2016
150,153,"Freddie Jacobson",NA,72.18,794,11,"FinalRoundScoringAverage",2016
150,154,"Gary Woodland",NA,72.18,794,11,"FinalRoundScoringAverage",2016
153,154,"Jim Herman",NA,72.2,722,10,"FinalRoundScoringAverage",2016
154,156,"Ken Duke",NA,72.25,289,4,"FinalRoundScoringAverage",2016
154,156,"Mark Wilson",NA,72.25,578,8,"FinalRoundScoringAverage",2016
156,159,"Shane Lowry",NA,72.29,506,7,"FinalRoundScoringAverage",2016
157,167,"Martin Laird",NA,72.3,723,10,"FinalRoundScoringAverage",2016
158,160,"Jon Curran",NA,72.33,651,9,"FinalRoundScoringAverage",2016
158,160,"Sung Kang",NA,72.33,651,9,"FinalRoundScoringAverage",2016
158,160,"Shawn Stefani",NA,72.33,434,6,"FinalRoundScoringAverage",2016
161,163,"Ben Crane",NA,72.38,579,8,"FinalRoundScoringAverage",2016
161,163,"Dustin Johnson",NA,72.38,579,8,"FinalRoundScoringAverage",2016
161,163,"Tyrone Van Aswegen",NA,72.38,941,13,"FinalRoundScoringAverage",2016
164,166,"Justin Leonard",NA,72.4,362,5,"FinalRoundScoringAverage",2016
165,136,"Scott Langley",NA,72.43,507,7,"FinalRoundScoringAverage",2016
166,168,"Andrew Landry",NA,72.5,145,2,"FinalRoundScoringAverage",2016
166,168,"Cameron Smith",NA,72.5,580,8,"FinalRoundScoringAverage",2016
168,156,"Anirban Lahiri",NA,72.56,653,9,"FinalRoundScoringAverage",2016
169,171,"Andres Gonzales",NA,72.6,363,5,"FinalRoundScoringAverage",2016
170,152,"Erik Compton",NA,72.63,581,8,"FinalRoundScoringAverage",2016
171,172,"Hiroshi Iwata",NA,72.67,436,6,"FinalRoundScoringAverage",2016
172,182,"Robert Garrigus",NA,72.83,437,6,"FinalRoundScoringAverage",2016
172,174,"Steve Marino",NA,72.83,437,6,"FinalRoundScoringAverage",2016
174,173,"Michael Kim",NA,72.85,947,13,"FinalRoundScoringAverage",2016
175,177,"Rob Oppenheim",NA,72.86,510,7,"FinalRoundScoringAverage",2016
176,175,"Will Ma Kenzie",NA,72.89,656,9,"FinalRoundScoringAverage",2016
177,196,"Danny Lee",NA,72.9,729,10,"FinalRoundScoringAverage",2016
178,177,"Robert Allenby",NA,73,73,1,"FinalRoundScoringAverage",2016
178,177,"Scott Brown",NA,73,803,11,"FinalRoundScoringAverage",2016
178,177,"Miguel Angel Carballo",NA,73,73,1,"FinalRoundScoringAverage",2016
178,168,"Graham DeLaet",NA,73,803,11,"FinalRoundScoringAverage",2016
178,192,"Derek Ernst",NA,73,438,6,"FinalRoundScoringAverage",2016
178,177,"Andy Sullivan",NA,73,365,5,"FinalRoundScoringAverage",2016
184,183,"Brendan Steele",NA,73.1,731,10,"FinalRoundScoringAverage",2016
185,186,"Angel Cabrera",NA,73.13,585,8,"FinalRoundScoringAverage",2016
186,184,"Ollie Schniederjans",NA,73.25,293,4,"FinalRoundScoringAverage",2016
187,187,"Derek Fathauer",NA,73.3,733,10,"FinalRoundScoringAverage",2016
187,187,"Charley Hoffman",NA,73.3,733,10,"FinalRoundScoringAverage",2016
189,189,"Billy Hurley III",NA,73.33,220,3,"FinalRoundScoringAverage",2016
189,189,"George McNeill",NA,73.33,220,3,"FinalRoundScoringAverage",2016
191,193,"DH Lee",NA,73.5,294,4,"FinalRoundScoringAverage",2016
191,193,"Geoff Ogilvy",NA,73.5,294,4,"FinalRoundScoringAverage",2016
191,193,"DA Points",NA,73.5,294,4,"FinalRoundScoringAverage",2016
191,189,"Steve Wheatcroft",NA,73.5,735,10,"FinalRoundScoringAverage",2016
195,197,"Whee Kim",NA,73.57,515,7,"FinalRoundScoringAverage",2016
195,198,"Hunter Mahan",NA,73.57,515,7,"FinalRoundScoringAverage",2016
195,198,"Henrik Norlander",NA,73.57,515,7,"FinalRoundScoringAverage",2016
198,200,"JJ Henry",NA,73.75,590,8,"FinalRoundScoringAverage",2016
199,201,"Rhein Gibson",NA,73.8,369,5,"FinalRoundScoringAverage",2016
200,202,"Abraham Ancer",NA,74,74,1,"FinalRoundScoringAverage",2016
200,202,"Shane Bertsch",NA,74,370,5,"FinalRoundScoringAverage",2016
200,184,"Martin Piller",NA,74,370,5,"FinalRoundScoringAverage",2016
203,204,"Steven Bowditch",NA,74.2,371,5,"FinalRoundScoringAverage",2016
204,205,"Darron Stiles",NA,74.33,223,3,"FinalRoundScoringAverage",2016
205,206,"Dicky Pride",NA,75,300,4,"FinalRoundScoringAverage",2016
206,207,"Justin Hicks",NA,77,231,3,"FinalRoundScoringAverage",2016
