"FairwayBunkerTendency_RANKTHISWEEK_2007","FairwayBunkerTendency_RANKLASTWEEK_2007","FairwayBunkerTendency_PLAYERNAME_2007","FairwayBunkerTendency_ROUNDS_2007","FairwayBunkerTendency_Pct_2007","FairwayBunkerTendency_TOTALFAIRWAYBUNKERS_2007","FairwayBunkerTendency_POSSIBLEFWYS_2007","FairwayBunkerTendency_RELATIVETOPAR_2007","stat_name","year"
141,141,"Rory Sabbatini",81,5.7,54,941,0.241,"FairwayBunkerTendency",2007
141,141,"Kevin Stadler",95,5.7,69,1216,0.348,"FairwayBunkerTendency",2007
141,141,"Bob Tway",103,5.7,75,1327,0.147,"FairwayBunkerTendency",2007
147,147,"Chris Couch",76,5.8,62,1062,0.258,"FairwayBunkerTendency",2007
147,147,"Lee Janzen",66,5.8,49,838,0.02,"FairwayBunkerTendency",2007
147,147,"Tom Johnson",74,5.8,58,1002,0.328,"FairwayBunkerTendency",2007
147,147,"Tim Petrovic",106,5.8,84,1450,0.143,"FairwayBunkerTendency",2007
147,147,"David Toms",80,5.8,51,886,0.176,"FairwayBunkerTendency",2007
152,152,"Michael Allen",74,5.9,58,975,0.414,"FairwayBunkerTendency",2007
152,152,"Daniel Chopra",106,5.9,86,1452,0.116,"FairwayBunkerTendency",2007
152,152,"Robert Garrigus",95,5.9,79,1328,0.329,"FairwayBunkerTendency",2007
152,152,"Lucas Glover",98,5.9,68,1161,0.221,"FairwayBunkerTendency",2007
152,152,"Craig Lile",77,5.9,62,1051,0.29,"FairwayBunkerTendency",2007
152,152,"Joe Ogilvie",102,5.9,79,1334,0.177,"FairwayBunkerTendency",2007
152,152,"Greg Owen",81,5.9,65,1108,0.508,"FairwayBunkerTendency",2007
152,152,"Michael Putnam",96,5.9,71,1203,0.268,"FairwayBunkerTendency",2007
152,152,"John Rollins",102,5.9,74,1245,0.216,"FairwayBunkerTendency",2007
152,152,"Charles Warren",101,5.9,83,1410,0.217,"FairwayBunkerTendency",2007
162,162,"Harrison Frazar",88,6,69,1148,0.087,"FairwayBunkerTendency",2007
162,162,"Nathan Green",103,6,78,1293,0.205,"FairwayBunkerTendency",2007
162,162,"Ryuji Imada",104,6,80,1341,0.288,"FairwayBunkerTendency",2007
162,162,"Davis Love III",66,6,46,773,0.37,"FairwayBunkerTendency",2007
166,166,"Rich Barcelo",80,6.1,66,1090,0.212,"FairwayBunkerTendency",2007
166,166,"Brian Bateman",55,6.1,40,659,0.05,"FairwayBunkerTendency",2007
166,166,"Mark Calcavecchia",93,6.1,67,1102,0.164,"FairwayBunkerTendency",2007
166,166,"Padraig Harrington",64,6.1,41,671,0.268,"FairwayBunkerTendency",2007
166,166,"George McNeill",95,6.1,74,1209,0.203,"FairwayBunkerTendency",2007
166,166,"Carl Pettersson",111,6.1,84,1375,0.119,"FairwayBunkerTendency",2007
172,172,"Mathias Gronberg",95,6.2,82,1325,0,"FairwayBunkerTendency",2007
172,172,"Todd Hamilton",76,6.2,57,920,0.351,"FairwayBunkerTendency",2007
172,172,"Charley Hoffman",97,6.2,78,1268,0.551,"FairwayBunkerTendency",2007
172,172,"Vijay Singh",102,6.2,74,1203,0.23,"FairwayBunkerTendency",2007
176,176,"Bryce Molder",56,6.3,48,756,0.188,"FairwayBunkerTendency",2007
176,176,"Michael Sim",52,6.3,46,730,0.174,"FairwayBunkerTendency",2007
176,176,"Duffy Waldorf",69,6.3,59,938,0.22,"FairwayBunkerTendency",2007
179,179,"Jason Gore",86,6.4,77,1200,0.195,"FairwayBunkerTendency",2007
179,179,"Kevin Sutherland",85,6.4,69,1074,0.217,"FairwayBunkerTendency",2007
181,181,"Parker McLachlin",83,6.5,72,1105,0.056,"FairwayBunkerTendency",2007
181,181,"Dicky Pride",71,6.5,61,937,0.262,"FairwayBunkerTendency",2007
181,181,"Brett Quigley",79,6.5,60,923,0.383,"FairwayBunkerTendency",2007
184,184,"Steve Allan",63,6.6,54,821,0.13,"FairwayBunkerTendency",2007
184,184,"Jonathan Byrd",73,6.6,62,933,0.113,"FairwayBunkerTendency",2007
184,184,"Charles Howell III",89,6.6,66,1003,0.212,"FairwayBunkerTendency",2007
184,184,"Tag Ridings",52,6.6,46,697,0.261,"FairwayBunkerTendency",2007
188,188,"Jason Schultz",63,6.7,55,825,0.236,"FairwayBunkerTendency",2007
189,189,"Brendon de Jonge",76,6.8,68,1005,0.206,"FairwayBunkerTendency",2007
189,189,"Jose Maria Olazabal",52,6.8,38,559,0.132,"FairwayBunkerTendency",2007
189,189,"Jeff Sluman",60,6.8,45,664,0.222,"FairwayBunkerTendency",2007
189,189,"Bo Van Pelt",104,6.8,97,1421,0.134,"FairwayBunkerTendency",2007
193,193,"Retief Goosen",50,6.9,33,476,0.455,"FairwayBunkerTendency",2007
194,194,"Chris DiMarco",79,7,63,905,0.27,"FairwayBunkerTendency",2007
194,194,"Chris Tidland",59,7,54,767,0.296,"FairwayBunkerTendency",2007
196,196,"Jarrod Lyle",77,7.2,73,1019,0.123,"FairwayBunkerTendency",2007
