"PuttingInside10_RANKTHISWEEK_2009","PuttingInside10_RANKLASTWEEK_2009","PuttingInside10_PLAYERNAME_2009","PuttingInside10_ROUNDS_2009","PuttingInside10_PctMADE_2009","PuttingInside10_ATTEMPTS_2009","PuttingInside10_PUTTSMADE_2009","stat_name","year"
45,45,"David Toms",98,87.8,1459,1281,"PuttingInside10",2009
47,47,"Pat Perez",74,87.78,1121,984,"PuttingInside10",2009
48,48,"Cameron Beckman",87,87.73,1386,1216,"PuttingInside10",2009
49,49,"Ben Crane",93,87.7,1463,1283,"PuttingInside10",2009
50,50,"Anthony Kim",76,87.66,1110,973,"PuttingInside10",2009
50,50,"Tim Petrovic",97,87.66,1596,1399,"PuttingInside10",2009
52,52,"Jimmy Walker",74,87.59,1209,1059,"PuttingInside10",2009
53,53,"Ryan Moore",89,87.55,1381,1209,"PuttingInside10",2009
54,54,"Steve Stricker",81,87.54,1140,998,"PuttingInside10",2009
55,55,"Greg Chalmers",85,87.44,1274,1114,"PuttingInside10",2009
55,55,"Geoff Ogilvy",78,87.44,1051,919,"PuttingInside10",2009
57,57,"Brian Bateman",55,87.42,898,785,"PuttingInside10",2009
58,58,"JJ Henry",97,87.41,1557,1361,"PuttingInside10",2009
58,58,"Kenny Perry",92,87.41,1342,1173,"PuttingInside10",2009
60,60,"John Mallinger",90,87.4,1310,1145,"PuttingInside10",2009
60,60,"Nick Watney",86,87.4,1262,1103,"PuttingInside10",2009
62,62,"Jarrod Lyle",65,87.37,942,823,"PuttingInside10",2009
63,63,"Bob Heintz",59,87.33,939,820,"PuttingInside10",2009
63,63,"Charles Howell III",99,87.33,1563,1365,"PuttingInside10",2009
65,65,"Aron Price",89,87.31,1418,1238,"PuttingInside10",2009
66,66,"Chad Campbell",90,87.3,1315,1148,"PuttingInside10",2009
67,67,"YE Yang",83,87.28,1305,1139,"PuttingInside10",2009
68,68,"KJ Choi",65,87.27,943,823,"PuttingInside10",2009
68,68,"Bob Estes",78,87.27,1280,1117,"PuttingInside10",2009
68,68,"Jay Williamson",69,87.27,1084,946,"PuttingInside10",2009
71,71,"Lucas Glover",93,87.22,1463,1276,"PuttingInside10",2009
72,72,"John Rollins",92,87.21,1478,1289,"PuttingInside10",2009
73,73,"Bart Bryant",58,87.2,969,845,"PuttingInside10",2009
74,74,"Jeff Overton",92,87.17,1418,1236,"PuttingInside10",2009
75,75,"Todd Hamilton",83,87.16,1184,1032,"PuttingInside10",2009
76,76,"Jason Bohn",88,87.15,1549,1350,"PuttingInside10",2009
76,76,"Kevin Streelman",97,87.15,1611,1404,"PuttingInside10",2009
78,78,"Bill Haas",91,87.13,1539,1341,"PuttingInside10",2009
78,78,"James Nitties",86,87.13,1399,1219,"PuttingInside10",2009
78,78,"Andres Romero",58,87.13,816,711,"PuttingInside10",2009
81,81,"Kevin Na",91,87.12,1421,1238,"PuttingInside10",2009
81,81,"Chez Reavie",81,87.12,1312,1143,"PuttingInside10",2009
83,83,"Jason Dufner",90,87.1,1450,1263,"PuttingInside10",2009
84,84,"Charley Hoffman",97,87.08,1618,1409,"PuttingInside10",2009
85,85,"Bubba Watson",73,87.06,1051,915,"PuttingInside10",2009
86,86,"Brendon Todd",53,87.05,865,753,"PuttingInside10",2009
86,86,"Scott Verplank",88,87.05,1467,1277,"PuttingInside10",2009
88,88,"Parker McLachlin",71,87.04,1227,1068,"PuttingInside10",2009
89,89,"Troy Matteson",95,87.02,1626,1415,"PuttingInside10",2009
90,90,"Scott Piercy",85,87.01,1401,1219,"PuttingInside10",2009
91,91,"Robert Garrigus",83,86.99,1353,1177,"PuttingInside10",2009
91,91,"Kevin Stadler",65,86.99,1007,876,"PuttingInside10",2009
93,93,"Bill Lunde",83,86.98,1382,1202,"PuttingInside10",2009
94,94,"Marc Leishman",91,86.95,1556,1353,"PuttingInside10",2009
95,95,"Webb Simpson",94,86.93,1592,1384,"PuttingInside10",2009
96,96,"Briny Baird",89,86.91,1352,1175,"PuttingInside10",2009
96,96,"Ryuji Imada",85,86.91,1276,1109,"PuttingInside10",2009
98,98,"Justin Leonard",95,86.9,1382,1201,"PuttingInside10",2009
99,99,"Mark Calcavecchia",72,86.86,1164,1011,"PuttingInside10",2009
99,99,"Johnson Wagner",81,86.86,1377,1196,"PuttingInside10",2009
101,101,"Tim Herron",87,86.85,1506,1308,"PuttingInside10",2009
102,102,"Mark Wilson",99,86.83,1625,1411,"PuttingInside10",2009
103,103,"Lee Janzen",74,86.82,1108,962,"PuttingInside10",2009
104,104,"Brian Davis",103,86.8,1705,1480,"PuttingInside10",2009
105,105,"Chris DiMarco",97,86.79,1620,1406,"PuttingInside10",2009
105,105,"Jeff Maggert",79,86.79,1363,1183,"PuttingInside10",2009
107,107,"Woody Austin",84,86.78,1422,1234,"PuttingInside10",2009
107,107,"Chris Stroud",88,86.78,1415,1228,"PuttingInside10",2009
109,109,"Dustin Johnson",85,86.77,1164,1010,"PuttingInside10",2009
110,110,"Justin Rose",71,86.76,1050,911,"PuttingInside10",2009
111,111,"John Merrick",91,86.74,1267,1099,"PuttingInside10",2009
112,112,"Jeff Quinney",78,86.71,1309,1135,"PuttingInside10",2009
113,113,"Steve Elkington",70,86.69,1157,1003,"PuttingInside10",2009
114,114,"Daniel Chopra",89,86.68,1546,1340,"PuttingInside10",2009
114,114,"Casey Wittenberg",71,86.68,1021,885,"PuttingInside10",2009
116,116,"Charles Warren",63,86.67,990,858,"PuttingInside10",2009
117,117,"Steve Lowery",83,86.63,1436,1244,"PuttingInside10",2009
118,118,"Paul Goydos",79,86.58,1200,1039,"PuttingInside10",2009
118,118,"Patrick Sheehan",51,86.58,723,626,"PuttingInside10",2009
120,120,"Marc Turnesa",77,86.56,1317,1140,"PuttingInside10",2009
121,121,"Tom Pernice Jr",82,86.54,1404,1215,"PuttingInside10",2009
122,122,"Rich Beem",77,86.51,1097,949,"PuttingInside10",2009
123,123,"Davis Love III",89,86.48,1457,1260,"PuttingInside10",2009
124,124,"Michael Letzig",96,86.45,1579,1365,"PuttingInside10",2009
124,124,"David Mathis",82,86.45,1277,1104,"PuttingInside10",2009
124,124,"Ted Purdy",101,86.45,1638,1416,"PuttingInside10",2009
124,124,"Brett Quigley",92,86.45,1424,1231,"PuttingInside10",2009
124,124,"John Senden",100,86.45,1719,1486,"PuttingInside10",2009
129,129,"Michael Allen",73,86.41,1089,941,"PuttingInside10",2009
129,129,"Steve Flesch",77,86.41,1199,1036,"PuttingInside10",2009
131,131,"Tommy Armour III",58,86.39,999,863,"PuttingInside10",2009
132,132,"Bo Van Pelt",100,86.37,1533,1324,"PuttingInside10",2009
133,133,"Leif Olson",51,86.3,810,699,"PuttingInside10",2009
134,134,"Sergio Garcia",59,86.29,824,711,"PuttingInside10",2009
135,135,"Rod Pampling",72,86.26,1179,1017,"PuttingInside10",2009
135,135,"Brian Vranesh",51,86.26,808,697,"PuttingInside10",2009
137,137,"Phil Mickelson",66,86.25,902,778,"PuttingInside10",2009
138,138,"Mathew Goggin",76,86.24,1141,984,"PuttingInside10",2009
139,139,"Dean Wilson",81,86.22,1277,1101,"PuttingInside10",2009
140,140,"David Duval",56,86.14,844,727,"PuttingInside10",2009
141,141,"DA Points",99,86.11,1605,1382,"PuttingInside10",2009
142,142,"Camilo Villegas",76,86.08,1056,909,"PuttingInside10",2009
142,142,"Gary Woodland",53,86.08,704,606,"PuttingInside10",2009
144,144,"Glen Day",79,86.03,1210,1041,"PuttingInside10",2009
145,145,"Mark Brooks",55,85.95,740,636,"PuttingInside10",2009
146,146,"Stuart Appleby",79,85.92,1243,1068,"PuttingInside10",2009
146,146,"Matt Weibring",65,85.92,1030,885,"PuttingInside10",2009
148,148,"Tag Ridings",50,85.9,766,658,"PuttingInside10",2009
149,149,"Nick OHern",90,85.88,1608,1381,"PuttingInside10",2009
150,150,"Tom Lehman",55,85.87,651,559,"PuttingInside10",2009
151,151,"Robert Allenby",71,85.85,1060,910,"PuttingInside10",2009
151,151,"Martin Laird",72,85.85,1159,995,"PuttingInside10",2009
153,153,"Rory Sabbatini",81,85.83,1270,1090,"PuttingInside10",2009
154,154,"Ken Duke",87,85.76,1355,1162,"PuttingInside10",2009
154,154,"Heath Slocum",95,85.76,1615,1385,"PuttingInside10",2009
156,156,"Kent Jones",73,85.69,1146,982,"PuttingInside10",2009
157,157,"Nicholas Thompson",96,85.67,1661,1423,"PuttingInside10",2009
158,158,"Rocco Mediate",79,85.57,1261,1079,"PuttingInside10",2009
159,159,"Greg Owen",97,85.44,1587,1356,"PuttingInside10",2009
160,160,"Sean OHair",80,85.43,1098,938,"PuttingInside10",2009
161,161,"Alex Cejka",82,85.36,1359,1160,"PuttingInside10",2009
162,162,"Ernie Els",70,85.32,1042,889,"PuttingInside10",2009
163,163,"Greg Kraft",51,85.26,787,671,"PuttingInside10",2009
164,164,"Peter Tomasulo",61,85.25,895,763,"PuttingInside10",2009
165,165,"Peter Lonard",86,85.23,1476,1258,"PuttingInside10",2009
166,166,"Boo Weekley",79,85.18,1248,1063,"PuttingInside10",2009
167,167,"Brendon de Jonge",90,85.16,1503,1280,"PuttingInside10",2009
168,168,"Vijay Singh",71,85.11,994,846,"PuttingInside10",2009
169,169,"Darron Stiles",52,85.08,811,690,"PuttingInside10",2009
170,170,"DJ Trahan",96,85.02,1522,1294,"PuttingInside10",2009
171,171,"Rick Price",54,84.99,806,685,"PuttingInside10",2009
172,172,"Matt Bettencourt",98,84.92,1618,1374,"PuttingInside10",2009
173,173,"Jason Gore",74,84.86,1189,1009,"PuttingInside10",2009
174,174,"Adam Scott",53,84.79,815,691,"PuttingInside10",2009
175,175,"Kris Blanks",60,84.75,905,767,"PuttingInside10",2009
176,176,"Derek Fathauer",63,84.67,972,823,"PuttingInside10",2009
177,177,"Billy Mayfair",83,84.62,1352,1144,"PuttingInside10",2009
178,178,"Jonathan Byrd",89,84.07,1519,1277,"PuttingInside10",2009
179,179,"Fred Couples",54,83.99,812,682,"PuttingInside10",2009
180,180,"Ricky Barnes",67,83.91,1013,850,"PuttingInside10",2009
181,181,"JB Holmes",74,83.82,1205,1010,"PuttingInside10",2009
182,182,"Joe Durant",62,83.52,916,765,"PuttingInside10",2009
183,183,"Kirk Triplett",60,83.1,1071,890,"PuttingInside10",2009
184,184,"Will Ma Kenzie",69,82.95,1208,1002,"PuttingInside10",2009
