"FairwayProximity_RANKTHISWEEK_2012","FairwayProximity_RANKLASTWEEK_2012","FairwayProximity_PLAYERNAME_2012","FairwayProximity_ROUNDS_2012","FairwayProximity_AVG_2012","FairwayProximity_ATTEMPTS_2012","FairwayProximity_TOTALDISTANCEFEET_2012","FairwayProximity_RELATIVETOPAR_2012","stat_name","year"
66,66,"Sean OHair",84,NA,975,30333.75,-90,"FairwayProximity",2012
66,66,"Justin Rose",69,NA,715,22247.333,-84,"FairwayProximity",2012
69,69,"Stephen Ames",54,NA,511,15936.75,-4,"FairwayProximity",2012
69,69,"Gavin Coles",72,NA,785,24491.25,-45,"FairwayProximity",2012
69,69,"Brian Harman",101,NA,1199,37409.417,-92,"FairwayProximity",2012
69,69,"JJ Henry",93,NA,973,30320.583,-68,"FairwayProximity",2012
69,69,"John Mallinger",74,NA,877,27320.167,-61,"FairwayProximity",2012
74,74,"JB Holmes",90,NA,940,29371.917,-60,"FairwayProximity",2012
74,74,"John Merrick",83,NA,957,29897.25,-76,"FairwayProximity",2012
74,74,"Vijay Singh",99,NA,1056,33004.667,-94,"FairwayProximity",2012
74,74,"Michael Thompson",80,NA,875,27322.75,-48,"FairwayProximity",2012
78,78,"Webb Simpson",77,NA,841,26381,-97,"FairwayProximity",2012
78,78,"Bubba Watson",68,NA,623,19512.083,-78,"FairwayProximity",2012
80,80,"Brian Davis",91,NA,1108,34808.167,-85,"FairwayProximity",2012
80,80,"Ken Duke",104,NA,1222,38423.333,-134,"FairwayProximity",2012
82,82,"Ryo Ishikawa",54,NA,454,14311.5,-1,"FairwayProximity",2012
82,82,"Louis Oosthuizen",65,NA,643,20248.167,-67,"FairwayProximity",2012
82,82,"Alexandre Rocha",62,NA,678,21348,-23,"FairwayProximity",2012
85,85,"Michael Bradley",63,NA,678,21412.917,-18,"FairwayProximity",2012
85,85,"Roberto Castro",92,NA,1025,32349.083,-85,"FairwayProximity",2012
85,85,"Stewart Cink",71,NA,650,20520.25,-21,"FairwayProximity",2012
85,85,"DA Points",88,NA,1072,33832.5,-71,"FairwayProximity",2012
85,85,"Patrick Sheehan",58,NA,569,17988.083,3,"FairwayProximity",2012
85,85,"Gary Woodland",70,NA,651,20553.667,-27,"FairwayProximity",2012
91,91,"Padraig Harrington",67,NA,583,18471.75,-53,"FairwayProximity",2012
91,91,"David Hearn",95,NA,1179,37366.917,-82,"FairwayProximity",2012
93,93,"Scott Brown",65,NA,669,21263.417,-32,"FairwayProximity",2012
93,93,"John Daly",50,NA,467,14827.25,-34,"FairwayProximity",2012
93,93,"Jason Day",57,NA,570,18117.833,-63,"FairwayProximity",2012
93,93,"Ernie Els",80,NA,824,26161.75,-53,"FairwayProximity",2012
93,93,"Brandt Jobe",57,NA,622,19770.917,-5,"FairwayProximity",2012
93,93,"Richard Lee",71,NA,790,25091.333,-75,"FairwayProximity",2012
93,93,"Rocco Mediate",70,NA,759,24095.083,-61,"FairwayProximity",2012
93,93,"Chris Stroud",86,NA,1006,31948.5,-57,"FairwayProximity",2012
101,101,"Harrison Frazar",56,NA,586,18677.75,-33,"FairwayProximity",2012
101,101,"Marc Leishman",84,NA,928,29565.083,-43,"FairwayProximity",2012
101,101,"Steve Wheatcroft",56,NA,543,17286.5,-29,"FairwayProximity",2012
104,104,"Arjun Atwal",79,NA,878,28043.917,-39,"FairwayProximity",2012
104,104,"KJ Choi",71,NA,760,24239.5,-57,"FairwayProximity",2012
104,104,"Hunter Mahan",88,NA,868,27692.5,-59,"FairwayProximity",2012
104,104,"Greg Owen",90,NA,985,31463.667,-57,"FairwayProximity",2012
104,104,"Kyle Reifers",86,NA,999,31915,-58,"FairwayProximity",2012
104,104,"David Toms",60,NA,626,19986.583,-42,"FairwayProximity",2012
104,104,"DJ Trahan",73,NA,812,25919.333,-10,"FairwayProximity",2012
111,111,"Bobby Gates",87,NA,964,30867.583,-60,"FairwayProximity",2012
111,111,"Nick OHern",78,NA,914,29229.833,-33,"FairwayProximity",2012
111,111,"Dicky Pride",62,NA,652,20863.833,-43,"FairwayProximity",2012
114,114,"Jonas Blixt",72,NA,804,25804,-98,"FairwayProximity",2012
114,114,"Kevin Chappell",91,NA,903,28983,-62,"FairwayProximity",2012
114,114,"Harris English",98,NA,1130,36252.583,-91,"FairwayProximity",2012
114,114,"Charley Hoffman",88,NA,981,31451.583,-66,"FairwayProximity",2012
114,114,"Charles Howell III",98,NA,951,30511.583,-93,"FairwayProximity",2012
119,119,"Tim Herron",88,NA,983,31601.25,-69,"FairwayProximity",2012
119,119,"George McNeill",85,NA,927,29802.083,-62,"FairwayProximity",2012
119,119,"Seung Yul Noh",105,NA,1076,34642.25,-74,"FairwayProximity",2012
119,119,"Pat Perez",81,NA,932,30012.25,-70,"FairwayProximity",2012
119,119,"Brandt Snedeker",81,NA,867,27862.75,-122,"FairwayProximity",2012
124,124,"Matt Bettencourt",80,NA,713,22981.333,-23,"FairwayProximity",2012
124,124,"Kris Blanks",65,NA,821,26481.333,-21,"FairwayProximity",2012
124,124,"Colt Knost",79,NA,948,30553.75,-15,"FairwayProximity",2012
124,124,"Garth Mulroy",59,NA,592,19083.75,-38,"FairwayProximity",2012
124,124,"Ian Poulter",57,NA,537,17340.417,-40,"FairwayProximity",2012
124,124,"Josh Teater",97,NA,1074,34631.667,-78,"FairwayProximity",2012
130,130,"Trevor Immelman",76,NA,741,23963.167,-39,"FairwayProximity",2012
130,130,"Matt Jones",53,NA,544,17604.583,-20,"FairwayProximity",2012
130,130,"Jeff Overton",101,NA,1181,38222.833,-140,"FairwayProximity",2012
130,130,"Johnson Wagner",88,NA,1001,32344,-80,"FairwayProximity",2012
130,130,"YE Yang",64,NA,614,19846.667,-37,"FairwayProximity",2012
135,135,"Jerry Kelly",84,NA,1061,34427,-68,"FairwayProximity",2012
135,135,"Troy Matteson",100,NA,998,32346.75,-44,"FairwayProximity",2012
135,135,"Phil Mickelson",79,NA,728,23585.083,-99,"FairwayProximity",2012
138,138,"Mathew Goggin",65,NA,684,22214.25,-43,"FairwayProximity",2012
138,138,"Andres Romero",68,NA,665,21608,-18,"FairwayProximity",2012
138,138,"Mark Wilson",84,NA,958,31138,-28,"FairwayProximity",2012
141,141,"Edward Loar",59,NA,530,17258.167,-12,"FairwayProximity",2012
141,141,"Jimmy Walker",101,NA,1096,35721.167,-108,"FairwayProximity",2012
143,143,"Stuart Appleby",75,NA,881,28792.667,-47,"FairwayProximity",2012
143,143,"Miguel Angel Carballo",73,NA,708,23131,-8,"FairwayProximity",2012
143,143,"Stephen Gangluff",57,NA,511,16706.333,5,"FairwayProximity",2012
143,143,"Danny Lee",74,NA,742,24211.917,-34,"FairwayProximity",2012
147,147,"Tommy Biershenk",74,NA,730,23923.167,-34,"FairwayProximity",2012
147,147,"Tom Gillis",75,NA,949,31086.917,-71,"FairwayProximity",2012
147,147,"John Huh",99,NA,1185,38775.667,-73,"FairwayProximity",2012
147,147,"Billy Hurley III",70,NA,747,24494.167,2,"FairwayProximity",2012
147,147,"Tom Pernice Jr",62,NA,685,22439,-17,"FairwayProximity",2012
152,152,"Blake Adams",107,NA,1215,39923.167,-77,"FairwayProximity",2012
152,152,"Sangmoon Bae",81,NA,719,23629.833,-10,"FairwayProximity",2012
152,152,"Chris Couch",61,NA,728,23916.667,-44,"FairwayProximity",2012
152,152,"Kevin Na",80,NA,887,29122.333,-69,"FairwayProximity",2012
152,152,"Ted Potter Jr",77,NA,808,26502.167,-3,"FairwayProximity",2012
152,152,"Daniel Summerhays",81,NA,897,29439.667,-68,"FairwayProximity",2012
158,158,"Kevin Kisner",69,NA,687,22629.5,-45,"FairwayProximity",2012
158,158,"Cameron Tringale",88,NA,1040,34251,-64,"FairwayProximity",2012
160,160,"Mark Anderson",75,NA,736,24283.333,-13,"FairwayProximity",2012
160,160,"Martin Flores",95,NA,992,32700.75,-88,"FairwayProximity",2012
160,160,"Hunter Haas",69,NA,659,21742.667,-27,"FairwayProximity",2012
160,160,"Rod Pampling",88,NA,930,30720.75,-69,"FairwayProximity",2012
160,160,"John Senden",81,NA,837,27633.417,-96,"FairwayProximity",2012
160,160,"Brendon Todd",78,NA,821,27103.25,2,"FairwayProximity",2012
160,160,"Charlie Wi",86,NA,968,31906.667,-58,"FairwayProximity",2012
167,167,"Sergio Garcia",57,NA,580,19170.917,-57,"FairwayProximity",2012
168,168,"David Mathis",83,NA,917,30394.833,-49,"FairwayProximity",2012
169,169,"Angel Cabrera",54,NA,462,15344.333,-17,"FairwayProximity",2012
169,169,"Ryuji Imada",78,NA,866,28800.333,-22,"FairwayProximity",2012
169,169,"JJ Killeen",101,NA,1041,34637.083,-19,"FairwayProximity",2012
172,172,"Spencer Levin",81,NA,824,27448.083,-58,"FairwayProximity",2012
172,172,"John Rollins",81,NA,949,31614.417,-79,"FairwayProximity",2012
174,174,"Daniel Chopra",55,NA,488,16329.917,-21,"FairwayProximity",2012
175,175,"Chris DiMarco",83,NA,1003,33665.75,-18,"FairwayProximity",2012
176,176,"Martin Laird",77,NA,690,23203.417,-74,"FairwayProximity",2012
177,177,"Ben Crane",73,NA,826,27872.917,-52,"FairwayProximity",2012
178,178,"Greg Chalmers",88,NA,985,33343.167,-75,"FairwayProximity",2012
178,178,"Brendan Steele",77,NA,845,28562.333,-21,"FairwayProximity",2012
180,180,"Jonathan Byrd",69,NA,706,23954.75,-60,"FairwayProximity",2012
180,180,"Erik Compton",81,NA,796,26976.917,-23,"FairwayProximity",2012
182,182,"Nathan Green",73,NA,710,24165.417,-61,"FairwayProximity",2012
182,182,"Troy Kelly",68,NA,620,21099.417,-21,"FairwayProximity",2012
184,184,"Billy Mayfair",90,NA,1058,36090.583,-25,"FairwayProximity",2012
185,185,"Aaron Baddeley",73,NA,667,22889.167,-34,"FairwayProximity",2012
185,185,"Jhonattan Vegas",77,NA,820,28138.75,-46,"FairwayProximity",2012
187,187,"James Driscoll",83,NA,847,29426.833,-44,"FairwayProximity",2012
187,187,"Derek Lamely",64,NA,676,23512.583,-19,"FairwayProximity",2012
189,189,"Bill Haas",79,NA,803,28007.25,-81,"FairwayProximity",2012
190,190,"Sung Kang",75,NA,784,27526.083,33,"FairwayProximity",2012
191,191,"Henrik Stenson",51,NA,565,20128.083,-47,"FairwayProximity",2012
