"ScramblingfromtheSand_RANKTHISWEEK_2010","ScramblingfromtheSand_RANKLASTWEEK_2010","ScramblingfromtheSand_PLAYERNAME_2010","ScramblingfromtheSand_ROUNDS_2010","ScramblingfromtheSand_Pct_2010","ScramblingfromtheSand_SUCCESSES_2010","ScramblingfromtheSand_ATTEMPTS_2010","stat_name","year"
43,43,"Padraig Harrington",57,57.97,40,69,"ScramblingfromtheSand",2010
44,44,"Rory McIlroy",54,57.89,33,57,"ScramblingfromtheSand",2010
45,45,"Jason Day",82,57.73,56,97,"ScramblingfromtheSand",2010
46,46,"Aaron Baddeley",94,57.66,64,111,"ScramblingfromtheSand",2010
47,47,"Jim Furyk",76,57.35,39,68,"ScramblingfromtheSand",2010
48,48,"Phil Mickelson",76,57.14,52,91,"ScramblingfromtheSand",2010
48,48,"Bo Van Pelt",104,57.14,72,126,"ScramblingfromtheSand",2010
50,50,"Bryce Molder",84,57.02,65,114,"ScramblingfromtheSand",2010
51,51,"Adam Scott",70,56.76,42,74,"ScramblingfromtheSand",2010
52,52,"Ben Crane",85,56.6,60,106,"ScramblingfromtheSand",2010
53,53,"Jay Williamson",76,56.47,48,85,"ScramblingfromtheSand",2010
54,54,"Jerry Kelly",99,56.36,62,110,"ScramblingfromtheSand",2010
55,55,"Brian Davis",101,56.16,82,146,"ScramblingfromtheSand",2010
56,56,"Freddie Jacobson",83,56.07,60,107,"ScramblingfromtheSand",2010
57,57,"JP Hayes",79,55.88,57,102,"ScramblingfromtheSand",2010
57,57,"Heath Slocum",97,55.88,38,68,"ScramblingfromtheSand",2010
59,59,"Tom Pernice Jr",74,55.56,35,63,"ScramblingfromtheSand",2010
60,60,"Martin Laird",91,55.42,46,83,"ScramblingfromtheSand",2010
60,60,"Vijay Singh",75,55.42,46,83,"ScramblingfromtheSand",2010
62,62,"Mathias Gronberg",61,55,33,60,"ScramblingfromtheSand",2010
62,62,"Steve Wheatcroft",74,55,44,80,"ScramblingfromtheSand",2010
64,64,"Omar Uresti",74,54.93,39,71,"ScramblingfromtheSand",2010
65,65,"Vaughn Taylor",87,54.84,68,124,"ScramblingfromtheSand",2010
66,66,"Michael Bradley",77,54.44,49,90,"ScramblingfromtheSand",2010
67,67,"Brenden Pappas",66,54.43,43,79,"ScramblingfromtheSand",2010
68,68,"Webb Simpson",98,54.17,65,120,"ScramblingfromtheSand",2010
69,69,"Cliff Kresge",50,54,27,50,"ScramblingfromtheSand",2010
70,70,"YE Yang",72,53.93,48,89,"ScramblingfromtheSand",2010
71,71,"David Toms",86,53.85,42,78,"ScramblingfromtheSand",2010
72,72,"Robert Allenby",76,53.49,46,86,"ScramblingfromtheSand",2010
73,73,"John Merrick",109,53.4,55,103,"ScramblingfromtheSand",2010
74,74,"Paul Casey",64,53.33,32,60,"ScramblingfromtheSand",2010
74,74,"Kenny Perry",69,53.33,32,60,"ScramblingfromtheSand",2010
76,76,"Paul Stankowski",62,53.19,25,47,"ScramblingfromtheSand",2010
76,76,"Jimmy Walker",82,53.19,50,94,"ScramblingfromtheSand",2010
78,78,"Derek Lamely",81,53.06,52,98,"ScramblingfromtheSand",2010
79,79,"Kevin Streelman",90,52.88,55,104,"ScramblingfromtheSand",2010
80,80,"Alex Prugh",88,52.87,46,87,"ScramblingfromtheSand",2010
81,81,"Martin Flores",75,52.86,37,70,"ScramblingfromtheSand",2010
81,81,"Jeev Milkha Singh",59,52.86,37,70,"ScramblingfromtheSand",2010
83,83,"Dean Wilson",54,52.73,29,55,"ScramblingfromtheSand",2010
84,84,"John Mallinger",78,52.63,50,95,"ScramblingfromtheSand",2010
85,85,"Johnson Wagner",85,52.58,51,97,"ScramblingfromtheSand",2010
86,86,"Michael Connell",89,52.53,52,99,"ScramblingfromtheSand",2010
87,87,"JB Holmes",100,52.5,63,120,"ScramblingfromtheSand",2010
87,87,"Garrett Willis",82,52.5,42,80,"ScramblingfromtheSand",2010
89,89,"Jeff Quinney",91,52.48,53,101,"ScramblingfromtheSand",2010
90,90,"Michael Letzig",84,52.43,54,103,"ScramblingfromtheSand",2010
91,91,"Chris DiMarco",88,52.38,55,105,"ScramblingfromtheSand",2010
91,91,"Marc Leishman",87,52.38,55,105,"ScramblingfromtheSand",2010
93,93,"Hunter Mahan",85,52.25,58,111,"ScramblingfromtheSand",2010
94,94,"JJ Henry",92,52.24,35,67,"ScramblingfromtheSand",2010
95,95,"Billy Mayfair",78,52.11,37,71,"ScramblingfromtheSand",2010
96,96,"Charley Hoffman",85,51.96,53,102,"ScramblingfromtheSand",2010
97,97,"Ernie Els",72,51.95,40,77,"ScramblingfromtheSand",2010
98,98,"Brett Quigley",96,51.89,55,106,"ScramblingfromtheSand",2010
99,99,"Sean OHair",84,51.69,46,89,"ScramblingfromtheSand",2010
99,99,"Josh Teater",101,51.69,61,118,"ScramblingfromtheSand",2010
101,101,"Tim Petrovic",105,51.68,77,149,"ScramblingfromtheSand",2010
102,102,"James Driscoll",78,51.65,47,91,"ScramblingfromtheSand",2010
103,103,"Stuart Appleby",101,51.28,60,117,"ScramblingfromtheSand",2010
104,104,"Will Ma Kenzie",72,51.22,42,82,"ScramblingfromtheSand",2010
105,105,"Jonathan Byrd",85,51.11,46,90,"ScramblingfromtheSand",2010
106,106,"Jeff Overton",89,51.02,50,98,"ScramblingfromtheSand",2010
106,106,"DJ Trahan",92,51.02,50,98,"ScramblingfromtheSand",2010
108,108,"Scott Verplank",74,50.94,54,106,"ScramblingfromtheSand",2010
109,109,"Greg Kraft",52,50.75,34,67,"ScramblingfromtheSand",2010
110,110,"Greg Owen",69,50.72,35,69,"ScramblingfromtheSand",2010
111,111,"James Nitties",92,50.55,46,91,"ScramblingfromtheSand",2010
112,112,"Rod Pampling",77,50.54,47,93,"ScramblingfromtheSand",2010
113,113,"Lee Janzen",77,50.49,52,103,"ScramblingfromtheSand",2010
114,114,"Cameron Beckman",68,50,37,74,"ScramblingfromtheSand",2010
114,114,"Chris Couch",66,50,40,80,"ScramblingfromtheSand",2010
114,114,"Dustin Johnson",83,50,38,76,"ScramblingfromtheSand",2010
117,117,"Bill Haas",87,49.55,55,111,"ScramblingfromtheSand",2010
117,117,"Ryan Palmer",84,49.55,55,111,"ScramblingfromtheSand",2010
119,119,"Ryan Moore",80,49.45,45,91,"ScramblingfromtheSand",2010
120,120,"Andres Romero",73,49.38,40,81,"ScramblingfromtheSand",2010
121,121,"Bill Lunde",79,49.35,38,77,"ScramblingfromtheSand",2010
122,122,"Brendon de Jonge",114,49.14,57,116,"ScramblingfromtheSand",2010
123,123,"Brett Wetterich",54,49.09,27,55,"ScramblingfromtheSand",2010
124,124,"Jarrod Lyle",54,48.98,24,49,"ScramblingfromtheSand",2010
125,125,"Garth Mulroy",53,48.84,21,43,"ScramblingfromtheSand",2010
125,125,"Roland Thatcher",72,48.84,42,86,"ScramblingfromtheSand",2010
127,127,"Tom Gillis",97,48.74,58,119,"ScramblingfromtheSand",2010
128,128,"Angel Cabrera",64,48.57,34,70,"ScramblingfromtheSand",2010
129,129,"Roger Tambellini",77,48.53,33,68,"ScramblingfromtheSand",2010
130,130,"Steve Flesch",78,48.51,49,101,"ScramblingfromtheSand",2010
131,131,"Jason Dufner",87,48.48,48,99,"ScramblingfromtheSand",2010
132,132,"Joe Ogilvie",99,48.31,57,118,"ScramblingfromtheSand",2010
133,133,"George McNeill",79,48.08,50,104,"ScramblingfromtheSand",2010
133,133,"Shaun Micheel",70,48.08,25,52,"ScramblingfromtheSand",2010
135,135,"Troy Merritt",86,48,48,100,"ScramblingfromtheSand",2010
136,136,"Kris Blanks",91,47.92,46,96,"ScramblingfromtheSand",2010
137,137,"John Rollins",81,47.87,45,94,"ScramblingfromtheSand",2010
137,137,"Kevin Stadler",86,47.87,45,94,"ScramblingfromtheSand",2010
139,139,"Steve Elkington",74,47.83,33,69,"ScramblingfromtheSand",2010
139,139,"Chris Stroud",90,47.83,44,92,"ScramblingfromtheSand",2010
141,141,"Woody Austin",93,47.71,52,109,"ScramblingfromtheSand",2010
142,142,"Chris Tidland",77,47.47,47,99,"ScramblingfromtheSand",2010
143,143,"Boo Weekley",88,47.37,45,95,"ScramblingfromtheSand",2010
144,144,"Alex Cejka",81,47.19,42,89,"ScramblingfromtheSand",2010
145,145,"Stewart Cink",84,46.99,39,83,"ScramblingfromtheSand",2010
146,146,"Bubba Watson",77,46.81,44,94,"ScramblingfromtheSand",2010
147,147,"David Duval",71,46.67,28,60,"ScramblingfromtheSand",2010
148,148,"DA Points",90,46.53,47,101,"ScramblingfromtheSand",2010
149,149,"Cameron Percy",73,46.43,26,56,"ScramblingfromtheSand",2010
150,150,"Steve Lowery",67,46.24,43,93,"ScramblingfromtheSand",2010
151,151,"Bob Estes",79,46.07,41,89,"ScramblingfromtheSand",2010
152,152,"Justin Leonard",89,45.98,40,87,"ScramblingfromtheSand",2010
152,152,"Spencer Levin",110,45.98,40,87,"ScramblingfromtheSand",2010
154,154,"Rich Barcelo",70,45.71,32,70,"ScramblingfromtheSand",2010
155,155,"Charles Howell III",103,45.56,41,90,"ScramblingfromtheSand",2010
156,156,"Rickie Fowler",98,45.53,56,123,"ScramblingfromtheSand",2010
157,157,"Scott Piercy",88,44.95,49,109,"ScramblingfromtheSand",2010
158,158,"Mark Calcavecchia",50,44.44,20,45,"ScramblingfromtheSand",2010
159,159,"Kevin Johnson",62,44.3,35,79,"ScramblingfromtheSand",2010
160,160,"Graham DeLaet",88,44.16,34,77,"ScramblingfromtheSand",2010
161,161,"Jerod Turner",54,44.12,30,68,"ScramblingfromtheSand",2010
162,162,"Joe Durant",67,44,22,50,"ScramblingfromtheSand",2010
163,163,"Ted Purdy",86,43.96,40,91,"ScramblingfromtheSand",2010
164,164,"Chris Wilson",65,43.9,36,82,"ScramblingfromtheSand",2010
165,165,"Matt Every",60,43.84,32,73,"ScramblingfromtheSand",2010
165,165,"Tim Herron",79,43.84,32,73,"ScramblingfromtheSand",2010
167,167,"Brian Stuard",81,43.75,42,96,"ScramblingfromtheSand",2010
168,168,"Mathew Goggin",85,43.33,39,90,"ScramblingfromtheSand",2010
169,169,"Blake Adams",84,43.27,45,104,"ScramblingfromtheSand",2010
170,170,"Steve Marino",81,42.5,34,80,"ScramblingfromtheSand",2010
171,171,"Craig Bowden",56,42.47,31,73,"ScramblingfromtheSand",2010
172,172,"Jeff Maggert",76,42.25,30,71,"ScramblingfromtheSand",2010
173,173,"Nick Watney",91,42.11,40,95,"ScramblingfromtheSand",2010
174,174,"Skip Kendall",58,42.03,29,69,"ScramblingfromtheSand",2010
175,175,"Andrew McLardy",52,41.67,25,60,"ScramblingfromtheSand",2010
176,176,"Justin Bolli",55,40.98,25,61,"ScramblingfromtheSand",2010
177,177,"Rocco Mediate",71,40.91,27,66,"ScramblingfromtheSand",2010
178,178,"Richard Johnson",90,40.7,35,86,"ScramblingfromtheSand",2010
179,179,"Cameron Tringale",55,40.54,15,37,"ScramblingfromtheSand",2010
180,180,"Daniel Chopra",74,40.45,36,89,"ScramblingfromtheSand",2010
181,181,"Jason Bohn",84,40,34,85,"ScramblingfromtheSand",2010
181,181,"Brent Delahoussaye",57,40,26,65,"ScramblingfromtheSand",2010
183,183,"Davis Love III",79,39.19,29,74,"ScramblingfromtheSand",2010
184,184,"Nicholas Thompson",88,38.95,37,95,"ScramblingfromtheSand",2010
185,185,"Paul Goydos",78,38.78,38,98,"ScramblingfromtheSand",2010
186,186,"Troy Matteson",84,37.5,33,88,"ScramblingfromtheSand",2010
187,187,"Robert Garrigus",71,37.29,22,59,"ScramblingfromtheSand",2010
188,188,"Jeff Gove",57,37.25,19,51,"ScramblingfromtheSand",2010
189,189,"Henrik Bjornstad",72,36.25,29,80,"ScramblingfromtheSand",2010
190,190,"Brad Faxon",58,33.33,26,78,"ScramblingfromtheSand",2010
190,190,"Vance Veazey",58,33.33,19,57,"ScramblingfromtheSand",2010
192,192,"Sergio Garcia",58,27.91,12,43,"ScramblingfromtheSand",2010
