"Approachesfrominside100yardsRgh_RANKTHISWEEK_2014","Approachesfrominside100yardsRgh_RANKLASTWEEK_2014","Approachesfrominside100yardsRgh_PLAYERNAME_2014","Approachesfrominside100yardsRgh_ROUNDS_2014","Approachesfrominside100yardsRgh_AVG_2014","Approachesfrominside100yardsRgh_TOTALDISTANCEFEET_2014","Approachesfrominside100yardsRgh_OFATTEMPTS_2014","Approachesfrominside100yardsRgh_RELATIVETOPAR_2014","stat_name","year"
98,98,"Sean OHair",77,NA,1023.25,40,14,"Approachesfrominside100yardsRgh",2014
99,99,"Harris English",95,NA,668.583,26,3,"Approachesfrominside100yardsRgh",2014
99,99,"Brad Fritsch",50,NA,283.25,11,3,"Approachesfrominside100yardsRgh",2014
99,99,"Jim Renner",61,NA,644.25,25,6,"Approachesfrominside100yardsRgh",2014
102,102,"David Hearn",97,NA,593.5,23,9,"Approachesfrominside100yardsRgh",2014
102,102,"John Merrick",87,NA,543,21,4,"Approachesfrominside100yardsRgh",2014
104,104,"Bronson La Cassie",51,NA,572.167,22,2,"Approachesfrominside100yardsRgh",2014
105,105,"Kevin Stadler",90,NA,547.667,21,7,"Approachesfrominside100yardsRgh",2014
106,106,"Andrew Loupe",65,NA,1047.167,40,3,"Approachesfrominside100yardsRgh",2014
106,106,"Jordan Spieth",102,NA,1230.083,47,8,"Approachesfrominside100yardsRgh",2014
108,108,"Scott Brown",100,NA,920,35,16,"Approachesfrominside100yardsRgh",2014
108,108,"Chesson Hadley",84,NA,683.167,26,9,"Approachesfrominside100yardsRgh",2014
110,110,"Brandt Snedeker",89,NA,736.333,28,1,"Approachesfrominside100yardsRgh",2014
111,111,"Chad Collins",78,NA,792.583,30,11,"Approachesfrominside100yardsRgh",2014
111,111,"Ben Crane",81,NA,845.333,32,8,"Approachesfrominside100yardsRgh",2014
111,111,"Charley Hoffman",93,NA,1057.083,40,4,"Approachesfrominside100yardsRgh",2014
114,114,"Freddie Jacobson",91,NA,1114.333,42,9,"Approachesfrominside100yardsRgh",2014
115,115,"Hunter Mahan",88,NA,1170.333,44,7,"Approachesfrominside100yardsRgh",2014
115,115,"Shawn Stefani",60,NA,930.25,35,13,"Approachesfrominside100yardsRgh",2014
117,117,"Jim Furyk",84,NA,640.25,24,-3,"Approachesfrominside100yardsRgh",2014
118,118,"Jeff Overton",80,NA,1017.083,38,13,"Approachesfrominside100yardsRgh",2014
119,119,"Brendon Todd",108,NA,920.583,34,6,"Approachesfrominside100yardsRgh",2014
120,120,"Bud Cauley",56,NA,679.167,25,13,"Approachesfrominside100yardsRgh",2014
121,121,"Kevin Chappell",100,NA,1035.25,38,-1,"Approachesfrominside100yardsRgh",2014
121,121,"JB Holmes",86,NA,1444.917,53,6,"Approachesfrominside100yardsRgh",2014
121,121,"Josh Teater",90,NA,681.5,25,1,"Approachesfrominside100yardsRgh",2014
124,124,"Brendon de Jonge",109,NA,1070.5,39,7,"Approachesfrominside100yardsRgh",2014
124,124,"Louis Oosthuizen",50,NA,549.083,20,7,"Approachesfrominside100yardsRgh",2014
126,126,"Greg Chalmers",85,NA,1263.583,46,9,"Approachesfrominside100yardsRgh",2014
126,126,"Nicholas Thompson",85,NA,823.833,30,7,"Approachesfrominside100yardsRgh",2014
128,128,"Charlie Beljan",76,NA,992.833,36,1,"Approachesfrominside100yardsRgh",2014
128,128,"Carl Pettersson",91,NA,1129.5,41,-2,"Approachesfrominside100yardsRgh",2014
130,130,"Charles Howell III",106,NA,1715.167,62,-1,"Approachesfrominside100yardsRgh",2014
130,130,"Davis Love III",74,NA,498.667,18,6,"Approachesfrominside100yardsRgh",2014
132,132,"Brooks Koepka",56,NA,471.917,17,4,"Approachesfrominside100yardsRgh",2014
133,133,"Russell Henley",92,NA,1031.25,37,6,"Approachesfrominside100yardsRgh",2014
134,134,"Jeff Maggert",54,NA,502.833,18,9,"Approachesfrominside100yardsRgh",2014
134,134,"Robert Streb",75,NA,585.667,21,6,"Approachesfrominside100yardsRgh",2014
136,136,"Morgan Hoffmann",103,NA,1961.75,70,22,"Approachesfrominside100yardsRgh",2014
136,136,"Mark Wilson",69,NA,420.5,15,3,"Approachesfrominside100yardsRgh",2014
138,138,"Andrew Svoboda",77,NA,815.917,29,5,"Approachesfrominside100yardsRgh",2014
139,139,"JJ Henry",91,NA,651.333,23,7,"Approachesfrominside100yardsRgh",2014
140,140,"DA Points",75,NA,682.25,24,11,"Approachesfrominside100yardsRgh",2014
141,141,"Ricky Barnes",92,NA,543.583,19,6,"Approachesfrominside100yardsRgh",2014
141,141,"Luke Guthrie",85,NA,1143.167,40,-4,"Approachesfrominside100yardsRgh",2014
141,141,"Michael Thompson",74,NA,514.5,18,5,"Approachesfrominside100yardsRgh",2014
144,144,"Jason Kokrak",65,NA,1152.167,40,2,"Approachesfrominside100yardsRgh",2014
145,145,"Lucas Glover",68,NA,405.25,14,4,"Approachesfrominside100yardsRgh",2014
146,146,"Ted Potter Jr",68,NA,554.667,19,7,"Approachesfrominside100yardsRgh",2014
147,147,"Jason Bohn",81,NA,1083.75,37,14,"Approachesfrominside100yardsRgh",2014
148,148,"James Driscoll",71,NA,710.417,24,11,"Approachesfrominside100yardsRgh",2014
148,148,"Scott Stallings",77,NA,768.5,26,19,"Approachesfrominside100yardsRgh",2014
150,150,"Robert Allenby",83,NA,563.5,19,4,"Approachesfrominside100yardsRgh",2014
150,150,"Kevin Na",94,NA,889.667,30,2,"Approachesfrominside100yardsRgh",2014
152,152,"Jerry Kelly",80,NA,893.333,30,5,"Approachesfrominside100yardsRgh",2014
153,153,"Ryan Palmer",85,NA,1017.5,34,8,"Approachesfrominside100yardsRgh",2014
154,154,"Brice Garnett",92,NA,1050.917,35,14,"Approachesfrominside100yardsRgh",2014
154,154,"Chris Stroud",88,NA,988.917,33,3,"Approachesfrominside100yardsRgh",2014
156,156,"Trevor Immelman",84,NA,692,23,7,"Approachesfrominside100yardsRgh",2014
157,157,"Spencer Levin",59,NA,454,15,4,"Approachesfrominside100yardsRgh",2014
158,158,"Roberto Castro",76,NA,889,29,8,"Approachesfrominside100yardsRgh",2014
158,158,"Nick Watney",80,NA,491.25,16,1,"Approachesfrominside100yardsRgh",2014
160,160,"Sergio Garcia",61,NA,522.25,17,3,"Approachesfrominside100yardsRgh",2014
161,161,"Jhonattan Vegas",77,NA,589.75,19,11,"Approachesfrominside100yardsRgh",2014
162,162,"Graeme McDowell",66,NA,498.75,16,7,"Approachesfrominside100yardsRgh",2014
163,163,"Billy Horschel",92,NA,782.833,25,6,"Approachesfrominside100yardsRgh",2014
164,164,"John Peterson",62,NA,599.917,19,11,"Approachesfrominside100yardsRgh",2014
165,165,"James Hahn",82,NA,1055.333,33,7,"Approachesfrominside100yardsRgh",2014
165,165,"Jim Herman",62,NA,736,23,10,"Approachesfrominside100yardsRgh",2014
167,167,"Richard Lee",80,NA,1062.167,32,9,"Approachesfrominside100yardsRgh",2014
168,168,"Brendan Steele",89,NA,669.583,20,9,"Approachesfrominside100yardsRgh",2014
169,169,"DH Lee",54,NA,538.25,16,0,"Approachesfrominside100yardsRgh",2014
170,170,"Paul Casey",56,NA,678.917,20,7,"Approachesfrominside100yardsRgh",2014
171,171,"Wes Roach",67,NA,824.5,24,9,"Approachesfrominside100yardsRgh",2014
172,172,"Will Wilcox",51,NA,515.75,15,4,"Approachesfrominside100yardsRgh",2014
173,173,"Derek Ernst",80,NA,929.833,26,20,"Approachesfrominside100yardsRgh",2014
174,174,"Keegan Bradley",89,NA,1331.833,37,7,"Approachesfrominside100yardsRgh",2014
175,175,"Ben Martin",80,NA,846.75,22,11,"Approachesfrominside100yardsRgh",2014
176,176,"David Lingmerth",80,NA,1135.917,28,11,"Approachesfrominside100yardsRgh",2014
177,177,"Jason Dufner",57,NA,577.583,13,8,"Approachesfrominside100yardsRgh",2014
