"SpinRate_RANKTHISWEEK_2016","SpinRate_RANKLASTWEEK_2016","SpinRate_PLAYERNAME_2016","SpinRate_ROUNDS_2016","SpinRate_AVG_2016","SpinRate_TOTALSPINSPEED_2016","SpinRate_TOTALATTEMPTS_2016","SpinRate_HIGHESTSPINRATE_2016","SpinRate_LOWESTSPINRATE_2016","stat_name","year"
95,88,"Luke List",51,2523.7,88328,35,2977,1811,"SpinRate",2016
96,84,"Brendan Steele",48,2523.5,75705,30,4187,1701,"SpinRate",2016
97,94,"Bronson Burgoon",53,2523.3,78221,31,3167,1938,"SpinRate",2016
98,95,"Will Wilcox",47,2520.6,80660,32,3908,1744,"SpinRate",2016
99,111,"Steve Wheatcroft",53,2519,98240,39,3658,1707,"SpinRate",2016
100,97,"Brice Garnett",29,2513.7,35192,14,3389,1830,"SpinRate",2016
101,100,"Charlie Beljan",26,2512,20096,8,3191,2060,"SpinRate",2016
102,92,"Stuart Appleby",39,2510.9,95413,38,4880,1826,"SpinRate",2016
103,122,"Angel Cabrera",42,2508,72732,29,3672,1657,"SpinRate",2016
104,104,"Harris English",51,2506.2,82704,33,3370,1868,"SpinRate",2016
105,102,"Shawn Stefani",45,2503.6,97642,39,3414,1713,"SpinRate",2016
106,109,"Matt Every",34,2498.4,79949,32,3514,1584,"SpinRate",2016
107,107,"Padraig Harrington",38,2494.3,72334,29,3370,1578,"SpinRate",2016
108,100,"Davis Love III",40,2487.8,84585,34,3039,1689,"SpinRate",2016
109,121,"Rory McIlroy",37,2487.2,47256,19,3042,1938,"SpinRate",2016
110,118,"Webb Simpson",34,2485.3,74560,30,3306,1864,"SpinRate",2016
111,106,"Carlos Ortiz",47,2479.7,79350,32,3889,1585,"SpinRate",2016
112,110,"Brendon Todd",43,2478.8,89235,36,3631,1585,"SpinRate",2016
113,108,"Erik Compton",45,2478.5,64440,26,4623,1820,"SpinRate",2016
114,105,"Chris Stroud",52,2478.3,94174,38,3375,1757,"SpinRate",2016
115,114,"Jimmy Walker",43,2477.7,79287,32,4755,1668,"SpinRate",2016
116,117,"Michael Kim",62,2477.3,128820,52,3383,1527,"SpinRate",2016
117,116,"Stewart Cink",45,2476.7,66871,27,3863,1708,"SpinRate",2016
118,112,"Zac Blair",56,2475.5,106446,43,3092,1975,"SpinRate",2016
119,119,"Jamie Donaldson",28,2474.5,59387,24,3009,2021,"SpinRate",2016
120,113,"Adam Scott",39,2471.8,56851,23,3923,1616,"SpinRate",2016
121,85,"JB Holmes",39,2468.6,56778,23,3679,1584,"SpinRate",2016
122,120,"KJ Choi",47,2464.6,101048,41,3707,1607,"SpinRate",2016
123,126,"Patton Kizzire",57,2459.1,93447,38,3594,1416,"SpinRate",2016
124,125,"Brian Gay",22,2454.4,39270,16,3217,2038,"SpinRate",2016
125,123,"Blayne Barber",44,2452.9,95664,39,2985,1770,"SpinRate",2016
126,124,"Tyler Aldridge",53,2451.8,88263,36,4180,1597,"SpinRate",2016
127,128,"Derek Fathauer",58,2449.9,102894,42,3409,1464,"SpinRate",2016
128,127,"Andres Romero",22,2446,36690,15,3193,1856,"SpinRate",2016
129,163,"Tim Wilkinson",40,2445.7,48913,20,3397,1554,"SpinRate",2016
130,136,"Boo Weekley",53,2444.2,109987,45,3660,1500,"SpinRate",2016
131,129,"Russell Knox",48,2440.7,70780,29,2909,1856,"SpinRate",2016
132,131,"Louis Oosthuizen",25,2435.1,34091,14,2980,1997,"SpinRate",2016
133,132,"Alex Cejka",47,2433.5,60837,25,4445,1801,"SpinRate",2016
134,134,"Jerry Kelly",44,2431.6,58359,24,3111,1551,"SpinRate",2016
135,133,"Brian Stuard",24,2430.2,43744,18,3221,1716,"SpinRate",2016
136,137,"Keegan Bradley",40,2427.8,60694,25,3983,1640,"SpinRate",2016
137,138,"Bryce Molder",50,2426.4,109187,45,3080,1605,"SpinRate",2016
138,140,"Camilo Villegas",50,2421.5,106546,44,3186,1505,"SpinRate",2016
139,135,"Jeff Overton",51,2420.8,108938,45,3460,1627,"SpinRate",2016
140,130,"James Hahn",45,2419.4,94356,39,3201,1485,"SpinRate",2016
141,141,"Johnson Wagner",44,2418.2,84638,35,3157,1492,"SpinRate",2016
142,142,"Abraham Ancer",26,2417.8,29013,12,3388,1860,"SpinRate",2016
143,144,"Robert Allenby",35,2417.1,55593,23,3493,1909,"SpinRate",2016
144,143,"DJ Trahan",23,2416.5,14499,6,3531,1926,"SpinRate",2016
145,155,"Justin Hicks",26,2413.5,62752,26,3375,1675,"SpinRate",2016
146,161,"Kyle Reifers",63,2412.3,123026,51,3694,1583,"SpinRate",2016
147,145,"Patrick Rodgers",49,2409.6,84337,35,3076,1447,"SpinRate",2016
148,148,"Jim Herman",55,2406.1,79401,33,3381,1522,"SpinRate",2016
149,162,"Anirban Lahiri",44,2401.5,60037,25,3751,1564,"SpinRate",2016
150,168,"Henrik Norlander",41,2401.3,64835,27,3269,1682,"SpinRate",2016
151,146,"Chad Campbell",54,2398,107911,45,2996,1444,"SpinRate",2016
152,147,"Rory Sabbatini",40,2396.7,47933,20,3016,1695,"SpinRate",2016
153,149,"Miguel Angel Carballo",24,2394.6,19157,8,3436,1764,"SpinRate",2016
154,158,"Daniel Summerhays",55,2392.6,95702,40,3304,1565,"SpinRate",2016
155,152,"Scott Piercy",45,2389.3,64511,27,3701,1489,"SpinRate",2016
156,153,"Andy Sullivan",25,2389.2,40616,17,3148,1908,"SpinRate",2016
157,150,"Paul Casey",39,2388.3,62095,26,3413,1898,"SpinRate",2016
158,154,"Jordan Spieth",34,2387.5,47750,20,3955,1640,"SpinRate",2016
159,157,"Gary Woodland",45,2383.4,59586,25,3187,1647,"SpinRate",2016
160,156,"Chez Reavie",56,2382.1,100050,42,2898,1718,"SpinRate",2016
161,176,"Jonas Blixt",46,2380.1,97584,41,4200,1715,"SpinRate",2016
162,159,"Jason Dufner",53,2377.1,83198,35,3193,1693,"SpinRate",2016
163,169,"Mark Wilson",42,2376.2,73661,31,3721,1690,"SpinRate",2016
164,151,"Hunter Mahan",43,2372.1,75906,32,3097,1503,"SpinRate",2016
165,166,"David Toms",38,2364.7,92223,39,3401,1608,"SpinRate",2016
166,164,"Justin Leonard",28,2364.5,52020,22,2926,1946,"SpinRate",2016
167,160,"Ryan Moore",40,2361.5,66121,28,4681,1787,"SpinRate",2016
168,167,"Shane Bertsch",30,2360,33040,14,2966,1575,"SpinRate",2016
169,171,"Kevin Kisner",49,2357,77780,33,3367,1548,"SpinRate",2016
170,170,"Sung Kang",51,2353.6,87084,37,3338,1561,"SpinRate",2016
171,165,"JJ Henry",44,2352.2,96441,41,2994,1888,"SpinRate",2016
172,172,"Justin Rose",35,2344.7,53928,23,2967,1557,"SpinRate",2016
173,191,"Scott Stallings",46,2344.4,86744,37,6232,1579,"SpinRate",2016
174,173,"Kyle Stanley",57,2341.7,117085,50,3141,1687,"SpinRate",2016
175,182,"Lucas Glover",53,2331,128207,55,4577,1663,"SpinRate",2016
176,174,"Tyrone Van Aswegen",67,2325.6,95351,41,3912,1573,"SpinRate",2016
177,175,"Scott Brown",59,2325.5,97671,42,3165,1503,"SpinRate",2016
178,179,"Whee Kim",54,2323.7,88300,38,3347,1686,"SpinRate",2016
179,178,"Zach Johnson",42,2320.9,71948,31,3235,1641,"SpinRate",2016
180,180,"Wes Roach",33,2318.8,51014,22,3511,1668,"SpinRate",2016
181,177,"Brett Stegmaier",57,2317.2,104273,45,3269,1444,"SpinRate",2016
182,187,"Ben Crane",48,2313.5,94853,41,2977,1777,"SpinRate",2016
183,183,"John Huh",51,2310.5,103974,45,3633,1540,"SpinRate",2016
184,181,"Vijay Singh",42,2309.7,101626,44,3046,1624,"SpinRate",2016
185,189,"Vaughn Taylor",30,2309,69270,30,3176,1766,"SpinRate",2016
186,185,"Ryan Palmer",46,2304,94463,41,3833,1704,"SpinRate",2016
187,185,"Harold Varner III",58,2299.6,110382,48,5279,1648,"SpinRate",2016
188,188,"Sean OHair",45,2296.5,91861,40,3090,1611,"SpinRate",2016
189,200,"Daniel Berger",52,2288.5,84676,37,3262,1517,"SpinRate",2016
190,192,"Cameron Percy",22,2287.9,32030,14,2581,1999,"SpinRate",2016
191,193,"Francesco Molinari",36,2285.6,75425,33,3040,1509,"SpinRate",2016
192,197,"Nick Taylor",57,2284.1,89078,39,3562,1508,"SpinRate",2016
193,184,"Scott Langley",41,2283.5,63938,28,2683,1787,"SpinRate",2016
194,190,"Byeong Hun An",23,2280.1,29641,13,2898,2010,"SpinRate",2016
195,194,"Lucas Lee",22,2267.7,31748,14,2854,1516,"SpinRate",2016
196,196,"Will Ma Kenzie",54,2240.7,87388,39,3453,1684,"SpinRate",2016
197,195,"Brian Harman",60,2239.8,94070,42,2879,1665,"SpinRate",2016
198,201,"Chesson Hadley",51,2238.5,87301,39,3926,1496,"SpinRate",2016
199,199,"DA Points",32,2232.7,40188,18,2711,1624,"SpinRate",2016
200,198,"Retief Goosen",37,2230.2,91440,41,2890,1505,"SpinRate",2016
201,202,"Sam Saunders",40,2226.5,53436,24,3074,1616,"SpinRate",2016
202,203,"Darron Stiles",28,2203.9,28651,13,3483,1580,"SpinRate",2016
203,205,"Jason Day",36,2148.7,51568,24,2919,1419,"SpinRate",2016
204,204,"Robert Garrigus",34,2146.4,40782,19,2746,1481,"SpinRate",2016
205,206,"Carl Pettersson",31,2114.8,52869,25,2968,1524,"SpinRate",2016
206,207,"Andrew Landry",24,2081,16648,8,2678,1663,"SpinRate",2016
207,208,"Ernie Els",34,2015.1,68512,34,3212,1618,"SpinRate",2016
