"Total1PuttsInside5_RANKTHISWEEK_2015","Total1PuttsInside5_RANKLASTWEEK_2015","Total1PuttsInside5_PLAYERNAME_2015","Total1PuttsInside5_ROUNDS_2015","Total1PuttsInside5_TOTAL_2015","Total1PuttsInside5_TOTALFORALLDISTANCES_2015","Total1PuttsInside5_PCTOFALL1PUTTS_2015","stat_name","year"
82,82,"Chris Stroud",84,247,477,51.8,"Total1PuttsInside5",2015
83,83,"Billy Hurley III",83,245,463,52.9,"Total1PuttsInside5",2015
83,83,"Zach Johnson",90,245,510,48,"Total1PuttsInside5",2015
83,83,"SJ Park",79,245,435,56.3,"Total1PuttsInside5",2015
86,86,"Boo Weekley",79,244,463,52.7,"Total1PuttsInside5",2015
87,87,"Aaron Baddeley",76,243,505,48.1,"Total1PuttsInside5",2015
87,87,"Jhonattan Vegas",90,243,496,49,"Total1PuttsInside5",2015
89,89,"Martin Laird",77,242,506,47.8,"Total1PuttsInside5",2015
90,90,"Keegan Bradley",87,241,469,51.4,"Total1PuttsInside5",2015
91,91,"Derek Ernst",75,239,422,56.6,"Total1PuttsInside5",2015
92,92,"Rickie Fowler",76,236,437,54,"Total1PuttsInside5",2015
92,92,"Retief Goosen",81,236,446,52.9,"Total1PuttsInside5",2015
92,92,"Jimmy Walker",89,236,502,47,"Total1PuttsInside5",2015
95,95,"JJ Henry",94,234,446,52.5,"Total1PuttsInside5",2015
96,96,"Michael Putnam",87,233,438,53.2,"Total1PuttsInside5",2015
96,96,"Kevin Streelman",95,233,473,49.3,"Total1PuttsInside5",2015
98,98,"Lucas Glover",79,232,438,53,"Total1PuttsInside5",2015
98,98,"Sam Saunders",83,232,445,52.1,"Total1PuttsInside5",2015
100,100,"Jason Day",75,231,443,52.1,"Total1PuttsInside5",2015
100,100,"Gonzalo Fdez Castano",81,231,419,55.1,"Total1PuttsInside5",2015
102,102,"Jon Curran",83,230,440,52.3,"Total1PuttsInside5",2015
102,102,"Max Homa",78,230,442,52,"Total1PuttsInside5",2015
102,102,"Ben Martin",93,230,511,45,"Total1PuttsInside5",2015
102,102,"Ryan Moore",81,230,459,50.1,"Total1PuttsInside5",2015
106,106,"Tom Hoge",83,225,475,47.4,"Total1PuttsInside5",2015
106,106,"Hunter Mahan",88,225,460,48.9,"Total1PuttsInside5",2015
108,108,"Phil Mickelson",70,224,445,50.3,"Total1PuttsInside5",2015
109,109,"Andrew Svoboda",80,222,474,46.8,"Total1PuttsInside5",2015
110,110,"Chris Kirk",76,221,413,53.5,"Total1PuttsInside5",2015
111,111,"Blayne Barber",76,220,458,48,"Total1PuttsInside5",2015
112,112,"Mark Hubbard",79,219,419,52.3,"Total1PuttsInside5",2015
112,112,"Scott Pinckney",88,219,488,44.9,"Total1PuttsInside5",2015
114,114,"David Toms",62,218,399,54.6,"Total1PuttsInside5",2015
115,115,"Nicholas Thompson",90,217,464,46.8,"Total1PuttsInside5",2015
115,115,"Tim Wilkinson",73,217,409,53.1,"Total1PuttsInside5",2015
117,117,"Andrew Putnam",68,215,413,52.1,"Total1PuttsInside5",2015
117,117,"Bo Van Pelt",81,215,441,48.8,"Total1PuttsInside5",2015
119,119,"Ryan Palmer",80,214,394,54.3,"Total1PuttsInside5",2015
119,119,"DA Points",72,214,419,51.1,"Total1PuttsInside5",2015
121,121,"Matt Every",73,211,419,50.4,"Total1PuttsInside5",2015
122,122,"Brooks Koepka",84,210,470,44.7,"Total1PuttsInside5",2015
123,123,"KJ Choi",66,209,433,48.3,"Total1PuttsInside5",2015
123,123,"Russell Henley",87,209,468,44.7,"Total1PuttsInside5",2015
125,125,"Charlie Beljan",76,208,385,54,"Total1PuttsInside5",2015
126,126,"Cameron Percy",72,207,394,52.5,"Total1PuttsInside5",2015
127,127,"Alex Prugh",84,205,438,46.8,"Total1PuttsInside5",2015
127,127,"Andres Romero",69,205,392,52.3,"Total1PuttsInside5",2015
129,129,"John Merrick",78,203,389,52.2,"Total1PuttsInside5",2015
130,130,"Steven Alker",62,201,359,56,"Total1PuttsInside5",2015
131,131,"Brice Garnett",81,200,406,49.3,"Total1PuttsInside5",2015
131,131,"Robert Garrigus",70,200,372,53.8,"Total1PuttsInside5",2015
133,133,"Marc Leishman",74,199,390,51,"Total1PuttsInside5",2015
134,134,"Johnson Wagner",68,198,391,50.6,"Total1PuttsInside5",2015
134,134,"Gary Woodland",81,198,386,51.3,"Total1PuttsInside5",2015
136,136,"Jonas Blixt",78,197,373,52.8,"Total1PuttsInside5",2015
137,137,"Padraig Harrington",60,196,351,55.8,"Total1PuttsInside5",2015
137,137,"Justin Leonard",61,196,405,48.4,"Total1PuttsInside5",2015
139,139,"Ben Crane",62,195,387,50.4,"Total1PuttsInside5",2015
139,139,"Dustin Johnson",75,195,402,48.5,"Total1PuttsInside5",2015
139,139,"Ian Poulter",68,195,382,51,"Total1PuttsInside5",2015
142,142,"Jim Furyk",71,193,351,55,"Total1PuttsInside5",2015
143,143,"Graham DeLaet",65,191,374,51.1,"Total1PuttsInside5",2015
143,143,"Bubba Watson",71,191,414,46.1,"Total1PuttsInside5",2015
145,145,"Jonathan Randolph",72,190,388,49,"Total1PuttsInside5",2015
145,145,"John Senden",80,190,355,53.5,"Total1PuttsInside5",2015
147,147,"Jason Gore",76,188,400,47,"Total1PuttsInside5",2015
148,148,"Jonathan Byrd",69,185,363,51,"Total1PuttsInside5",2015
148,148,"Stewart Cink",77,185,435,42.5,"Total1PuttsInside5",2015
148,148,"Jim Herman",88,185,464,39.9,"Total1PuttsInside5",2015
151,151,"Whee Kim",71,184,381,48.3,"Total1PuttsInside5",2015
152,152,"Jim Renner",68,183,353,51.8,"Total1PuttsInside5",2015
153,153,"Paul Casey",87,182,420,43.3,"Total1PuttsInside5",2015
154,154,"Seung Yul Noh",65,181,384,47.1,"Total1PuttsInside5",2015
155,155,"Justin Rose",69,179,365,49,"Total1PuttsInside5",2015
156,156,"Luke Donald",71,178,385,46.2,"Total1PuttsInside5",2015
157,157,"Robert Allenby",63,170,316,53.8,"Total1PuttsInside5",2015
157,157,"Scott Stallings",60,170,331,51.4,"Total1PuttsInside5",2015
159,159,"Louis Oosthuizen",68,167,337,49.6,"Total1PuttsInside5",2015
159,159,"Chez Reavie",56,167,340,49.1,"Total1PuttsInside5",2015
161,161,"Eric Axley",57,165,307,53.7,"Total1PuttsInside5",2015
161,161,"Charl Schwartzel",67,165,287,57.5,"Total1PuttsInside5",2015
163,163,"Patrick Rodgers",57,160,317,50.5,"Total1PuttsInside5",2015
164,164,"Jason Dufner",76,153,319,48,"Total1PuttsInside5",2015
165,165,"Davis Love III",51,152,275,55.3,"Total1PuttsInside5",2015
165,165,"Roger Sloan",56,152,269,56.5,"Total1PuttsInside5",2015
167,167,"Oscar Fraustro",58,148,273,54.2,"Total1PuttsInside5",2015
168,168,"Ernie Els",57,147,273,53.8,"Total1PuttsInside5",2015
168,168,"Heath Slocum",57,147,271,54.2,"Total1PuttsInside5",2015
170,170,"Angel Cabrera",53,145,266,54.5,"Total1PuttsInside5",2015
170,170,"Francesco Molinari",56,145,274,52.9,"Total1PuttsInside5",2015
170,170,"Tyrone Van Aswegen",58,145,282,51.4,"Total1PuttsInside5",2015
173,173,"Henrik Stenson",63,144,321,44.9,"Total1PuttsInside5",2015
174,174,"Sergio Garcia",59,141,270,52.2,"Total1PuttsInside5",2015
175,175,"Greg Owen",58,139,260,53.5,"Total1PuttsInside5",2015
176,176,"Greg Chalmers",58,138,269,51.3,"Total1PuttsInside5",2015
177,177,"Will Wilcox",58,136,275,49.5,"Total1PuttsInside5",2015
178,178,"Byron Smith",59,122,257,47.5,"Total1PuttsInside5",2015
179,179,"Jamie Donaldson",50,119,238,50,"Total1PuttsInside5",2015
180,180,"Roberto Castro",54,117,230,50.9,"Total1PuttsInside5",2015
180,180,"Bill Lunde",50,117,225,52,"Total1PuttsInside5",2015
180,180,"Geoff Ogilvy",50,117,222,52.7,"Total1PuttsInside5",2015
183,183,"Adam Scott",51,113,222,50.9,"Total1PuttsInside5",2015
184,184,"Lee Westwood",56,105,237,44.3,"Total1PuttsInside5",2015
