"TotalMoneyOfficialandUnofficial_RANKTHISWEEK_2005","TotalMoneyOfficialandUnofficial_RANKLASTWEEK_2005","TotalMoneyOfficialandUnofficial_PLAYERNAME_2005","TotalMoneyOfficialandUnofficial_EVENTS_2005","TotalMoneyOfficialandUnofficial_MONEY_2005","stat_name","year"
106,105,"John Senden",29,855325,"TotalMoneyOfficialandUnofficial",2005
107,106,"Brian Davis",23,854460,"TotalMoneyOfficialandUnofficial",2005
108,107,"Hank Kuehne",31,853067,"TotalMoneyOfficialandUnofficial",2005
109,108,"John Rollins",30,852147,"TotalMoneyOfficialandUnofficial",2005
110,109,"James Driscoll",26,849891,"TotalMoneyOfficialandUnofficial",2005
111,110,"Kevin Sutherland",26,845875,"TotalMoneyOfficialandUnofficial",2005
112,111,"Dean Wilson",27,821903,"TotalMoneyOfficialandUnofficial",2005
113,112,"Stephen Dodd",5,809500,"TotalMoneyOfficialandUnofficial",2005
114,113,"Jesper Parnevik",25,807845,"TotalMoneyOfficialandUnofficial",2005
115,114,"DJ Trahan",28,806304,"TotalMoneyOfficialandUnofficial",2005
116,115,"Bradley Dredge",2,777000,"TotalMoneyOfficialandUnofficial",2005
117,116,"Henrik Stenson",5,776986,"TotalMoneyOfficialandUnofficial",2005
118,118,"Stephen Leaney",29,758057,"TotalMoneyOfficialandUnofficial",2005
119,119,"Trevor Immelman",16,754367,"TotalMoneyOfficialandUnofficial",2005
120,120,"Jeff Maggert",25,743780,"TotalMoneyOfficialandUnofficial",2005
121,121,"Robert Damron",28,739836,"TotalMoneyOfficialandUnofficial",2005
122,122,"Corey Pavin",23,736506,"TotalMoneyOfficialandUnofficial",2005
123,123,"Doug Barron",24,731990,"TotalMoneyOfficialandUnofficial",2005
124,124,"Jonathan Byrd",31,726023,"TotalMoneyOfficialandUnofficial",2005
125,125,"Craig Barlow",26,720362,"TotalMoneyOfficialandUnofficial",2005
126,126,"Rich Beem",26,701242,"TotalMoneyOfficialandUnofficial",2005
127,127,"Rocco Mediate",24,696250,"TotalMoneyOfficialandUnofficial",2005
128,128,"Brian Gay",33,689862,"TotalMoneyOfficialandUnofficial",2005
129,129,"Richard Johnson",16,689364,"TotalMoneyOfficialandUnofficial",2005
130,130,"Hidemichi Tanaka",34,686113,"TotalMoneyOfficialandUnofficial",2005
131,131,"Patrick Sheehan",35,675038,"TotalMoneyOfficialandUnofficial",2005
132,132,"Kirk Triplett",19,664395,"TotalMoneyOfficialandUnofficial",2005
133,133,"Todd Fischer",35,664098,"TotalMoneyOfficialandUnofficial",2005
134,134,"Ryuji Imada",25,650221,"TotalMoneyOfficialandUnofficial",2005
135,135,"Tommy Armour III",29,636643,"TotalMoneyOfficialandUnofficial",2005
136,136,"Nick Watney",32,631619,"TotalMoneyOfficialandUnofficial",2005
137,137,"Kent Jones",32,629944,"TotalMoneyOfficialandUnofficial",2005
138,138,"Craig Parry",15,629887,"TotalMoneyOfficialandUnofficial",2005
139,139,"Briny Baird",34,629191,"TotalMoneyOfficialandUnofficial",2005
140,140,"Michael Allen",31,616829,"TotalMoneyOfficialandUnofficial",2005
141,141,"Hunter Mahan",35,614567,"TotalMoneyOfficialandUnofficial",2005
142,142,"Brett Wetterich",29,601029,"TotalMoneyOfficialandUnofficial",2005
143,143,"Alex Cejka",33,597582,"TotalMoneyOfficialandUnofficial",2005
144,144,"Ben Curtis",24,594670,"TotalMoneyOfficialandUnofficial",2005
145,145,"Thomas Levet",21,585343,"TotalMoneyOfficialandUnofficial",2005
146,146,"Paul McGinley",7,574684,"TotalMoneyOfficialandUnofficial",2005
147,147,"Mark Wilson",26,573218,"TotalMoneyOfficialandUnofficial",2005
148,148,"Todd Hamilton",31,559495,"TotalMoneyOfficialandUnofficial",2005
149,149,"Jay Haas",17,551359,"TotalMoneyOfficialandUnofficial",2005
150,150,"Marco Dawson",24,551264,"TotalMoneyOfficialandUnofficial",2005
151,151,"Tjaart van der Walt",20,544058,"TotalMoneyOfficialandUnofficial",2005
152,152,"Omar Uresti",28,543238,"TotalMoneyOfficialandUnofficial",2005
153,153,"Neal Lancaster",32,532185,"TotalMoneyOfficialandUnofficial",2005
154,154,"JP Hayes",23,531704,"TotalMoneyOfficialandUnofficial",2005
155,155,"Brian Bateman",33,530517,"TotalMoneyOfficialandUnofficial",2005
156,156,"Frank Lickliter II",34,511581,"TotalMoneyOfficialandUnofficial",2005
157,157,"Angel Cabrera",13,509778,"TotalMoneyOfficialandUnofficial",2005
158,158,"Brendan Jones",29,503817,"TotalMoneyOfficialandUnofficial",2005
159,159,"Lee Westwood",15,501267,"TotalMoneyOfficialandUnofficial",2005
160,160,"Darron Stiles",27,499827,"TotalMoneyOfficialandUnofficial",2005
161,161,"Andrew Magee",29,488779,"TotalMoneyOfficialandUnofficial",2005
162,162,"Shaun Micheel",29,487402,"TotalMoneyOfficialandUnofficial",2005
163,163,"Paul Goydos",15,486362,"TotalMoneyOfficialandUnofficial",2005
164,164,"Scott Gutschewski",28,485487,"TotalMoneyOfficialandUnofficial",2005
165,165,"Cameron Beckman",32,479107,"TotalMoneyOfficialandUnofficial",2005
166,166,"Duffy Waldorf",28,462725,"TotalMoneyOfficialandUnofficial",2005
167,167,"Chris Smith",32,454375,"TotalMoneyOfficialandUnofficial",2005
168,168,"DA Points",34,433040,"TotalMoneyOfficialandUnofficial",2005
169,169,"Mathias Gronberg",20,426140,"TotalMoneyOfficialandUnofficial",2005
170,170,"Lee Janzen",26,422748,"TotalMoneyOfficialandUnofficial",2005
171,171,"Tom Gillis",28,421050,"TotalMoneyOfficialandUnofficial",2005
172,172,"Phillip Price",26,419415,"TotalMoneyOfficialandUnofficial",2005
173,173,"Steve Allan",33,418428,"TotalMoneyOfficialandUnofficial",2005
174,174,"Peter Jacobsen",13,415583,"TotalMoneyOfficialandUnofficial",2005
175,175,"Matt Kuchar",21,402786,"TotalMoneyOfficialandUnofficial",2005
176,176,"Steve Stricker",22,402640,"TotalMoneyOfficialandUnofficial",2005
177,177,"Jay Williamson",16,382653,"TotalMoneyOfficialandUnofficial",2005
178,178,"Niclas Fasth",4,382500,"TotalMoneyOfficialandUnofficial",2005
179,179,"Franklin Langham",32,380436,"TotalMoneyOfficialandUnofficial",2005
180,180,"John Cook",26,374185,"TotalMoneyOfficialandUnofficial",2005
181,181,"Kevin Stadler",34,372775,"TotalMoneyOfficialandUnofficial",2005
182,182,"Hunter Haas",29,371925,"TotalMoneyOfficialandUnofficial",2005
183,183,"Glen Day",27,370221,"TotalMoneyOfficialandUnofficial",2005
184,184,"Richard Green",11,365807,"TotalMoneyOfficialandUnofficial",2005
185,185,"Scott Hend",29,361247,"TotalMoneyOfficialandUnofficial",2005
186,186,"Bob Heintz",25,360488,"TotalMoneyOfficialandUnofficial",2005
187,187,"Gavin Coles",23,359523,"TotalMoneyOfficialandUnofficial",2005
188,188,"Tom Byrum",28,350203,"TotalMoneyOfficialandUnofficial",2005
189,189,"Matt Gogel",29,344151,"TotalMoneyOfficialandUnofficial",2005
190,190,"Roland Thatcher",27,331299,"TotalMoneyOfficialandUnofficial",2005
191,191,"Paul Gow",27,324459,"TotalMoneyOfficialandUnofficial",2005
192,192,"Paul Azinger",23,317739,"TotalMoneyOfficialandUnofficial",2005
193,193,"Miguel Angel Jimenez",10,315148,"TotalMoneyOfficialandUnofficial",2005
194,194,"Brent Geiberger",21,309559,"TotalMoneyOfficialandUnofficial",2005
195,195,"Mark OMeara",22,305970,"TotalMoneyOfficialandUnofficial",2005
196,196,"Will Ma Kenzie",26,300529,"TotalMoneyOfficialandUnofficial",2005
197,197,"DJ Brigman",27,299849,"TotalMoneyOfficialandUnofficial",2005
198,198,"Brenden Pappas",15,279340,"TotalMoneyOfficialandUnofficial",2005
199,199,"Mark Brooks",28,273668,"TotalMoneyOfficialandUnofficial",2005
200,200,"Chris Anderson",26,270347,"TotalMoneyOfficialandUnofficial",2005
201,201,"Nick Faldo",6,269982,"TotalMoneyOfficialandUnofficial",2005
202,202,"Jose Coceres",22,269705,"TotalMoneyOfficialandUnofficial",2005
203,203,"Paul Claxton",30,269701,"TotalMoneyOfficialandUnofficial",2005
204,204,"Chris Riley",25,268735,"TotalMoneyOfficialandUnofficial",2005
205,205,"Craig Stadler",6,256110,"TotalMoneyOfficialandUnofficial",2005
206,206,"Charlie Wi",23,250081,"TotalMoneyOfficialandUnofficial",2005
207,207,"Dennis Paulson",24,232147,"TotalMoneyOfficialandUnofficial",2005
208,208,"Jay Delsing",11,230851,"TotalMoneyOfficialandUnofficial",2005
209,209,"Michael Putnam",6,229733,"TotalMoneyOfficialandUnofficial",2005
210,210,"Dan Forsman",18,219135,"TotalMoneyOfficialandUnofficial",2005
211,211,"Len Mattiace",34,209638,"TotalMoneyOfficialandUnofficial",2005
212,212,"Justin Bolli",24,207400,"TotalMoneyOfficialandUnofficial",2005
213,213,"Larry Mize",19,206969,"TotalMoneyOfficialandUnofficial",2005
214,214,"Scott Dunlap",3,204500,"TotalMoneyOfficialandUnofficial",2005
215,215,"Craig Bowden",15,199911,"TotalMoneyOfficialandUnofficial",2005
216,216,"Carl Paulson",13,198214,"TotalMoneyOfficialandUnofficial",2005
217,217,"David Hearn",24,197453,"TotalMoneyOfficialandUnofficial",2005
218,218,"Paul Casey",10,195193,"TotalMoneyOfficialandUnofficial",2005
219,219,"Michael Long",27,185418,"TotalMoneyOfficialandUnofficial",2005
220,220,"Glen Hnatiuk",21,185162,"TotalMoneyOfficialandUnofficial",2005
221,221,"Bill Haas",7,184586,"TotalMoneyOfficialandUnofficial",2005
222,222,"Mario Tiziani",23,181618,"TotalMoneyOfficialandUnofficial",2005
223,223,"Skip Kendall",33,180561,"TotalMoneyOfficialandUnofficial",2005
224,224,"Jason Allred",30,176436,"TotalMoneyOfficialandUnofficial",2005
225,225,"Spike McRoy",12,173919,"TotalMoneyOfficialandUnofficial",2005
226,226,"Craig Perks",27,171379,"TotalMoneyOfficialandUnofficial",2005
227,227,"Jaxon Brigman",2,162961,"TotalMoneyOfficialandUnofficial",2005
228,228,"Jimmy Walker",9,155850,"TotalMoneyOfficialandUnofficial",2005
229,229,"Danny Briggs",29,148836,"TotalMoneyOfficialandUnofficial",2005
230,230,"Jeff Hart",24,135165,"TotalMoneyOfficialandUnofficial",2005
231,231,"Bill Glasson",22,133426,"TotalMoneyOfficialandUnofficial",2005
232,232,"Shingo Katayama",5,131020,"TotalMoneyOfficialandUnofficial",2005
233,233,"Nick Dougherty",6,128217,"TotalMoneyOfficialandUnofficial",2005
234,234,"David Peoples",13,127907,"TotalMoneyOfficialandUnofficial",2005
235,235,"Per Ulrik Johansson",8,126640,"TotalMoneyOfficialandUnofficial",2005
236,236,"Steve Jones",20,124144,"TotalMoneyOfficialandUnofficial",2005
237,237,"Peter Hedblom",1,123857,"TotalMoneyOfficialandUnofficial",2005
238,238,"Kenneth Ferrie",3,120250,"TotalMoneyOfficialandUnofficial",2005
239,239,"Greg Norman",3,112522,"TotalMoneyOfficialandUnofficial",2005
240,240,"Jyoti Randhawa",3,112500,"TotalMoneyOfficialandUnofficial",2005
241,241,"Joel Kribel",2,112360,"TotalMoneyOfficialandUnofficial",2005
242,242,"David Frost",10,111258,"TotalMoneyOfficialandUnofficial",2005
243,243,"Andre Stolz",12,104775,"TotalMoneyOfficialandUnofficial",2005
244,244,"Jim Carter",26,104138,"TotalMoneyOfficialandUnofficial",2005
245,245,"Tom Kite",12,103429,"TotalMoneyOfficialandUnofficial",2005
246,246,"Raphael Jacquelin",1,1e+05,"TotalMoneyOfficialandUnofficial",2005
247,247,"Matt Davidson",20,98906,"TotalMoneyOfficialandUnofficial",2005
248,248,"Soren Hansen",2,98743,"TotalMoneyOfficialandUnofficial",2005
249,249,"Chris Couch",1,96667,"TotalMoneyOfficialandUnofficial",2005
250,250,"Thongchai Jaidee",4,92654,"TotalMoneyOfficialandUnofficial",2005
251,251,"Yasuharu Imano",2,90250,"TotalMoneyOfficialandUnofficial",2005
252,252,"Ian Leggatt",13,88283,"TotalMoneyOfficialandUnofficial",2005
253,253,"Maarten Lafeber",3,84993,"TotalMoneyOfficialandUnofficial",2005
254,254,"Rob Rashell",25,84391,"TotalMoneyOfficialandUnofficial",2005
255,255,"Paula Creamer",1,83000,"TotalMoneyOfficialandUnofficial",2005
256,256,"Bradley Hughes",21,81819,"TotalMoneyOfficialandUnofficial",2005
257,257,"Scott Drummond",2,78447,"TotalMoneyOfficialandUnofficial",2005
258,258,"Annika Sorenstam",2,78333,"TotalMoneyOfficialandUnofficial",2005
259,259,"Spencer Levin",7,78082,"TotalMoneyOfficialandUnofficial",2005
260,260,"Charl Schwartzel",4,77000,"TotalMoneyOfficialandUnofficial",2005
261,261,"Esteban Toledo",8,76887,"TotalMoneyOfficialandUnofficial",2005
262,262,"Anders Hansen",1,72500,"TotalMoneyOfficialandUnofficial",2005
263,263,"Blaine McCallister",10,69253,"TotalMoneyOfficialandUnofficial",2005
264,264,"John Elliott",25,67819,"TotalMoneyOfficialandUnofficial",2005
265,265,"Casey Wittenberg",9,67548,"TotalMoneyOfficialandUnofficial",2005
266,266,"Michael Harris",2,65430,"TotalMoneyOfficialandUnofficial",2005
267,267,"Hideto Tanihara",20,62832,"TotalMoneyOfficialandUnofficial",2005
268,268,"David Edwards",9,62459,"TotalMoneyOfficialandUnofficial",2005
269,269,"Danny Ellis",8,61956,"TotalMoneyOfficialandUnofficial",2005
270,270,"Peter Tomasulo",3,60027,"TotalMoneyOfficialandUnofficial",2005
271,271,"Mike Springer",6,59269,"TotalMoneyOfficialandUnofficial",2005
272,272,"Robert Jan Derksen",1,58750,"TotalMoneyOfficialandUnofficial",2005
272,272,"Ricardo Gonzalez",1,58750,"TotalMoneyOfficialandUnofficial",2005
274,274,"Tom Purtzer",1,58240,"TotalMoneyOfficialandUnofficial",2005
275,275,"Stephen Gallacher",5,58000,"TotalMoneyOfficialandUnofficial",2005
276,276,"Nick Flanagan",2,56947,"TotalMoneyOfficialandUnofficial",2005
276,276,"Tadahiro Takayama",1,56947,"TotalMoneyOfficialandUnofficial",2005
278,278,"Matt Hendrix",2,56429,"TotalMoneyOfficialandUnofficial",2005
279,279,"SK Ho",4,55169,"TotalMoneyOfficialandUnofficial",2005
280,280,"Roger Clemens",1,53500,"TotalMoneyOfficialandUnofficial",2005
281,281,"Garrett Willis",8,52251,"TotalMoneyOfficialandUnofficial",2005
282,282,"Peter Hanson",3,51891,"TotalMoneyOfficialandUnofficial",2005
283,283,"JB Holmes",2,50000,"TotalMoneyOfficialandUnofficial",2005
284,284,"Christian Reimbold",1,47500,"TotalMoneyOfficialandUnofficial",2005
285,285,"Scott Piercy",4,47140,"TotalMoneyOfficialandUnofficial",2005
286,286,"Sandy Lyle",4,46433,"TotalMoneyOfficialandUnofficial",2005
287,287,"Euan Walters",19,46365,"TotalMoneyOfficialandUnofficial",2005
288,288,"Simon Yates",1,46000,"TotalMoneyOfficialandUnofficial",2005
289,289,"Bob Burns",15,44407,"TotalMoneyOfficialandUnofficial",2005
290,290,"Grant Waite",7,43855,"TotalMoneyOfficialandUnofficial",2005
291,291,"Marc Cayeux",1,42250,"TotalMoneyOfficialandUnofficial",2005
292,292,"Steve Webster",2,39586,"TotalMoneyOfficialandUnofficial",2005
293,293,"Toru Taniguchi",7,38880,"TotalMoneyOfficialandUnofficial",2005
294,294,"Simon Dyson",2,38548,"TotalMoneyOfficialandUnofficial",2005
295,295,"Dicky Pride",5,36931,"TotalMoneyOfficialandUnofficial",2005
296,296,"Scott Simpson",9,35556,"TotalMoneyOfficialandUnofficial",2005
297,297,"Joakim Haeggman",4,35000,"TotalMoneyOfficialandUnofficial",2005
298,298,"Notah Begay III",12,34545,"TotalMoneyOfficialandUnofficial",2005
299,299,"Kazuhiko Hosokawa",1,34500,"TotalMoneyOfficialandUnofficial",2005
300,300,"Chang Tsepeng",1,33750,"TotalMoneyOfficialandUnofficial",2005
300,300,"TC Wang",1,33750,"TotalMoneyOfficialandUnofficial",2005
302,302,"Neil Cheetham",1,33000,"TotalMoneyOfficialandUnofficial",2005
303,303,"Warren Abery",1,32500,"TotalMoneyOfficialandUnofficial",2005
303,303,"Nicholas Thompson",1,32500,"TotalMoneyOfficialandUnofficial",2005
305,305,"Scott Hoch",2,31130,"TotalMoneyOfficialandUnofficial",2005
306,306,"Marcel Siem",1,29150,"TotalMoneyOfficialandUnofficial",2005
307,307,"Gene Sauers",7,29091,"TotalMoneyOfficialandUnofficial",2005
308,308,"Guy Boros",5,27765,"TotalMoneyOfficialandUnofficial",2005
309,309,"I J Jang",1,27500,"TotalMoneyOfficialandUnofficial",2005
310,310,"Tom Scherrer",3,27333,"TotalMoneyOfficialandUnofficial",2005
311,311,"Hiroyuki Fujita",1,26243,"TotalMoneyOfficialandUnofficial",2005
311,311,"Simon Khan",1,26243,"TotalMoneyOfficialandUnofficial",2005
311,311,"Tom Watson",2,26243,"TotalMoneyOfficialandUnofficial",2005
314,314,"Brad Lardon",5,25332,"TotalMoneyOfficialandUnofficial",2005
315,315,"Michael Bradley",4,25254,"TotalMoneyOfficialandUnofficial",2005
316,316,"Alex Aragon",1,25000,"TotalMoneyOfficialandUnofficial",2005
316,316,"Henrik Bjornstad",1,25000,"TotalMoneyOfficialandUnofficial",2005
316,316,"Michael Connell",1,25000,"TotalMoneyOfficialandUnofficial",2005
316,316,"Bubba Dickerson",2,25000,"TotalMoneyOfficialandUnofficial",2005
316,316,"John Engler Jr",1,25000,"TotalMoneyOfficialandUnofficial",2005
316,316,"Robert Garrigus",1,25000,"TotalMoneyOfficialandUnofficial",2005
316,316,"Matt Hansen",1,25000,"TotalMoneyOfficialandUnofficial",2005
316,316,"Ryan Hietala",1,25000,"TotalMoneyOfficialandUnofficial",2005
316,316,"Greg Kraft",1,25000,"TotalMoneyOfficialandUnofficial",2005
316,316,"Daisuke Maruyama",1,25000,"TotalMoneyOfficialandUnofficial",2005
316,316,"Jeff Overton",2,25000,"TotalMoneyOfficialandUnofficial",2005
316,316,"Mike Sposa",1,25000,"TotalMoneyOfficialandUnofficial",2005
316,316,"BJ Staten",1,25000,"TotalMoneyOfficialandUnofficial",2005
316,316,"Ron Whittaker",1,25000,"TotalMoneyOfficialandUnofficial",2005
330,330,"Marco Ruiz",1,24250,"TotalMoneyOfficialandUnofficial",2005
330,330,"Takuya Taniguchi",2,24250,"TotalMoneyOfficialandUnofficial",2005
332,332,"John Riegger",4,23328,"TotalMoneyOfficialandUnofficial",2005
333,333,"Pablo Del Olmo",1,23000,"TotalMoneyOfficialandUnofficial",2005
333,333,"Alex Quiroz",1,23000,"TotalMoneyOfficialandUnofficial",2005
335,335,"YE Yang",4,22856,"TotalMoneyOfficialandUnofficial",2005
336,336,"Steve Schneiter",2,22300,"TotalMoneyOfficialandUnofficial",2005
337,337,"Mike Small",2,21900,"TotalMoneyOfficialandUnofficial",2005
