"BogeyAverage_RANKTHISWEEK_2010","BogeyAverage_RANKLASTWEEK_2010","BogeyAverage_PLAYERNAME_2010","BogeyAverage_EVENTS_2010","BogeyAverage_AVERAGEBOGEYSPERROUND_2010","BogeyAverage_TOTALBOGEYS_2010","BogeyAverage_ROUNDSPLAYED_2010","stat_name","year"
37,37,"Jason Bohn",25,2.36,198,84,"BogeyAverage",2010
37,37,"Rickie Fowler",28,2.36,231,98,"BogeyAverage",2010
39,39,"Briny Baird",28,2.37,206,87,"BogeyAverage",2010
39,39,"Matt Jones",27,2.37,211,89,"BogeyAverage",2010
41,41,"Michael Bradley",24,2.38,183,77,"BogeyAverage",2010
41,41,"Justin Rose",22,2.38,186,78,"BogeyAverage",2010
41,41,"David Toms",25,2.38,202,85,"BogeyAverage",2010
44,44,"Graham DeLaet",28,2.39,210,88,"BogeyAverage",2010
45,45,"Will Ma Kenzie",23,2.4,173,72,"BogeyAverage",2010
46,46,"Aron Price",22,2.41,169,70,"BogeyAverage",2010
46,46,"Jeev Milkha Singh",19,2.41,135,56,"BogeyAverage",2010
48,48,"Brendon de Jonge",32,2.42,276,114,"BogeyAverage",2010
48,48,"Bob Estes",26,2.42,191,79,"BogeyAverage",2010
48,48,"Brett Quigley",29,2.42,232,96,"BogeyAverage",2010
51,51,"Vaughn Taylor",26,2.43,211,87,"BogeyAverage",2010
52,52,"Stephen Ames",23,2.45,181,74,"BogeyAverage",2010
52,52,"John Merrick",31,2.45,267,109,"BogeyAverage",2010
52,52,"Kevin Stadler",28,2.45,211,86,"BogeyAverage",2010
55,55,"Chad Campbell",28,2.46,231,94,"BogeyAverage",2010
55,55,"Ben Curtis",24,2.46,192,78,"BogeyAverage",2010
57,57,"Zach Johnson",25,2.47,225,91,"BogeyAverage",2010
58,58,"Scott McCarron",29,2.48,223,90,"BogeyAverage",2010
58,58,"James Nitties",30,2.48,228,92,"BogeyAverage",2010
58,58,"Michael Sim",20,2.48,156,63,"BogeyAverage",2010
61,61,"Charley Hoffman",24,2.49,212,85,"BogeyAverage",2010
61,61,"Jay Williamson",24,2.49,189,76,"BogeyAverage",2010
63,63,"Ricky Barnes",28,2.5,258,103,"BogeyAverage",2010
63,63,"James Driscoll",26,2.5,195,78,"BogeyAverage",2010
63,63,"Padraig Harrington",18,2.5,140,56,"BogeyAverage",2010
63,63,"Troy Matteson",28,2.5,210,84,"BogeyAverage",2010
63,63,"Tim Petrovic",32,2.5,263,105,"BogeyAverage",2010
63,63,"YE Yang",21,2.5,175,70,"BogeyAverage",2010
69,69,"JB Holmes",26,2.51,251,100,"BogeyAverage",2010
69,69,"Ryuji Imada",28,2.51,226,90,"BogeyAverage",2010
69,69,"Kevin Streelman",28,2.51,226,90,"BogeyAverage",2010
72,72,"Paul Stankowski",18,2.52,156,62,"BogeyAverage",2010
72,72,"Johnson Wagner",28,2.52,214,85,"BogeyAverage",2010
72,72,"Brett Wetterich",16,2.52,136,54,"BogeyAverage",2010
75,75,"Aaron Baddeley",26,2.53,238,94,"BogeyAverage",2010
75,75,"Jeff Quinney",29,2.53,230,91,"BogeyAverage",2010
75,75,"Webb Simpson",31,2.53,248,98,"BogeyAverage",2010
78,78,"Cameron Beckman",25,2.54,173,68,"BogeyAverage",2010
78,78,"John Mallinger",29,2.54,198,78,"BogeyAverage",2010
78,78,"Shaun Micheel",21,2.54,178,70,"BogeyAverage",2010
78,78,"Phil Mickelson",20,2.54,193,76,"BogeyAverage",2010
82,82,"Blake Adams",26,2.55,214,84,"BogeyAverage",2010
82,82,"Sean OHair",25,2.55,209,82,"BogeyAverage",2010
82,82,"Andres Romero",21,2.55,186,73,"BogeyAverage",2010
82,82,"Jimmy Walker",27,2.55,209,82,"BogeyAverage",2010
82,82,"Bubba Watson",22,2.55,196,77,"BogeyAverage",2010
87,87,"Bill Haas",25,2.56,223,87,"BogeyAverage",2010
87,87,"Cliff Kresge",17,2.56,128,50,"BogeyAverage",2010
87,87,"Bryce Molder",26,2.56,215,84,"BogeyAverage",2010
87,87,"Cameron Tringale",22,2.56,141,55,"BogeyAverage",2010
91,91,"Woody Austin",29,2.57,239,93,"BogeyAverage",2010
91,91,"Ben Crane",24,2.57,211,82,"BogeyAverage",2010
91,91,"Martin Laird",26,2.57,234,91,"BogeyAverage",2010
91,91,"Jeff Overton",26,2.57,229,89,"BogeyAverage",2010
95,95,"Michael Connell",25,2.58,230,89,"BogeyAverage",2010
95,95,"Mathew Goggin",28,2.58,219,85,"BogeyAverage",2010
95,95,"Tim Herron",24,2.58,204,79,"BogeyAverage",2010
95,95,"Brandt Snedeker",26,2.58,230,89,"BogeyAverage",2010
95,95,"Josh Teater",31,2.58,261,101,"BogeyAverage",2010
95,95,"Nick Watney",24,2.58,227,88,"BogeyAverage",2010
101,101,"Jeff Maggert",28,2.59,197,76,"BogeyAverage",2010
101,101,"Kenny Perry",20,2.59,176,68,"BogeyAverage",2010
101,101,"Chris Stroud",27,2.59,233,90,"BogeyAverage",2010
104,104,"Jason Day",24,2.6,213,82,"BogeyAverage",2010
104,104,"Hunter Mahan",25,2.6,218,84,"BogeyAverage",2010
104,104,"Rory McIlroy",16,2.6,135,52,"BogeyAverage",2010
104,104,"Alex Prugh",28,2.6,229,88,"BogeyAverage",2010
104,104,"DJ Trahan",27,2.6,239,92,"BogeyAverage",2010
104,104,"Garrett Willis",24,2.6,213,82,"BogeyAverage",2010
110,110,"Charles Warren",21,2.61,167,64,"BogeyAverage",2010
111,111,"David Duval",24,2.62,186,71,"BogeyAverage",2010
111,111,"Rod Pampling",26,2.62,202,77,"BogeyAverage",2010
113,113,"Stewart Cink",23,2.63,210,80,"BogeyAverage",2010
114,114,"Steve Marino",24,2.64,214,81,"BogeyAverage",2010
114,114,"Scott Verplank",22,2.64,193,73,"BogeyAverage",2010
116,116,"Daniel Chopra",28,2.65,196,74,"BogeyAverage",2010
116,116,"Geoff Ogilvy",19,2.65,159,60,"BogeyAverage",2010
118,118,"Nathan Green",27,2.66,229,86,"BogeyAverage",2010
119,119,"JP Hayes",25,2.68,212,79,"BogeyAverage",2010
119,119,"Scott Piercy",28,2.68,236,88,"BogeyAverage",2010
121,121,"Robert Allenby",22,2.7,200,74,"BogeyAverage",2010
121,121,"Tom Gillis",27,2.7,262,97,"BogeyAverage",2010
121,121,"Jerry Kelly",29,2.7,267,99,"BogeyAverage",2010
121,121,"Cameron Percy",25,2.7,197,73,"BogeyAverage",2010
121,121,"John Rollins",26,2.7,219,81,"BogeyAverage",2010
126,126,"Chris Couch",23,2.71,179,66,"BogeyAverage",2010
126,126,"Trevor Immelman",19,2.71,149,55,"BogeyAverage",2010
126,126,"Davis Love III",24,2.71,214,79,"BogeyAverage",2010
126,126,"Brenden Pappas",24,2.71,179,66,"BogeyAverage",2010
126,126,"Ian Poulter",15,2.71,133,49,"BogeyAverage",2010
126,126,"Roland Thatcher",26,2.71,195,72,"BogeyAverage",2010
132,132,"Joe Ogilvie",32,2.72,269,99,"BogeyAverage",2010
133,133,"Lee Janzen",26,2.73,210,77,"BogeyAverage",2010
133,133,"Dustin Johnson",23,2.73,224,82,"BogeyAverage",2010
135,135,"Kris Blanks",30,2.74,249,91,"BogeyAverage",2010
135,135,"Brian Davis",32,2.74,277,101,"BogeyAverage",2010
135,135,"Skip Kendall",18,2.74,159,58,"BogeyAverage",2010
135,135,"Roger Tambellini",26,2.74,211,77,"BogeyAverage",2010
139,139,"Bill Lunde",28,2.75,217,79,"BogeyAverage",2010
139,139,"Greg Owen",27,2.75,190,69,"BogeyAverage",2010
139,139,"Brian Stuard",28,2.75,223,81,"BogeyAverage",2010
142,142,"DA Points",29,2.76,248,90,"BogeyAverage",2010
143,143,"Matt Every",18,2.77,166,60,"BogeyAverage",2010
143,143,"Andrew McLardy",21,2.77,144,52,"BogeyAverage",2010
143,143,"Rory Sabbatini",26,2.77,216,78,"BogeyAverage",2010
146,146,"Henrik Bjornstad",26,2.78,200,72,"BogeyAverage",2010
146,146,"Jason Dufner",25,2.78,242,87,"BogeyAverage",2010
146,146,"Marc Leishman",26,2.78,242,87,"BogeyAverage",2010
146,146,"Jarrod Lyle",18,2.78,150,54,"BogeyAverage",2010
146,146,"George McNeill",28,2.78,220,79,"BogeyAverage",2010
151,151,"Mathias Gronberg",22,2.79,170,61,"BogeyAverage",2010
151,151,"Billy Mayfair",26,2.79,218,78,"BogeyAverage",2010
151,151,"Garth Mulroy",19,2.79,148,53,"BogeyAverage",2010
154,154,"Rich Barcelo",25,2.8,196,70,"BogeyAverage",2010
154,154,"Troy Merritt",29,2.8,241,86,"BogeyAverage",2010
156,156,"Stuart Appleby",31,2.81,284,101,"BogeyAverage",2010
156,156,"Sergio Garcia",15,2.81,146,52,"BogeyAverage",2010
156,156,"Chris Tidland",24,2.81,216,77,"BogeyAverage",2010
159,159,"Paul Goydos",25,2.82,220,78,"BogeyAverage",2010
159,159,"Ryan Palmer",27,2.82,237,84,"BogeyAverage",2010
161,161,"Michael Letzig",27,2.83,238,84,"BogeyAverage",2010
161,161,"Rocco Mediate",25,2.83,201,71,"BogeyAverage",2010
163,163,"Brent Delahoussaye",21,2.86,163,57,"BogeyAverage",2010
163,163,"Vijay Singh",24,2.86,212,74,"BogeyAverage",2010
163,163,"Camilo Villegas",20,2.86,206,72,"BogeyAverage",2010
166,166,"Justin Bolli",23,2.87,158,55,"BogeyAverage",2010
167,167,"Alex Cejka",28,2.88,233,81,"BogeyAverage",2010
167,167,"Jeff Gove",22,2.88,164,57,"BogeyAverage",2010
167,167,"David Lutterus",25,2.88,199,69,"BogeyAverage",2010
170,170,"Martin Flores",26,2.91,218,75,"BogeyAverage",2010
170,170,"Lucas Glover",23,2.91,215,74,"BogeyAverage",2010
172,172,"Matt Bettencourt",32,2.92,266,91,"BogeyAverage",2010
172,172,"John Daly",20,2.92,184,63,"BogeyAverage",2010
172,172,"Steve Wheatcroft",27,2.92,216,74,"BogeyAverage",2010
175,175,"Justin Leonard",27,2.93,258,88,"BogeyAverage",2010
176,176,"Robert Garrigus",22,2.94,209,71,"BogeyAverage",2010
177,177,"Adam Scott",20,2.97,202,68,"BogeyAverage",2010
178,178,"Derek Lamely",28,2.99,242,81,"BogeyAverage",2010
179,179,"Craig Bowden",20,3,168,56,"BogeyAverage",2010
179,179,"Kevin Johnson",26,3,186,62,"BogeyAverage",2010
179,179,"Nicholas Thompson",29,3,264,88,"BogeyAverage",2010
182,182,"Steve Lowery",25,3.01,202,67,"BogeyAverage",2010
183,183,"Chris Wilson",26,3.02,196,65,"BogeyAverage",2010
184,184,"Steve Flesch",25,3.06,239,78,"BogeyAverage",2010
185,185,"Mike Weir",19,3.07,175,57,"BogeyAverage",2010
186,186,"Angel Cabrera",19,3.08,194,63,"BogeyAverage",2010
187,187,"Greg Kraft",22,3.15,164,52,"BogeyAverage",2010
188,188,"Mark Calcavecchia",16,3.16,158,50,"BogeyAverage",2010
189,189,"Ted Purdy",30,3.17,273,86,"BogeyAverage",2010
190,190,"Vance Veazey",23,3.31,192,58,"BogeyAverage",2010
191,191,"Jerod Turner",21,3.39,183,54,"BogeyAverage",2010
192,192,"Brad Faxon",23,3.57,207,58,"BogeyAverage",2010
