"ScoringAverage_RANKTHISWEEK_2007","ScoringAverage_RANKLASTWEEK_2007","ScoringAverage_PLAYERNAME_2007","ScoringAverage_ROUNDS_2007","ScoringAverage_AVG_2007","ScoringAverage_TOTALSTROKES_2007","ScoringAverage_TOTALADJUSTMENT_2007","ScoringAverage_TOTALROUNDS_2007","stat_name","year"
87,87,"Charlie Wi",90,70.873,6377,1.56,90,"ScoringAverage",2007
89,89,"Brian Gay",107,70.877,7585,NA,107,"ScoringAverage",2007
90,90,"Tim Petrovic",106,70.879,7518,NA,106,"ScoringAverage",2007
91,91,"Kevin Na",84,70.884,5939,15.224,84,"ScoringAverage",2007
92,92,"Brett Wetterich",88,70.902,6229,NA,87,"ScoringAverage",2007
93,93,"Chris DiMarco",79,70.913,5552,NA,77,"ScoringAverage",2007
94,94,"Bubba Watson",80,70.914,5699,NA,80,"ScoringAverage",2007
95,95,"Henrik Stenson",52,70.935,3326,NA,46,"ScoringAverage",2007
96,96,"Daniel Chopra",106,70.948,7509,11.467,106,"ScoringAverage",2007
97,97,"Troy Matteson",87,70.951,6213,NA,87,"ScoringAverage",2007
98,98,"Ryuji Imada",104,70.952,7381,NA,104,"ScoringAverage",2007
99,99,"Steve Marino",106,70.954,7529,NA,106,"ScoringAverage",2007
100,100,"Steve Flesch",100,70.958,7125,NA,100,"ScoringAverage",2007
101,101,"Bob Estes",88,70.962,6260,NA,88,"ScoringAverage",2007
102,102,"Shaun Micheel",91,70.964,6299,NA,88,"ScoringAverage",2007
103,103,"Jason Gore",86,70.969,6108,NA,86,"ScoringAverage",2007
104,104,"Davis Love III",66,70.984,4681,NA,65,"ScoringAverage",2007
105,105,"George McNeill",95,70.991,6756,NA,95,"ScoringAverage",2007
106,106,"Rocco Mediate",72,70.998,5126,NA,72,"ScoringAverage",2007
107,107,"Chris Riley",59,71.009,4180,9.51,59,"ScoringAverage",2007
108,108,"Rich Beem",89,71.036,6370,NA,89,"ScoringAverage",2007
109,109,"Joe Durant",88,71.038,6243,NA,87,"ScoringAverage",2007
110,110,"Ryan Armour",107,71.048,7617,NA,107,"ScoringAverage",2007
111,111,"JP Hayes",89,71.065,6335,NA,89,"ScoringAverage",2007
111,111,"Craig Kanada",109,71.065,7753,NA,109,"ScoringAverage",2007
113,113,"Jay Williamson",50,71.074,3532,21.686,50,"ScoringAverage",2007
114,114,"Michael Allen",74,71.077,5263,NA,74,"ScoringAverage",2007
115,115,"DJ Trahan",99,71.083,7068,NA,99,"ScoringAverage",2007
116,116,"John Mallinger",96,71.085,6840,NA,96,"ScoringAverage",2007
117,117,"Jeff Quinney",95,71.112,6767,NA,95,"ScoringAverage",2007
118,118,"Tommy Armour III",81,71.133,5740,21.755,81,"ScoringAverage",2007
119,119,"Frank Lickliter II",95,71.137,6775,NA,95,"ScoringAverage",2007
120,120,"Jarrod Lyle",77,71.142,5475,2.918,77,"ScoringAverage",2007
121,121,"Johnson Wagner",97,71.144,6913,NA,97,"ScoringAverage",2007
122,122,"Jeff Gove",103,71.146,7333,NA,103,"ScoringAverage",2007
123,123,"Jason Dufner",100,71.154,7145,NA,100,"ScoringAverage",2007
124,124,"Bob Heintz",85,71.162,6042,6.736,85,"ScoringAverage",2007
124,124,"Kent Jones",97,71.162,6903,NA,97,"ScoringAverage",2007
126,126,"Glen Day",85,71.172,6056,NA,85,"ScoringAverage",2007
127,127,"Shigeki Maruyama",84,71.175,5988,NA,84,"ScoringAverage",2007
128,128,"Jeff Maggert",79,71.195,5633,NA,79,"ScoringAverage",2007
129,129,"Brett Quigley",79,71.212,5618,NA,78,"ScoringAverage",2007
130,130,"Mathias Gronberg",95,71.214,6763,2.354,95,"ScoringAverage",2007
131,131,"Michael Putnam",96,71.215,6869,NA,96,"ScoringAverage",2007
132,132,"Chris Stroud",66,71.218,4704,NA,66,"ScoringAverage",2007
133,133,"Michael Sim",52,71.219,3689,14.412,52,"ScoringAverage",2007
134,134,"Charley Hoffman",97,71.229,6939,NA,97,"ScoringAverage",2007
135,135,"Gavin Coles",87,71.245,6205,NA,87,"ScoringAverage",2007
136,136,"John Merrick",92,71.265,6537,19.414,92,"ScoringAverage",2007
137,137,"Bob Tway",103,71.272,7339,2.042,103,"ScoringAverage",2007
138,138,"Corey Pavin",81,71.276,5800,NA,81,"ScoringAverage",2007
139,139,"Chad Campbell",96,71.309,6481,NA,90,"ScoringAverage",2007
140,140,"Doug LaBelle II",104,71.332,7417,1.478,104,"ScoringAverage",2007
141,141,"Marco Dawson",73,71.336,5198,9.523,73,"ScoringAverage",2007
142,142,"Craig Barlow",52,71.343,3705,4.851,52,"ScoringAverage",2007
143,143,"Robert Garrigus",95,71.358,6772,6.989,95,"ScoringAverage",2007
144,144,"Ted Purdy",102,71.36,7275,3.73,102,"ScoringAverage",2007
145,145,"JB Holmes",71,71.377,5088,NA,71,"ScoringAverage",2007
146,146,"Craig Lile",77,71.386,5489,7.729,77,"ScoringAverage",2007
147,147,"Mark Hensby",81,71.408,5790,NA,81,"ScoringAverage",2007
148,148,"Brendon de Jonge",76,71.413,5430,NA,76,"ScoringAverage",2007
149,149,"Paul Stankowski",52,71.427,3728,NA,52,"ScoringAverage",2007
150,150,"Tag Ridings",52,71.435,3700,14.598,52,"ScoringAverage",2007
151,151,"Andrew Buckle",77,71.443,5508,NA,77,"ScoringAverage",2007
152,152,"Dicky Pride",71,71.465,5068,5.982,71,"ScoringAverage",2007
153,153,"DJ Brigman",67,71.467,4803,NA,67,"ScoringAverage",2007
154,154,"Parker McLachlin",83,71.516,5936,NA,83,"ScoringAverage",2007
155,155,"Jose Maria Olazabal",52,71.521,3646,NA,50,"ScoringAverage",2007
156,156,"Daisuke Maruyama",86,71.547,6155,NA,86,"ScoringAverage",2007
157,157,"Richard Johnson",93,71.555,6660,NA,93,"ScoringAverage",2007
158,158,"Craig Bowden",78,71.565,5555,27.067,78,"ScoringAverage",2007
159,159,"Harrison Frazar",88,71.569,6314,NA,88,"ScoringAverage",2007
160,160,"Steve Lowery",74,71.573,5280,16.401,74,"ScoringAverage",2007
161,161,"Ben Curtis",80,71.582,5800,NA,80,"ScoringAverage",2007
162,162,"Billy Andrade",88,71.588,6314,NA,88,"ScoringAverage",2007
163,163,"Darron Stiles",65,71.592,4659,NA,65,"ScoringAverage",2007
164,164,"Robert Gamez",88,71.629,6312,NA,88,"ScoringAverage",2007
165,165,"Tripp Isenhour",86,71.635,6163,NA,86,"ScoringAverage",2007
166,166,"Duffy Waldorf",69,71.648,4937,6.735,69,"ScoringAverage",2007
167,167,"Brian Bateman",55,71.657,3961,NA,55,"ScoringAverage",2007
168,168,"Rich Barcelo",80,71.659,5734,NA,80,"ScoringAverage",2007
169,169,"Joey Sindelar",75,71.664,5385,NA,75,"ScoringAverage",2007
170,170,"Ryan Palmer",91,71.68,6532,NA,91,"ScoringAverage",2007
171,171,"Jason Schultz",63,71.69,4513,3.449,63,"ScoringAverage",2007
172,172,"Lee Janzen",66,71.715,4750,NA,66,"ScoringAverage",2007
173,173,"Jeff Brehaut",59,71.754,4243,NA,59,"ScoringAverage",2007
174,174,"Jeff Sluman",60,71.758,4352,NA,60,"ScoringAverage",2007
175,175,"Mark Brooks",53,71.783,3796,8.514,53,"ScoringAverage",2007
175,175,"Chris Couch",76,71.783,5472,NA,76,"ScoringAverage",2007
177,177,"Kirk Triplett",77,71.818,5541,NA,77,"ScoringAverage",2007
178,178,"Tom Johnson",74,71.865,5317,0.987,74,"ScoringAverage",2007
179,179,"Kevin Stadler",95,71.895,6852,NA,95,"ScoringAverage",2007
180,180,"John Daly",59,71.927,4271,NA,59,"ScoringAverage",2007
181,181,"Chris Tidland",59,71.967,4237,9.046,59,"ScoringAverage",2007
182,182,"Eric Axley",107,71.97,7732,NA,107,"ScoringAverage",2007
183,183,"Scott Gutschewski",67,71.994,4808,15.601,67,"ScoringAverage",2007
184,184,"Paul Gow",70,72.016,5027,14.107,70,"ScoringAverage",2007
185,185,"Tom Byrum",50,72.018,3604,NA,50,"ScoringAverage",2007
186,186,"Greg Owen",81,72.086,5831,7.978,81,"ScoringAverage",2007
187,187,"Michael Boyd",61,72.095,4386,11.82,61,"ScoringAverage",2007
188,188,"Steve Wheatcroft",73,72.138,5247,19.075,73,"ScoringAverage",2007
189,189,"David Branshaw",83,72.223,6004,NA,83,"ScoringAverage",2007
190,190,"Matt Hendrix",63,72.369,4553,6.237,63,"ScoringAverage",2007
191,191,"Kyle Reifers",71,72.407,5145,NA,71,"ScoringAverage",2007
192,192,"Jim Rutledge",59,72.679,4272,16.074,59,"ScoringAverage",2007
193,193,"Jaco Van Zyl",51,72.691,3693,14.236,51,"ScoringAverage",2007
194,194,"Bubba Dickerson",51,72.712,3702,6.322,51,"ScoringAverage",2007
195,195,"Bryce Molder",56,72.853,4068,11.761,56,"ScoringAverage",2007
196,196,"Todd Hamilton",76,72.933,5592,NA,76,"ScoringAverage",2007
