"TotalBirdies_RANKTHISWEEK_2012","TotalBirdies_RANKLASTWEEK_2012","TotalBirdies_PLAYERNAME_2012","TotalBirdies_ROUNDS_2012","TotalBirdies_TOTAL_2012","stat_name","year"
113,113,"Ted Potter Jr",77,249,"TotalBirdies",2012
114,114,"Jason Kokrak",79,248,"TotalBirdies",2012
115,115,"Richard Lee",71,247,"TotalBirdies",2012
116,116,"Tommy Biershenk",74,246,"TotalBirdies",2012
116,116,"Ryuji Imada",78,246,"TotalBirdies",2012
118,118,"Robert Allenby",76,245,"TotalBirdies",2012
119,119,"Colt Knost",79,240,"TotalBirdies",2012
120,120,"Trevor Immelman",76,238,"TotalBirdies",2012
120,120,"Louis Oosthuizen",65,238,"TotalBirdies",2012
122,122,"Mark Wilson",84,237,"TotalBirdies",2012
123,123,"John Mallinger",74,235,"TotalBirdies",2012
124,124,"Gavin Coles",72,234,"TotalBirdies",2012
125,125,"Justin Leonard",79,233,"TotalBirdies",2012
125,125,"Brendon Todd",78,233,"TotalBirdies",2012
127,127,"Davis Love III",64,232,"TotalBirdies",2012
128,128,"Jonathan Byrd",69,231,"TotalBirdies",2012
128,128,"Miguel Angel Carballo",73,231,"TotalBirdies",2012
128,128,"KJ Choi",71,231,"TotalBirdies",2012
131,131,"Stuart Appleby",75,229,"TotalBirdies",2012
132,132,"Rory McIlroy",60,227,"TotalBirdies",2012
132,132,"DJ Trahan",73,227,"TotalBirdies",2012
132,132,"Boo Weekley",74,227,"TotalBirdies",2012
135,135,"Arjun Atwal",79,226,"TotalBirdies",2012
135,135,"Nick OHern",78,226,"TotalBirdies",2012
137,137,"Russell Knox",72,225,"TotalBirdies",2012
138,138,"Gary Woodland",70,224,"TotalBirdies",2012
139,139,"Ben Curtis",62,222,"TotalBirdies",2012
140,140,"Padraig Harrington",67,221,"TotalBirdies",2012
140,140,"Brendan Steele",77,221,"TotalBirdies",2012
142,142,"Scott Brown",65,220,"TotalBirdies",2012
143,143,"Adam Scott",59,219,"TotalBirdies",2012
144,144,"Luke Donald",63,218,"TotalBirdies",2012
144,144,"Rocco Mediate",70,218,"TotalBirdies",2012
146,146,"Andres Romero",68,215,"TotalBirdies",2012
147,147,"Hunter Haas",69,212,"TotalBirdies",2012
148,148,"Mathew Goggin",65,211,"TotalBirdies",2012
149,149,"Kevin Kisner",69,210,"TotalBirdies",2012
150,150,"Charlie Beljan",61,209,"TotalBirdies",2012
150,150,"Kris Blanks",65,209,"TotalBirdies",2012
150,150,"Chris Couch",61,209,"TotalBirdies",2012
153,153,"Lee Westwood",60,208,"TotalBirdies",2012
154,154,"Billy Horschel",63,207,"TotalBirdies",2012
154,154,"Sung Kang",75,207,"TotalBirdies",2012
156,156,"Stewart Cink",71,206,"TotalBirdies",2012
156,156,"Garth Mulroy",59,206,"TotalBirdies",2012
158,158,"Derek Lamely",64,205,"TotalBirdies",2012
159,159,"Sergio Garcia",57,204,"TotalBirdies",2012
159,159,"Graeme McDowell",55,204,"TotalBirdies",2012
161,161,"YE Yang",64,203,"TotalBirdies",2012
162,162,"Michael Bradley",63,200,"TotalBirdies",2012
162,162,"Jason Day",57,200,"TotalBirdies",2012
164,164,"Dicky Pride",62,199,"TotalBirdies",2012
165,165,"Troy Kelly",68,197,"TotalBirdies",2012
166,166,"David Toms",60,196,"TotalBirdies",2012
167,167,"Charl Schwartzel",56,195,"TotalBirdies",2012
168,168,"Billy Hurley III",70,194,"TotalBirdies",2012
168,168,"Robert Karlsson",54,194,"TotalBirdies",2012
170,170,"Marco Dawson",60,192,"TotalBirdies",2012
171,171,"Freddie Jacobson",61,191,"TotalBirdies",2012
171,171,"Ian Poulter",57,191,"TotalBirdies",2012
173,173,"Brandt Jobe",57,187,"TotalBirdies",2012
174,174,"Henrik Stenson",51,185,"TotalBirdies",2012
174,174,"Roland Thatcher",55,185,"TotalBirdies",2012
176,176,"Edward Loar",59,183,"TotalBirdies",2012
177,177,"Tim Clark",60,182,"TotalBirdies",2012
178,178,"Daniel Chopra",55,177,"TotalBirdies",2012
179,179,"Harrison Frazar",56,176,"TotalBirdies",2012
180,180,"Tom Pernice Jr",62,175,"TotalBirdies",2012
181,181,"Alexandre Rocha",62,174,"TotalBirdies",2012
182,182,"Angel Cabrera",54,169,"TotalBirdies",2012
182,182,"Matt Jones",53,169,"TotalBirdies",2012
182,182,"Patrick Sheehan",58,169,"TotalBirdies",2012
185,185,"John Daly",50,167,"TotalBirdies",2012
186,186,"Scott Dunlap",57,165,"TotalBirdies",2012
187,187,"Stephen Gangluff",57,163,"TotalBirdies",2012
188,188,"Stephen Ames",54,161,"TotalBirdies",2012
189,189,"Steve Wheatcroft",56,159,"TotalBirdies",2012
190,190,"Ryo Ishikawa",54,154,"TotalBirdies",2012
191,191,"Kyle Thompson",51,151,"TotalBirdies",2012
