"EaglesHolesper_RANKTHISWEEK_2008","EaglesHolesper_RANKLASTWEEK_2008","EaglesHolesper_PLAYERNAME_2008","EaglesHolesper_ROUNDS_2008","EaglesHolesper_FREQUENCY_2008","EaglesHolesper_OFHOLES_2008","EaglesHolesper_OFEAGLES_2008","stat_name","year"
94,94,"Jeff Quinney",87,261,1566,6,"EaglesHolesper",2008
96,96,"Chez Reavie",102,262.3,1836,7,"EaglesHolesper",2008
97,97,"Billy Mayfair",103,264.9,1854,7,"EaglesHolesper",2008
98,98,"Omar Uresti",74,266.4,1332,5,"EaglesHolesper",2008
99,99,"Scott Sterling",89,267,1602,6,"EaglesHolesper",2008
100,100,"Steve Marino",119,267.8,2142,8,"EaglesHolesper",2008
101,101,"Jim McGovern",75,270,1350,5,"EaglesHolesper",2008
103,103,"Lucas Glover",91,273,1638,6,"EaglesHolesper",2008
104,104,"Peter Lonard",92,276,1656,6,"EaglesHolesper",2008
105,105,"Troy Matteson",94,282,1692,6,"EaglesHolesper",2008
106,106,"Ian Poulter",51,294,882,3,"EaglesHolesper",2008
106,106,"Kevin Sutherland",98,294,1764,6,"EaglesHolesper",2008
108,108,"Padraig Harrington",52,300,900,3,"EaglesHolesper",2008
109,109,"Angel Cabrera",55,306,918,3,"EaglesHolesper",2008
109,109,"Tom Lehman",51,306,918,3,"EaglesHolesper",2008
109,109,"Jin Park",85,306,1530,5,"EaglesHolesper",2008
109,109,"Chris Riley",51,306,918,3,"EaglesHolesper",2008
113,113,"Jeff Overton",103,309,1854,6,"EaglesHolesper",2008
114,114,"Brandt Jobe",52,312,936,3,"EaglesHolesper",2008
115,115,"Cameron Beckman",87,313.2,1566,5,"EaglesHolesper",2008
115,115,"Chris DiMarco",87,313.2,1566,5,"EaglesHolesper",2008
115,115,"Rocco Mediate",87,313.2,1566,5,"EaglesHolesper",2008
118,118,"Woody Austin",109,315,1890,6,"EaglesHolesper",2008
118,118,"Sergio Garcia",72,315,1260,4,"EaglesHolesper",2008
120,120,"Tim Clark",90,320.4,1602,5,"EaglesHolesper",2008
121,121,"Chad Collins",72,324,1296,4,"EaglesHolesper",2008
121,121,"Brian Davis",108,324,1944,6,"EaglesHolesper",2008
121,121,"Bob Estes",90,324,1620,5,"EaglesHolesper",2008
124,124,"John Huston",56,336,1008,3,"EaglesHolesper",2008
124,124,"Tom Scherrer",56,336,1008,3,"EaglesHolesper",2008
126,126,"Nathan Green",95,342,1710,5,"EaglesHolesper",2008
126,126,"Tim Wilkinson",95,342,1710,5,"EaglesHolesper",2008
128,128,"Tim Herron",97,349.2,1746,5,"EaglesHolesper",2008
128,128,"Kenny Perry",97,349.2,1746,5,"EaglesHolesper",2008
130,130,"Freddie Jacobson",78,351,1404,4,"EaglesHolesper",2008
131,131,"Stephen Ames",83,369,1476,4,"EaglesHolesper",2008
132,132,"Patrick Sheehan",124,372,2232,6,"EaglesHolesper",2008
133,133,"Boo Weekley",86,373.5,1494,4,"EaglesHolesper",2008
134,134,"Heath Slocum",104,374.4,1872,5,"EaglesHolesper",2008
135,135,"Zach Johnson",85,378,1512,4,"EaglesHolesper",2008
135,135,"Cliff Kresge",84,378,1512,4,"EaglesHolesper",2008
137,137,"Marco Dawson",64,384,1152,3,"EaglesHolesper",2008
137,137,"Geoff Ogilvy",65,384,1152,3,"EaglesHolesper",2008
139,139,"Jeff Maggert",86,387,1548,4,"EaglesHolesper",2008
140,140,"Marc Turnesa",87,391.5,1566,4,"EaglesHolesper",2008
141,141,"Dean Wilson",109,392.4,1962,5,"EaglesHolesper",2008
142,142,"Ted Purdy",68,408,1224,3,"EaglesHolesper",2008
143,143,"Ryan Palmer",69,414,1242,3,"EaglesHolesper",2008
144,144,"Ken Duke",116,417.6,2088,5,"EaglesHolesper",2008
145,145,"Kyle Thompson",70,420,1260,3,"EaglesHolesper",2008
146,146,"Billy Andrade",71,426,1278,3,"EaglesHolesper",2008
147,147,"Justin Leonard",101,427.5,1710,4,"EaglesHolesper",2008
148,148,"Kenneth Ferrie",72,432,1296,3,"EaglesHolesper",2008
148,148,"Ryan Moore",72,432,1296,3,"EaglesHolesper",2008
148,148,"Brett Rumford",72,432,1296,3,"EaglesHolesper",2008
151,151,"Ernie Els",51,450,900,2,"EaglesHolesper",2008
151,151,"Jeff Gove",50,450,900,2,"EaglesHolesper",2008
151,151,"Shigeki Maruyama",50,450,900,2,"EaglesHolesper",2008
151,151,"Joe Ogilvie",100,450,1800,4,"EaglesHolesper",2008
155,155,"Paul Casey",55,468,936,2,"EaglesHolesper",2008
156,156,"Robert Gamez",79,474,1422,3,"EaglesHolesper",2008
157,157,"Mark Wilson",107,481.5,1926,4,"EaglesHolesper",2008
158,158,"Gavin Coles",54,486,972,2,"EaglesHolesper",2008
158,158,"JJ Henry",108,486,1944,4,"EaglesHolesper",2008
160,160,"Johnson Wagner",83,498,1494,3,"EaglesHolesper",2008
161,161,"Stuart Appleby",87,504,1512,3,"EaglesHolesper",2008
162,162,"Ben Crane",86,516,1548,3,"EaglesHolesper",2008
163,163,"Jesper Parnevik",88,528,1584,3,"EaglesHolesper",2008
164,164,"David Lutterus",59,531,1062,2,"EaglesHolesper",2008
165,165,"Todd Hamilton",92,552,1656,3,"EaglesHolesper",2008
166,166,"Jason Allred",63,567,1134,2,"EaglesHolesper",2008
166,166,"Paul Claxton",63,567,1134,2,"EaglesHolesper",2008
166,166,"Greg Kraft",63,567,1134,2,"EaglesHolesper",2008
169,169,"Craig Kanada",65,585,1170,2,"EaglesHolesper",2008
170,170,"Cody Freeman",66,594,1188,2,"EaglesHolesper",2008
171,171,"Trevor Immelman",70,612,1224,2,"EaglesHolesper",2008
172,172,"Corey Pavin",69,621,1242,2,"EaglesHolesper",2008
173,173,"Harrison Frazar",73,657,1314,2,"EaglesHolesper",2008
174,174,"Dudley Hart",74,666,1332,2,"EaglesHolesper",2008
175,175,"Tommy Armour III",77,693,1386,2,"EaglesHolesper",2008
176,176,"Paul Goydos",78,702,1404,2,"EaglesHolesper",2008
177,177,"Ryuji Imada",80,720,1440,2,"EaglesHolesper",2008
178,178,"Scott Verplank",82,729,1458,2,"EaglesHolesper",2008
179,179,"Steve Elkington",84,756,1512,2,"EaglesHolesper",2008
180,180,"Jerry Kelly",89,792,1584,2,"EaglesHolesper",2008
181,181,"Lee Janzen",89,801,1602,2,"EaglesHolesper",2008
182,182,"John Mallinger",95,855,1710,2,"EaglesHolesper",2008
183,183,"Shane Bertsch",96,864,1728,2,"EaglesHolesper",2008
184,184,"Tim Petrovic",97,873,1746,2,"EaglesHolesper",2008
185,185,"Brian Gay",102,918,1836,2,"EaglesHolesper",2008
186,186,"Vaughn Taylor",103,927,1854,2,"EaglesHolesper",2008
187,187,"Stephen Leaney",53,954,954,1,"EaglesHolesper",2008
187,187,"Travis Perkins",53,954,954,1,"EaglesHolesper",2008
189,189,"Scott McCarron",63,1134,1134,1,"EaglesHolesper",2008
190,190,"Glen Day",64,1152,1152,1,"EaglesHolesper",2008
191,191,"Doug LaBelle II",65,1170,1170,1,"EaglesHolesper",2008
192,192,"JP Hayes",67,1206,1206,1,"EaglesHolesper",2008
193,193,"Alex Cejka",75,1350,1350,1,"EaglesHolesper",2008
194,194,"Olin Browne",77,1386,1386,1,"EaglesHolesper",2008
