"BirdieorBetterPercentage200yards_RANKTHISWEEK_2012","BirdieorBetterPercentage200yards_RANKLASTWEEK_2012","BirdieorBetterPercentage200yards_PLAYERNAME_2012","BirdieorBetterPercentage200yards_ROUNDS_2012","BirdieorBetterPercentage200yards_Pct_2012","BirdieorBetterPercentage200yards_TOTALBIRDIES_2012","BirdieorBetterPercentage200yards_TOTALHOLES_2012","stat_name","year"
54,54,"Kevin Chappell",91,31.65,94,297,"BirdieorBetterPercentage200yards",2012
55,55,"Tommy Biershenk",74,31.53,70,222,"BirdieorBetterPercentage200yards",2012
56,56,"Steve Stricker",73,31.46,67,213,"BirdieorBetterPercentage200yards",2012
57,57,"James Driscoll",83,31.39,97,309,"BirdieorBetterPercentage200yards",2012
57,57,"Justin Rose",69,31.39,70,223,"BirdieorBetterPercentage200yards",2012
59,59,"Martin Flores",95,31.35,100,319,"BirdieorBetterPercentage200yards",2012
60,60,"Tim Herron",88,31.29,87,278,"BirdieorBetterPercentage200yards",2012
61,61,"Charley Hoffman",88,31.27,106,339,"BirdieorBetterPercentage200yards",2012
62,62,"Jeff Overton",101,31.14,123,395,"BirdieorBetterPercentage200yards",2012
63,63,"Jason Dufner",83,31.1,79,254,"BirdieorBetterPercentage200yards",2012
64,64,"Henrik Stenson",51,31.02,58,187,"BirdieorBetterPercentage200yards",2012
65,65,"Mark Anderson",75,30.87,71,230,"BirdieorBetterPercentage200yards",2012
66,66,"Graham DeLaet",79,30.83,82,266,"BirdieorBetterPercentage200yards",2012
66,66,"Andres Romero",68,30.83,74,240,"BirdieorBetterPercentage200yards",2012
68,68,"Angel Cabrera",54,30.57,48,157,"BirdieorBetterPercentage200yards",2012
69,69,"Troy Matteson",100,30.56,103,337,"BirdieorBetterPercentage200yards",2012
70,70,"Dicky Pride",62,30.48,57,187,"BirdieorBetterPercentage200yards",2012
71,71,"Sangmoon Bae",81,30.43,70,230,"BirdieorBetterPercentage200yards",2012
72,72,"Kevin Streelman",89,30.39,93,306,"BirdieorBetterPercentage200yards",2012
73,73,"Nick Watney",97,30.38,96,316,"BirdieorBetterPercentage200yards",2012
74,74,"Brandt Snedeker",81,30.37,82,270,"BirdieorBetterPercentage200yards",2012
75,75,"Greg Chalmers",88,30.35,95,313,"BirdieorBetterPercentage200yards",2012
76,76,"Harris English",98,30.29,103,340,"BirdieorBetterPercentage200yards",2012
77,77,"Aaron Baddeley",73,30.28,66,218,"BirdieorBetterPercentage200yards",2012
78,78,"Luke Donald",63,30.27,56,185,"BirdieorBetterPercentage200yards",2012
79,79,"Brian Harman",101,30.25,98,324,"BirdieorBetterPercentage200yards",2012
80,80,"Tommy Gainey",98,30.21,100,331,"BirdieorBetterPercentage200yards",2012
81,81,"Camilo Villegas",79,30.1,90,299,"BirdieorBetterPercentage200yards",2012
82,82,"Will Claxton",99,30.09,96,319,"BirdieorBetterPercentage200yards",2012
83,83,"Sergio Garcia",57,30.05,58,193,"BirdieorBetterPercentage200yards",2012
84,84,"Ryan Moore",89,30,96,320,"BirdieorBetterPercentage200yards",2012
85,85,"Ian Poulter",57,29.94,47,157,"BirdieorBetterPercentage200yards",2012
86,86,"Jhonattan Vegas",77,29.77,89,299,"BirdieorBetterPercentage200yards",2012
87,87,"Russell Knox",72,29.63,64,216,"BirdieorBetterPercentage200yards",2012
88,88,"Matt Kuchar",86,29.62,77,260,"BirdieorBetterPercentage200yards",2012
89,89,"Charlie Wi",86,29.58,84,284,"BirdieorBetterPercentage200yards",2012
90,90,"Matt Every",80,29.46,71,241,"BirdieorBetterPercentage200yards",2012
91,91,"John Rollins",81,29.43,83,282,"BirdieorBetterPercentage200yards",2012
92,92,"Jason Kokrak",79,29.41,75,255,"BirdieorBetterPercentage200yards",2012
93,93,"Greg Owen",90,29.34,93,317,"BirdieorBetterPercentage200yards",2012
94,94,"Carl Pettersson",92,29.25,86,294,"BirdieorBetterPercentage200yards",2012
95,95,"Danny Lee",74,29.18,68,233,"BirdieorBetterPercentage200yards",2012
96,96,"Miguel Angel Carballo",73,29.03,63,217,"BirdieorBetterPercentage200yards",2012
96,96,"Edward Loar",59,29.03,45,155,"BirdieorBetterPercentage200yards",2012
98,98,"Charl Schwartzel",56,29.01,47,162,"BirdieorBetterPercentage200yards",2012
99,99,"Scott Brown",65,29,58,200,"BirdieorBetterPercentage200yards",2012
100,100,"Blake Adams",107,28.88,106,367,"BirdieorBetterPercentage200yards",2012
101,101,"Roberto Castro",92,28.82,83,288,"BirdieorBetterPercentage200yards",2012
102,102,"Billy Mayfair",90,28.75,94,327,"BirdieorBetterPercentage200yards",2012
103,103,"John Merrick",83,28.72,83,289,"BirdieorBetterPercentage200yards",2012
104,104,"Bobby Gates",87,28.62,91,318,"BirdieorBetterPercentage200yards",2012
105,105,"Erik Compton",81,28.57,78,273,"BirdieorBetterPercentage200yards",2012
106,106,"Chris Kirk",93,28.53,95,333,"BirdieorBetterPercentage200yards",2012
106,106,"Johnson Wagner",88,28.53,91,319,"BirdieorBetterPercentage200yards",2012
108,108,"Ernie Els",80,28.52,79,277,"BirdieorBetterPercentage200yards",2012
109,109,"Nathan Green",73,28.46,74,260,"BirdieorBetterPercentage200yards",2012
110,110,"Stuart Appleby",75,28.38,65,229,"BirdieorBetterPercentage200yards",2012
111,111,"Harrison Frazar",56,28.34,53,187,"BirdieorBetterPercentage200yards",2012
112,112,"Michael Thompson",80,28.27,67,237,"BirdieorBetterPercentage200yards",2012
113,113,"Spencer Levin",81,28.26,78,276,"BirdieorBetterPercentage200yards",2012
114,114,"Daniel Chopra",55,28.22,46,163,"BirdieorBetterPercentage200yards",2012
115,115,"Brendan Steele",77,28.16,69,245,"BirdieorBetterPercentage200yards",2012
116,116,"Kevin Stadler",85,28.04,76,271,"BirdieorBetterPercentage200yards",2012
117,117,"Bill Haas",79,28.03,74,264,"BirdieorBetterPercentage200yards",2012
118,118,"Jason Bohn",81,27.87,68,244,"BirdieorBetterPercentage200yards",2012
119,119,"Kevin Na",80,27.81,84,302,"BirdieorBetterPercentage200yards",2012
120,120,"Jonathan Byrd",69,27.71,69,249,"BirdieorBetterPercentage200yards",2012
121,121,"Zach Johnson",95,27.69,85,307,"BirdieorBetterPercentage200yards",2012
122,122,"George McNeill",85,27.62,87,315,"BirdieorBetterPercentage200yards",2012
123,123,"DJ Trahan",73,27.38,69,252,"BirdieorBetterPercentage200yards",2012
124,124,"Marc Leishman",84,27.36,90,329,"BirdieorBetterPercentage200yards",2012
125,125,"David Hearn",95,27.22,89,327,"BirdieorBetterPercentage200yards",2012
126,126,"Brian Davis",91,27.16,91,335,"BirdieorBetterPercentage200yards",2012
127,127,"Ken Duke",104,27.12,99,365,"BirdieorBetterPercentage200yards",2012
128,128,"Brandt Jobe",57,27.11,45,166,"BirdieorBetterPercentage200yards",2012
129,129,"DA Points",88,27.06,92,340,"BirdieorBetterPercentage200yards",2012
130,130,"Gary Christian",91,26.99,78,289,"BirdieorBetterPercentage200yards",2012
131,131,"Graeme McDowell",55,26.75,42,157,"BirdieorBetterPercentage200yards",2012
132,132,"Hunter Mahan",88,26.67,76,285,"BirdieorBetterPercentage200yards",2012
133,133,"KJ Choi",71,26.52,61,230,"BirdieorBetterPercentage200yards",2012
134,134,"Stewart Cink",71,26.51,57,215,"BirdieorBetterPercentage200yards",2012
135,135,"Stephen Ames",54,26.4,33,125,"BirdieorBetterPercentage200yards",2012
136,136,"Rocco Mediate",70,26.36,63,239,"BirdieorBetterPercentage200yards",2012
137,137,"Richard Lee",71,26.05,62,238,"BirdieorBetterPercentage200yards",2012
138,138,"Roland Thatcher",55,25.9,43,166,"BirdieorBetterPercentage200yards",2012
139,139,"Chad Campbell",84,25.89,73,282,"BirdieorBetterPercentage200yards",2012
139,139,"Vaughn Taylor",81,25.89,58,224,"BirdieorBetterPercentage200yards",2012
141,141,"Cameron Beckman",81,25.81,64,248,"BirdieorBetterPercentage200yards",2012
142,142,"Ben Curtis",62,25.73,53,206,"BirdieorBetterPercentage200yards",2012
143,143,"Ryo Ishikawa",54,25.69,37,144,"BirdieorBetterPercentage200yards",2012
144,144,"Rod Pampling",88,25.61,74,289,"BirdieorBetterPercentage200yards",2012
145,145,"Chris Stroud",86,25.5,77,302,"BirdieorBetterPercentage200yards",2012
146,146,"Jeff Maggert",83,25.49,78,306,"BirdieorBetterPercentage200yards",2012
147,147,"Ricky Barnes",92,25.47,82,322,"BirdieorBetterPercentage200yards",2012
148,148,"Bob Estes",78,25.41,62,244,"BirdieorBetterPercentage200yards",2012
149,149,"Trevor Immelman",76,25.32,59,233,"BirdieorBetterPercentage200yards",2012
150,150,"Arjun Atwal",79,25.28,67,265,"BirdieorBetterPercentage200yards",2012
151,151,"William McGirt",96,25,75,300,"BirdieorBetterPercentage200yards",2012
151,151,"Mark Wilson",84,25,69,276,"BirdieorBetterPercentage200yards",2012
153,153,"Matt Bettencourt",80,24.78,56,226,"BirdieorBetterPercentage200yards",2012
154,154,"Daniel Summerhays",81,24.73,68,275,"BirdieorBetterPercentage200yards",2012
155,155,"Tom Pernice Jr",62,24.56,56,228,"BirdieorBetterPercentage200yards",2012
156,156,"JJ Henry",93,24.49,60,245,"BirdieorBetterPercentage200yards",2012
157,157,"Troy Kelly",68,24.46,45,184,"BirdieorBetterPercentage200yards",2012
158,158,"John Mallinger",74,24.39,60,246,"BirdieorBetterPercentage200yards",2012
159,159,"Kyle Reifers",86,24.33,64,263,"BirdieorBetterPercentage200yards",2012
160,160,"Ryuji Imada",78,23.91,66,276,"BirdieorBetterPercentage200yards",2012
161,161,"Stephen Gangluff",57,23.64,39,165,"BirdieorBetterPercentage200yards",2012
161,161,"Brendon Todd",78,23.64,52,220,"BirdieorBetterPercentage200yards",2012
163,163,"Freddie Jacobson",61,23.27,37,159,"BirdieorBetterPercentage200yards",2012
164,164,"Robert Allenby",76,23.23,59,254,"BirdieorBetterPercentage200yards",2012
165,165,"Chris DiMarco",83,23.1,70,303,"BirdieorBetterPercentage200yards",2012
166,166,"Steve Wheatcroft",56,23.08,39,169,"BirdieorBetterPercentage200yards",2012
167,167,"YE Yang",64,22.99,43,187,"BirdieorBetterPercentage200yards",2012
168,168,"JJ Killeen",101,22.84,74,324,"BirdieorBetterPercentage200yards",2012
169,169,"Bryce Molder",83,22.81,60,263,"BirdieorBetterPercentage200yards",2012
170,170,"Sung Kang",75,22.59,54,239,"BirdieorBetterPercentage200yards",2012
171,171,"David Toms",60,22.58,42,186,"BirdieorBetterPercentage200yards",2012
172,172,"Colt Knost",79,22.49,56,249,"BirdieorBetterPercentage200yards",2012
173,173,"Patrick Sheehan",58,22.29,37,166,"BirdieorBetterPercentage200yards",2012
174,174,"Alexandre Rocha",62,22.16,39,176,"BirdieorBetterPercentage200yards",2012
175,175,"Jerry Kelly",84,21.96,65,296,"BirdieorBetterPercentage200yards",2012
176,176,"Jim Furyk",85,21.74,55,253,"BirdieorBetterPercentage200yards",2012
176,176,"Chez Reavie",83,21.74,55,253,"BirdieorBetterPercentage200yards",2012
178,178,"Derek Lamely",64,21.66,47,217,"BirdieorBetterPercentage200yards",2012
179,179,"Hunter Haas",69,21.4,46,215,"BirdieorBetterPercentage200yards",2012
180,180,"David Mathis",83,21.01,54,257,"BirdieorBetterPercentage200yards",2012
181,181,"Tim Clark",60,20.92,41,196,"BirdieorBetterPercentage200yards",2012
182,182,"Heath Slocum",93,20.79,58,279,"BirdieorBetterPercentage200yards",2012
183,183,"Kyle Thompson",51,20.27,30,148,"BirdieorBetterPercentage200yards",2012
184,184,"Justin Leonard",79,20.26,47,232,"BirdieorBetterPercentage200yards",2012
185,185,"Michael Bradley",63,19.62,41,209,"BirdieorBetterPercentage200yards",2012
186,186,"Scott Dunlap",57,19.58,37,189,"BirdieorBetterPercentage200yards",2012
187,187,"Brian Gay",91,19.08,54,283,"BirdieorBetterPercentage200yards",2012
188,188,"Ted Potter Jr",77,18.92,49,259,"BirdieorBetterPercentage200yards",2012
189,189,"Gavin Coles",72,18.61,43,231,"BirdieorBetterPercentage200yards",2012
190,190,"Billy Hurley III",70,16.43,35,213,"BirdieorBetterPercentage200yards",2012
191,191,"Nick OHern",78,15.87,43,271,"BirdieorBetterPercentage200yards",2012
