"CurrentParorBetterStreak_RANKTHISWEEK_2010","CurrentParorBetterStreak_RANKLASTWEEK_2010","CurrentParorBetterStreak_PLAYERNAME_2010","CurrentParorBetterStreak_EVENTS_2010","CurrentParorBetterStreak_NUMBEROFROUNDS_2010","stat_name","year"
51,51,"Jason Gore",194,4,"CurrentParorBetterStreak",2010
51,51,"Paul Goydos",443,4,"CurrentParorBetterStreak",2010
51,51,"John Huston",539,4,"CurrentParorBetterStreak",2010
51,51,"Ryuji Imada",172,4,"CurrentParorBetterStreak",2010
51,51,"Kent Jones",317,4,"CurrentParorBetterStreak",2010
51,51,"Robert Karlsson",63,4,"CurrentParorBetterStreak",2010
51,51,"Martin Kaymer",26,4,"CurrentParorBetterStreak",2010
51,51,"Chris Kirk",9,4,"CurrentParorBetterStreak",2010
51,51,"Matt Kuchar",230,4,"CurrentParorBetterStreak",2010
51,51,"Martin Laird",80,4,"CurrentParorBetterStreak",2010
51,51,"Tom Lehman",456,4,"CurrentParorBetterStreak",2010
51,51,"Michael Letzig",84,4,"CurrentParorBetterStreak",2010
51,51,"Frank Lickliter II",403,4,"CurrentParorBetterStreak",2010
51,51,"Jamie Lovemark",17,4,"CurrentParorBetterStreak",2010
51,51,"Parker McLachlin",104,4,"CurrentParorBetterStreak",2010
51,51,"Kevin Na",183,4,"CurrentParorBetterStreak",2010
51,51,"Sean OHair",156,4,"CurrentParorBetterStreak",2010
51,51,"Alistair Presnell",1,4,"CurrentParorBetterStreak",2010
51,51,"Ted Purdy",248,4,"CurrentParorBetterStreak",2010
51,51,"Jerry Richardson Jr",1,4,"CurrentParorBetterStreak",2010
51,51,"Kyle Stanley",12,4,"CurrentParorBetterStreak",2010
51,51,"Kevin Sutherland",405,4,"CurrentParorBetterStreak",2010
51,51,"Roger Tambellini",77,4,"CurrentParorBetterStreak",2010
51,51,"Marc Turnesa",66,4,"CurrentParorBetterStreak",2010
51,51,"Drew Weaver",8,4,"CurrentParorBetterStreak",2010
51,51,"Steve Wheatcroft",56,4,"CurrentParorBetterStreak",2010
81,81,"Chad Collins",51,3,"CurrentParorBetterStreak",2010
81,81,"Benjamin Fox",5,3,"CurrentParorBetterStreak",2010
81,81,"Trevor Immelman",134,3,"CurrentParorBetterStreak",2010
81,81,"Scott McCarron",375,3,"CurrentParorBetterStreak",2010
81,81,"Tag Ridings",150,3,"CurrentParorBetterStreak",2010
81,81,"Chris Riley",289,3,"CurrentParorBetterStreak",2010
81,81,"Charl Schwartzel",33,3,"CurrentParorBetterStreak",2010
81,81,"Kevin Streelman",93,3,"CurrentParorBetterStreak",2010
81,81,"Camilo Villegas",124,3,"CurrentParorBetterStreak",2010
81,81,"Jimmy Walker",110,3,"CurrentParorBetterStreak",2010
91,91,"Brad Adamonis",65,2,"CurrentParorBetterStreak",2010
91,91,"Joe Affrunti",6,2,"CurrentParorBetterStreak",2010
91,91,"Steve Allan",201,2,"CurrentParorBetterStreak",2010
91,91,"Brad Benjamin",2,2,"CurrentParorBetterStreak",2010
91,91,"Johnny Bloomfield",1,2,"CurrentParorBetterStreak",2010
91,91,"Justin Bolli",75,2,"CurrentParorBetterStreak",2010
91,91,"Mark Calcavecchia",716,2,"CurrentParorBetterStreak",2010
91,91,"Paul Casey",92,2,"CurrentParorBetterStreak",2010
91,91,"Brian Duncan",1,2,"CurrentParorBetterStreak",2010
91,91,"Matt Every",24,2,"CurrentParorBetterStreak",2010
91,91,"Brendan Gielow",1,2,"CurrentParorBetterStreak",2010
91,91,"Todd Hamilton",198,2,"CurrentParorBetterStreak",2010
91,91,"Tim Herron",412,2,"CurrentParorBetterStreak",2010
91,91,"Steve Holmes",1,2,"CurrentParorBetterStreak",2010
91,91,"Billy Horschel",7,2,"CurrentParorBetterStreak",2010
91,91,"Billy Hurley III",8,2,"CurrentParorBetterStreak",2010
91,91,"Billy Mayfair",659,2,"CurrentParorBetterStreak",2010
91,91,"Rory McIlroy",26,2,"CurrentParorBetterStreak",2010
91,91,"Rocco Mediate",573,2,"CurrentParorBetterStreak",2010
91,91,"Ryan Moore",140,2,"CurrentParorBetterStreak",2010
91,91,"Colm Moriarty",1,2,"CurrentParorBetterStreak",2010
91,91,"Carl Pettersson",232,2,"CurrentParorBetterStreak",2010
91,91,"Robert Rock",4,2,"CurrentParorBetterStreak",2010
91,91,"Tim Wilkinson",60,2,"CurrentParorBetterStreak",2010
91,91,"Tiger Woods",253,2,"CurrentParorBetterStreak",2010
