"AverageDistanceofBirdieputtsmade_RANKTHISWEEK_2010","AverageDistanceofBirdieputtsmade_RANKLASTWEEK_2010","AverageDistanceofBirdieputtsmade_PLAYERNAME_2010","AverageDistanceofBirdieputtsmade_ROUNDS_2010","AverageDistanceofBirdieputtsmade_AVG_2010","AverageDistanceofBirdieputtsmade_TOTDISTFT_2010","AverageDistanceofBirdieputtsmade_TOTBIRDIEPUTTSMADE_2010","AverageDistanceofBirdieputtsmade_LONGESTMADEFT_2010","AverageDistanceofBirdieputtsmade_SHORTESTMADEFT_2010","stat_name","year"
83,83,"Rory McIlroy",54,NA,1297.833,132,54,NA,"AverageDistanceofBirdieputtsmade",2010
83,83,"Ryan Palmer",84,NA,2577,261,51,NA,"AverageDistanceofBirdieputtsmade",2010
83,83,"Tim Petrovic",105,NA,3010.583,307,42,NA,"AverageDistanceofBirdieputtsmade",2010
94,94,"Stuart Appleby",101,NA,2663.083,273,49,NA,"AverageDistanceofBirdieputtsmade",2010
94,94,"Steve Elkington",74,NA,1818.917,186,49,NA,"AverageDistanceofBirdieputtsmade",2010
94,94,"Paul Goydos",78,NA,2255.833,231,58,NA,"AverageDistanceofBirdieputtsmade",2010
94,94,"Matt Jones",89,NA,2752.083,283,80,NA,"AverageDistanceofBirdieputtsmade",2010
94,94,"Michael Letzig",84,NA,2776.083,284,50,NA,"AverageDistanceofBirdieputtsmade",2010
94,94,"George McNeill",79,NA,2433.083,250,55,NA,"AverageDistanceofBirdieputtsmade",2010
94,94,"Sean OHair",84,NA,2033.25,208,55,NA,"AverageDistanceofBirdieputtsmade",2010
94,94,"Joe Ogilvie",99,NA,2810.083,288,65,NA,"AverageDistanceofBirdieputtsmade",2010
94,94,"Adam Scott",70,NA,1877.583,193,52,NA,"AverageDistanceofBirdieputtsmade",2010
94,94,"Vaughn Taylor",87,NA,2805.5,287,49,NA,"AverageDistanceofBirdieputtsmade",2010
94,94,"Steve Wheatcroft",74,NA,1956.25,200,47,NA,"AverageDistanceofBirdieputtsmade",2010
105,105,"Jonathan Byrd",85,NA,2759.583,286,45,NA,"AverageDistanceofBirdieputtsmade",2010
105,105,"James Driscoll",78,NA,2387.083,247,60,NA,"AverageDistanceofBirdieputtsmade",2010
105,105,"Steve Flesch",78,NA,1950.25,201,48,NA,"AverageDistanceofBirdieputtsmade",2010
105,105,"JJ Henry",92,NA,2416.083,251,41,NA,"AverageDistanceofBirdieputtsmade",2010
105,105,"Chris Riley",73,NA,1949.583,202,33,NA,"AverageDistanceofBirdieputtsmade",2010
105,105,"Roger Tambellini",77,NA,1718.333,177,50,NA,"AverageDistanceofBirdieputtsmade",2010
105,105,"Scott Verplank",74,NA,1785.083,184,48,NA,"AverageDistanceofBirdieputtsmade",2010
112,112,"Matt Bettencourt",91,NA,2193.833,229,55,NA,"AverageDistanceofBirdieputtsmade",2010
112,112,"Justin Bolli",55,NA,1128.583,118,47,NA,"AverageDistanceofBirdieputtsmade",2010
112,112,"Alex Cejka",81,NA,2048,213,55,NA,"AverageDistanceofBirdieputtsmade",2010
112,112,"Tim Clark",88,NA,2251.083,234,46,NA,"AverageDistanceofBirdieputtsmade",2010
112,112,"Martin Flores",75,NA,2028.5,211,45,NA,"AverageDistanceofBirdieputtsmade",2010
112,112,"Jim Furyk",76,NA,1930.083,202,35,NA,"AverageDistanceofBirdieputtsmade",2010
112,112,"Charles Howell III",103,NA,2877.5,299,69,NA,"AverageDistanceofBirdieputtsmade",2010
112,112,"Spencer Levin",110,NA,3343.667,349,56,NA,"AverageDistanceofBirdieputtsmade",2010
112,112,"Troy Matteson",84,NA,2380.333,248,54,NA,"AverageDistanceofBirdieputtsmade",2010
112,112,"Billy Mayfair",78,NA,1889.917,197,42,NA,"AverageDistanceofBirdieputtsmade",2010
112,112,"Rocco Mediate",71,NA,1758.083,184,39,NA,"AverageDistanceofBirdieputtsmade",2010
112,112,"Scott Piercy",88,NA,2827.083,294,58,NA,"AverageDistanceofBirdieputtsmade",2010
112,112,"Roland Thatcher",72,NA,1889.75,198,43,NA,"AverageDistanceofBirdieputtsmade",2010
112,112,"Garrett Willis",82,NA,2405.583,251,55,NA,"AverageDistanceofBirdieputtsmade",2010
126,126,"Chad Campbell",95,NA,2502.917,264,61,NA,"AverageDistanceofBirdieputtsmade",2010
126,126,"Daniel Chopra",74,NA,1990.417,209,52,NA,"AverageDistanceofBirdieputtsmade",2010
126,126,"Jeff Quinney",91,NA,2656.083,280,49,NA,"AverageDistanceofBirdieputtsmade",2010
126,126,"Brandt Snedeker",89,NA,2528.167,265,45,NA,"AverageDistanceofBirdieputtsmade",2010
130,130,"Briny Baird",87,NA,2237.833,237,41,NA,"AverageDistanceofBirdieputtsmade",2010
130,130,"Henrik Bjornstad",72,NA,1839.25,195,54,NA,"AverageDistanceofBirdieputtsmade",2010
130,130,"Kris Blanks",91,NA,2203.583,233,48,NA,"AverageDistanceofBirdieputtsmade",2010
130,130,"Joe Durant",67,NA,1852.167,196,47,NA,"AverageDistanceofBirdieputtsmade",2010
130,130,"Ernie Els",72,NA,1920,203,43,NA,"AverageDistanceofBirdieputtsmade",2010
130,130,"Rickie Fowler",98,NA,2716,288,44,NA,"AverageDistanceofBirdieputtsmade",2010
130,130,"Robert Garrigus",71,NA,2132.417,227,63,NA,"AverageDistanceofBirdieputtsmade",2010
130,130,"Davis Love III",79,NA,2128.667,227,44,NA,"AverageDistanceofBirdieputtsmade",2010
130,130,"Hunter Mahan",85,NA,2146.833,227,40,NA,"AverageDistanceofBirdieputtsmade",2010
130,130,"Greg Owen",69,NA,1875.75,199,77,NA,"AverageDistanceofBirdieputtsmade",2010
130,130,"Brenden Pappas",66,NA,1632.833,173,44,NA,"AverageDistanceofBirdieputtsmade",2010
130,130,"Justin Rose",78,NA,2452.5,260,55,NA,"AverageDistanceofBirdieputtsmade",2010
130,130,"Vijay Singh",75,NA,1916.083,203,65,NA,"AverageDistanceofBirdieputtsmade",2010
143,143,"Woody Austin",93,NA,2673.583,286,48,NA,"AverageDistanceofBirdieputtsmade",2010
143,143,"John Mallinger",78,NA,2016.083,216,39,NA,"AverageDistanceofBirdieputtsmade",2010
143,143,"Pat Perez",90,NA,2924.083,312,46,NA,"AverageDistanceofBirdieputtsmade",2010
143,143,"Kenny Perry",69,NA,1714.917,183,42,NA,"AverageDistanceofBirdieputtsmade",2010
143,143,"John Rollins",81,NA,2542,272,52,NA,"AverageDistanceofBirdieputtsmade",2010
143,143,"Kevin Streelman",90,NA,2654,285,62,NA,"AverageDistanceofBirdieputtsmade",2010
143,143,"Bo Van Pelt",104,NA,3046.667,326,46,NA,"AverageDistanceofBirdieputtsmade",2010
150,150,"Brendon de Jonge",114,NA,3043.5,330,57,NA,"AverageDistanceofBirdieputtsmade",2010
150,150,"Jason Dufner",87,NA,1992.167,215,42,NA,"AverageDistanceofBirdieputtsmade",2010
150,150,"Lucas Glover",75,NA,1984.333,215,50,NA,"AverageDistanceofBirdieputtsmade",2010
150,150,"Mathias Gronberg",61,NA,1600.75,173,51,NA,"AverageDistanceofBirdieputtsmade",2010
150,150,"Bill Haas",87,NA,2505.583,271,57,NA,"AverageDistanceofBirdieputtsmade",2010
150,150,"Dustin Johnson",83,NA,2339.75,253,72,NA,"AverageDistanceofBirdieputtsmade",2010
150,150,"Matt Kuchar",97,NA,2818.833,304,64,NA,"AverageDistanceofBirdieputtsmade",2010
150,150,"Will Ma Kenzie",72,NA,2070.833,224,52,NA,"AverageDistanceofBirdieputtsmade",2010
150,150,"Steve Marino",81,NA,2181.167,236,66,NA,"AverageDistanceofBirdieputtsmade",2010
150,150,"Heath Slocum",97,NA,2219.5,241,49,NA,"AverageDistanceofBirdieputtsmade",2010
160,160,"Ricky Barnes",103,NA,2667.167,292,42,NA,"AverageDistanceofBirdieputtsmade",2010
160,160,"John Daly",63,NA,1463.417,160,45,NA,"AverageDistanceofBirdieputtsmade",2010
160,160,"Ryan Moore",80,NA,1992.5,217,59,NA,"AverageDistanceofBirdieputtsmade",2010
160,160,"Rod Pampling",77,NA,1787,195,58,NA,"AverageDistanceofBirdieputtsmade",2010
160,160,"Ted Purdy",86,NA,2082.25,227,41,NA,"AverageDistanceofBirdieputtsmade",2010
160,160,"Nicholas Thompson",88,NA,2239.667,244,43,NA,"AverageDistanceofBirdieputtsmade",2010
160,160,"Camilo Villegas",78,NA,1757.667,191,41,NA,"AverageDistanceofBirdieputtsmade",2010
167,167,"Charley Hoffman",85,NA,2696,296,78,NA,"AverageDistanceofBirdieputtsmade",2010
167,167,"JB Holmes",100,NA,2830.417,311,61,NA,"AverageDistanceofBirdieputtsmade",2010
167,167,"John Merrick",109,NA,2883.75,317,63,NA,"AverageDistanceofBirdieputtsmade",2010
170,170,"Graham DeLaet",88,NA,2571.833,285,41,NA,"AverageDistanceofBirdieputtsmade",2010
170,170,"Rory Sabbatini",79,NA,2368.417,262,42,NA,"AverageDistanceofBirdieputtsmade",2010
170,170,"Josh Teater",101,NA,2689.5,299,35,NA,"AverageDistanceofBirdieputtsmade",2010
170,170,"DJ Trahan",92,NA,2687.667,300,50,NA,"AverageDistanceofBirdieputtsmade",2010
174,174,"Greg Kraft",52,NA,897.333,101,49,NA,"AverageDistanceofBirdieputtsmade",2010
174,174,"Jimmy Walker",82,NA,2136.667,239,49,NA,"AverageDistanceofBirdieputtsmade",2010
176,176,"Angel Cabrera",64,NA,1578.25,178,44,NA,"AverageDistanceofBirdieputtsmade",2010
176,176,"Jarrod Lyle",54,NA,1254.583,142,60,NA,"AverageDistanceofBirdieputtsmade",2010
176,176,"Kevin Stadler",86,NA,2185.083,247,39,NA,"AverageDistanceofBirdieputtsmade",2010
176,176,"Mike Weir",59,NA,1076.5,122,54,NA,"AverageDistanceofBirdieputtsmade",2010
180,180,"Cliff Kresge",50,NA,1157.167,132,36,NA,"AverageDistanceofBirdieputtsmade",2010
180,180,"Nick Watney",91,NA,2422.167,276,37,NA,"AverageDistanceofBirdieputtsmade",2010
180,180,"Bubba Watson",77,NA,2156,246,46,NA,"AverageDistanceofBirdieputtsmade",2010
180,180,"Chris Wilson",65,NA,1378.083,157,42,NA,"AverageDistanceofBirdieputtsmade",2010
184,184,"Padraig Harrington",57,NA,1253,144,47,NA,"AverageDistanceofBirdieputtsmade",2010
184,184,"Alex Prugh",88,NA,2374.083,275,35,NA,"AverageDistanceofBirdieputtsmade",2010
184,184,"Charles Warren",64,NA,1814.833,209,36,NA,"AverageDistanceofBirdieputtsmade",2010
187,187,"Marc Leishman",87,NA,2241.167,260,43,NA,"AverageDistanceofBirdieputtsmade",2010
188,188,"Sergio Garcia",58,NA,994,118,48,NA,"AverageDistanceofBirdieputtsmade",2010
189,189,"Martin Laird",91,NA,2259.833,274,46,NA,"AverageDistanceofBirdieputtsmade",2010
189,189,"Cameron Percy",73,NA,1674,203,45,NA,"AverageDistanceofBirdieputtsmade",2010
191,191,"Phil Mickelson",76,NA,1732.833,214,53,NA,"AverageDistanceofBirdieputtsmade",2010
192,192,"Garth Mulroy",53,NA,1086.083,138,30,NA,"AverageDistanceofBirdieputtsmade",2010
