"AveragePuttingDistanceGIR3PlusPutts_RANKTHISWEEK_2011","AveragePuttingDistanceGIR3PlusPutts_RANKLASTWEEK_2011","AveragePuttingDistanceGIR3PlusPutts_PLAYERNAME_2011","AveragePuttingDistanceGIR3PlusPutts_ROUNDS_2011","AveragePuttingDistanceGIR3PlusPutts_AVG_2011","AveragePuttingDistanceGIR3PlusPutts_DISTANCEFEET_2011","AveragePuttingDistanceGIR3PlusPutts_TOTALPUTTS_2011","stat_name","year"
58,58,"Scott Stallings",84,NA,27.667,1,"AveragePuttingDistanceGIR3PlusPutts",2011
59,59,"Robert Garrigus",83,NA,53.167,2,"AveragePuttingDistanceGIR3PlusPutts",2011
60,60,"Nick OHern",89,NA,22.25,1,"AveragePuttingDistanceGIR3PlusPutts",2011
61,61,"Rickie Fowler",84,NA,21.917,1,"AveragePuttingDistanceGIR3PlusPutts",2011
62,62,"Will Strickler",51,NA,18.833,1,"AveragePuttingDistanceGIR3PlusPutts",2011
63,63,"Brandt Jobe",100,NA,18.167,1,"AveragePuttingDistanceGIR3PlusPutts",2011
64,64,"Ernie Els",71,NA,17.75,1,"AveragePuttingDistanceGIR3PlusPutts",2011
65,65,"Charley Hoffman",93,NA,16.417,1,"AveragePuttingDistanceGIR3PlusPutts",2011
66,66,"Martin Piller",63,NA,16.333,1,"AveragePuttingDistanceGIR3PlusPutts",2011
67,67,"Derek Lamely",65,NA,15.833,1,"AveragePuttingDistanceGIR3PlusPutts",2011
67,67,"Jeff Overton",92,NA,15.833,1,"AveragePuttingDistanceGIR3PlusPutts",2011
69,69,"Michael Connell",76,NA,15.5,1,"AveragePuttingDistanceGIR3PlusPutts",2011
70,70,"Jason Day",76,NA,14.583,1,"AveragePuttingDistanceGIR3PlusPutts",2011
71,71,"Harrison Frazar",58,NA,8.417,1,"AveragePuttingDistanceGIR3PlusPutts",2011
