"ScramblingfromtheRough_RANKTHISWEEK_2011","ScramblingfromtheRough_RANKLASTWEEK_2011","ScramblingfromtheRough_PLAYERNAME_2011","ScramblingfromtheRough_ROUNDS_2011","ScramblingfromtheRough_Pct_2011","ScramblingfromtheRough_SUCCESSES_2011","ScramblingfromtheRough_ATTEMPTS_2011","stat_name","year"
159,159,"Jason Bohn",74,48.89,66,135,"ScramblingfromtheRough",2011
160,160,"DJ Brigman",67,48.87,65,133,"ScramblingfromtheRough",2011
161,161,"Bobby Gates",82,48.86,86,176,"ScramblingfromtheRough",2011
162,162,"Tom Gillis",55,48.54,50,103,"ScramblingfromtheRough",2011
163,163,"JB Holmes",57,48.18,53,110,"ScramblingfromtheRough",2011
164,164,"Davis Love III",70,47.93,58,121,"ScramblingfromtheRough",2011
165,165,"Jim Renner",65,47.9,57,119,"ScramblingfromtheRough",2011
166,166,"Rich Beem",53,47.83,55,115,"ScramblingfromtheRough",2011
166,166,"Steven Bowditch",86,47.83,99,207,"ScramblingfromtheRough",2011
168,168,"Will Strickler",51,47.62,50,105,"ScramblingfromtheRough",2011
169,169,"Sung Kang",63,47.33,62,131,"ScramblingfromtheRough",2011
170,170,"Justin Hicks",60,47.13,41,87,"ScramblingfromtheRough",2011
171,171,"JJ Henry",96,46.7,85,182,"ScramblingfromtheRough",2011
172,172,"Heath Slocum",89,46.62,62,133,"ScramblingfromtheRough",2011
173,173,"Harrison Frazar",58,46.61,55,118,"ScramblingfromtheRough",2011
174,174,"James Driscoll",71,46.41,71,153,"ScramblingfromtheRough",2011
175,175,"Brendan Steele",89,46.22,104,225,"ScramblingfromtheRough",2011
176,176,"Arjun Atwal",91,46.08,100,217,"ScramblingfromtheRough",2011
177,177,"Derek Lamely",65,45.71,80,175,"ScramblingfromtheRough",2011
178,178,"Andres Gonzales",60,45.45,55,121,"ScramblingfromtheRough",2011
178,178,"Alexandre Rocha",65,45.45,40,88,"ScramblingfromtheRough",2011
180,180,"Michael Bradley",74,45.22,52,115,"ScramblingfromtheRough",2011
181,181,"Daniel Summerhays",75,44.97,67,149,"ScramblingfromtheRough",2011
182,182,"Alex Prugh",82,44.65,71,159,"ScramblingfromtheRough",2011
183,183,"Ernie Els",71,43.86,50,114,"ScramblingfromtheRough",2011
184,184,"Josh Teater",104,42.21,84,199,"ScramblingfromtheRough",2011
185,185,"Billy Horschel",75,41.01,57,139,"ScramblingfromtheRough",2011
186,186,"Aron Price",58,40.7,35,86,"ScramblingfromtheRough",2011
