"PresidentsCupInternational_RANKTHISWEEK_2006","PresidentsCupInternational_RANKLASTWEEK_2006","PresidentsCupInternational_PLAYERNAME_2006","PresidentsCupInternational_EVENTS_2006","PresidentsCupInternational_AVGPOINTS_2006","PresidentsCupInternational_TOTALPOINTS_2006","PresidentsCupInternational_POINTSLOST_2006","PresidentsCupInternational_POINTSGAINED_2006","stat_name","year"
118,126,"Brad Kennedy",52,0.5,25.85,-16.42,28.57,"PresidentsCupInternational",2006
119,113,"Wen Teh Lu",40,0.5,19.88,-14.11,14.29,"PresidentsCupInternational",2006
120,139,"Louis Oosthuizen",49,0.49,24.19,-24.41,17.06,"PresidentsCupInternational",2006
121,121,"Masaya Tomida",46,0.49,22.52,-5.84,23.11,"PresidentsCupInternational",2006
122,119,"Greg Chalmers",64,0.49,31.15,-25.68,25.55,"PresidentsCupInternational",2006
123,116,"Chapchai Nirat",41,0.49,19.95,-8.55,19.54,"PresidentsCupInternational",2006
124,124,"Mardan Mamat",48,0.48,23,-15.14,29.56,"PresidentsCupInternational",2006
125,125,"Nick Flanagan",40,0.48,19.15,-8.85,21.32,"PresidentsCupInternational",2006
126,123,"James Kingston",56,0.47,26.54,-39.31,13.83,"PresidentsCupInternational",2006
127,127,"Andrew McLardy",53,0.47,24.67,-24.79,19.76,"PresidentsCupInternational",2006
128,122,"Peter Senior",40,0.46,18.56,-20.72,17.1,"PresidentsCupInternational",2006
129,128,"Craig Lile",49,0.45,22.09,-6.74,26.13,"PresidentsCupInternational",2006
130,132,"Ian Leggatt",41,0.43,17.63,-3.61,18.2,"PresidentsCupInternational",2006
131,131,"Jong Duck Kim",43,0.43,18.3,-23.94,9.87,"PresidentsCupInternational",2006
132,130,"Matthew Millar",40,0.43,17,-3.63,20.47,"PresidentsCupInternational",2006
133,129,"David McKenzie",64,0.42,26.61,-23.37,21.51,"PresidentsCupInternational",2006
134,135,"Satoru Hirota",55,0.41,22.6,-16.55,12.58,"PresidentsCupInternational",2006
135,141,"Rick Gibson",41,0.41,16.68,-10.42,15.11,"PresidentsCupInternational",2006
136,134,"Makoto Inoue",56,0.41,22.75,-15.25,19.25,"PresidentsCupInternational",2006
137,133,"Alexandre Rocha",40,0.4,16.16,-3.06,19.21,"PresidentsCupInternational",2006
138,137,"Hennie Otto",40,0.4,15.81,-10.12,15.65,"PresidentsCupInternational",2006
139,136,"Hisayuki Sasaki",56,0.39,22.01,-14.15,18.85,"PresidentsCupInternational",2006
140,138,"Hendrick Buhrmann",46,0.39,18.02,-13.47,17.29,"PresidentsCupInternational",2006
141,140,"Kiyoshi Murota",48,0.39,18.79,-12.71,18.85,"PresidentsCupInternational",2006
142,164,"SSP Chawrasia",40,0.39,15.42,-1.35,16.77,"PresidentsCupInternational",2006
143,151,"Thammanoon Sriroj",70,0.38,26.69,-25.92,20.43,"PresidentsCupInternational",2006
144,146,"Chris Baryla",40,0.38,15.09,-2.86,15.7,"PresidentsCupInternational",2006
145,145,"Katsuyoshi Tomori",41,0.37,15.33,-10.81,13.96,"PresidentsCupInternational",2006
146,142,"Lian Wei Zhang",40,0.37,14.95,-19.59,6.89,"PresidentsCupInternational",2006
147,149,"DH Lee",40,0.37,14.72,-1.13,15.85,"PresidentsCupInternational",2006
148,150,"Tjaart van der Walt",58,0.37,21.34,-24.14,9.5,"PresidentsCupInternational",2006
149,144,"Ariel Canete",44,0.37,16.19,-11.54,12.2,"PresidentsCupInternational",2006
150,143,"Shinichi Yokota",57,0.37,20.94,-26.85,6.3,"PresidentsCupInternational",2006
151,147,"Aron Price",40,0.37,14.67,-3.3,15.24,"PresidentsCupInternational",2006
152,148,"Titch Moore",48,0.37,17.53,-21.17,6.78,"PresidentsCupInternational",2006
153,175,"David Bransdon",50,0.36,18.09,-11.5,16.76,"PresidentsCupInternational",2006
154,152,"Fabrizio Zanotti",40,0.36,14.34,0,14.34,"PresidentsCupInternational",2006
155,153,"Tetsuya Haraguchi",40,0.35,13.99,-1.44,15.42,"PresidentsCupInternational",2006
156,155,"Junwon Park",40,0.35,13.95,-2.55,16.51,"PresidentsCupInternational",2006
157,156,"Scott Laycock",51,0.34,17.53,-13.75,10.73,"PresidentsCupInternational",2006
158,170,"Keith Horne",47,0.34,15.75,-16.02,9.29,"PresidentsCupInternational",2006
159,159,"Hideki Kase",57,0.33,18.94,-27.89,13.46,"PresidentsCupInternational",2006
160,160,"Mitsuhiro Tateyama",55,0.33,18.17,-12.34,10.89,"PresidentsCupInternational",2006
161,161,"Suk Jougyul",40,0.33,13.15,-4.23,16.29,"PresidentsCupInternational",2006
162,157,"Gary Simpson",40,0.33,13.15,-9.31,12.01,"PresidentsCupInternational",2006
163,154,"Jean Hugo",40,0.33,13.13,-3.76,14.36,"PresidentsCupInternational",2006
164,162,"Steve Allan",58,0.33,18.9,-25.78,15.12,"PresidentsCupInternational",2006
165,163,"Kiyoshi Miyazato",52,0.32,16.83,-20.34,5.01,"PresidentsCupInternational",2006
166,167,"Joe Ozaki",40,0.32,12.64,-25.75,2.48,"PresidentsCupInternational",2006
167,165,"Michael Wright",40,0.32,12.62,-3.04,12.34,"PresidentsCupInternational",2006
168,168,"David Hearn",56,0.31,17.52,-14.7,16.36,"PresidentsCupInternational",2006
169,158,"Marcus Both",53,0.31,16.44,-18.92,8.93,"PresidentsCupInternational",2006
170,166,"Bradley Hughes",50,0.31,15.41,-10.92,17.18,"PresidentsCupInternational",2006
171,171,"Unho Park",61,0.31,18.76,-7.45,21.27,"PresidentsCupInternational",2006
172,181,"Lee Sungdoo",40,0.31,12.3,-5.02,15.81,"PresidentsCupInternational",2006
173,169,"Katsumune Imai",55,0.31,16.78,-21.44,11.4,"PresidentsCupInternational",2006
174,174,"Hiroshi Iwata",40,0.3,12.16,-0.48,12.63,"PresidentsCupInternational",2006
175,172,"Jun Kikuchi",48,0.3,14.51,-12.9,9.46,"PresidentsCupInternational",2006
176,202,"Jaco Van Zyl",40,0.3,11.88,-7.23,11.1,"PresidentsCupInternational",2006
177,179,"Hiroo Kawai",40,0.29,11.62,-1.61,12.03,"PresidentsCupInternational",2006
178,173,"Steven Bowditch",57,0.29,16.55,-26.17,6.67,"PresidentsCupInternational",2006
179,176,"Thomas Aiken",40,0.29,11.59,-9.47,14.64,"PresidentsCupInternational",2006
180,177,"John Wade",40,0.29,11.58,-3.34,12,"PresidentsCupInternational",2006
181,180,"Mark Murless",40,0.28,11.16,-7.2,9.6,"PresidentsCupInternational",2006
182,182,"Kim Felton",55,0.28,15.24,-10.59,12.77,"PresidentsCupInternational",2006
183,184,"Scott Gardiner",47,0.28,13,-8.53,13.78,"PresidentsCupInternational",2006
184,183,"Matt Jones",40,0.28,11.04,-3.48,12.25,"PresidentsCupInternational",2006
185,185,"Yui Ueda",40,0.27,10.82,-4.43,12.54,"PresidentsCupInternational",2006
186,186,"Rodolfo Gonzalez",40,0.27,10.65,-2.88,11.02,"PresidentsCupInternational",2006
187,187,"Amandeep Johl",48,0.26,12.66,-8.58,17.53,"PresidentsCupInternational",2006
188,178,"Martin Maritz",55,0.26,14.47,-17.46,16.7,"PresidentsCupInternational",2006
189,190,"Wes Heffernan",40,0.26,10.52,-3.84,10.02,"PresidentsCupInternational",2006
190,191,"Kazuhiko Hosokawa",52,0.26,13.63,-23.92,1.4,"PresidentsCupInternational",2006
191,192,"Lu Weichih",40,0.26,10.39,-5.25,9.49,"PresidentsCupInternational",2006
192,193,"Scott Barr",45,0.26,11.64,-9.74,11.57,"PresidentsCupInternational",2006
193,189,"Shinichi Akiba",51,0.26,13.19,-8.46,11.04,"PresidentsCupInternational",2006
194,188,"Marc Cayeux",61,0.26,15.69,-24.43,7.04,"PresidentsCupInternational",2006
195,194,"Miguel Angel Carballo",51,0.25,12.87,-8.21,15.97,"PresidentsCupInternational",2006
196,196,"Eiji Mizoguchi",41,0.25,10.14,-4.62,10.93,"PresidentsCupInternational",2006
197,195,"Hernan Rey",51,0.24,12.34,-5.2,10.26,"PresidentsCupInternational",2006
198,198,"Jiman Kang",40,0.24,9.6,0,9.6,"PresidentsCupInternational",2006
199,197,"Hidemichi Tanaka",67,0.24,15.96,-32.96,NA,"PresidentsCupInternational",2006
200,199,"Peter Fowler",61,0.24,14.36,-20.82,13.02,"PresidentsCupInternational",2006
201,200,"Soushi Tajima",55,0.23,12.63,-8.18,8.98,"PresidentsCupInternational",2006
202,201,"Sebastian Fernandez",51,0.23,11.68,-9.89,13.53,"PresidentsCupInternational",2006
203,203,"Aaron Pike",40,0.23,9,0,9,"PresidentsCupInternational",2006
204,204,"David Gleeson",40,0.22,8.94,-1.49,10.22,"PresidentsCupInternational",2006
205,205,"Kurt Barnes",40,0.22,8.92,-4.79,7.4,"PresidentsCupInternational",2006
206,206,"Kenichi Kuboya",56,0.22,12.41,-6.95,8.05,"PresidentsCupInternational",2006
207,207,"Craig Jones",49,0.22,10.69,-14.7,5.16,"PresidentsCupInternational",2006
208,209,"Pat Giles",40,0.22,8.69,-2.43,7.73,"PresidentsCupInternational",2006
209,208,"Kohki Idoki",49,0.21,10.36,-6.16,9.58,"PresidentsCupInternational",2006
210,211,"Adam Blyth",45,0.21,9.32,-4.09,8.1,"PresidentsCupInternational",2006
211,213,"Grant Waite",51,0.2,10.34,-4.57,11.92,"PresidentsCupInternational",2006
212,214,"Daniel DeLeon",40,0.2,8.1,-1.2,7.2,"PresidentsCupInternational",2006
213,249,"James Kamte",40,0.2,8.08,-3.45,11.53,"PresidentsCupInternational",2006
214,212,"Hidezumi Shirakata",40,0.2,8.05,-1.1,9.15,"PresidentsCupInternational",2006
215,215,"Rafael Gomez",44,0.2,8.83,-9.81,5.91,"PresidentsCupInternational",2006
216,210,"Daniel Alfredo Vancsik",54,0.2,10.53,-10.24,8.31,"PresidentsCupInternational",2006
217,217,"Lu Wei Ian",40,0.19,7.67,-2.92,7.3,"PresidentsCupInternational",2006
218,218,"Scott Hend",56,0.18,10.2,-19.36,7.85,"PresidentsCupInternational",2006
219,221,"Kyung Nam Kang",40,0.18,7.15,-1.3,7.39,"PresidentsCupInternational",2006
220,219,"Yoshinobu Tsukada",54,0.18,9.62,-5.66,5.94,"PresidentsCupInternational",2006
221,220,"Katsuya Nakagawa",54,0.18,9.49,-8.38,8.07,"PresidentsCupInternational",2006
222,225,"Vijay Kumar",40,0.18,7,0,7,"PresidentsCupInternational",2006
223,216,"Bradley Iles",40,0.17,6.98,-4.43,4.25,"PresidentsCupInternational",2006
224,226,"Deane Pappas",50,0.17,8.73,-7.03,10.82,"PresidentsCupInternational",2006
225,228,"Shoichi Ideguchi",40,0.17,6.93,-1.33,8.27,"PresidentsCupInternational",2006
226,224,"Shigeru Nonaka",54,0.17,9.34,-8.34,6.53,"PresidentsCupInternational",2006
227,231,"Stuart Anderson",40,0.17,6.75,-4.7,6,"PresidentsCupInternational",2006
228,232,"Tim Wilkinson",52,0.17,8.76,-2.24,7.6,"PresidentsCupInternational",2006
229,233,"Marco Ruiz",47,0.17,7.82,-7.74,6.38,"PresidentsCupInternational",2006
230,230,"Darren Griff",40,0.17,6.64,-1.98,7.5,"PresidentsCupInternational",2006
231,229,"Jason Day",40,0.16,6.53,-2.95,5.91,"PresidentsCupInternational",2006
232,222,"Bobby Lincoln",40,0.16,6.53,-6.15,1.74,"PresidentsCupInternational",2006
233,254,"Des Terblanche",40,0.16,6.53,-4.02,5.77,"PresidentsCupInternational",2006
234,235,"Tyrone Van Aswegen",40,0.16,6.53,-3.92,10.44,"PresidentsCupInternational",2006
235,223,"Julio Zapata",40,0.16,6.51,-1.89,5.52,"PresidentsCupInternational",2006
236,227,"Ulrich Van den Berg",40,0.16,6.4,-7.43,4.2,"PresidentsCupInternational",2006
237,236,"Michael Long",63,0.16,10.09,-8.36,10.61,"PresidentsCupInternational",2006
238,234,"Gustavo Rojas",40,0.16,6.3,-4.58,8.4,"PresidentsCupInternational",2006
239,237,"Adam Bland",40,0.16,6.26,-0.89,5.37,"PresidentsCupInternational",2006
240,265,"Angelo Que",47,0.16,7.33,-5.73,7.59,"PresidentsCupInternational",2006
241,238,"Won Joon Lee",40,0.16,6.2,-2.19,4.84,"PresidentsCupInternational",2006
242,239,"Yoichi Shimizu",42,0.15,6.48,-3.2,4.08,"PresidentsCupInternational",2006
243,241,"Takao Nogami",47,0.15,7.17,-9.04,1.55,"PresidentsCupInternational",2006
244,242,"Tsuyoshi Yoneyama",40,0.15,6.06,-10.34,3.28,"PresidentsCupInternational",2006
245,244,"Sushi Ishigaki",49,0.15,7.27,-2.92,7.08,"PresidentsCupInternational",2006
246,246,"Jorge Benedetti",40,0.15,5.91,-1.14,7.05,"PresidentsCupInternational",2006
247,243,"Glen Hnatiuk",41,0.15,6.03,-7.56,4.28,"PresidentsCupInternational",2006
248,240,"Nobuhito Sato",55,0.15,8.09,-12.98,4.08,"PresidentsCupInternational",2006
249,247,"James Nitties",40,0.14,5.77,-9.37,4.93,"PresidentsCupInternational",2006
250,248,"Akinori Tani",40,0.14,5.77,-3.82,4.8,"PresidentsCupInternational",2006
251,250,"Tony Carolan",40,0.14,5.67,-1.03,6.55,"PresidentsCupInternational",2006
252,251,"Stephen Collins",42,0.14,5.9,-2.99,5.58,"PresidentsCupInternational",2006
253,253,"Jon Mills",55,0.14,7.67,-11.3,1.36,"PresidentsCupInternational",2006
254,245,"Wook Soon Kang",40,0.14,5.55,-7.97,NA,"PresidentsCupInternational",2006
255,252,"Martin Doyle",40,0.14,5.4,-9.4,NA,"PresidentsCupInternational",2006
256,255,"Matt McQuillan",40,0.14,5.4,-5.16,3.6,"PresidentsCupInternational",2006
257,256,"Seung Yul Noh",40,0.13,5.37,-1.1,6.47,"PresidentsCupInternational",2006
258,261,"Richard Moir",49,0.13,6.54,-4.29,5.84,"PresidentsCupInternational",2006
259,259,"Eddie Lee",40,0.13,5.26,-5.76,2.86,"PresidentsCupInternational",2006
260,260,"Lee Seongho",40,0.13,5.25,-1.75,7,"PresidentsCupInternational",2006
261,262,"Michiel Bothma",40,0.13,5.21,-3.41,6.69,"PresidentsCupInternational",2006
262,264,"Chen Yuanchi",40,0.13,5.21,-4.77,4.63,"PresidentsCupInternational",2006
263,257,"Simon Nash",40,0.13,5.13,-6.8,5.05,"PresidentsCupInternational",2006
264,266,"Koumei Oda",40,0.12,4.92,-3.34,5.36,"PresidentsCupInternational",2006
265,258,"Takashi Kanemoto",54,0.12,6.62,-11.57,1.35,"PresidentsCupInternational",2006
266,267,"Esteban Toledo",55,0.12,6.67,-7.2,2.56,"PresidentsCupInternational",2006
267,268,"Chang Ting Yeh",40,0.12,4.84,-1.81,6.16,"PresidentsCupInternational",2006
268,269,"Kazuhiro Shimizu",40,0.12,4.8,-1.87,6.4,"PresidentsCupInternational",2006
269,263,"Michael Kirk",59,0.12,6.95,-10.74,1.44,"PresidentsCupInternational",2006
270,270,"Cameron Percy",40,0.12,4.7,-1.92,3.85,"PresidentsCupInternational",2006
271,293,"David Frost",40,0.12,4.64,-15.6,1.29,"PresidentsCupInternational",2006
272,271,"Stephen Scahill",55,0.11,6.22,-14.01,2.64,"PresidentsCupInternational",2006
273,272,"Peter Wilson",40,0.11,4.52,0,4.52,"PresidentsCupInternational",2006
274,273,"Garth Mulroy",40,0.11,4.52,-1.46,5.74,"PresidentsCupInternational",2006
275,274,"Peter Karmis",40,0.11,4.52,-1.73,4.9,"PresidentsCupInternational",2006
276,275,"Ashok Kumar",40,0.11,4.5,-4.19,5.11,"PresidentsCupInternational",2006
277,276,"David Diaz",40,0.11,4.48,-3.11,6.16,"PresidentsCupInternational",2006
278,277,"Eduardo Romero",40,0.11,4.44,-17.16,3.02,"PresidentsCupInternational",2006
279,278,"Adilson da Silva",40,0.11,4.37,-0.95,5.04,"PresidentsCupInternational",2006
280,280,"Dion Fourie",40,0.11,4.31,-2.12,3.5,"PresidentsCupInternational",2006
281,333,"Nic Henning",40,0.11,4.23,-9.18,1.52,"PresidentsCupInternational",2006
282,281,"Yoshiaki Mano",50,0.11,5.27,-5.58,5.05,"PresidentsCupInternational",2006
283,282,"Arjun Singh",40,0.11,4.21,-3.3,3.81,"PresidentsCupInternational",2006
284,283,"Gustavo Acosta",40,0.11,4.2,-1.8,6,"PresidentsCupInternational",2006
