"DistancetoApex_RANKTHISWEEK_2013","DistancetoApex_RANKLASTWEEK_2013","DistancetoApex_PLAYERNAME_2013","DistancetoApex_ROUNDS_2013","DistancetoApex_AVG_2013","DistancetoApex_TOTALAPEXRANGE_2013","DistancetoApex_TOTALATTEMPTS_2013","DistancetoApex_LONGESTDISTTOAPEX_2013","DistancetoApex_SHORTESTDISTTOAPEX_2013","stat_name","year"
18,18,"Jason Kokrak",78,196.4,12175.9,62,215.8,165.3,"DistancetoApex",2013
19,19,"Derek Ernst",58,196.3,10205.1,52,209.7,180.6,"DistancetoApex",2013
20,20,"Adam Scott",61,195.9,7050.9,36,213.7,176,"DistancetoApex",2013
21,21,"Keegan Bradley",88,195.6,11342.7,58,208.2,182,"DistancetoApex",2013
22,22,"Charl Schwartzel",69,194.6,8562.5,44,206.4,184,"DistancetoApex",2013
23,23,"Aaron Baddeley",68,194.5,9142.2,47,206,172.6,"DistancetoApex",2013
23,23,"Matt Jones",83,194.5,13034.4,67,210.3,177.9,"DistancetoApex",2013
25,25,"Tag Ridings",69,194.3,8741.6,45,208.1,157.9,"DistancetoApex",2013
26,26,"Charles Howell III",87,194.1,15136.2,78,207.1,177,"DistancetoApex",2013
26,26,"Tiger Woods",61,194.1,5239.4,27,205,181.6,"DistancetoApex",2013
28,28,"Patrick Reed",83,193.9,12406.6,64,207.4,182,"DistancetoApex",2013
29,29,"Sean OHair",56,193.4,7735.8,40,204,182.8,"DistancetoApex",2013
30,30,"Martin Flores",83,193.2,14295.9,74,208.8,169,"DistancetoApex",2013
30,30,"Bobby Gates",49,193.2,7149.7,37,204.6,151.9,"DistancetoApex",2013
32,32,"James Driscoll",76,193.1,11199.1,58,204.9,181.1,"DistancetoApex",2013
33,33,"Martin Laird",68,192.6,8666,45,205.4,175,"DistancetoApex",2013
34,34,"George McNeill",68,191.5,11297.3,59,208.3,177.4,"DistancetoApex",2013
35,35,"Harris English",95,191.3,12437.6,65,205.3,132,"DistancetoApex",2013
36,36,"Charley Hoffman",84,191.2,13763.3,72,207.1,167.8,"DistancetoApex",2013
37,37,"Steven Bowditch",67,191.1,10512,55,205.4,166.6,"DistancetoApex",2013
38,38,"Martin Kaymer",61,191,8211.3,43,201.2,178.8,"DistancetoApex",2013
39,39,"Marc Leishman",77,190.9,11260.8,59,202.4,144.7,"DistancetoApex",2013
40,40,"Pat Perez",69,190.7,11440,60,200.5,169.4,"DistancetoApex",2013
40,40,"Scott Piercy",78,190.7,9155.6,48,201.6,160.2,"DistancetoApex",2013
42,42,"Robert Garrigus",69,190.4,7233.9,38,207.2,153.1,"DistancetoApex",2013
42,42,"Robert Streb",75,190.4,10661.8,56,206.1,168.2,"DistancetoApex",2013
42,42,"Jimmy Walker",84,190.4,13329.3,70,213.6,158.4,"DistancetoApex",2013
45,45,"Brendon de Jonge",110,189.8,15946,84,202.6,171.7,"DistancetoApex",2013
46,46,"Trevor Immelman",73,189.6,10046.3,53,202.1,151.4,"DistancetoApex",2013
47,47,"Lucas Glover",65,189.3,8519.4,45,202.4,177,"DistancetoApex",2013
48,48,"Greg Owen",73,189.1,11534.8,61,204.3,165.4,"DistancetoApex",2013
49,49,"Kevin Chappell",80,189,10582.5,56,201.4,170.1,"DistancetoApex",2013
50,50,"Rickie Fowler",75,188.6,10563.6,56,203.3,171,"DistancetoApex",2013
50,50,"Bill Haas",85,188.6,12073.2,64,200.2,173.7,"DistancetoApex",2013
50,50,"Ryan Palmer",79,188.6,11316.1,60,201,162.7,"DistancetoApex",2013
50,50,"Kevin Stadler",83,188.6,12634.8,67,201.5,167.2,"DistancetoApex",2013
54,54,"Brad Fritsch",81,188.5,12817.8,68,204.8,171.9,"DistancetoApex",2013
55,55,"Steve LeBrun",66,188.4,9041.7,48,201.6,166.2,"DistancetoApex",2013
55,55,"Henrik Norlander",70,188.4,9609.4,51,200.6,168.9,"DistancetoApex",2013
57,57,"Justin Rose",62,188.2,7340.4,39,204.8,176.5,"DistancetoApex",2013
58,58,"Lee Westwood",70,188.1,9970.1,53,199.4,157.4,"DistancetoApex",2013
59,59,"Cameron Tringale",80,187.9,12216.6,65,206.6,168.4,"DistancetoApex",2013
60,60,"Ricky Barnes",74,187.7,10889.2,58,202,149.2,"DistancetoApex",2013
61,61,"Andres Romero",63,187.6,8818.7,47,201.7,161.3,"DistancetoApex",2013
62,62,"Josh Teater",86,187.4,11057,59,202.1,170.9,"DistancetoApex",2013
63,63,"Brendan Steele",86,187.2,13288.1,71,202,159.5,"DistancetoApex",2013
64,64,"Billy Horschel",96,187.1,14409.5,77,201.4,157.9,"DistancetoApex",2013
65,65,"Padraig Harrington",52,187,5796.2,31,196.4,167.8,"DistancetoApex",2013
66,66,"Geoff Ogilvy",57,186.6,7463.5,40,197.4,172,"DistancetoApex",2013
67,67,"Phil Mickelson",78,186.5,4476.5,24,198.4,162.8,"DistancetoApex",2013
67,67,"John Rollins",77,186.5,12119.6,65,197.2,167.1,"DistancetoApex",2013
69,69,"Stewart Cink",71,186.4,6895.1,37,200.6,160,"DistancetoApex",2013
70,70,"Erik Compton",74,186.3,10618.1,57,201.6,171.9,"DistancetoApex",2013
70,70,"Peter Hanson",45,186.3,6146.9,33,201.5,171.4,"DistancetoApex",2013
70,70,"Troy Matteson",68,186.3,9686.4,52,198.2,165.1,"DistancetoApex",2013
70,70,"Boo Weekley",100,186.3,16017.8,86,203.9,165.4,"DistancetoApex",2013
74,74,"Russell Henley",80,186.2,11360.9,61,201.9,153.1,"DistancetoApex",2013
74,74,"Hunter Mahan",91,186.2,11733.1,63,202,168.7,"DistancetoApex",2013
76,76,"John Senden",79,186,10604.7,57,201,170.7,"DistancetoApex",2013
77,77,"Michael Bradley",56,185.8,5572.5,30,194.8,176,"DistancetoApex",2013
78,78,"Webb Simpson",92,185.6,11320.1,61,197.4,165.8,"DistancetoApex",2013
79,79,"James Hahn",78,185.2,11665.5,63,200.3,166.3,"DistancetoApex",2013
80,80,"Cameron Percy",68,185.1,10365.9,56,196.6,159.8,"DistancetoApex",2013
81,81,"Shawn Stefani",63,184.8,7578.4,41,200.8,154.3,"DistancetoApex",2013
82,82,"Luke Guthrie",82,184.6,12734.8,69,193.6,160.6,"DistancetoApex",2013
83,83,"Jim Herman",59,184.4,6453,35,197,174.1,"DistancetoApex",2013
84,84,"David Lingmerth",68,184.1,11045.9,60,195.2,160.7,"DistancetoApex",2013
85,85,"Rory Sabbatini",86,183.7,12126.7,66,201.2,167.3,"DistancetoApex",2013
86,86,"Sangmoon Bae",83,183.6,12855.4,70,199,162.8,"DistancetoApex",2013
86,86,"Matt Every",89,183.6,15607.7,85,197.6,161.8,"DistancetoApex",2013
88,88,"Kevin Streelman",86,183.4,12654.4,69,196.7,159.8,"DistancetoApex",2013
89,89,"Scott Brown",65,183.3,10079.4,55,197,158.8,"DistancetoApex",2013
90,90,"Robert Karlsson",56,183.2,6410.3,35,198.9,154.6,"DistancetoApex",2013
90,90,"Chris Kirk",89,183.2,13742.8,75,194.8,156.2,"DistancetoApex",2013
90,90,"Steve Stricker",51,183.2,5863.6,32,192.3,173.7,"DistancetoApex",2013
93,93,"Tom Gillis",69,183.1,10253.2,56,194.5,144.4,"DistancetoApex",2013
94,94,"Roberto Castro",97,182.9,13717.8,75,191.6,159.8,"DistancetoApex",2013
95,95,"Tim Herron",45,182.8,6763.1,37,191.1,172.1,"DistancetoApex",2013
96,96,"Ernie Els",63,182.7,7854.2,43,196,170.4,"DistancetoApex",2013
96,96,"Morgan Hoffmann",64,182.7,9319.9,51,195.8,154,"DistancetoApex",2013
96,96,"Carl Pettersson",82,182.7,10781.8,59,196.2,141.8,"DistancetoApex",2013
99,99,"Bo Van Pelt",72,182.6,9129.7,50,196.5,171.8,"DistancetoApex",2013
100,100,"Ian Poulter",59,182.4,6201,34,197.8,166.6,"DistancetoApex",2013
101,101,"JJ Henry",83,182.1,9103,50,197.7,154.8,"DistancetoApex",2013
102,102,"Brandt Jobe",62,181.6,9080.4,50,195.3,148.2,"DistancetoApex",2013
102,102,"Camilo Villegas",79,181.6,11076,61,198.1,119,"DistancetoApex",2013
104,104,"Ryo Ishikawa",72,181.4,9796.7,54,198.2,159.3,"DistancetoApex",2013
104,104,"William McGirt",75,181.4,12152.3,67,193.7,157,"DistancetoApex",2013
106,106,"Nicholas Thompson",99,181.3,15046.4,83,201.7,154.1,"DistancetoApex",2013
107,107,"YE Yang",56,180.7,7047.8,39,193.8,159.9,"DistancetoApex",2013
108,108,"Robert Allenby",58,180.6,8488.6,47,194.2,141.6,"DistancetoApex",2013
109,109,"Jordan Spieth",82,180.5,12456.3,69,199.6,160.6,"DistancetoApex",2013
110,110,"Scott Gardiner",61,180.3,9734,54,194.9,162.7,"DistancetoApex",2013
110,110,"John Merrick",79,180.3,11538.7,64,194,155.6,"DistancetoApex",2013
112,112,"Brandt Snedeker",79,180.1,9904.2,55,239.6,152.3,"DistancetoApex",2013
113,113,"DJ Trahan",48,179.9,5936.2,33,195.1,162.7,"DistancetoApex",2013
114,114,"Tommy Gainey",84,179.8,12762.8,71,194.4,137.6,"DistancetoApex",2013
114,114,"Andrew Svoboda",46,179.8,6114.4,34,193.5,164.4,"DistancetoApex",2013
116,116,"Luke Donald",60,179.7,7369.5,41,190.4,171.7,"DistancetoApex",2013
117,117,"Jason Dufner",78,179.6,10953.6,61,194.3,163.3,"DistancetoApex",2013
118,118,"Alistair Presnell",59,179.5,7540.5,42,190.3,166.6,"DistancetoApex",2013
119,119,"Chad Campbell",78,179.3,12011.6,67,200.3,150.7,"DistancetoApex",2013
120,120,"Jonas Blixt",76,179.2,12006.3,67,191.9,157.2,"DistancetoApex",2013
120,120,"Jeff Overton",78,179.2,12725.1,71,196.5,100.6,"DistancetoApex",2013
120,120,"Michael Thompson",66,179.2,8960.2,50,191,160.5,"DistancetoApex",2013
123,123,"Freddie Jacobson",63,179,8056.5,45,194.5,152.9,"DistancetoApex",2013
124,124,"Stuart Appleby",88,178.9,13057.9,73,191.2,147.6,"DistancetoApex",2013
125,125,"Daniel Summerhays",83,178.7,14471.3,81,193.1,155.5,"DistancetoApex",2013
126,126,"Bud Cauley",67,178.1,9261.9,52,190.9,159.3,"DistancetoApex",2013
126,126,"Brian Harman",89,178.1,13893.4,78,191.3,159.8,"DistancetoApex",2013
126,126,"Richard Lee",81,178.1,12112.5,68,196,159.8,"DistancetoApex",2013
126,126,"Johnson Wagner",64,178.1,8725.1,49,196.3,152.8,"DistancetoApex",2013
130,130,"Rod Pampling",46,178,6231.5,35,190.7,161.5,"DistancetoApex",2013
130,130,"Chris Stroud",88,178,13353.3,75,187.8,158.5,"DistancetoApex",2013
132,132,"Fabian Gomez",65,177.6,9412,53,192.9,147.6,"DistancetoApex",2013
133,133,"Vijay Singh",61,177.4,8162,46,196.3,164.7,"DistancetoApex",2013
134,134,"Ryan Moore",72,177,9734.3,55,195.9,156.9,"DistancetoApex",2013
135,135,"Ben Kohles",75,176.8,10785.4,61,190.1,166.5,"DistancetoApex",2013
136,136,"Bob Estes",66,176.5,8293.3,47,192.5,156.6,"DistancetoApex",2013
137,137,"Matt Kuchar",93,176.4,11994.7,68,191.2,157.6,"DistancetoApex",2013
138,138,"Vaughn Taylor",50,176.3,6697.6,38,186.8,160.2,"DistancetoApex",2013
139,139,"Jason Bohn",70,176.1,11273.4,64,186.7,155.4,"DistancetoApex",2013
140,140,"Will Claxton",67,175.8,9492,54,191.6,141.8,"DistancetoApex",2013
140,140,"Jim Furyk",80,175.8,11075.1,63,198,156.1,"DistancetoApex",2013
140,140,"Graeme McDowell",53,175.8,6505.9,37,209.6,163.4,"DistancetoApex",2013
143,143,"Ben Crane",62,175.6,9309.4,53,187.7,157.4,"DistancetoApex",2013
144,144,"Brian Stuard",78,175.5,11231.3,64,185.5,159.7,"DistancetoApex",2013
145,145,"Greg Chalmers",77,175.3,12273,70,198.3,153.8,"DistancetoApex",2013
146,146,"Ted Potter Jr",65,175.2,9460.8,54,188,150.2,"DistancetoApex",2013
147,147,"Casey Wittenberg",72,174.9,10320,59,192,154.9,"DistancetoApex",2013
148,148,"Stephen Ames",49,174.8,6641.3,38,185.4,160.4,"DistancetoApex",2013
149,149,"DH Lee",65,174.6,9952.8,57,189.2,142.5,"DistancetoApex",2013
150,150,"Charlie Wi",75,173.6,10763.7,62,192.1,155,"DistancetoApex",2013
151,151,"Bryce Molder",82,173.5,11971,69,183.6,153.1,"DistancetoApex",2013
152,152,"John Huh",88,173.2,12645.2,73,188.5,148.2,"DistancetoApex",2013
152,152,"David Mathis",71,173.2,10219.6,59,187.4,146.1,"DistancetoApex",2013
154,154,"Mark Wilson",56,172.6,8283.5,48,181.8,159.5,"DistancetoApex",2013
155,155,"KJ Choi",85,172.4,9825.2,57,185.5,149.3,"DistancetoApex",2013
156,156,"Ben Curtis",59,172.2,7749.9,45,186.9,154.5,"DistancetoApex",2013
156,156,"David Hearn",88,172.2,12400.6,72,183.2,136.2,"DistancetoApex",2013
158,158,"Doug LaBelle II",72,171.7,9617.5,56,182.7,155.7,"DistancetoApex",2013
159,159,"Ken Duke",87,171.4,11658.1,68,194.4,142,"DistancetoApex",2013
160,160,"David Lynn",70,171.3,8735.2,51,185.1,152.8,"DistancetoApex",2013
161,161,"Brian Davis",91,171.2,14721.3,86,182.8,150.7,"DistancetoApex",2013
162,162,"Aaron Watkins",46,171.1,5988.4,35,184.2,153,"DistancetoApex",2013
163,163,"DA Points",87,171,10943.9,64,192,140.7,"DistancetoApex",2013
164,164,"Chez Reavie",72,170.9,12306,72,183.3,143.4,"DistancetoApex",2013
165,165,"Justin Bolli",59,170,7310.5,43,184.3,154.7,"DistancetoApex",2013
165,165,"Zach Johnson",84,170,11389.5,67,182.3,142.7,"DistancetoApex",2013
165,165,"Dicky Pride",71,170,10537.9,62,180.8,152.9,"DistancetoApex",2013
168,168,"Lee Williams",62,169.5,8642.9,51,178.9,148.1,"DistancetoApex",2013
169,169,"Mike Weir",60,169.1,7272,43,176.6,158.2,"DistancetoApex",2013
170,170,"Justin Hicks",79,168.9,9120.5,54,184.4,149.1,"DistancetoApex",2013
170,170,"Justin Leonard",86,168.9,12497,74,183.7,150,"DistancetoApex",2013
172,172,"David Toms",49,168.7,4386,26,183.8,155.4,"DistancetoApex",2013
173,173,"Scott Langley",79,167.8,9565.6,57,184.2,143.6,"DistancetoApex",2013
174,174,"Jin Park",52,166.6,7330,44,175.7,154.1,"DistancetoApex",2013
175,175,"Jerry Kelly",75,166.2,10639.1,64,178.2,144.3,"DistancetoApex",2013
176,176,"Colt Knost",69,165.5,9930.8,60,175.4,147.4,"DistancetoApex",2013
177,177,"Jeff Maggert",63,165.4,8930.4,54,174.9,147.8,"DistancetoApex",2013
178,178,"Brian Gay",79,164.1,11651.9,71,173.5,142.8,"DistancetoApex",2013
179,179,"Tim Clark",64,160.2,6727.2,42,172.9,147.2,"DistancetoApex",2013
180,180,"Darron Stiles",51,160,5918.3,37,172.6,140,"DistancetoApex",2013
